gene_id	gene_name	SRX8042381	SRX8042382	SRX8042383	SRX8042384	SRX8042385	SRX8042386
ENSMUSG00000044703	Phf11a	4358	4943	4639	5244	4644	4721
ENSMUSG00000033578	Tmem35	9385	9871	9913	9492	9761	9545
ENSMUSG00000033060	Lmo7	4806	4523	4629	4433	4613	4353
ENSMUSG00000028039	Efna3	6183	6353	5654	5747	6136	5977
ENSMUSG00000028836	Slc30a2	7871	7931	7191	7799	7949	7400
ENSMUSG00000029361	Nos1	1885	2085	1337	1712	1391	1565
ENSMUSG00000023473	Celsr3	4523	4115	3963	3896	3966	4597
ENSMUSG00000034829	Nxnl1	6494	6705	7441	6510	6474	6857
ENSMUSG00000000318	Clec10a	9262	9390	9377	10099	9877	9878
ENSMUSG00000032338	Hcn4	3849	4524	4243	3968	4634	3767
ENSMUSG00000032053	Pou2af1	9941	9659	9889	9448	9091	9572
ENSMUSG00000105971	RP23-372C7.8	4350	3641	3634	4352	3827	3793
ENSMUSG00000035277	Arx	9103	8277	8723	8492	8667	9276
ENSMUSG00000042604	Kcna4	1804	2151	1449	1203	1770	1529
ENSMUSG00000033615	Cplx1	7366	6865	7213	6984	7176	6657
ENSMUSG00000064339	mt-Rnr2	9065	9228	9938	9076	9702	9076
ENSMUSG00000038128	Camk4	4994	5678	5115	5605	5760	5644
ENSMUSG00000035270	Impg2	3114	2938	3312	3725	3401	3053
ENSMUSG00000034917	Tjp3	4234	4323	4315	3926	4376	3911
ENSMUSG00000097532	Gm4349	8403	8797	9190	8734	8757	8458
ENSMUSG00000063239	Grm4	8513	8300	8084	8379	8213	8339
ENSMUSG00000030729	Pgm2l1	2364	2303	2129	2625	2627	2669
ENSMUSG00000067028	Cntnap5b	4790	4580	4685	4818	5119	5283
ENSMUSG00000097497	Gm26652	7246	7679	7962	8131	7228	7787
ENSMUSG00000044067	Gpr22	8114	7915	7926	7589	7362	7572
ENSMUSG00000025867	Cplx2	4708	4937	4935	4593	4682	4900
ENSMUSG00000097444	Gm10489	5513	5813	5642	5758	6099	6096
ENSMUSG00000019828	Grm1	3930	3789	3472	3638	3027	3130
ENSMUSG00000038692	Hoxb4	6368	5943	6059	6102	5538	6381
ENSMUSG00000005892	Trh	1624	1817	1503	1808	2356	2102
ENSMUSG00000049281	Scn3b	3911	4048	3606	3526	3821	3319
ENSMUSG00000040972	Igsf21	7749	7437	7412	7641	7289	8046
ENSMUSG00000098318	1190002F15Rik	6961	6831	6751	6902	6586	6245
ENSMUSG00000103301	Gm37804	6061	6405	6819	6429	6603	6745
ENSMUSG00000059456	Ptk2b	7766	8259	8316	8243	8116	8531
ENSMUSG00000107148	RP23-114M24.1	4607	4446	4028	4243	4494	4921
ENSMUSG00000025221	Kcnip2	6273	6452	5905	5704	5748	5767
ENSMUSG00000051111	Sv2c	2946	3151	3593	3388	3322	2927
ENSMUSG00000007021	Syngr3	3168	3274	3061	2814	2721	3232
ENSMUSG00000030854	Ptpn5	6098	5891	5538	5697	5893	5388
ENSMUSG00000036760	Kcnk9	3555	3744	4037	3539	3908	3622
ENSMUSG00000085816	Gm13052	7352	7582	7228	7769	7382	6971
ENSMUSG00000021852	Slc35f4	3126	3673	3017	3670	3060	3877
ENSMUSG00000055567	Unc80	7929	7431	7680	7509	7171	7869
ENSMUSG00000037126	Psd	7248	6574	6548	6942	6739	6616
ENSMUSG00000004933	Matk	7854	7838	8149	8064	7676	7808
ENSMUSG00000021730	Hcn1	4596	3952	4931	4632	4087	4491
ENSMUSG00000032495	Lrrc2	8839	8912	9079	9073	8590	8603
ENSMUSG00000059187	Fam19a1	9343	8588	8781	9002	9204	9348
ENSMUSG00000027584	Oprl1	6717	6483	7160	6421	7183	7225
ENSMUSG00000079157	Fam155a	5045	5408	5303	4445	5019	5301
ENSMUSG00000016179	Camk1g	9275	9056	9375	9163	9011	9506
ENSMUSG00000036095	Dgkb	8111	8725	8684	8050	8217	8219
ENSMUSG00000102992	Gm37766	9752	9150	9036	9646	9407	9073
ENSMUSG00000035681	Kcnc2	2002	2115	2280	2598	2555	2534
ENSMUSG00000027568	Ntsr1	8510	9424	8985	8936	8891	8773
ENSMUSG00000102257	Gm37649	7562	7709	6840	6935	7260	7437
ENSMUSG00000097545	Mir124a-1hg	3467	2833	3594	2719	2809	3410
ENSMUSG00000038917	3930402G23Rik	7794	7573	8185	7819	7811	7934
ENSMUSG00000079550	Mpp4	2743	2689	2773	3021	3213	3043
ENSMUSG00000063142	Kcnma1	4367	4449	4159	4159	3666	3951
ENSMUSG00000103596	Gm37354	9509	8958	9109	9873	9451	9783
ENSMUSG00000073008	Gpr174	1511	1742	1123	1198	999	1211
ENSMUSG00000030226	Lmo3	2755	2701	2554	3105	2936	2903
ENSMUSG00000102508	Gm37367	1865	2192	1714	2141	1684	2489
ENSMUSG00000002068	Ccne1	3097	2636	3133	3461	3401	2829
ENSMUSG00000047692	4930533K18Rik	6289	6761	7046	6914	6412	6371
ENSMUSG00000071753	C230004F18Rik	4678	4476	4893	4985	5033	4719
ENSMUSG00000097672	Gm26609	6369	6483	6946	7204	7124	6564
ENSMUSG00000105542	RP23-441I24.4	10338	9671	9687	9942	10314	9787
ENSMUSG00000103613	Gm34882	2887	3178	3284	3398	3392	2604
ENSMUSG00000105461	RP24-461L18.3	2540	2702	2199	2179	2757	2587
ENSMUSG00000074968	Ano3	5831	5882	6422	5810	6095	6618
ENSMUSG00000019775	Rgs17	2548	3106	2659	2584	2903	2945
ENSMUSG00000029304	Spp1	7059	6633	6265	6598	6688	6718
ENSMUSG00000031391	L1cam	7328	7285	7810	7677	7534	7381
ENSMUSG00000060924	Csmd1	5604	6001	5805	6047	6073	5651
ENSMUSG00000104708	RP23-151C5.3	1036	1868	1021	1666	1878	1288
ENSMUSG00000048758	Rpl29	2639	2747	2425	2068	2072	2308
ENSMUSG00000058925	1700011I03Rik	5258	6011	5934	5463	6078	6118
ENSMUSG00000085201	Nr6a1os	9107	9229	9575	9021	9768	9361
ENSMUSG00000048895	Cdk5r1	7645	7954	7588	7617	8331	7678
ENSMUSG00000027221	Chst1	9730	10139	9688	9954	9354	9662
ENSMUSG00000064147	Rab44	6808	7168	6687	6871	7358	7462
ENSMUSG00000105708	RP23-148G12.3	8712	8351	8564	8403	8635	8420
ENSMUSG00000064330	Pde6h	4417	3623	4475	3940	3507	4406
ENSMUSG00000046167	Gldn	6971	6856	6560	6972	6685	6944
ENSMUSG00000004031	Brinp2	5389	5528	5556	5597	5829	6074
ENSMUSG00000044641	Pard6b	1624	2182	2364	2330	1992	1821
ENSMUSG00000031409	Tceal6	4072	3971	4043	4635	4125	4624
ENSMUSG00000043498	9330132A10Rik	3070	3444	3136	3437	2907	3065
ENSMUSG00000086495	Gm13778	5195	5151	5050	4738	5258	5215
ENSMUSG00000090118	Gm16163	3318	3845	3642	3200	3971	3922
ENSMUSG00000039372	March4	4014	3505	3788	4044	3558	4069
ENSMUSG00000068428	Gmnc	1583	1315	1652	1770	1711	1048
ENSMUSG00000017723	Wfdc2	1942	1692	1911	2038	1918	1738
ENSMUSG00000003872	Lin7b	7350	7342	7309	6909	6933	7680
ENSMUSG00000070304	Scn2b	2453	1919	2828	2752	2823	1991
ENSMUSG00000022375	Lrrc6	1656	1436	920	1435	1077	1133
ENSMUSG00000094840	Muc3a	5440	6014	5371	5695	5423	5282
ENSMUSG00000008193	Spib	2668	2535	1916	2355	2003	2513
ENSMUSG00000024673	Ms4a1	4816	3984	4717	4812	3992	4461
ENSMUSG00000084088	Gm12941	2307	2054	1852	2059	2325	2394
ENSMUSG00000029755	Dlx5	3317	3344	3604	3224	2999	2716
ENSMUSG00000037541	Shank2	3279	3602	3286	3295	3769	3906
ENSMUSG00000024524	Gnal	5884	6028	6075	5630	5507	5394
ENSMUSG00000034799	Unc13a	9181	9106	9312	9208	9230	8559
ENSMUSG00000022829	Stxbp5l	7349	7486	7310	7452	7144	7488
ENSMUSG00000082931	Gm13586	6308	6176	6065	6282	5687	5705
ENSMUSG00000044024	Rell2	7142	7329	7147	7449	7653	7250
ENSMUSG00000039717	Ralyl	6070	6214	6155	5958	6243	5620
ENSMUSG00000099759	1700030C10Rik	4034	3814	3864	4119	3764	4114
ENSMUSG00000049148	Plcxd3	3625	3409	3327	3572	3719	3342
ENSMUSG00000034584	Exph5	9651	9641	9458	9282	9734	9144
ENSMUSG00000087624	9230111E07Rik	5186	5051	5210	5671	5409	5282
ENSMUSG00000026787	Gad2	2162	2101	1552	2345	1617	1823
ENSMUSG00000064329	Scn1a	1644	1832	2237	1731	2502	1888
ENSMUSG00000003469	Phyhip	1362	1411	738	1479	1434	706
ENSMUSG00000040412	5330417C22Rik	4272	4332	4021	3713	3968	4175
ENSMUSG00000040797	Iqsec3	4894	5575	5557	4901	4906	5507
ENSMUSG00000083856	Gm13886	4094	4134	3560	4228	4084	3484
ENSMUSG00000034472	Rasd2	7781	7450	7695	7310	7817	7302
ENSMUSG00000045009	Prrt3	2534	2380	2738	2056	2654	1963
ENSMUSG00000106905	RP23-42M8.5	3335	3929	3865	3600	3682	4077
ENSMUSG00000034098	Fstl5	4808	4859	4310	4118	4243	4105
ENSMUSG00000038026	Kcnj9	3937	4102	3583	4055	4034	3946
ENSMUSG00000043388	Tmem130	7779	7821	8142	8111	8060	7411
ENSMUSG00000064337	mt-Rnr1	600	991	1463	1163	577	1206
ENSMUSG00000027559	Car3	3234	2807	3149	3037	3059	3368
ENSMUSG00000103092	Pcdha5	4328	3659	3944	4591	3738	3920
ENSMUSG00000046480	Scn4b	5492	5995	5487	5618	5929	5333
ENSMUSG00000021613	Hapln1	5833	5577	4995	5385	5739	5688
ENSMUSG00000014813	Stc1	4033	3224	3638	3379	3686	3845
ENSMUSG00000021848	Otx2	7750	7586	7559	7815	7290	7750
ENSMUSG00000091002	Tcerg1l	8151	7496	8069	8039	8199	8327
ENSMUSG00000001986	Gria3	2939	3132	2455	3199	2531	3105
ENSMUSG00000090293	Gm17034	8702	9103	9147	8503	9102	9183
ENSMUSG00000028546	Elavl4	7743	7757	8278	7588	8125	7839
ENSMUSG00000083183	Gm15575	9685	9388	9661	8916	8848	8881
ENSMUSG00000029245	Epha5	1739	1536	1718	883	1651	867
ENSMUSG00000102359	Gm38351	7580	7988	7678	8093	7213	7506
ENSMUSG00000083796	Gm13369	2887	3519	3201	3459	3393	3567
ENSMUSG00000058975	Kcnc1	4237	4402	4610	5124	5129	5112
ENSMUSG00000075316	Scn9a	1000	1565	1752	1360	1087	1525
ENSMUSG00000035202	Lars2	5785	5783	6282	6347	6222	5928
ENSMUSG00000097929	Tunar	2157	2253	1853	2296	1952	1545
ENSMUSG00000022269	March11	3241	2794	3184	3560	2754	3432
ENSMUSG00000024403	Atp6v1g2	2552	2442	2256	2236	2220	2178
ENSMUSG00000025855	Prkar1b	7806	7114	7990	7756	7987	7157
ENSMUSG00000025738	Fbxl16	9868	9872	9147	9973	9086	9730
ENSMUSG00000037492	Zmat4	5321	5954	5307	6015	5942	5682
ENSMUSG00000031138	F9	3665	2822	3681	3045	2711	3463
ENSMUSG00000097399	Gm26555	6654	5945	6135	6389	6566	5861
ENSMUSG00000072688	Gm10399	2292	2123	2170	2372	2250	2609
ENSMUSG00000073779	Lrp8os2	8930	8997	8988	8535	8531	8772
ENSMUSG00000086499	Gm16217	8080	8483	8100	8243	8179	8252
ENSMUSG00000050377	Il31ra	8008	7552	8405	7701	7624	8136
ENSMUSG00000042425	Frmpd3	7895	7942	7570	7367	7198	7947
ENSMUSG00000062393	Dgkk	1800	1813	1689	2047	2314	2232
ENSMUSG00000104200	Gm37399	3078	2467	2934	2672	2976	2707
ENSMUSG00000094226	Gm21759	7230	6951	7160	7014	6758	6681
ENSMUSG00000084390	Gm15425	6490	6414	6655	6366	6206	6253
ENSMUSG00000098202	B830012L14Rik	6393	6951	6670	6194	6898	6549
ENSMUSG00000092103	Gm17039	6846	7307	7020	6503	6751	7084
ENSMUSG00000099472	Gm29539	2246	1873	2136	2205	2544	2393
ENSMUSG00000035504	Reep6	5053	4519	5026	5014	4609	5492
ENSMUSG00000022054	Nefm	1742	1526	1199	2124	1533	1343
ENSMUSG00000037474	Dtl	6360	6582	6579	6859	7021	6988
ENSMUSG00000078144	Capns2	7367	8196	8029	8154	7607	8036
ENSMUSG00000072672	Duxbl3	9081	9063	9229	8673	9020	9143
ENSMUSG00000051452	Gm11437	4077	3177	3912	3889	3624	3671
ENSMUSG00000027073	Prg2	4054	3595	3913	3495	3902	4100
ENSMUSG00000106710	RP23-445H19.1	8642	9359	8451	9148	8889	9062
ENSMUSG00000087579	1500017E21Rik	3967	3793	3663	3933	3676	3781
ENSMUSG00000045441	Gprin3	3384	3299	3260	3102	3237	3250
ENSMUSG00000048355	Arxes1	5582	5552	5597	6321	5583	5885
ENSMUSG00000022362	Gm29394	7559	7061	6838	7208	6940	7233
ENSMUSG00000074817	Papolb	3228	3148	3046	3763	3677	3161
ENSMUSG00000026825	Dnm1	3883	4055	4061	3944	3451	4249
ENSMUSG00000004113	Cacna1b	8312	8030	8529	8006	8435	8187
ENSMUSG00000026312	Cdh7	5306	5401	4670	5133	5088	5506
ENSMUSG00000071716	Apol7e	4245	4344	4224	4469	4151	4307
ENSMUSG00000042750	Bex2	7485	7911	7184	7207	7359	8142
ENSMUSG00000040364	Sec1	4345	4578	3894	4594	4297	4196
ENSMUSG00000066677	Pydc3	2082	2339	2120	2531	2324	2255
ENSMUSG00000056643	Chst13	6515	6336	6407	6604	6363	6541
ENSMUSG00000097915	A330009N23Rik	6868	7697	7749	6930	7726	6873
ENSMUSG00000034687	Fras1	6145	6763	6254	6611	6719	6554
ENSMUSG00000006235	Epor	7994	8239	8598	8102	8551	8616
ENSMUSG00000028931	Kcnab2	8775	8617	9360	9084	8483	9135
ENSMUSG00000105500	RP23-120C8.5	2810	2622	2456	1906	2331	1830
ENSMUSG00000055629	B4galnt4	9244	9884	9656	9742	9516	9004
ENSMUSG00000062961	Ccdc177	4369	4391	5156	4446	5192	5304
ENSMUSG00000103738	Gm37652	5706	6448	6215	6504	6013	6339
ENSMUSG00000025983	Ccdc150	3393	3516	3192	3567	3552	3547
ENSMUSG00000107358	RP23-4H14.1	10184	10088	10105	9405	9487	9505
ENSMUSG00000026202	Tuba4a	4030	3288	3704	4074	3331	3240
ENSMUSG00000052026	Slc6a7	3527	2864	2895	3138	3438	2941
ENSMUSG00000076617	Ighm	3632	3510	3157	3089	2960	3019
ENSMUSG00000104178	Gm9916	8164	8142	7353	7370	8058	7769
ENSMUSG00000042200	Cdrt4	1140	1331	1455	1272	1475	910
ENSMUSG00000031343	Gabra3	5020	5856	5674	5653	5569	5809
ENSMUSG00000008932	Slc1a7	5885	5688	5829	5300	5079	5990
ENSMUSG00000094286	Gm12424	3692	3061	3607	3440	3540	2852
ENSMUSG00000093628	Gm20616	7481	7499	7847	7902	7393	7866
ENSMUSG00000022756	Slc7a4	6694	5947	6407	5900	6189	6046
ENSMUSG00000072621	Slfn10-ps	7987	8714	8415	8403	8502	8032
ENSMUSG00000045318	Adra2c	3694	3950	4093	3870	3953	4143
ENSMUSG00000039252	Lgi2	5355	5424	5697	5533	5199	5311
ENSMUSG00000106133	RP23-451E8.2	6769	7630	7257	7583	7320	6750
ENSMUSG00000053693	Mast1	9841	9110	9701	9860	9908	9906
ENSMUSG00000080937	Gm13510	8197	8482	8317	8967	8801	8599
ENSMUSG00000048001	Hes5	4475	4506	3877	4452	3766	3967
ENSMUSG00000021596	Mctp1	8714	8051	8102	8241	7769	8069
ENSMUSG00000048834	Vstm2a	7643	7629	7283	7452	7018	7680
ENSMUSG00000021194	Chga	9947	9520	10036	9400	9677	9996
ENSMUSG00000018930	Ccl4	8297	8548	8358	8194	7984	8248
ENSMUSG00000041141	Pnmal1	4233	3922	3932	4381	4244	3957
ENSMUSG00000048304	Slitrk3	9491	9279	9569	9471	8973	8835
ENSMUSG00000097391	Mirg	4039	4047	3898	4413	4188	4217
ENSMUSG00000073514	Dok6	2549	2489	2202	1858	2179	1844
ENSMUSG00000031722	Hp	4582	4172	4275	5025	4958	4181
ENSMUSG00000032528	Vipr1	9041	9526	9107	9471	9498	9440
ENSMUSG00000105003	RP23-1B20.2	8186	7975	8456	8227	8505	7839
ENSMUSG00000104581	RP23-378C15.2	8877	8867	8839	9029	8251	8581
ENSMUSG00000103999	Gm38026	6945	6965	6368	6876	6817	6193
ENSMUSG00000032011	Thy1	4188	3957	4267	4435	3954	4582
ENSMUSG00000056427	Slit3	760	856	1078	1097	707	1232
ENSMUSG00000090255	4921534H16Rik	5878	5687	5319	5424	5359	5778
ENSMUSG00000102665	Gm38379	6271	6059	5463	6002	5500	6219
ENSMUSG00000090066	1110002E22Rik	9011	9259	9268	9301	8722	8867
ENSMUSG00000023345	Poc1a	3148	3672	3629	2974	3606	2747
ENSMUSG00000046204	Pnma2	8733	8591	8973	9308	9092	8823
ENSMUSG00000044556	Tex38	3003	3405	3214	3212	3584	3627
ENSMUSG00000035576	L3mbtl1	2106	2663	2568	2599	1934	1943
ENSMUSG00000056812	St8sia3	5869	6050	5770	6002	6079	6091
ENSMUSG00000032773	Chrm1	7111	6743	6853	7158	6785	7001
ENSMUSG00000032776	Mctp2	3579	3232	3890	3656	3541	3398
ENSMUSG00000080731	Rps2-ps9	3644	3197	3942	3631	3484	3316
ENSMUSG00000103694	Gm37530	4085	4930	4127	4108	4418	4904
ENSMUSG00000083359	Gm12656	9718	10244	9468	10144	9324	9591
ENSMUSG00000053161	Daw1	8789	8290	8901	8578	8865	9151
ENSMUSG00000054034	Tceal5	2217	2620	2365	2646	2157	2144
ENSMUSG00000083104	Gm12917	2389	2754	2179	2667	2512	2176
ENSMUSG00000026725	Tnn	6832	6909	7306	6790	7361	7508
ENSMUSG00000086496	Gm14204	9146	9960	9491	9648	9938	9626
ENSMUSG00000030500	Slc17a6	4497	4715	4630	5207	5099	5175
ENSMUSG00000022518	4930562C15Rik	3747	3515	3857	3021	3731	3644
ENSMUSG00000022696	Sidt1	3474	3513	3691	3502	3681	4042
ENSMUSG00000030043	Tacr1	8755	8962	8428	8756	8593	8206
ENSMUSG00000095040	1700001J03Rik	1868	2571	2186	1784	2079	2064
ENSMUSG00000089663	Gm15651	5312	5077	5059	5587	4682	4963
ENSMUSG00000015340	Cybb	4679	5256	4553	5068	5200	4609
ENSMUSG00000028137	Celf3	5453	5095	4778	5023	4887	5557
ENSMUSG00000063626	Unc5d	1458	931	1105	1267	1206	1235
ENSMUSG00000057378	Ryr3	3343	2955	3348	3199	3287	3162
ENSMUSG00000038115	Ano2	7806	7065	7165	6957	7315	7524
ENSMUSG00000043592	Unc5cl	5160	5738	5580	5186	5842	5711
ENSMUSG00000041986	Elmod1	5604	5894	5666	5978	5544	5913
ENSMUSG00000095306	Gm21807	7881	8474	8623	8617	8120	8350
ENSMUSG00000003279	Dlgap1	7923	8069	8307	8026	8205	7973
ENSMUSG00000030525	Chrna7	3853	4546	3696	3962	3798	4548
ENSMUSG00000022129	Dct	7530	7069	7008	7302	7707	7288
ENSMUSG00000083849	Gm13477	5364	5250	4972	5460	5346	5111
ENSMUSG00000085218	BB218582	4027	3332	3529	3664	3584	4042
ENSMUSG00000059857	Ntng1	2963	2321	2736	2607	2620	2926
ENSMUSG00000020673	Tpo	3992	4074	4452	4607	3784	4639
ENSMUSG00000020264	Slc36a2	2785	2896	3309	3268	3464	3013
ENSMUSG00000026527	Rgs7	7909	8435	8589	8094	8169	8601
ENSMUSG00000081816	Gm15528	8068	8022	8247	7757	7738	8220
ENSMUSG00000102312	Pcdha3	8053	8017	7934	8891	8741	8456
ENSMUSG00000045967	Gpr158	7498	7319	7071	7230	7480	7566
ENSMUSG00000104493	Gm19552	2514	2141	2774	2944	2386	2698
ENSMUSG00000086739	Gm4409	3600	3577	3831	3419	3863	3976
ENSMUSG00000097767	Miat	6027	7019	6174	6028	6122	6374
ENSMUSG00000103320	Gm37403	6496	6900	6236	6281	6416	6935
ENSMUSG00000041923	Nol4	8323	8614	8231	9016	8516	8465
ENSMUSG00000102700	Gm38312	848	747	852	1080	1485	955
ENSMUSG00000086997	Gm12981	6176	5736	6132	6415	5927	6529
ENSMUSG00000100929	Gm28064	2119	2572	2646	2310	2773	2077
ENSMUSG00000064225	Paqr9	5470	5383	4640	5227	4695	4982
ENSMUSG00000058755	Osm	3381	3688	3476	4137	4061	3922
ENSMUSG00000022221	Ripk3	3699	3970	4100	3833	3276	3823
ENSMUSG00000040118	Cacna2d1	6717	7684	6826	6803	7018	6785
ENSMUSG00000105789	RP23-246L14.3	6962	7011	7489	7142	6984	7223
ENSMUSG00000057074	Ces1g	9341	9625	9144	8959	9203	9423
ENSMUSG00000003948	Mmd	1240	1068	1630	1606	1253	876
ENSMUSG00000039539	Sgcz	5496	5666	5462	5625	5784	6014
ENSMUSG00000103255	Pcdhac1	9061	8922	8895	9085	8419	8512
ENSMUSG00000102816	Gm37814	5763	5136	5159	5869	5196	5890
ENSMUSG00000026610	Esrrg	8404	8731	8096	8454	8558	8709
ENSMUSG00000039629	Strip2	5882	5444	5212	5295	5661	5937
ENSMUSG00000070336	Fbxo47	9817	9901	9165	9181	9814	9377
ENSMUSG00000103751	Gm37283	6499	6071	5968	6438	6358	6848
ENSMUSG00000050321	Neto1	8962	9127	9049	8602	8527	8163
ENSMUSG00000052516	Robo2	4314	3942	3803	4236	3868	4409
ENSMUSG00000102619	Gm37849	2673	2468	2647	2624	2900	2504
ENSMUSG00000048142	Nat8l	7762	7419	7346	7214	7572	7157
ENSMUSG00000086356	Gm13441	9909	10155	10182	9771	10177	10357
ENSMUSG00000106004	RP24-152F23.2	749	1178	849	1398	1329	1434
ENSMUSG00000082154	Gm16464	7821	8082	7888	8080	7652	7427
ENSMUSG00000028834	Trim63	1225	1491	1525	1795	1559	1527
ENSMUSG00000085779	Atcayos	4593	4800	5299	4714	4871	4304
ENSMUSG00000104874	Gm16520	8275	7920	8314	8121	7782	8033
ENSMUSG00000047428	Dlk2	8509	8561	7974	8301	8511	8567
ENSMUSG00000105717	RP23-434L7.5	5927	6007	5825	5758	5875	6284
ENSMUSG00000024793	Tnfrsf25	3638	3322	3718	3733	4265	3735
ENSMUSG00000106290	RP24-349N15.4	5651	6282	5816	5923	5820	5969
ENSMUSG00000028488	Sh3gl2	1532	1239	1052	1080	1734	1805
ENSMUSG00000078129	Actl10	9542	8714	9438	8745	8825	9609
ENSMUSG00000047904	Sstr2	1258	1688	1207	1034	1693	1556
ENSMUSG00000087439	Gm15788	8355	8105	7847	7960	8070	8114
ENSMUSG00000087593	Gm16174	6583	6147	5641	5766	6093	5764
ENSMUSG00000104122	Gm37482	2922	2365	2730	3080	2996	2535
ENSMUSG00000106943	Snora26	5810	5901	5534	6101	6340	5774
ENSMUSG00000071311	Gpr31b	6714	6408	6005	5997	6719	6602
ENSMUSG00000103546	Gm37666	5537	6264	6267	5777	5960	5628
ENSMUSG00000055214	Pld5	10430	9691	9867	10378	9550	9915
ENSMUSG00000092268	Gm20540	1205	1975	2109	1255	1539	1169
ENSMUSG00000037217	Syn1	5642	5385	5327	5359	5965	5370
ENSMUSG00000028351	Brinp1	3948	3661	3941	3226	3534	3717
ENSMUSG00000081104	Gm15989	2430	1973	1851	2801	2591	2405
ENSMUSG00000082686	Gm12961	3525	2815	2789	3437	2777	3333
ENSMUSG00000034413	Neurl1b	2603	3237	2499	3353	2895	2840
ENSMUSG00000027016	Zfp385b	1932	2299	2549	2695	2271	2328
ENSMUSG00000033419	Snap91	3805	3357	3394	4128	3634	4000
ENSMUSG00000020808	Fam64a	7939	7549	7498	8057	7934	8397
ENSMUSG00000106646	RP24-231P10.5	1821	1974	1640	1328	1170	1820
ENSMUSG00000105826	RP23-41J13.2	7612	7075	7236	7631	7026	7270
ENSMUSG00000032373	Car12	9856	10385	9769	9702	10034	10165
ENSMUSG00000102037	Bcl2a1a	2155	2618	2413	2869	2795	2988
ENSMUSG00000024675	Ms4a4c	7221	6759	7433	6830	6986	6851
ENSMUSG00000010592	Dazl	851	844	989	1106	1601	1540
ENSMUSG00000039883	Lrrc17	4600	4856	4072	4122	4050	4780
ENSMUSG00000103403	Gm37931	9272	9015	9202	8648	8802	9509
ENSMUSG00000097344	Gm26732	5608	4914	5665	4813	4948	5711
ENSMUSG00000104284	Gm10862	7087	7019	6586	6459	6902	6352
ENSMUSG00000024172	St6gal2	9531	9225	8867	9366	8976	9047
ENSMUSG00000087349	Gm12680	4255	3723	4237	4291	4311	3853
ENSMUSG00000033520	Idi2	7095	6685	7064	6382	7257	6558
ENSMUSG00000100815	Gm29112	7424	7219	6886	7507	7193	7091
ENSMUSG00000048385	Scrt1	6990	7945	7731	7387	7505	7232
ENSMUSG00000104912	RP23-15G1.3	4050	3377	3156	3871	3383	3849
ENSMUSG00000097381	A230087F16Rik	2145	2467	2229	1810	2595	2497
ENSMUSG00000050711	Scg2	5101	5540	5868	5823	5707	5750
ENSMUSG00000102709	Gm38308	3695	3814	4384	4409	4278	3972
ENSMUSG00000104149	Gm37138	2533	2867	2562	3250	2938	2982
ENSMUSG00000025318	Jph3	2128	2003	2544	2421	2405	1754
ENSMUSG00000051703	Tmem198	4732	4757	5545	5348	4889	5064
ENSMUSG00000039419	Cntnap2	4228	3731	3556	3914	3878	4155
ENSMUSG00000002489	Tiam1	4678	4731	3774	4400	4298	4513
ENSMUSG00000061578	Ksr2	4068	4500	4163	4278	4064	4211
ENSMUSG00000052392	Acot4	6970	6825	6338	6357	6103	6773
ENSMUSG00000105224	RP24-496C22.4	1201	1145	963	1264	1663	1695
ENSMUSG00000041608	Entpd3	4975	4933	4987	5118	4887	5060
ENSMUSG00000092183	4930515G01Rik	7590	7422	6823	7490	7697	7761
ENSMUSG00000056486	Chn1	4212	4349	4089	4006	4358	3984
ENSMUSG00000092604	Gm20508	3307	3845	3589	3540	3605	3997
ENSMUSG00000023045	Soat2	4275	4081	4734	4972	4179	4947
ENSMUSG00000081854	Gm11447	844	1468	1302	725	637	693
ENSMUSG00000000305	Cdh4	4780	5007	4862	5134	5524	5260
ENSMUSG00000084302	Gm12194	7728	7951	8145	7834	7902	7875
ENSMUSG00000030898	Cckbr	2721	3084	2787	2728	2723	3204
ENSMUSG00000094910	D430019H16Rik	5551	5789	5693	5190	5678	6126
ENSMUSG00000066682	Pilrb2	9887	9431	9124	9349	9195	9665
ENSMUSG00000102938	Gm38112	7901	7199	8150	7184	7586	7730
ENSMUSG00000103216	Gm37248	2877	2720	2187	2632	2733	1929
ENSMUSG00000005202	Shbg	1484	1675	1809	1379	1951	1526
ENSMUSG00000044176	Spink10	6791	6712	6765	6684	6798	6990
ENSMUSG00000097899	Gm16894	8872	8469	9105	8881	9052	8305
ENSMUSG00000086308	G630016G05Rik	6543	6643	6768	6396	6552	6427
ENSMUSG00000091510	Mtag2	4015	3828	3672	3851	3339	4164
ENSMUSG00000091575	2010016I18Rik	8967	9510	9094	9524	9355	8802
ENSMUSG00000027820	Mme	9308	9485	9372	8765	9010	8856
ENSMUSG00000103310	Pcdha12	9840	9919	9329	9893	9145	9469
ENSMUSG00000021057	Akap5	9137	9270	9699	9414	9532	9784
ENSMUSG00000083745	Gm13543	2390	2991	2208	2592	2219	2224
ENSMUSG00000042254	Cilp	2502	1894	1745	1591	1573	2047
ENSMUSG00000104108	Gm37876	8293	8801	8750	8265	8356	8857
ENSMUSG00000030577	Cd22	8718	8280	8718	8406	8224	8451
ENSMUSG00000099170	5730403I07Rik	7286	6477	7246	6823	7278	6723
ENSMUSG00000049971	Glt1d1	1537	1305	2102	1303	1839	1893
ENSMUSG00000084218	Gm8145	2616	2976	2618	2897	2677	2487
ENSMUSG00000069516	Lyz2	1288	1388	1102	1030	1030	1264
