gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000053626	0.899083	-1.223528	1.29933371	0.001233661	0.008368567
ENSMUSG00000015568	9.836282	-5.853567	0.64980222	1.273132e-21	8.199205999999999e-20
ENSMUSG00000002341	1.173891	-2.81484	1.08419119	3.470324e-05	0.0003502858
ENSMUSG00000007888	7.918602	-1.514031	0.45467618	4.779509e-06	5.800334e-05
ENSMUSG00000089857	16.53241	-1.482457	0.25075788	5.18743e-11	1.35292e-09
ENSMUSG00000057074	9.267053	2.950372	0.59569698	8.336656e-08	1.396872e-06
ENSMUSG00000031886	264.6702	1.182551	0.12749797	1.8880540000000001e-22	1.3082409999999999e-20
ENSMUSG00000046844	217.9746	-10.72567	0.59189929	4.416759e-77	2.261704e-74
ENSMUSG00000031841	1415.152	-1.26861	0.08917114	8.138896999999999e-48	1.919957e-45
ENSMUSG00000042812	2.544358	-2.782228	0.70235312	2.375679e-06	3.05434e-05
ENSMUSG00000043903	25.01606	-2.390877	0.35952073	4.203512e-12	1.271653e-10
ENSMUSG00000062380	128.5817	-2.206722	0.17411264	1.33231e-37	2.071989e-35
ENSMUSG00000031853	531.3999	-2.285874	0.07533867	7.028642999999999e-203	1.341512e-199
ENSMUSG00000055538	45.22242	-1.714026	0.20700949	4.409449e-18	2.204199e-16
ENSMUSG00000040640	3.331785	-2.729606	0.75379301	5.303712e-06	6.377516e-05
ENSMUSG00000021994	69.09069	-1.104751	0.22803021	1.219771e-08	2.323875e-07
ENSMUSG00000021795	1.161888	1.292501	1.14875076	0.0007988405	0.005738338
ENSMUSG00000022227	4.754912	-2.422567	0.57128882	8.731719e-07	1.22788e-05
ENSMUSG00000044461	590.8395	-2.704156	0.2077032	2.7247130000000002e-39	4.366821e-37
ENSMUSG00000007989	167.8899	-2.602191	0.10098114	5.929932e-147	6.552574e-144
ENSMUSG00000034532	35.97794	-2.974014	0.18060383	1.819929e-61	5.878369e-59
ENSMUSG00000046204	25.9204	-1.128128	0.20351842	3.051289e-10	7.193836e-09
ENSMUSG00000022096	376.9562	-4.407608	0.10003694	0.0	0.0
ENSMUSG00000022099	16.63694	-1.558619	0.32928412	3.06882e-08	5.488065e-07
ENSMUSG00000034731	23.59004	-1.578635	0.19861435	4.5150640000000006e-17	2.11122e-15
ENSMUSG00000022026	1.725855	-1.329153	1.54963489	0.001240948	0.008412559
ENSMUSG00000055421	35.85195	-3.840667	0.28265299	6.0031480000000005e-43	1.13546e-40
ENSMUSG00000022076	23.41894	-4.428766	0.32939778	1.8430769999999998e-42	3.454947e-40
ENSMUSG00000048349	7.64799	-2.473295	0.33980506	6.012798e-14	2.165329e-12
ENSMUSG00000042156	45.06344	-5.842694	0.39968912	1.360747e-50	3.5711089999999995e-48
ENSMUSG00000085555	4.938635	-1.767451	0.43351814	6.303369e-07	9.108e-06
ENSMUSG00000061524	61.45634	-1.666419	0.10871727	1.887132e-54	5.145498000000001e-52
ENSMUSG00000041624	12.36713	-4.598931	0.49811874	1.097801e-21	7.135706999999999e-20
ENSMUSG00000025887	91.83436	-1.483645	0.5243143	1.706841e-05	0.0001857704
ENSMUSG00000032006	92.13908	-2.769478	0.30451434	2.44187e-20	1.452325e-18
ENSMUSG00000039488	5.4432	1.299287	0.46059433	1.659998e-05	0.0001811416
ENSMUSG00000038884	1.080643	-2.066741	1.11489347	0.0001432753	0.001258604
ENSMUSG00000006235	12.32541	-1.589306	0.25811586	1.506003e-11	4.221433e-10
ENSMUSG00000001349	42.41775	-3.337254	0.48658437	1.275394e-12	4.075631e-11
ENSMUSG00000001348	12.44865	1.649339	0.34666726	3.275913e-08	5.848452e-07
ENSMUSG00000059974	2.134443	-3.034844	1.45771299	6.503832e-05	0.0006189844
ENSMUSG00000097617	2.501226	-1.521013	0.84229941	0.0001664859	0.001440203
ENSMUSG00000032135	689.2861	-3.292849	0.24788745	6.574482e-41	1.10425e-38
ENSMUSG00000039438	97.6916	1.304317	0.35425822	1.423871e-06	1.920618e-05
ENSMUSG00000044229	49.21187	-1.366415	0.12290075	1.608132e-30	1.834931e-28
ENSMUSG00000110266	12.02644	1.011012	0.26084188	7.655066e-07	1.087403e-05
ENSMUSG00000041986	37.5885	-1.78559	0.19825443	9.807251e-21	5.933810999999999e-19
ENSMUSG00000041268	105.2213	-2.03969	0.10037832	1.019128e-92	6.293113e-90
ENSMUSG00000032285	42.79278	-1.314518	0.14084139	1.356706e-22	9.463138999999999e-21
ENSMUSG00000097604	4.332179	1.617867	0.90883238	0.0001745106	0.001500962
ENSMUSG00000032334	7.087905	-1.882997	0.3469502	2.07071e-09	4.391369e-08
ENSMUSG00000032338	14.27644	-2.199157	0.24687918	7.028753e-20	4.020945e-18
ENSMUSG00000025232	48.18491	-1.123432	0.32264321	2.657092e-06	3.380948e-05
ENSMUSG00000041729	20.64707	-1.778567	0.20340033	9.993764999999999e-20	5.686154e-18
ENSMUSG00000032373	122.3223	1.030693	0.08307457	2.6581589999999998e-37	4.044062e-35
ENSMUSG00000032202	50.92953	-1.207606	0.15756247	1.925579e-16	8.638363e-15
ENSMUSG00000032186	90.46292	-5.848341	0.29487694	9.705962999999999e-90	5.660464e-87
ENSMUSG00000032184	75.67839	-1.178246	0.13486629	2.541115e-20	1.507082e-18
ENSMUSG00000033350	5.020775	-5.496384	0.62851707	2.260036e-20	1.347996e-18
ENSMUSG00000046402	35.7394	-1.681777	0.20225483	2.9973700000000003e-18	1.516381e-16
ENSMUSG00000057969	98.58708	-1.233391	0.25576219	1.334207e-08	2.512258e-07
ENSMUSG00000006675	13.70017	-2.215217	0.2681404	1.9031770000000003e-17	9.20673e-16
ENSMUSG00000049719	2.802225	-3.448276	0.68190184	4.663568e-08	8.098141e-07
ENSMUSG00000039607	16.70329	-4.065285	0.42198178	5.2734010000000005e-23	3.765818e-21
ENSMUSG00000032446	58.73552	-1.463781	0.15095865	6.0074829999999995e-24	4.569823e-22
ENSMUSG00000010651	82.59608	1.240828	0.22291868	2.688992e-10	6.364756e-09
ENSMUSG00000020396	9.258614	-1.983396	0.3939585	1.862095e-08	3.429358e-07
ENSMUSG00000020303	84.37136	-3.249782	0.18993857	3.031914e-66	1.1787969999999999e-63
ENSMUSG00000020340	2.059891	-3.205267	0.68452066	2.49855e-07	3.843007e-06
ENSMUSG00000044807	74.69411	-1.109032	0.27342834	3.692015e-07	5.521916e-06
ENSMUSG00000020333	1.222844	-1.105802	1.01203273	0.0009605418	0.006737044
ENSMUSG00000042377	4.313417	-3.530065	0.61994415	1.648349e-09	3.542179e-08
ENSMUSG00000005267	46.71442	-1.280739	0.12381199	5.612713e-27	4.993175e-25
ENSMUSG00000047759	2.287495	-4.188999	0.66415768	1.95577e-11	5.395716e-10
ENSMUSG00000043419	12.64528	-1.245146	0.29159827	1.577487e-07	2.510944e-06
ENSMUSG00000046719	1.294821	2.384469	1.01464474	5.716591e-05	0.000549793
ENSMUSG00000013418	15.54224	-2.418969	0.40665105	3.401242e-10	7.978668e-09
ENSMUSG00000020875	814.2033	-1.943909	0.07219916	1.062186e-160	1.3118e-157
ENSMUSG00000061718	528.0296	-2.607592	0.38094513	1.454806e-12	4.613844e-11
ENSMUSG00000085944	3.876173	-2.179742	0.52410058	8.722176e-07	1.22736e-05
ENSMUSG00000001555	17.87582	-1.492135	0.23089562	1.723294e-12	5.424371e-11
ENSMUSG00000034768	1.282779	-1.221556	1.13154184	0.0009218431	0.006496843
ENSMUSG00000025150	5.793567	-2.533759	0.4706718	8.515217e-09	1.654205e-07
ENSMUSG00000025161	543.5619	-2.987227	0.18527327	4.989883e-59	1.551373e-56
ENSMUSG00000021313	5.733235	-3.211245	0.46021241	6.020388e-13	2.009508e-11
ENSMUSG00000095105	8.743191	-1.212321	0.2989458	3.653664e-07	5.471374e-06
ENSMUSG00000113996	9.894511	-4.210763	0.55992215	3.896522e-15	1.53485e-13
ENSMUSG00000097806	1.038027	-1.378605	1.20506349	0.0007312099	0.00529919
ENSMUSG00000097684	0.9243548	-1.893565	1.20814457	0.0002536357	0.002081736
ENSMUSG00000021318	266.553	-1.970033	0.19925696	3.884106e-24	2.976161e-22
ENSMUSG00000041324	1334.138	-1.280054	0.204947	4.685399e-12	1.407295e-10
ENSMUSG00000021457	79.66112	-1.251564	0.34348773	1.582143e-06	2.113047e-05
ENSMUSG00000005320	291.5432	-4.826471	0.19009049	9.874425e-144	1.0365680000000001e-140
ENSMUSG00000069171	72.0702	-3.389874	0.14410752	5.072476e-123	4.0960250000000004e-120
ENSMUSG00000087143	21.31159	-3.591489	0.25929376	2.1404309999999997e-44	4.239468e-42
ENSMUSG00000069170	101.0485	-2.24589	0.13375029	5.268528e-64	1.843546e-61
ENSMUSG00000050334	4.697657	-5.174078	0.64114621	1.1572880000000002e-17	5.690224e-16
ENSMUSG00000034488	85.31119	-1.888426	0.1590771	1.164439e-33	1.5090990000000001e-31
ENSMUSG00000021728	7.020005	-2.001989	0.32725857	5.568802e-11	1.446993e-09
ENSMUSG00000020635	31.49235	-1.225188	0.14964377	2.936602e-18	1.489226e-16
ENSMUSG00000020589	7.973654	-4.185512	0.51786884	4.7818370000000004e-17	2.230993e-15
ENSMUSG00000020601	7.906495	-2.223595	0.48840102	2.295447e-07	3.56193e-06
ENSMUSG00000113959	1.446602	-2.984407	0.77141252	3.041208e-06	3.837149e-05
ENSMUSG00000113332	6.053015	-5.777784	0.62689498	2.076642e-22	1.434181e-20
ENSMUSG00000113411	1.942858	-4.122802	0.71387541	5.455606e-10	1.250441e-08
ENSMUSG00000114041	3.519096	-2.234634	0.66658899	8.034486e-06	9.324712e-05
ENSMUSG00000109975	4.029614	-2.133325	0.55554013	2.172683e-06	2.810565e-05
ENSMUSG00000073158	1.448611	-3.130584	1.11728054	2.219375e-05	0.0002355702
ENSMUSG00000020646	25.25005	-3.922046	0.32150566	3.57791e-35	4.9419880000000005e-33
ENSMUSG00000020577	104.2595	-2.228076	0.21810748	2.621524e-25	2.13329e-23
ENSMUSG00000091007	0.9080283	1.335514	1.14319036	0.0007097965	0.005170777
ENSMUSG00000020950	749.9583	-1.046971	0.0992803	5.816012000000001e-28	5.732730999999999e-26
ENSMUSG00000002688	2.973765	-4.598438	0.6607927	1.346383e-13	4.750807e-12
ENSMUSG00000035451	252.5162	-3.330969	0.23042501	5.1273349999999994e-48	1.223277e-45
ENSMUSG00000046782	10.66374	-3.16964	0.36376274	6.777476999999999e-19	3.62069e-17
ENSMUSG00000046768	80.90854	-2.440276	0.1757348	1.8692669999999998e-44	3.737644e-42
ENSMUSG00000112302	13.82153	-1.971778	0.2318811	1.389584e-18	7.221365e-17
ENSMUSG00000047454	160.255	-1.600029	0.10433894	1.402005e-54	3.8730390000000005e-52
ENSMUSG00000066438	1.33149	-2.757959	1.10387726	4.1247e-05	0.0004100288
ENSMUSG00000021136	278.3578	-7.870499	0.29108668	5.7223889999999995e-164	7.508847e-161
ENSMUSG00000079055	2.263718	-2.136334	0.77654018	2.694339e-05	0.0002810116
ENSMUSG00000021223	13.72609	-1.990046	0.39904027	2.359935e-08	4.28977e-07
ENSMUSG00000002020	271.9079	-2.981051	0.40047029	2.23617e-14	8.398639e-13
ENSMUSG00000092130	5.231327	-2.469771	0.45092655	4.884649e-09	9.851412e-08
ENSMUSG00000071178	13.05757	-3.252145	0.38272876	4.1949700000000004e-18	2.107019e-16
ENSMUSG00000090555	1.226127	-2.050779	1.37032426	0.0002691702	0.002194651
ENSMUSG00000066366	5.420528	-3.617464	0.60788816	3.459753e-10	8.088809e-09
ENSMUSG00000079015	2.918823	-3.16433	0.76657702	1.533035e-06	2.051375e-05
ENSMUSG00000021101	2.420391	-2.118179	0.74759172	2.276563e-05	0.0002413962
ENSMUSG00000048251	26.71646	-6.546551	0.61058884	2.163589e-29	2.390766e-27
ENSMUSG00000021263	11.61591	-1.28734	0.31527663	3.377039e-07	5.075228e-06
ENSMUSG00000113581	106.4078	-5.394691	0.25385606	3.961171e-102	2.77216e-99
ENSMUSG00000075707	89.78224	-4.935622	0.22473327	1.699701e-108	1.274472e-105
ENSMUSG00000001270	470.5629	-6.517091	0.20822815	1.4670209999999999e-217	3.422233e-214
ENSMUSG00000025321	13.58736	-2.043169	0.4949913	8.054805e-07	1.141868e-05
ENSMUSG00000041886	50.34574	-1.310359	0.21111031	6.225678e-12	1.833213e-10
ENSMUSG00000022149	12.78242	1.457703	0.27496144	1.530684e-09	3.313063e-08
ENSMUSG00000022321	328.0962	-1.542232	0.09311123	3.4660739999999995e-63	1.1550830000000001e-60
ENSMUSG00000096956	10.33703	-2.514418	0.36304775	7.66066e-13	2.516988e-11
ENSMUSG00000022231	62.82059	-4.344547	0.24747355	3.46964e-70	1.456902e-67
ENSMUSG00000038984	48.46669	1.242145	0.28262712	9.345961e-08	1.552361e-06
ENSMUSG00000037386	34.60564	-7.007293	0.61206253	4.218929e-33	5.335928e-31
ENSMUSG00000022340	2.242001	-1.874373	0.80626297	5.858142e-05	0.0005623763
ENSMUSG00000037362	46.97729	-1.876922	0.17577013	8.355084e-28	8.08364e-26
ENSMUSG00000057346	15.5935	-1.31383	0.21962208	2.512931e-11	6.869659e-10
ENSMUSG00000068246	19.46938	-1.186718	0.20439075	6.55483e-11	1.688572e-09
ENSMUSG00000018865	2.266578	-4.262244	0.66920872	1.187983e-11	3.365953e-10
ENSMUSG00000041653	12.84278	-2.402556	0.47912268	4.276274e-08	7.469249e-07
ENSMUSG00000022610	99.92363	-1.687973	0.21683753	2.235825e-16	9.987476e-15
ENSMUSG00000055782	4.114679	-3.080149	0.53607697	1.552731e-09	3.35042e-08
ENSMUSG00000068617	2.558658	-1.997153	0.75517697	3.192218e-05	0.0003250273
ENSMUSG00000022783	3.825208	-1.4456	0.91894213	0.0002783814	0.002260974
ENSMUSG00000071636	7.74885	-1.4501	0.3468515	2.690354e-07	4.113909e-06
ENSMUSG00000043391	7.771618	-3.747005	0.49284939	3.779813e-15	1.497305e-13
ENSMUSG00000048399	13.76305	-1.795684	0.24059812	3.543655e-15	1.411746e-13
ENSMUSG00000056423	13.02639	-1.148352	0.53667767	8.538792e-05	0.0007925373
ENSMUSG00000022816	70.77535	-3.505381	0.38030663	5.421534e-21	3.3676069999999995e-19
ENSMUSG00000022809	12.34559	-3.787013	0.62673333	1.679276e-10	4.104355e-09
ENSMUSG00000047261	2.604065	-3.302194	0.89104318	4.08866e-06	5.025844e-05
ENSMUSG00000022747	143.8331	-1.249999	0.12806826	1.957014e-24	1.5274170000000002e-22
ENSMUSG00000064115	7.310011	-1.139039	0.33576404	3.48162e-06	4.332934e-05
ENSMUSG00000022860	3.080602	-3.810669	0.65098455	5.03915e-10	1.158784e-08
ENSMUSG00000022893	601.6715	-2.81164	0.30560144	9.294071e-21	5.639567e-19
ENSMUSG00000022894	86.36033	-2.137192	0.14988888	5.690281e-47	1.298559e-44
ENSMUSG00000022941	12.38971	-1.253825	0.32400995	7.318927e-07	1.044601e-05
ENSMUSG00000023873	3.910537	-4.417249	0.69892913	1.302203e-11	3.670694e-10
ENSMUSG00000048826	226.0398	1.545425	0.14592728	8.181035000000001e-28	7.95189e-26
ENSMUSG00000007021	12.12472	-1.131075	0.26971901	2.141752e-07	3.335763e-06
ENSMUSG00000024173	7.659109	-1.089193	0.64783271	0.0002479546	0.002043095
ENSMUSG00000025738	106.8681	-1.332998	0.10732987	3.0320499999999997e-37	4.579704e-35
ENSMUSG00000073433	43.09946	-2.488671	0.17112167	1.666859e-48	4.069269e-46
ENSMUSG00000024186	64.43087	-1.047492	0.24807557	2.007674e-07	3.145605e-06
ENSMUSG00000041119	101.0957	-1.751381	0.18636363	2.37808e-22	1.631627e-20
ENSMUSG00000090700	3.085221	-4.091256	0.79479766	1.670222e-08	3.09773e-07
ENSMUSG00000024292	14.13018	-1.544936	0.24635221	6.640678e-12	1.949945e-10
ENSMUSG00000061232	3354.793	-1.184444	0.21659974	4.574628e-10	1.060092e-08
ENSMUSG00000015452	2359.092	-3.267491	0.22279879	2.515967e-49	6.28842e-47
ENSMUSG00000035929	49.13039	-5.047039	0.29606844	7.844198e-67	3.1073389999999995e-64
ENSMUSG00000067235	3.317732	-1.223447	1.0184835	0.0006963143	0.005084249
ENSMUSG00000039601	29.82299	-1.33763	0.28264449	2.208532e-08	4.032011e-07
ENSMUSG00000096847	4.791887	-3.297618	0.82417597	2.063504e-06	2.682555e-05
ENSMUSG00000032717	2.444657	-1.930598	1.26895869	0.0002722428	0.002216261
ENSMUSG00000039316	24.0201	-2.571078	0.23848189	1.074159e-27	1.029771e-25
ENSMUSG00000023927	200.0757	-4.568038	0.13234335	2.1018850000000002e-262	6.304153999999999e-259
ENSMUSG00000024066	314.7389	1.204949	0.17013224	1.501745e-14	5.7118e-13
ENSMUSG00000024084	37.76575	-1.458981	0.52860393	1.998386e-05	0.0002135171
ENSMUSG00000036533	206.9181	-1.888367	0.14074265	3.453379e-42	6.250318e-40
ENSMUSG00000095134	5.664122	-2.062852	0.39731744	1.0316e-08	1.979748e-07
ENSMUSG00000024420	17.95507	1.199302	0.24117996	6.318909e-09	1.241024e-07
ENSMUSG00000024331	11.07126	-5.577583	0.65478071	1.4509539999999998e-19	8.101801e-18
ENSMUSG00000044393	1385.626	-1.336914	0.0650513	1.197105e-95	7.616127e-93
ENSMUSG00000033107	2.999131	-1.546715	0.6624397	5.361426e-05	0.0005192027
ENSMUSG00000041923	15.86697	-2.623717	0.33089224	4.889481e-16	2.134192e-14
ENSMUSG00000024268	60.44061	-1.979936	0.21790133	8.233284e-21	5.010370999999999e-19
ENSMUSG00000103749	19.47477	-1.929873	0.25665716	3.380668e-15	1.354525e-13
ENSMUSG00000052713	189.6088	-1.05903	0.14833436	1.052312e-14	4.053814e-13
ENSMUSG00000024593	2.008484	-1.728911	0.94356795	0.0001555839	0.00135595
ENSMUSG00000026322	7.102044	-2.638874	0.44937478	6.695344e-10	1.513119e-08
ENSMUSG00000041482	1.208017	-2.357965	1.0757451	7.511625e-05	0.0007049686
ENSMUSG00000053846	29.21538	-1.943947	0.2760231	1.130348e-13	4.015508e-12
ENSMUSG00000025427	20.94671	-6.753754	0.61002085	3.804151e-31	4.4869750000000003e-29
ENSMUSG00000024565	14.83707	-1.574204	0.26023237	2.809904e-11	7.582767e-10
ENSMUSG00000056481	3.826783	-1.746284	0.6004927	1.624293e-05	0.0001780735
ENSMUSG00000060675	170.1171	-1.771574	0.11274482	6.415335e-57	1.845068e-54
ENSMUSG00000024731	24.64158	1.133094	0.18601197	1.166082e-11	3.308364e-10
ENSMUSG00000024897	30.58314	-2.513008	0.28291738	1.431966e-19	8.017102000000001e-18
ENSMUSG00000032702	628.6152	-2.259927	0.20967678	7.390044e-28	7.250186e-26
ENSMUSG00000035783	13.06148	-2.199027	0.268494	3.310947e-17	1.56915e-15
ENSMUSG00000025002	6.793156	-2.516134	0.45602121	4.174053e-09	8.50818e-08
ENSMUSG00000067231	87.13697	-1.332471	0.21631767	8.645433e-12	2.483049e-10
ENSMUSG00000092250	1.779622	-3.639143	0.69291372	1.588086e-08	2.950607e-07
ENSMUSG00000044220	3.418439	-4.721445	0.67368808	7.850327e-14	2.82222e-12
ENSMUSG00000003559	120.1563	-1.083049	0.09825112	3.072815e-30	3.4684810000000003e-28
