gene_id	SRX8042381	SRX8042382	SRX8042383	SRX8042384	SRX8042385	SRX8042386
ENSMUSG00000097929	36	16	118	50	7	11
ENSMUSG00000022269	7	9	33	11	2	3
ENSMUSG00000024403	240	218.001	1506.474	651	173	206.199
ENSMUSG00000025855	646	366	3265	1268	312	580
ENSMUSG00000025738	508	633	4365	2800	399	682
ENSMUSG00000037492	33	7	130	112	8.999	21
ENSMUSG00000031138	33	3	3	4	7	22
ENSMUSG00000097399	30.295	4	2	10	7	6.01
ENSMUSG00000072688	9	8	2	26	1	6
ENSMUSG00000073779	8	8	40	41	1	6
ENSMUSG00000086499	19	6	3	2	7	1
ENSMUSG00000050377	20	17	8	54	6	3
ENSMUSG00000042425	6	1	20	16	1	3
ENSMUSG00000062393	26	12	13	2	2	1
ENSMUSG00000104200	15	18	1	8	1	1
ENSMUSG00000094226	5	18	1	20	2	3
ENSMUSG00000084390	88	44	20.016	17	1	12
ENSMUSG00000098202	16	14	69	41	1	7
ENSMUSG00000092103	57.37	20.877	12.905	6.737	6.413	8.845
ENSMUSG00000099472	22	23	2	9	2	1
ENSMUSG00000035504	42	15	63	80	234.999	30
ENSMUSG00000022054	89.027	83.289	532.947	302.298	28	86.382
ENSMUSG00000037474	11	19	89	60	9	8
ENSMUSG00000078144	5	32	8	6	4	7
ENSMUSG00000072672	18.477	4.433	142.178	66.779	39.252	21.493
ENSMUSG00000051452	2	2	1	11	1	6
ENSMUSG00000027073	13	10	3	71	33	105
ENSMUSG00000106710	23	1	1	9	7	6
ENSMUSG00000087579	8	6	19.576	58.988	14.971	8.698
ENSMUSG00000045441	10	6	57	41	6	8
ENSMUSG00000048355	9.637	8.138	113.476	111.661	19.968	28.171
ENSMUSG00000022362	25.186	9.07	11.251	72.362	6.305	19.475
ENSMUSG00000074817	36	14	5	9	5	3
ENSMUSG00000026825	955	644.001	4972.998	2169.001	473	811.998
ENSMUSG00000004113	224	125	1024.999	538	72	150.001
ENSMUSG00000026312	56	11	151.001	43.999	15	26.001
ENSMUSG00000071716	29	4	5	6	9	3.817
ENSMUSG00000042750	127	79.418	634.153	357.254	51	91
ENSMUSG00000040364	14.06	7.171	10.075	56.253	9	13
ENSMUSG00000066677	81	4	14	8	24.398	34.22
ENSMUSG00000056643	16	2	5	29	4	5
ENSMUSG00000097915	3	6	55	30	13	9
ENSMUSG00000034687	82	119	617	628.357	69	92
ENSMUSG00000006235	9	10	51	32	7	2
ENSMUSG00000028931	255	246	1837	979	202	312.001
ENSMUSG00000105500	32	19	4	8	1	5
ENSMUSG00000055629	78	50	353	153	24	58
ENSMUSG00000062961	24.322	19.883	165.6	92	26.797	19.734
ENSMUSG00000103738	1	22	6	12	1	5
ENSMUSG00000025983	14	1	6	2	5	1
ENSMUSG00000107358	15	19	6	1	1	3
ENSMUSG00000026202	331.331	235.551	1872.749	889.348	151.533	364.195
ENSMUSG00000052026	77	73	376	131	31	59
ENSMUSG00000076617	647	304	213	2043	766	3443
ENSMUSG00000104178	12	5	40	12	2	9
ENSMUSG00000042200	10	4	12	31	3	3
ENSMUSG00000031343	131	64	668.999	360	79	101
ENSMUSG00000008932	4	9	3	4	23	3
ENSMUSG00000094286	4	4	7	16	1	1
ENSMUSG00000093628	3	14	5	3	2	1
ENSMUSG00000022756	90	84	534	202	65	91
ENSMUSG00000072621	63.131	10.167	18.588	6.304	11.166	15.268
ENSMUSG00000045318	24	18	111	138	14	20
ENSMUSG00000039252	81	96	476	502	35	81
ENSMUSG00000106133	1.01	4.083	10.461	1.043	1.014	4.014
ENSMUSG00000053693	95.266	80.024	490.384	205.241	44.608	76.711
ENSMUSG00000080937	1	10	3	1	5	1
ENSMUSG00000048001	9	20	67.784	83.916	3	16
ENSMUSG00000021596	142.001	71	617	363	65.001	69.001
ENSMUSG00000048834	76	78	353	165	34	24
ENSMUSG00000021194	106	58	538	361	54	80
ENSMUSG00000018930	59	3	7	16	10	28
ENSMUSG00000041141	99	64	410	210	32	46
ENSMUSG00000048304	103	203	634	275	41	60
ENSMUSG00000097391	63	71	317	214	27	20
ENSMUSG00000073514	40	38	256	156	22	44
ENSMUSG00000031722	1	24	1	22	14	2
ENSMUSG00000032528	29	23	134	81	7	18
ENSMUSG00000105003	7	1	1	6	1	1
ENSMUSG00000104581	22	2	9	18	2	1
ENSMUSG00000103999	24	17	1	6	2	5
ENSMUSG00000032011	560	415	2909	1294	279	511
ENSMUSG00000056427	62	65	453.001	372	59	71
ENSMUSG00000090255	2	7	21	11	2	2
ENSMUSG00000102665	2	11	14	2	1	3
ENSMUSG00000090066	19	1	28	8.662	3	4
ENSMUSG00000023345	37	18.001	118	256	80	27
ENSMUSG00000046204	95	85	502	208	55	76
ENSMUSG00000044556	5	21	3	7	3	3
ENSMUSG00000035576	20	11	65	47	1	7
ENSMUSG00000056812	198	95	600.952	306.258	30.229	54.992
ENSMUSG00000032773	262	206.26	1365	652.813	132	216
ENSMUSG00000032776	52	16	75	14	7	6
ENSMUSG00000080731	8	31	8	6	7.004	2
ENSMUSG00000103694	12.873	45.056	118.294	105.718	6.112	11.889
ENSMUSG00000083359	5	1	2	10	2	1
ENSMUSG00000053161	2	1	1	1	7	2
ENSMUSG00000054034	31.017	32.189	180.516	78.043	18.945	29.279
ENSMUSG00000083104	41	19	8	14	3	2
ENSMUSG00000026725	4	12	2	2	2	2
ENSMUSG00000086496	16	3	52	49	4	10
ENSMUSG00000030500	18	16	100	37	6	27
ENSMUSG00000022518	2	25	6	6	11	2
ENSMUSG00000022696	50.732	136.988	481.433	234.383	83.869	30
ENSMUSG00000030043	12	3	32	16	2	4
ENSMUSG00000095040	2	2	10	2	3	1
ENSMUSG00000089663	16	16	21	1	1	1
ENSMUSG00000015340	1604	242	326	418	172	451
ENSMUSG00000028137	203	129	800	558.999	63	76
ENSMUSG00000063626	148	11	305	141	31	35
ENSMUSG00000057378	87.587	86.232	466.867	449.531	39.336	76.085
ENSMUSG00000038115	4	8	31	15	45	1
ENSMUSG00000043592	1	1	5	11	3	2
ENSMUSG00000041986	152	84	764	401	97	124
ENSMUSG00000095306	27	7	10	4	3	4
ENSMUSG00000003279	589	594.999	3598.999	1691.999	417	600.001
ENSMUSG00000030525	13	9	80	29	15	16
ENSMUSG00000022129	42	4	9	11	23	2
ENSMUSG00000083849	5.261	8.98	9.876	30.347	1.493	6
ENSMUSG00000085218	27	5	7	7	4	4
ENSMUSG00000059857	39	18	132.001	153	8.999	28
ENSMUSG00000020673	22.001	3	2	4	17	4
ENSMUSG00000020264	23	16	17	67	10.018	4.043
ENSMUSG00000026527	44	78	429	201	45	104
ENSMUSG00000081816	1	18	15	1	1	12
ENSMUSG00000102312	2.644	6.258	34.74	26.953	3.301	8.873
ENSMUSG00000045967	190	154.928	884.726	517.802	54.254	135
ENSMUSG00000104493	27	10	6	2	1	12
ENSMUSG00000086739	6.045	18.99	73.175	46.655	6.365	13.123
ENSMUSG00000097767	928	825	3983.053	1826.094	371.276	427
ENSMUSG00000103320	2	10	6	23	4	3
ENSMUSG00000041923	63.999	73	438.999	217.001	45	90
ENSMUSG00000102700	1	1	2	8	1	4
ENSMUSG00000086997	11	1	10	3	2	1
ENSMUSG00000100929	10	1	1	3	11	2
ENSMUSG00000064225	84	67	411	169	42	75
ENSMUSG00000058755	39	11	6	10	12	2
ENSMUSG00000022221	41	8	8	8	10	7
ENSMUSG00000040118	419	439	2307	944	301.001	341.999
ENSMUSG00000105789	1	4	4	11	2	1
ENSMUSG00000057074	18	2	2	2	7	7
ENSMUSG00000003948	194	199	1248	556	160	240.999
ENSMUSG00000039539	6	3	22	20	3	2
ENSMUSG00000103255	40.72	19.189	65.514	6.81	1.454	14.248
ENSMUSG00000102816	13	14	34	52	1	5
ENSMUSG00000026610	18	18	120	94	15	21
ENSMUSG00000039629	68	112.999	446	397	36	65
ENSMUSG00000070336	28	3	11	3	7	6
ENSMUSG00000103751	20	16	3	1	7	2
ENSMUSG00000050321	81	116	489	229	59	57
ENSMUSG00000052516	142	115.999	751	811	102	153
ENSMUSG00000102619	16	6	6	1	1	4
ENSMUSG00000048142	393	270	1911	1154	207	288
ENSMUSG00000086356	3	7.645	5.576	21.461	4.324	2.106
ENSMUSG00000106004	19	7	3	1	3	7.014
ENSMUSG00000082154	2.905	1.321	11.268	4.123	1.204	2.446
ENSMUSG00000028834	5	2	4	24	10	5
ENSMUSG00000085779	12	9	51.911	45.105	3	9.049
ENSMUSG00000104874	9	40	17	9	2	7
ENSMUSG00000047428	26	44	134	36	8	28
ENSMUSG00000105717	15	22	3	7	2	2
ENSMUSG00000024793	12	4	28	8	2	5
ENSMUSG00000106290	25	9	3	13	4	1
ENSMUSG00000028488	210	228	1140	481	136	179.001
ENSMUSG00000078129	4	3	19	20	3	3
ENSMUSG00000047904	22	6	73	19	9	22
ENSMUSG00000087439	10	4	1	3	1	2
ENSMUSG00000087593	3	1	14	1	4	10
ENSMUSG00000104122	28	13	8	11	1	1
ENSMUSG00000106943	19.295	56.787	16.665	6.353	3.509	16.314
ENSMUSG00000071311	8	1	6	2	1	1
ENSMUSG00000103546	1	8	6	1	1	2
ENSMUSG00000055214	3	7	16	34	1	14.001
ENSMUSG00000092268	10	6	1	27	3	11
ENSMUSG00000037217	432	499	2742	1427	347	460
ENSMUSG00000028351	131	198	968	603.001	112	162
ENSMUSG00000081104	5.024	23	3	4.014	11	3
ENSMUSG00000082686	14	8	1	6	1	2
ENSMUSG00000034413	72	132	603.228	469	40	144
ENSMUSG00000027016	5	11	92	57	17	27
ENSMUSG00000033419	264	357	1677	720	205.002	301
ENSMUSG00000020808	1	3	17	7	1	14
ENSMUSG00000106646	13	11	9	35	3	3
ENSMUSG00000105826	17	2	2	13	2	5
ENSMUSG00000032373	141	22	117	24	17	27
ENSMUSG00000102037	81.264	8.402	15.168	37.822	19.742	10.954
ENSMUSG00000024675	53	9	55	8	6	14.417
ENSMUSG00000010592	11	2	14	3	3	1
ENSMUSG00000039883	1	7	10	32.507	12.397	6
ENSMUSG00000103403	4	4	15	25	2	6
ENSMUSG00000097344	19.268	3.013	25.567	18.617	1.131	1
ENSMUSG00000104284	12	9	46	37	4	5
ENSMUSG00000024172	83	55	440.999	261	48	95
ENSMUSG00000087349	3	17	14	2	2	4
ENSMUSG00000033520	18	3	4	7	1	5
ENSMUSG00000100815	45	12	11	8	4	13
ENSMUSG00000048385	104	75	586	397	45	153
ENSMUSG00000104912	1	24	4	23	8	4
ENSMUSG00000097381	28.814	9.469	18.274	1.301	4.436	4.094
ENSMUSG00000050711	286	76	636	345	27	83
ENSMUSG00000102709	2	1	11	2	4	3
ENSMUSG00000104149	5	3	15	6	1	2
ENSMUSG00000025318	237	211	1309	885.001	156	223
ENSMUSG00000051703	71	66	276	116	25	33
ENSMUSG00000039419	97	113	638	335	84	121.001
ENSMUSG00000002489	327	326	1688.001	1029.999	182.999	244
ENSMUSG00000061578	154	197	831	577	70	115
ENSMUSG00000052392	17.52	4	20.994	7.382	1.228	2.002
ENSMUSG00000105224	11	1	4	2	5	1
ENSMUSG00000041608	17	11	44	54	2	7
ENSMUSG00000092183	6.195	8.058	1	2	3.032	16.899
ENSMUSG00000056486	745.001	769.843	4459.354	2217.697	616.587	814.404
ENSMUSG00000092604	8	1	2	17	5	4
ENSMUSG00000023045	16	4	2	8	1	4
ENSMUSG00000081854	13	32	2	9	12	2
ENSMUSG00000000305	99	114	431.999	101	64	79
ENSMUSG00000084302	1	7.003	1	7.007	1	2.002
ENSMUSG00000030898	41	45	281	148	35	65
ENSMUSG00000094910	208	233	1194	781	119	210
ENSMUSG00000066682	3	37	11	15	5	8
ENSMUSG00000102938	31.508	13.579	75.001	18.739	15	6
ENSMUSG00000103216	11	18	22	2	3	1
ENSMUSG00000005202	15	12	10	37	3	3
ENSMUSG00000044176	4	1	9	4	1	1
ENSMUSG00000097899	9	1	5	1	2	2
ENSMUSG00000086308	3	7	10	18	1	2
ENSMUSG00000091510	8	9	24	32	1	4
ENSMUSG00000091575	37	9	6	4	14	8
ENSMUSG00000027820	5	30	29	69.999	9	11
ENSMUSG00000103310	23.946	25.08	98.968	30.59	3.468	27.33
ENSMUSG00000021057	312	195	936	751.492	53.603	95
ENSMUSG00000083745	2	2	10	20	4	6
ENSMUSG00000042254	24	345	174	80	58	75
ENSMUSG00000104108	12	26	3	2	5	9
ENSMUSG00000030577	213	12	32	98	37	76
ENSMUSG00000099170	16	3	2	2	6	5
ENSMUSG00000049971	25	20	124	82	15	21
ENSMUSG00000084218	26	19	4	4	5	4
ENSMUSG00000069516	10268.963	1796.973	1887.914	3237.953	1756.974	2401.955
ENSMUSG00000000869	18	1	2	5	6	7
ENSMUSG00000093758	6	17	2	10	3	1
ENSMUSG00000101452	4.029	4.017	1.007	12.134	2.024	2.518
ENSMUSG00000025739	5	8	94.981	52.984	23.381	31.903
ENSMUSG00000102895	9	13	2	25	4	3
ENSMUSG00000026175	3	11	1	3	1	5
ENSMUSG00000034825	130	47	358	126	30	77
ENSMUSG00000097619	20	16	1	37	2	10
ENSMUSG00000024846	3	3	18	18	4	3
ENSMUSG00000086820	4	18	3	34	11	6
ENSMUSG00000038576	97	171	797	349	102	198
ENSMUSG00000038663	41	28	7	7	6	7
ENSMUSG00000025938	68	13	63	138	18	14
ENSMUSG00000080972	76	26	22	18	11.006	8
ENSMUSG00000097387	8	3	2	1	2	1
ENSMUSG00000047515	13	18	7	1	3	2
ENSMUSG00000052749	24	2	8	6	4	7
ENSMUSG00000102951	17	24	9	1	1	7
ENSMUSG00000049097	69	25	264	170	31	55
ENSMUSG00000027335	8	6	41	16	7	9
ENSMUSG00000074505	629	399	1757	2366	239	346
ENSMUSG00000091993	5.101	3.262	7.109	17.44	1.307	3.373
ENSMUSG00000029161	31	27	151	95	14	30
ENSMUSG00000038807	224	224	1192	648	150	213.999
ENSMUSG00000082484	33	15	13	8	1	4
ENSMUSG00000078887	32.268	30.814	54.209	164.132	57.694	12.879
ENSMUSG00000090264	2.301	20.435	26.427	6.687	3.638	5.668
ENSMUSG00000055761	21	21	65	32	4	4
ENSMUSG00000053550	209	215	1037	569	140.556	147
ENSMUSG00000092182	1	10	3	7	1	2
ENSMUSG00000101587	3	32	16	4	4	14
ENSMUSG00000104705	14	1	5	3	4	3
ENSMUSG00000106121	5	12	3	24	3	6
ENSMUSG00000042800	3	17	7	4	1	5
ENSMUSG00000107306	3	3	7	14	1	3
ENSMUSG00000106773	1	6	4	12	1	3
ENSMUSG00000101827	4	3	1	8	1	1
ENSMUSG00000025372	319	312.001	1516.001	780.999	180.001	250.999
ENSMUSG00000101439	2.64	7.299	1.119	1.144	1.119	2.322
ENSMUSG00000102994	4	31	13	11	6	3
ENSMUSG00000026715	11	50.442	17.721	5.795	5	20.463
ENSMUSG00000000308	175	87	616	344.999	76	96
ENSMUSG00000099703	3.15	1.449	18.923	9.827	1.505	9.829
ENSMUSG00000039860	29	49	237.001	168.999	35	50
ENSMUSG00000056656	3	5	7	20	2	6
ENSMUSG00000062184	45	50	247	194	14	67.999
ENSMUSG00000043289	13	6	2	16	1	3
ENSMUSG00000014030	20	21	3	30	2	3
ENSMUSG00000032561	72	22	15	114	26	16
ENSMUSG00000051456	14	2	4	5	2	3
ENSMUSG00000021534	5	5	28	21	2	8
ENSMUSG00000087326	22	6	2	7	5	5
ENSMUSG00000102449	4	17	6	15	2	1
ENSMUSG00000068396	1.032	11.811	5.004	2.018	1.003	7.596
ENSMUSG00000097997	38	7	13	5	9	9
ENSMUSG00000042282	46	28	29	28	134	20
ENSMUSG00000097502	9	7	4	1	1	1
ENSMUSG00000002997	85	80	302	412	54	68
ENSMUSG00000021071	336	407	1899	1257	224.999	352.999
ENSMUSG00000091154	7.495	14.239	3.038	31.79	2.019	13.738
ENSMUSG00000032726	17	11	2	4	3.998	2
ENSMUSG00000023216	5	12	7	24	5	1
ENSMUSG00000023047	2	12	2	15	2	5
ENSMUSG00000035385	186	7	38	37	63	174
ENSMUSG00000035963	3	4	12	2	4	1
ENSMUSG00000087050	6.762	16.887	14.724	41.756	7.816	3.843
ENSMUSG00000073486	2.28	1.389	1.309	10.661	7.678	15.676
ENSMUSG00000016349	905	560	3645	1836	401	782
ENSMUSG00000063446	24	19	93	27	15	19
ENSMUSG00000097265	6	13	50	46	5	14
ENSMUSG00000037982	8.219	6.302	14.542	25.652	1.373	3.298
ENSMUSG00000042671	50	67	263.001	259	27	59
ENSMUSG00000103192	27	164	39	40	43	34
ENSMUSG00000090546	1177	874	5279	4387	683	1073
ENSMUSG00000034187	1058	915.999	4826	2342	672	861
ENSMUSG00000035373	137	18	21	38	26	61
ENSMUSG00000105846	1	10	5	13	3	1
ENSMUSG00000027867	9.848	6.263	4.31	1.219	1.161	1
ENSMUSG00000025916	9	1	2	1	3	4
ENSMUSG00000046449	95	96	400.999	162	48	69
ENSMUSG00000034427	14	1	9.001	11	1	2
ENSMUSG00000096870	19	169	58	58	27	36
ENSMUSG00000031253	30	6	9	28	5	3
ENSMUSG00000047490	24	10	5	33	3	6
ENSMUSG00000073067	4.693	17.405	29.357	26.826	2.223	2.288
ENSMUSG00000022041	8	1	19	15	4	2
ENSMUSG00000093436	25	11	9	6	2	3
ENSMUSG00000105553	2	21	11	18	1	4
ENSMUSG00000086544	18	14	45.114	11	7.002	4
ENSMUSG00000089901	1	15	8	1	13	3
ENSMUSG00000029765	559	355	1959	927	205	356
ENSMUSG00000097451	668	744	2750	1666	224	379.001
ENSMUSG00000043439	62	50	317	131	62	67
ENSMUSG00000054450	6	8	3	12	1	23
ENSMUSG00000020963	52	6	9	34	27	2
ENSMUSG00000032297	55.001	16	112	77	7	14
ENSMUSG00000028758	14	45	131.002	99.007	11	29
ENSMUSG00000024274	4	1	1	5	12	4
ENSMUSG00000090706	12	1	3	6	2	3
ENSMUSG00000091387	10	10	60	42	8	15
ENSMUSG00000093536	10	15.932	46	19	6	5
ENSMUSG00000022479	65	8	17	7	16	36
ENSMUSG00000025170	47	50	231	101	37	40
ENSMUSG00000104272	3	7	22	25	3	6
ENSMUSG00000063430	123	113	516.001	628	100.999	120
ENSMUSG00000105676	3	2	2	1	11	7
ENSMUSG00000106291	5	8	6	20	3	2
ENSMUSG00000086826	3	40	15	9	19	5
ENSMUSG00000097305	15.057	5.184	30.658	6.1	6.33	5
ENSMUSG00000097636	2	5	17	13	5	1
ENSMUSG00000098322	3	25	6	8	5	7
ENSMUSG00000085925	157	104	410	224	19	48
ENSMUSG00000041773	1454	866	4524	1733	407	970
ENSMUSG00000047798	185.999	28	38	76	24	58
ENSMUSG00000052616	4	1	11	5	3	1
ENSMUSG00000091556	5	1	4	11	1	3
ENSMUSG00000103560	117	160	69	29	20	10
ENSMUSG00000102827	3	16	3	2	6	5.004
ENSMUSG00000010311	24	4	12	6	1	8
ENSMUSG00000002341	473	529	2490	1602	299	502
ENSMUSG00000092325	17	8	4	17	2	1
ENSMUSG00000051323	179	144	625	284	65	99
ENSMUSG00000038239	18	6	6	22	4	1
ENSMUSG00000033676	400	442	1859.001	1053	250	277
ENSMUSG00000090778	17	15	3	4	2	4
ENSMUSG00000040728	5	18	1	20	9	2
ENSMUSG00000097430	4	2	20	20.419	3	8
ENSMUSG00000021211	16	24.464	7.864	3.154	3.081	4.246
ENSMUSG00000080796	14	6	2	3	2	4
ENSMUSG00000022296	21	12	96	69	13	25
ENSMUSG00000007480	4	16	1	10	4	3
ENSMUSG00000097523	5	5	19	1	5	7
ENSMUSG00000013928	13.381	6	2.068	2.178	12.277	1.034
ENSMUSG00000087644	24.927	13.446	27.915	59.425	3.68	7.854
ENSMUSG00000055972	25	5	10	7	5	3
ENSMUSG00000019888	27	24	125.999	81	17	24
ENSMUSG00000102607	2	18	4	16	3	5
ENSMUSG00000087700	1.013	10.038	3.071	2.035	2.017	4.033
ENSMUSG00000050138	2	10	49	37	19	8
ENSMUSG00000107216	2	8	15	2	6	2
ENSMUSG00000027606	1	7	5	18	5	4
ENSMUSG00000030270	36	13	61	17.999	7	8
ENSMUSG00000030092	38	63	199	79	16	47
ENSMUSG00000061577	22	8	3	16	3	3
ENSMUSG00000086385	12	8	3	2	3	1
ENSMUSG00000028584	15	28	15	100	23	39
ENSMUSG00000086933	37	25	11	7	3	7
ENSMUSG00000092617	1	8	2	5	2	1
ENSMUSG00000091922	23	14	3	1	10	5
ENSMUSG00000098620	23	35	4	11	9	3
ENSMUSG00000081152	1.003	5.08	2.016	1.009	1.013	1.009
ENSMUSG00000075416	36	16	11	3	3	14
ENSMUSG00000005583	866	574.999	3328.998	1642	529	576.999
ENSMUSG00000090001	7	10	1	4	1	2
ENSMUSG00000097162	11	1	5	4	2	2
ENSMUSG00000040856	170	56.001	33.999	40	25	45
ENSMUSG00000040420	50	24	134.999	30	18	40
ENSMUSG00000023043	5	9	11	5	32	8
ENSMUSG00000093402	1	4.116	3.198	2.014	8.107	13.357
ENSMUSG00000015852	858	120	225	318	135	234
ENSMUSG00000006457	4	3	12	2	1	5
ENSMUSG00000074052	5	12	4	2	3	1
ENSMUSG00000091730	20	33	12	5	3	6
ENSMUSG00000087606	32	18	5	5	13	3
ENSMUSG00000038704	3	37	18	5	17	7
ENSMUSG00000105966	38	48	6	18	3	12
ENSMUSG00000043635	28	41	120	92	17	9
ENSMUSG00000059742	160.115	180.373	867.649	680.706	135.553	182.13
ENSMUSG00000066438	12	9	18	33	3	3
ENSMUSG00000019982	4	5	5	20	9	2
ENSMUSG00000081238	18	5	13	9	1	1
ENSMUSG00000036196	33	3	17	28	1	9
ENSMUSG00000087012	16	13	8	3	2	1
ENSMUSG00000058046	3	12	5	21	3	5
ENSMUSG00000035262	11	11	10	31	2	5
ENSMUSG00000068259	12	6	1	12	2	2
ENSMUSG00000026611	19	54	12	18	3	15
ENSMUSG00000097429	21	10	4	4	7	2
ENSMUSG00000101191	2	14	9	4	1	4
ENSMUSG00000079103	2	3	3	8	1	1
ENSMUSG00000081968	1	2	1	8	3	3
ENSMUSG00000081249	5	4	4.003	14.003	2	2
ENSMUSG00000092051	10	32	9	8	5	6
ENSMUSG00000078922	360.766	108.967	422.947	195.274	1021.173	193.679
ENSMUSG00000026697	754	259	291	1417	342	197
ENSMUSG00000061576	357	231	1230.999	522	180.001	231.002
ENSMUSG00000095651	36	11	6	35	8	5
ENSMUSG00000030653	445	390	1808	1158	208	334
ENSMUSG00000050520	20	21	3	5	1	10
ENSMUSG00000086121	2	5	6	13	1	3
ENSMUSG00000027456	28	10	10	1	4	12
ENSMUSG00000102651	22	48	18	7	9	6
ENSMUSG00000097053	24	1	16	7	5	6
ENSMUSG00000022422	1	6	3	1	10	3
ENSMUSG00000062794	11	8	41	17	4	11
ENSMUSG00000037759	27	8	2	11	5	8
ENSMUSG00000053830	17.357	17.41	2.183	4.099	7.116	1.994
ENSMUSG00000057924	25	9	2	7	8	5
ENSMUSG00000020609	11	2	3	1	3	5
ENSMUSG00000085788	7.987	21.408	7.782	1.47	7.855	2.669
ENSMUSG00000087481	4	2	9	9	19	2
ENSMUSG00000074345	20	19	96	83	16	21
ENSMUSG00000084897	16	13	1	43	8	19
ENSMUSG00000091570	8	32	11	10	4	6
ENSMUSG00000106490	48	157	39	33	23	45
ENSMUSG00000081798	11	29	10	4	6	5
ENSMUSG00000070687	7	9	14	33	6	5
ENSMUSG00000085110	12	29	2	10	7	6
ENSMUSG00000021719	455	307	1625	932	228	276
ENSMUSG00000054622	2	25.285	12.565	8.596	3.506	7
ENSMUSG00000102243	29	11	5	13	7	2
ENSMUSG00000091530	1	11	5	5	1	3
ENSMUSG00000105906	44	2	1	43	88	52
ENSMUSG00000024521	82	26	18	16	16	22
ENSMUSG00000025473	162	70	34	61	13	32
ENSMUSG00000092448	9	3	14	11	1	1
ENSMUSG00000033730	53	24	191	110	13	69
ENSMUSG00000029752	148	86	457	180	58	98
ENSMUSG00000104540	33	22	18	1	3	9
ENSMUSG00000101304	11.666	1	3	4	5	2
ENSMUSG00000055456	3	3	2	2	2	10
ENSMUSG00000033847	10	7	13	43	18	6
ENSMUSG00000056888	89.297	15.277	10.699	26.68	17.57	59.926
ENSMUSG00000068154	19	42	144	55	34	28
ENSMUSG00000038152	22	2	19	7	8	2
ENSMUSG00000031257	5.519	10.606	8.763	30.024	13.88	1.222
ENSMUSG00000078502	81.374	19.575	7.811	29.285	19.342	24.951
ENSMUSG00000046442	540.361	474	2185.546	958.232	383.203	383
ENSMUSG00000021701	283	257	1156	506	184	219
ENSMUSG00000081978	17	39	9	14	2	9
ENSMUSG00000093540	70	43	25	7	15	10
ENSMUSG00000036151	7	16	6	3	4	1
