source	target	weight	p_value
Hypoxia	MIDEAS	2.174972	4.0218107e-10
Hypoxia	C5orf22	-1.7041079	4.0370693e-10
Hypoxia	SPICE1	1.6111736	4.0628595e-10
Hypoxia	THEM4	-2.2107515	4.182071e-10
Hypoxia	VPS33A	-1.1688334	4.24208e-10
Hypoxia	DDHD2	2.6246967	4.311234e-10
Hypoxia	TIMM17A	-1.5834409	4.517509e-10
Hypoxia	ADCK1	-1.7671545	4.6131943e-10
Hypoxia	WDR12	-2.4039118	4.64455e-10
Hypoxia	ELAC2	-1.4760429	4.65038e-10
Hypoxia	MRPL49	-2.1099575	4.663358e-10
Hypoxia	USP46	-1.5157441	4.9383614e-10
Hypoxia	STOML2	-2.14341	4.975839e-10
Hypoxia	UTP11	-2.0310187	4.9948545e-10
Hypoxia	SRM	-4.2499795	4.9965243e-10
Hypoxia	RNFT2	-1.7043164	5.0520943e-10
Hypoxia	SPATA2	-1.2608175	5.1988897e-10
Hypoxia	ERAL1	-1.7436061	5.202165e-10
Hypoxia	BRD7	-1.3089712	5.301931e-10
Hypoxia	ACTR1A	-1.6203495	5.3349897e-10
Hypoxia	ALG1	-2.325737	5.4081545e-10
Hypoxia	PIK3C3	1.1924993	5.412609e-10
Hypoxia	ATP6V0B	-2.0751464	5.522684e-10
Hypoxia	MOCS3	-2.0225687	5.536534e-10
Hypoxia	FER1L4	1.585781	5.5445665e-10
Hypoxia	RNF19A	2.5934842	5.7062005e-10
Hypoxia	PDGFB	2.3446736	5.751545e-10
Hypoxia	SNX25	1.6336881	5.972228e-10
Hypoxia	MAFK	1.9199141	6.0269295e-10
Hypoxia	TST	-3.0035489	6.1189404e-10
Hypoxia	SENP3	-1.463314	6.128126e-10
Hypoxia	ERRFI1	9.475159	6.180568e-10
Hypoxia	ACTR5	-1.3631328	6.5232075e-10
Hypoxia	SRSF6	-2.29623	6.5590416e-10
Hypoxia	EMC7	-1.576085	6.6981093e-10
Hypoxia	VPS25	-2.0021985	6.749709e-10
Hypoxia	NOL6	-2.4158525	6.8348543e-10
Hypoxia	PIK3R4	-0.8745305	6.890805e-10
Hypoxia	ARHGEF7	1.0750549	7.004305e-10
Hypoxia	PNO1	-2.9522202	7.0174366e-10
Hypoxia	ANO6	2.164809	7.0370604e-10
Hypoxia	TBC1D8B	1.9463941	7.1415873e-10
Hypoxia	TIMMDC1	-2.2904184	7.1870054e-10
Hypoxia	ARTN	1.788216	7.539005e-10
Hypoxia	RIDA	-1.9395503	7.839231e-10
Hypoxia	SRSF8	-2.1031742	8.528366e-10
Hypoxia	CDK5RAP1	-1.4988102	8.6121354e-10
Hypoxia	PSME3IP1	-1.1011049	8.7385754e-10
Hypoxia	LSM10	-2.8668864	8.827054e-10
Hypoxia	EEF2KMT	-2.6053789	8.833572e-10
Hypoxia	NDUFAF5	-1.3200554	8.9787916e-10
Hypoxia	PSMA7	-2.0854394	9.027074e-10
Hypoxia	ALG8	-2.426513	9.1906827e-10
Hypoxia	CABP1	1.3956546	9.339248e-10
Hypoxia	TBCCD1	-2.314142	9.384895e-10
Hypoxia	RALGDS	2.724842	9.410346e-10
Hypoxia	UGGT1	-1.2924905	9.449123e-10
Hypoxia	POFUT2	0.7955472	9.478337e-10
Hypoxia	INTS12	-1.9259511	9.570521e-10
Hypoxia	SPOUT1	-1.672797	9.728961e-10
Hypoxia	CCNH	-2.0806828	9.869756e-10
Hypoxia	CNPY2	-1.7355511	1.0156578e-09
Hypoxia	FBXO22	-1.7882009	1.0280586e-09
Hypoxia	PRKAG1	-1.3437375	1.0548645e-09
Hypoxia	NAA80	1.7837784	1.0597382e-09
Hypoxia	DDX50	1.3461356	1.0866602e-09
Hypoxia	MUL1	-1.3153852	1.1039052e-09
Hypoxia	MDM1	-2.31911	1.1266588e-09
Hypoxia	SOD1	-2.0360527	1.135065e-09
Hypoxia	MECR	-1.3760376	1.1468401e-09
Hypoxia	MTX1	-1.420073	1.1476368e-09
Hypoxia	DHDDS	-1.301085	1.1837556e-09
Hypoxia	ATG9A	1.5548072	1.1881818e-09
Hypoxia	ITGB2	2.4479141	1.1926893e-09
Hypoxia	NUP42	-1.9661806	1.1928539e-09
Hypoxia	MRPS10	-1.955611	1.1953588e-09
Hypoxia	RWDD1	-1.5023444	1.2022415e-09
Hypoxia	DPH2	-2.420629	1.2068676e-09
Hypoxia	OXSM	2.1072047	1.2078714e-09
Hypoxia	MAT2A	-3.6966906	1.2145921e-09
Hypoxia	NPM3	-2.7682676	1.2250801e-09
Hypoxia	ASF1A	-3.3915195	1.2383858e-09
Hypoxia	MRPL34	-2.1160426	1.2575809e-09
Hypoxia	RSAD1	-1.8772738	1.2733206e-09
Hypoxia	CA3	1.1769085	1.3171183e-09
Hypoxia	ARMC7	-1.01361	1.3195274e-09
Hypoxia	SETD9	-1.5070969	1.3549618e-09
Hypoxia	RABEPK	-1.8019979	1.3566028e-09
Hypoxia	PSMD6	-1.4443568	1.3815725e-09
Hypoxia	PTTG1IP	2.6123445	1.3838513e-09
Hypoxia	AAR2	-1.553613	1.3867666e-09
Hypoxia	FARS2	-1.0865147	1.3896904e-09
Hypoxia	KPNA6	-1.2044295	1.3959895e-09
Hypoxia	ZNF195	-2.0784032	1.3991426e-09
Hypoxia	TTC27	-1.6593617	1.4113144e-09
Hypoxia	NUFIP1	-2.4198823	1.4502551e-09
Hypoxia	ADSL	-2.5153003	1.483571e-09
Hypoxia	TAF6	-1.2150977	1.4893343e-09
Hypoxia	ZNHIT6	-2.0235956	1.4924166e-09
Hypoxia	GINS3	-3.278777	1.4979682e-09
Hypoxia	EIF5	-2.9052784	1.5007131e-09
Hypoxia	GPR157	1.750003	1.5018493e-09
Hypoxia	ARFRP1	-1.4062366	1.5059431e-09
Hypoxia	WDCP	-1.8042965	1.5117683e-09
Hypoxia	TTC19	-2.2051616	1.5827952e-09
Hypoxia	TTC4	-2.0992417	1.5977962e-09
Hypoxia	FOXD1	2.3277502	1.6122237e-09
Hypoxia	DUSP12	-2.095989	1.6276841e-09
Hypoxia	MKRN1	2.3614416	1.631893e-09
Hypoxia	RPP40	-3.3790889	1.6600702e-09
Hypoxia	CISD3	-1.9179595	1.6671478e-09
Hypoxia	ABCC1	1.972289	1.7226172e-09
Hypoxia	SIAH2	2.9063349	1.7860918e-09
Hypoxia	TTF2	-2.2569282	1.8065789e-09
Hypoxia	TRIM27	-2.1554518	1.8410345e-09
Hypoxia	POLR2H	2.5318956	1.8574071e-09
Hypoxia	POLR2B	-1.1925671	1.8816553e-09
Hypoxia	EARS2	-1.5440555	1.9063053e-09
Hypoxia	UBE2K	-1.72483	1.9689823e-09
Hypoxia	PRPF40A	-1.4315944	1.9935944e-09
Hypoxia	AASDHPPT	-1.7394725	1.9956858e-09
Hypoxia	NDUFS6	-2.659941	2.0339606e-09
Hypoxia	ALG5	-1.2382578	2.0406892e-09
Hypoxia	UQCRFS1	-2.0053697	2.099886e-09
Hypoxia	SUCLG1	-1.2159083	2.1131452e-09
Hypoxia	ILKAP	-1.9058986	2.113163e-09
Hypoxia	STRADA	-1.1413555	2.1268678e-09
Hypoxia	LPCAT3	-1.5394232	2.1408444e-09
Hypoxia	SCAMP3	-1.6125463	2.159877e-09
Hypoxia	IVD	-1.2869362	2.1877105e-09
Hypoxia	TUSC2	-1.4838492	2.2155566e-09
Hypoxia	NFS1	-1.5923816	2.2295705e-09
Hypoxia	GDI1	1.5875862	2.2378703e-09
Hypoxia	SAE1	-1.8882657	2.2537314e-09
Hypoxia	GFUS	-2.3447165	2.2549638e-09
Hypoxia	SCAPER	1.5906404	2.284967e-09
Hypoxia	RAD51C	-2.7545738	2.311179e-09
Hypoxia	UBLCP1	-2.5647902	2.3476243e-09
Hypoxia	SPCS1	-1.7395558	2.4030784e-09
Hypoxia	PIGW	-4.3495817	2.4495572e-09
Hypoxia	ELP5	-1.5367026	2.53175e-09
Hypoxia	GHITM	-1.6670004	2.5951299e-09
Hypoxia	SRSF10	-2.0919185	2.6794613e-09
Hypoxia	MRPL38	-1.3136889	2.7080373e-09
Hypoxia	HARS1	-2.0654724	2.7376756e-09
Hypoxia	SENP2	-1.1576602	2.7413922e-09
Hypoxia	LETM1	-1.4464747	2.7553657e-09
Hypoxia	FKBP9	2.5712707	2.8348215e-09
Hypoxia	TBC1D22A	1.4496138	2.8576064e-09
Hypoxia	SETD4	-0.98789966	2.8695324e-09
Hypoxia	MRPS15	-1.6389885	2.8905744e-09
Hypoxia	NECAB3	-1.154709	2.9739484e-09
Hypoxia	RRP15	-3.078844	2.9953082e-09
Hypoxia	MRPS22	-1.2564667	2.9985152e-09
Hypoxia	RARS1	-1.633976	3.0003624e-09
Hypoxia	PSMD9	-1.2473494	3.0021639e-09
Hypoxia	MIEF1	-1.7956141	3.007906e-09
Hypoxia	ITGAE	-2.746822	3.0101177e-09
Hypoxia	CCT2	-3.1730065	3.036915e-09
Hypoxia	CTNS	-2.0494967	3.0807328e-09
Hypoxia	RPF1	-1.312277	3.1137664e-09
Hypoxia	OSMR	3.2081337	3.1548295e-09
Hypoxia	KDM5C	0.99788874	3.1875163e-09
Hypoxia	PSMC4	-2.140414	3.2288243e-09
Hypoxia	SMIM12	-1.2126994	3.2305925e-09
Hypoxia	TIPIN	-4.4416347	3.2326317e-09
Hypoxia	ACACA	-1.7589893	3.2454959e-09
Hypoxia	SLC38A6	-2.5441716	3.2765695e-09
Hypoxia	KHDRBS1	1.1690537	3.337198e-09
Hypoxia	SFT2D2	-1.5939007	3.3565657e-09
Hypoxia	RPP38	-1.7725248	3.3677279e-09
Hypoxia	UTP14A	-1.9147652	3.4091046e-09
Hypoxia	TWNK	-2.758037	3.4179717e-09
Hypoxia	CIAO1	-1.3708885	3.4800027e-09
Hypoxia	EIF6	-2.4253864	3.5280514e-09
Hypoxia	DRG2	-1.0364399	3.5394476e-09
Hypoxia	ACOT13	-1.9274174	3.6027474e-09
Hypoxia	SNRPD1	-3.0504754	3.6754162e-09
Hypoxia	PRPF4	-2.6644623	3.70034e-09
Hypoxia	CPSF7	-1.05554	3.7578736e-09
Hypoxia	IFRD2	-3.2792614	3.98832e-09
Hypoxia	MRM3	-1.7628099	4.0002752e-09
Hypoxia	GAR1	-2.451811	4.0090766e-09
Hypoxia	DNAJB2	2.7445796	4.0429935e-09
Hypoxia	CHRNA5	-2.9988883	4.108736e-09
Hypoxia	HSPA14	-2.3114834	4.2599226e-09
Hypoxia	C1orf216	-2.0856128	4.3055417e-09
Hypoxia	AIMP1	-1.5231271	4.463459e-09
Hypoxia	DOK3	1.9660403	4.5241833e-09
Hypoxia	MRPL3	-3.426296	4.5259867e-09
Hypoxia	MRPS12	-1.8286021	4.687702e-09
Hypoxia	KXD1	0.82516223	4.6921906e-09
Hypoxia	SRPX	2.6447172	4.8603566e-09
Hypoxia	LIG3	-1.3886504	4.898159e-09
Hypoxia	MTRR	-2.1785226	4.9257847e-09
Hypoxia	SLC39A3	-1.3020985	4.938898e-09
Hypoxia	NOX5	1.3809844	4.9476334e-09
Hypoxia	GDAP1	-2.3293605	4.965529e-09
Hypoxia	PJA2	2.8898416	5.052792e-09
Hypoxia	FAIM	-2.6643636	5.0913993e-09
Hypoxia	APMAP	-1.3143278	5.094644e-09
Hypoxia	HCCS	-2.1206815	5.206672e-09
Hypoxia	CPSF2	-2.0329964	5.2523856e-09
Hypoxia	STARD7	-2.543002	5.2661204e-09
Hypoxia	METTL1	-2.5059052	5.3272187e-09
Hypoxia	GLYR1	-1.1789973	5.338265e-09
Hypoxia	PTPRH	2.7109025	5.385917e-09
Hypoxia	PA2G4	-3.1053493	5.552093e-09
Hypoxia	HMGN2	-2.6249952	5.587999e-09
Hypoxia	POLR3H	-1.6023039	5.675235e-09
Hypoxia	DPYSL2	3.987936	5.6917706e-09
Hypoxia	DHX9	-2.5059419	5.870864e-09
Hypoxia	VEGFB	1.8435771	5.9245884e-09
Hypoxia	TGFBI	5.166821	5.991859e-09
Hypoxia	RXYLT1	-2.7255049	6.047617e-09
Hypoxia	PSMC3	-2.4428315	6.164761e-09
Hypoxia	UGP2	2.02155	6.251068e-09
Hypoxia	SNF8	-1.5951096	6.3270917e-09
Hypoxia	RIT1	2.8808115	6.3879098e-09
Hypoxia	IRF2BP2	2.6494985	6.444114e-09
Hypoxia	ILF2	-2.4474401	6.460448e-09
Hypoxia	HNRNPA0	-1.7785492	6.66235e-09
Hypoxia	DNAJC11	-1.5707597	6.6745796e-09
Hypoxia	NAGPA	-1.7182688	7.1593793e-09
Hypoxia	CAD	-2.0927436	7.1716157e-09
Hypoxia	EDN2	2.412459	7.231341e-09
Hypoxia	C17orf80	-1.5107023	7.2695654e-09
Hypoxia	ARV1	-1.5637612	7.4234574e-09
Hypoxia	RBM15B	-1.3511627	7.568272e-09
Hypoxia	G6PD	-2.789202	7.808074e-09
Hypoxia	RANBP2	-2.1686046	7.812133e-09
Hypoxia	HCFC1R1	3.031582	7.831282e-09
Hypoxia	RCN2	-2.2804482	7.986014e-09
Hypoxia	CRYBG3	2.450217	8.022404e-09
Hypoxia	ASPH	1.7927334	8.208151e-09
Hypoxia	MMACHC	-1.7576414	8.239656e-09
Hypoxia	DOLPP1	-1.5563635	8.371283e-09
Hypoxia	MPHOSPH10	-2.2135801	8.491468e-09
Hypoxia	APOO	-2.5710416	8.783805e-09
Hypoxia	NMB	2.8658636	8.80843e-09
Hypoxia	PSMA3	-1.8430353	8.852332e-09
Hypoxia	NDUFAF3	-1.4563409	8.980385e-09
Hypoxia	NDUFAB1	-2.170475	9.077503e-09
Hypoxia	DROSHA	-1.7606709	9.084276e-09
Hypoxia	RRP36	-2.3230076	9.088253e-09
Hypoxia	UBE2G2	-1.8566158	9.292199e-09
Hypoxia	SFXN2	-2.1652937	9.362435e-09
Hypoxia	DESI1	-2.1897256	9.444323e-09
Hypoxia	OGDH	-1.4912051	9.446499e-09
Hypoxia	HIBCH	-2.466901	9.573811e-09
Hypoxia	NUDT5	-2.4050577	9.9755475e-09
Hypoxia	TARBP2	-1.3802359	1.0083879e-08
Hypoxia	MON1A	-1.4899095	1.008587e-08
Hypoxia	TMEM126A	-2.242359	1.027133e-08
Hypoxia	NPLOC4	-1.4248512	1.0288649e-08
Hypoxia	YWHAB	-1.7417164	1.0308363e-08
Hypoxia	PPIL1	-3.6119587	1.038455e-08
Hypoxia	OTUD6B	-3.3642528	1.0567144e-08
Hypoxia	L3MBTL2	-1.5238523	1.0694965e-08
Hypoxia	SURF2	-1.8646156	1.0801372e-08
Hypoxia	UROS	-1.3678212	1.0896418e-08
Hypoxia	NDUFA9	-1.8416089	1.0980721e-08
Hypoxia	UBE2A	-1.5336357	1.0989286e-08
Hypoxia	NOL7	-1.3281819	1.14338325e-08
Hypoxia	NDUFAF6	-1.7208481	1.1569183e-08
Hypoxia	RPL31	2.2048836	1.1592157e-08
Hypoxia	ZKSCAN5	-1.0397091	1.1608722e-08
Hypoxia	TMEM123	3.0428116	1.1628718e-08
Hypoxia	DNAAF2	-2.746808	1.1982561e-08
Hypoxia	ACAD8	-2.2913082	1.2074998e-08
Hypoxia	USB1	-1.3417381	1.2144858e-08
Hypoxia	IL17B	1.3540856	1.2189228e-08
Hypoxia	PRMT6	-4.0121174	1.2251188e-08
Hypoxia	HACD3	-2.3669393	1.2406741e-08
Hypoxia	NADK	-1.1136173	1.2662982e-08
Hypoxia	DCLRE1A	-1.9123083	1.29085995e-08
Hypoxia	TEDC2	-2.034083	1.2929858e-08
Hypoxia	RBM14	-1.7219647	1.2976058e-08
Hypoxia	C1orf109	-2.3760295	1.29771385e-08
Hypoxia	EGFR	1.9440558	1.3063082e-08
Hypoxia	CIAO2A	-2.1872509	1.3444728e-08
Hypoxia	NUDT16	-1.4147552	1.3544929e-08
Hypoxia	FOXRED1	-2.0011344	1.3627232e-08
Hypoxia	ELL2	2.5070622	1.3756928e-08
Hypoxia	SERPINB6	1.2326001	1.3874785e-08
Hypoxia	ZNF134	-1.674029	1.3985387e-08
Hypoxia	EIF3J	-2.559374	1.43783465e-08
Hypoxia	CLEC2B	2.5603588	1.4593921e-08
Hypoxia	HIGD1A	-2.2503018	1.4653464e-08
Hypoxia	TTC31	-1.3692518	1.4702615e-08
Hypoxia	DFFB	-1.9511585	1.4765123e-08
Hypoxia	DMTN	1.109311	1.4896922e-08
Hypoxia	TFF3	1.9091634	1.5069116e-08
Hypoxia	CHD2	1.5208555	1.5077008e-08
Hypoxia	SUN1	1.6482474	1.5110162e-08
Hypoxia	DNAH11	0.9042051	1.5134662e-08
Hypoxia	UBP1	-1.8385036	1.5176553e-08
Hypoxia	GPATCH2	-1.6444468	1.5482778e-08
Hypoxia	NQO1	-4.1295433	1.5741168e-08
Hypoxia	COQ3	-2.1340704	1.577641e-08
Hypoxia	ATIC	-3.0655468	1.5801195e-08
Hypoxia	EIF2S1	-2.3209906	1.607772e-08
Hypoxia	GPR155	2.7574866	1.6126315e-08
Hypoxia	RAB35	-1.2754285	1.6238472e-08
Hypoxia	COA4	-1.9647623	1.6464565e-08
Hypoxia	ARHGEF10	1.2682604	1.6728691e-08
Hypoxia	URB2	-3.066978	1.680307e-08
Hypoxia	TSFM	-1.3832377	1.7456003e-08
Hypoxia	CHMP6	-1.3632967	1.7487665e-08
Hypoxia	ATP8B3	1.1124891	1.748975e-08
Hypoxia	GLMN	-1.786947	1.7574603e-08
Hypoxia	PPRC1	-3.3870306	1.7689175e-08
Hypoxia	NCDN	-1.0119803	1.8159803e-08
Hypoxia	PHB1	-2.3389382	1.8272436e-08
Hypoxia	MTOR	-0.9978113	1.8782936e-08
Hypoxia	COPS7A	-1.5602851	1.8833667e-08
Hypoxia	COG2	-1.2920089	1.8914132e-08
Hypoxia	CFAP251	1.421857	1.9503188e-08
Hypoxia	BPNT2	1.3584762	1.9611383e-08
Hypoxia	ATXN1	2.2364876	1.9821657e-08
Hypoxia	MED22	-1.8128752	2.0325635e-08
Hypoxia	SLC35B4	-2.4387333	2.0564155e-08
Hypoxia	AKAP12	4.3649364	2.0785492e-08
Hypoxia	DUSP3	1.9001337	2.0845365e-08
Hypoxia	SSB	-2.3368778	2.1107704e-08
Hypoxia	COA6	-2.1481688	2.1134928e-08
Hypoxia	SPR	-1.7800694	2.135453e-08
Hypoxia	ADSS2	-1.5817791	2.1454499e-08
Hypoxia	RFXANK	-1.7068216	2.1652388e-08
Hypoxia	MRPS9	-1.9718252	2.1838714e-08
Hypoxia	ISOC2	-1.9627018	2.186514e-08
Hypoxia	ICMT	-1.5721022	2.2679213e-08
Hypoxia	MTG2	-0.77769303	2.2888218e-08
Hypoxia	MRPL30	-1.5629019	2.3120162e-08
Hypoxia	AP5M1	-1.7454053	2.3675698e-08
Hypoxia	KBTBD2	2.2457721	2.3993799e-08
Hypoxia	DOCK6	0.8397536	2.4816071e-08
Hypoxia	TGFBRAP1	-1.459177	2.4941277e-08
Hypoxia	TTI2	-1.4690353	2.4954424e-08
Hypoxia	ZC3HAV1L	2.3980832	2.5033499e-08
Hypoxia	GTF2H4	-1.4841318	2.535702e-08
Hypoxia	PTGES2	-1.2889693	2.5413822e-08
Hypoxia	SLIRP	-2.94127	2.548362e-08
Hypoxia	TGS1	-1.762283	2.5819482e-08
Hypoxia	SOAT1	-2.252218	2.6028824e-08
Hypoxia	DDIT4	20.06814	2.6124132e-08
Hypoxia	ZNF84	2.1581922	2.6341144e-08
Hypoxia	ALK	1.185859	2.6601333e-08
Hypoxia	NUDT18	1.629772	2.6722162e-08
Hypoxia	CP	2.1268806	2.709968e-08
Hypoxia	NREP	3.0955567	2.7140466e-08
Hypoxia	NOP9	-1.3901887	2.7820738e-08
Hypoxia	ZC3H14	-1.7408667	2.7859878e-08
Hypoxia	PSMA1	-1.4582598	2.7873106e-08
Hypoxia	DTNA	1.6494672	2.7891671e-08
Hypoxia	IDH2	2.1196508	2.7995823e-08
Hypoxia	IGFBP5	3.5702322	2.827967e-08
Hypoxia	GMFB	-1.8458724	2.863002e-08
Hypoxia	YTHDC2	-1.3809589	2.8846566e-08
Hypoxia	NDUFB6	-1.1328928	2.9761768e-08
Hypoxia	MCM9	-1.4374653	3.0066218e-08
Hypoxia	NOP16	-2.8652673	3.0182807e-08
Hypoxia	FOXO3	2.6445715	3.036069e-08
Hypoxia	HERC3	7.1225567	3.0879843e-08
Hypoxia	PTCD2	-1.7313392	3.1400972e-08
Hypoxia	ISM2	1.3012443	3.195191e-08
Hypoxia	FAM98B	-1.376438	3.2004415e-08
Hypoxia	EIF5B	-1.714117	3.200565e-08
Hypoxia	TFAM	-2.4683547	3.2804508e-08
Hypoxia	PTPRF	2.0139072	3.2855276e-08
Hypoxia	CHUK	-2.350953	3.39521e-08
Hypoxia	NCBP1	-1.5773236	3.4199505e-08
Hypoxia	SPOCK1	2.7566862	3.435977e-08
Hypoxia	COPS6	-1.689497	3.4489116e-08
Hypoxia	DNAJC15	-1.8166426	3.471372e-08
Hypoxia	PSMB3	-2.2324839	3.4896516e-08
Hypoxia	RBM28	-2.2972105	3.5144026e-08
Hypoxia	SETD5	1.1247301	3.534391e-08
Hypoxia	PTK6	1.4612929	3.5545092e-08
Hypoxia	PSMD14	-2.6139765	3.5576374e-08
Hypoxia	USP45	-1.6020535	3.559945e-08
Hypoxia	MRPL50	-2.1037788	3.5615457e-08
Hypoxia	C12orf4	-2.2809002	3.5887272e-08
Hypoxia	MARS2	-3.591141	3.6328718e-08
Hypoxia	MIS12	-2.2217093	3.673342e-08
Hypoxia	ACTA1	1.9707997	3.6940285e-08
Hypoxia	INSIG1	4.7194567	3.7392372e-08
Hypoxia	ECD	-1.3606708	3.796341e-08
Hypoxia	N6AMT1	-1.1435412	3.805422e-08
Hypoxia	TBC1D30	-1.7962424	3.810155e-08
Hypoxia	DCAF13	-1.5223044	3.8110663e-08
Hypoxia	CACNB3	1.7593225	3.8590226e-08
Hypoxia	OXCT1	-2.5109386	3.9034845e-08
Hypoxia	SLC35D1	-2.1229393	3.9080323e-08
Hypoxia	CCN5	3.5802839	3.9136946e-08
Hypoxia	ABCE1	-3.4275994	4.0524032e-08
Hypoxia	IGF1R	1.8497387	4.155097e-08
Hypoxia	USP13	-1.996903	4.156265e-08
Hypoxia	NDUFAF8	-1.2368605	4.159578e-08
Hypoxia	CENPB	-1.7192227	4.197483e-08
Hypoxia	SS18L2	-1.7459295	4.2429534e-08
Hypoxia	STRAP	-1.6469624	4.3560576e-08
Hypoxia	FECH	-1.3875779	4.358771e-08
Hypoxia	GNL3L	-1.438691	4.388007e-08
Hypoxia	PUS1	-2.5368974	4.4129145e-08
Hypoxia	KLC2	-1.7565707	4.4610985e-08
Hypoxia	WFDC3	1.6343671	4.499931e-08
Hypoxia	HTRA2	-1.7512906	4.57888e-08
Hypoxia	NOP2	-3.0187752	4.7029474e-08
Hypoxia	DDX27	-1.3767885	4.709387e-08
Hypoxia	SOCS4	-2.0169783	4.7175917e-08
Hypoxia	GLG1	1.6614105	4.724927e-08
Hypoxia	MRPS23	-1.7340299	4.7953105e-08
Hypoxia	PROM1	3.1162438	4.8344447e-08
Hypoxia	CD99	1.7781429	4.8793975e-08
Hypoxia	PSMD13	-1.5932488	4.883172e-08
Hypoxia	ARID3B	1.7581443	4.9050318e-08
Hypoxia	CD2BP2	-1.0876968	4.919791e-08
Hypoxia	GLRX2	-2.83161	4.924495e-08
Hypoxia	ELOC	-1.6361343	4.950095e-08
Hypoxia	TRIO	1.3460962	4.973332e-08
Hypoxia	EEF1E1	-2.8687649	4.97509e-08
Hypoxia	ATF2	1.395986	4.9814968e-08
Hypoxia	RABEP1	-1.3429668	4.990046e-08
Hypoxia	RTEL1	-1.1241581	5.0152572e-08
Hypoxia	AHSA1	-2.5919518	5.0632295e-08
Hypoxia	WDR4	-2.313567	5.1145072e-08
Hypoxia	ING2	1.7013335	5.149204e-08
Hypoxia	TMF1	1.5135049	5.175924e-08
Hypoxia	CTPS1	-5.0310445	5.230877e-08
Hypoxia	VARS1	-2.0952528	5.2843713e-08
JAK-STAT	OAS1	15.028714	1.058e-41
JAK-STAT	HERC6	8.769676	1.3450407e-38
JAK-STAT	OAS3	10.618842	1.2143582e-37
JAK-STAT	PLSCR1	8.481604	8.955206e-37
JAK-STAT	DDX60	12.198234	9.150971e-36
JAK-STAT	TRIM21	6.674188	1.2992654e-35
JAK-STAT	SP110	8.678713	2.1482558e-35
JAK-STAT	RIGI	12.965378	2.6504063e-35
JAK-STAT	RSAD2	22.898727	2.8011333e-35
JAK-STAT	STAT1	9.083937	3.5290556e-35
JAK-STAT	IFI44	12.450863	3.5348533e-35
JAK-STAT	IFIT1	27.851362	4.3554486e-34
JAK-STAT	IFI44L	18.867155	7.4630515e-34
JAK-STAT	OAS2	9.624826	1.0109572e-33
JAK-STAT	SP100	4.476509	1.0687981e-33
JAK-STAT	IFI35	10.598536	6.1554185e-33
JAK-STAT	MX2	11.818703	3.850784e-32
JAK-STAT	SAMHD1	7.133445	7.630416e-32
JAK-STAT	ISG15	20.039034	1.1613552e-31
JAK-STAT	DDX60L	7.202283	1.5558851e-31
JAK-STAT	IFI6	12.579695	8.6865986e-30
JAK-STAT	NMI	7.4326544	1.7514345e-29
JAK-STAT	USP18	12.178012	5.019336e-29
JAK-STAT	IFIT3	20.592306	5.589977e-29
JAK-STAT	IFI16	7.2845135	7.175708e-29
JAK-STAT	SAMD9	10.426219	8.974359e-29
JAK-STAT	EIF2AK2	5.7230163	2.2188945e-28
JAK-STAT	XAF1	8.780286	2.4039455e-28
JAK-STAT	MX1	19.38413	2.9048549e-28
JAK-STAT	BST2	8.104994	1.5063849e-27
JAK-STAT	IFIH1	8.3476925	2.3786055e-27
JAK-STAT	SLC25A28	3.9334617	4.074779e-27
JAK-STAT	SHFL	5.478126	3.4227867e-26
JAK-STAT	RTP4	9.451139	9.228591e-26
JAK-STAT	TDRD7	6.566647	1.30434e-25
JAK-STAT	IFI27	11.202655	1.6271745e-25
JAK-STAT	IFIT5	7.948069	2.3513524e-24
JAK-STAT	IFITM1	13.943094	2.4538376e-24
JAK-STAT	UBE2L6	8.215585	2.48256e-24
JAK-STAT	PML	3.6085253	4.9641273e-24
JAK-STAT	BATF2	8.613495	1.10851476e-23
JAK-STAT	EPSTI1	12.081617	1.2243236e-23
JAK-STAT	APOL2	3.6560576	3.1265467e-23
JAK-STAT	OASL	12.710727	6.5923314e-23
JAK-STAT	LAP3	7.3849587	9.215799e-23
JAK-STAT	SLC15A3	4.2607393	1.2184965e-22
JAK-STAT	IRF7	8.069374	3.0827265e-22
JAK-STAT	DHX58	4.909942	3.5634617e-22
JAK-STAT	HELZ2	4.7621517	5.9906395e-22
JAK-STAT	ADAR	3.874929	8.836425e-22
JAK-STAT	PARP14	6.397284	9.036225e-22
JAK-STAT	TMEM62	2.3069353	1.4169631e-21
JAK-STAT	TRIM14	3.0379589	2.3957784e-21
JAK-STAT	SECTM1	5.99323	9.93619e-21
JAK-STAT	RNF114	2.4915676	1.5191586e-20
JAK-STAT	APOL6	6.4749207	3.343418e-20
JAK-STAT	ETV7	4.779528	4.464608e-20
JAK-STAT	TAP2	3.5922604	7.766066e-20
JAK-STAT	IFIT2	16.187145	1.5243716e-19
JAK-STAT	PARP9	8.715152	1.6221396e-19
JAK-STAT	IRF9	7.526584	2.009013e-19
JAK-STAT	PHF11	3.8617313	2.454728e-19
JAK-STAT	TAP1	9.777638	3.0574875e-19
JAK-STAT	TRIM5	3.4234903	3.401332e-19
JAK-STAT	PSMB8	5.869684	6.40962e-19
JAK-STAT	TRIM38	3.492726	8.865118e-19
JAK-STAT	APOL4	2.5144656	1.6922831e-18
JAK-STAT	PARP12	6.944101	1.9598725e-18
JAK-STAT	SAMD9L	10.562899	2.237291e-18
