sampleID	hgncSymbol	geneID	pValue	padjust	zScore	l2fc	rawcounts	meanRawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank	padjust_Sample_specific_genes	padjust_Test_subset	foldChange	HPO_label_overlap	HPO_id_overlap	Ngenes_per_pheno	Nphenos_gene
HG00103	AP000695.1_2	ENSG00000267976.1	0.701621436914362	1	0.39	0.12	27	18.4	19.55	18.16	745.98	TRUE	161	10	81			1.09				
HG00103	AP000695.2	ENSG00000233818.1_6	1	1	0.14	-0.02	0	0.3	0	0.31	0.95	TRUE	161	10	81			0.99				
HG00103	AP000695.3	ENSG00000279365.1_6	0.701621436914362	1	0.39	0.12	27	18.4	19.55	18.16	745.98	TRUE	161	10	81			1.09				
HG00103	AP000704.1	ENSG00000224790.2_6	1	1	0.23	0.01	2	3.9	3.6	3.46	11.36	TRUE	161	10	81			1.01				
HG00103	AP000962.1	ENSG00000269950.1_5	1	1	0.18	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	AP001043.1	ENSG00000205622.9_6	1	1	-0.07	-0.04	0	0.6	0	0.45	1000	TRUE	161	10	81			0.97				
HG00103	AP001055.1	ENSG00000267913.1	1	1	0.25	0.02	15	2.3	1.23	0.99	1000	TRUE	161	10	81			1.01				
HG00103	AP001056.2	ENSG00000285413.1_2	1	1	-0.45	-0.33	0	1.3	0	0.98	1000	TRUE	161	10	81			0.8				
HG00103	AP001062.1	ENSG00000184441.4_5	0.73241338775714	1	-0.23	-0.22	34	37.9	30.41	35.59	13.37	TRUE	161	10	81			0.86				
HG00103	AP001062.1_2	ENSG00000255902.1	0.813803177963225	1	-0.1	-0.14	18	16.3	13.5	14.79	60.74	TRUE	161	10	81			0.91				
HG00103	AP001341.1	ENSG00000222042.1_5	0.812695150287054	1	-0.12	-0.19	9	5.2	4.1	4.74	1000	TRUE	161	10	81			0.88				
HG00103	AP001412.1	ENSG00000272948.2_4	1	1	-0.83	-0.3	0	0.6	0	0.47	1000	TRUE	161	10	81			0.81				
HG00103	AP001468.1	ENSG00000228404.1_5	0.211523252442876	1	0.98	0.45	33	11.4	14.06	10.22	25.68	TRUE	161	10	81			1.37				
HG00103	AP001469.3	ENSG00000239415.1_6	0.92905937516124	1	-0.04	-0.04	46	49.8	46.72	47.78	166.53	TRUE	161	10	81			0.97				
HG00103	AP001505.1	ENSG00000276529.1_5	0.777641866006975	1	-0.33	-0.16	20	27.9	24.46	27.23	43.94	TRUE	161	10	81			0.9				
HG00103	AP001615.1	ENSG00000236883.1_5	0.993893874471492	1	-0.41	-0.3	2	1.2	0.69	0.59	1000	TRUE	161	10	81			0.81				
HG00103	AP001625.2	ENSG00000235772.1_5	0.198686918736603	1	1.37	0.87	4	2.5	4.58	1.99	1000	TRUE	161	10	81			1.83				
HG00103	AP001626.1	ENSG00000235023.1_5	1	1	1.1	0	1	0.1	0.54	0.05	1000	TRUE	161	10	81			1				
HG00103	AP001627.1	ENSG00000225731.1_4	1	1	0.27	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	APP	ENSG00000142192.20_5	0.0641569160868196	1	-1.8	-0.63	1864	2531.3	1627.52	2522.02	22.44	TRUE	161	10	81		1	0.65				
HG00103	ATP5PO	ENSG00000241837.6_4	0.23757030580015	1	-1.19	-0.76	21	37.3	18.97	32.82	9.47	TRUE	161	10	81	0.917450906452389		0.59				
HG00103	B3GALT5	ENSG00000183778.17_4	0.976746587701349	1	0.67	0.26	1	0.6	1.01	0.45	1000	TRUE	161	10	81			1.2				
HG00103	BACH1	ENSG00000156273.15_5	1	1	0.19	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	BAGE2	ENSG00000187172.15_4	0.608228481358747	1	1.02	0.55	1	1.1	2.01	0.89	47.72	TRUE	161	10	81			1.46				
HG00103	BRWD1	ENSG00000185658.13_4	0.669284869034742	1	0.48	0.12	33	20.3	20.94	18.74	1000	TRUE	161	10	81			1.09				
HG00103	BRWD1-IT2	ENSG00000255568.2	0.892785747175191	1	0.64	0.21	3	4.2	4.86	3.99	1000	TRUE	161	10	81			1.16				
HG00103	BTG3	ENSG00000154640.14_3	0.680620310301204	1	0.42	0.09	1029	865	915.45	859.82	32.36	TRUE	161	10	81		1	1.06				
HG00103	BTG3-AS1	ENSG00000280594.1_3	0.874283911070009	1	0.28	0.02	34	28.6	27.68	27.21	4.66	TRUE	161	10	81			1.01				
HG00103	CFAP410	ENSG00000160226.15_4	0.634407620645545	1	-0.38	-0.25	36	44.9	35.55	42.64	16.64	TRUE	161	10	81			0.84				
HG00103	CHODL	ENSG00000154645.13_3	0.58957342607854	1	-0.5	-0.65	7	9.6	5.56	9.13	4.49	TRUE	161	10	81			0.64				
HG00103	CLDN14	ENSG00000159261.10_4	0.521266007556406	1	-0.64	-0.41	65	70	50.29	67.4	8.72	TRUE	161	10	81		1	0.75				
HG00103	CLIC6	ENSG00000159212.12_2	0.524326706210161	1	-0.59	-0.53	211	593.3	374.26	541.57	5.26	TRUE	161	10	81	1		0.69				
HG00103	COL18A1	ENSG00000182871.14_3	0.954952504232945	1	0.14	0.01	77	56.6	55.53	55.06	29.09	TRUE	161	10	81			1.01				
HG00103	COL6A1	ENSG00000142156.14_2	0.0821809296070249	1	-1.77	-1.2	4	16.2	5.51	14.5	26.77	TRUE	161	10	81			0.44				
HG00103	CR382287.1	ENSG00000279062.1_5	0.808963224702822	1	-1.76	-0.93	0	1.8	0	1.7	1000	TRUE	161	10	81			0.52				
HG00103	CR392039.2	ENSG00000279414.1_5	1	1	-0.34	0	0	0.2	0	0.11	1000	TRUE	161	10	81			1				
HG00103	CR392039.4	ENSG00000279720.1_5	1	1	-0.18	-0.1	3	5.7	4.76	5.34	1000	TRUE	161	10	81			0.93				
HG00103	CU639417.4	ENSG00000280179.1_5	1	1	0.27	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	CXADRP1	ENSG00000214319.2_4	1	1	0.44	0	1	0.2	0.58	0.12	1000	TRUE	161	10	81			1				
HG00103	CYYR1	ENSG00000166265.11_2	1	1	-1.15	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	DOP1B	ENSG00000142197.12_4	1	1	0.2	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	EIF3FP1	ENSG00000275945.1_4	0.957067141068625	1	0.13	0	51	55.3	53.07	53.08	15.34	TRUE	161	10	81			1				
HG00103	ETS2	ENSG00000157557.11_3	0.30187283206247	1	1.02	0.27	154	158.9	189.15	156.65	32.28	TRUE	161	10	81	0.917450906452389		1.21				
HG00103	EVA1C	ENSG00000166979.12_3	1	1	0.04	0	0	0.2	0	0.12	1000	TRUE	161	10	81			1				
HG00103	EXOSC3P1	ENSG00000229007.1_4	0.938533191659149	1	-0.09	-0.05	50	56.4	50.04	51.88	49.97	TRUE	161	10	81			0.97				
HG00103	EZH2P1	ENSG00000231300.1_4	0.507016570370384	1	-0.72	-0.2	51	63.2	51.6	59.05	69.37	TRUE	161	10	81			0.87				
HG00103	FAM207CP	ENSG00000232797.1_4	1	1	-0.42	-0.47	0	1	0	0.75	3.54	TRUE	161	10	81			0.72				
HG00103	FAM243A	ENSG00000222018.1_3	0.137811865837748	1	1.54	0.89	6	5.2	10.55	4.98	49.8	TRUE	161	10	81			1.85				
HG00103	FAM243B	ENSG00000277277.3_5	0.198798425071843	1	1.36	0.75	7	6	10.64	5.73	29.11	TRUE	161	10	81			1.68				
HG00103	FP236240.2	ENSG00000279226.1_5	0.924384957503365	1	-1.24	-0.83	0	0.4	0	0.39	1000	TRUE	161	10	81			0.56				
HG00103	FP475955.3	ENSG00000279998.1_5	1	1	0.44	0	1	0.2	0.58	0.12	1000	TRUE	161	10	81			1				
HG00103	FP565260.2	ENSG00000276612.3_6	0.48572809071875	1	-0.66	-0.05	2068	2040.7	1949.31	2015.75	592.52	TRUE	161	10	81			0.97				
HG00103	FP565260.5	ENSG00000279687.1_5	1	1	-0.3	-0.16	0	0.8	0	0.58	1000	TRUE	161	10	81			0.9				
HG00103	GAPDHP14	ENSG00000236056.1_2	0.963179931322115	1	0.27	0.08	7	6.1	6.42	6.17	291.14	TRUE	161	10	81			1.06				
HG00103	GATD3A	ENSG00000160221.17_5	0.592079296137449	1	-0.51	-0.05	2544	2535.5	2438.49	2518.82	340.07	TRUE	161	10	81		1	0.97				
HG00103	GATD3B	ENSG00000280071.3_6	0.58441967343959	1	-0.52	-0.05	2421	2421.3	2322.95	2403.87	316.79	TRUE	161	10	81		1	0.97				
HG00103	GPX1P2	ENSG00000215326.3_4	0.607225822667601	1	-0.37	-0.25	29	34.7	25.92	30.78	25.11	TRUE	161	10	81			0.84				
HG00103	H2BFS	ENSG00000234289.5_2	0.513561493444875	1	-0.86	-0.59	7	21.7	10.66	16.67	8.58	TRUE	161	10	81			0.66				
HG00103	H2BFS_2	ENSG00000274559.3_5	0.513561493444875	1	-0.86	-0.59	7	21.7	10.66	16.67	8.58	TRUE	161	10	81			0.66				
HG00103	HLCS	ENSG00000159267.14_3	0.321442653355582	1	-1	-0.14	300	431.4	385.81	424.78	182.74	TRUE	161	10	81	0.917450906452389	1	0.91				
HG00103	HMGN1	ENSG00000205581.10_3	0.882031768686378	1	0.36	0.11	9	7.6	6.45	5.88	24.41	TRUE	161	10	81		1	1.08				
HG00103	HSF2BP	ENSG00000160207.8_3	0.68059804620627	1	-0.65	-0.46	3	6.1	3.24	5.32	1000	TRUE	161	10	81			0.73				
HG00103	HSPA13	ENSG00000155304.5_2	0.613033346057569	1	0.51	0.16	1108	1256.2	1406.5	1261.04	14.45	TRUE	161	10	81			1.12				
HG00103	HSPD1P7	ENSG00000215005.2_4	0.271069609546227	1	-1.08	-0.35	50	103.7	73	93.19	45.06	TRUE	161	10	81			0.78				
HG00103	HUNK	ENSG00000142149.8_3	0.713300554173187	1	-0.68	-0.32	6	13.5	9.37	12.26	66.57	TRUE	161	10	81			0.8				
HG00103	IFNAR2	ENSG00000159110.19_3	0.426160450080954	1	0.76	0.13	2076	2314	2517.25	2308.33	77.23	TRUE	161	10	81			1.09				
HG00103	IL10RB	ENSG00000243646.9_3	0.728466160756694	1	0.34	0.06	1475	1487.6	1551.62	1486.3	49.82	TRUE	161	10	81		1	1.04				
HG00103	IL10RB-DT	ENSG00000223799.1_5	0.615135760592393	1	0.49	0.08	836	912.3	957.07	903.36	68.25	TRUE	161	10	81			1.06				
HG00103	ITSN1	ENSG00000205726.14_4	0.926246795145628	1	0.25	0.04	26	38.9	39.1	38.05	1000	TRUE	161	10	81			1.03				
HG00103	KCNE1	ENSG00000180509.11_4	1	1	-0.98	-0.01	0	0.2	0	0.12	1000	TRUE	161	10	81			0.99				
HG00103	KCNE1B	ENSG00000276289.4_3	1	1	-0.98	-0.01	0	0.2	0	0.12	1000	TRUE	161	10	81			0.99				
HG00103	KCNJ15	ENSG00000157551.18_5	0.433760018477516	1	-0.74	-0.68	15	14	8.06	13.23	5.96	TRUE	161	10	81			0.62				
HG00103	LCA5L	ENSG00000157578.13_2	1	1	1.23	0	1	0.5	0.69	0.21	1000	TRUE	161	10	81			1				
HG00103	LINC00161	ENSG00000226935.6_4	1	1	0.19	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	LINC00163	ENSG00000234880.1_4	1	1	-0.05	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	LINC00189	ENSG00000215533.8_3	1	1	0.19	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	LINC00205	ENSG00000223768.2_3	0.156579572814874	1	-1.52	-0.23	102	142.2	120.23	140.29	495.75	TRUE	161	10	81			0.85				
HG00103	LINC00319	ENSG00000188660.3_4	1	1	0.27	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	LINC00323	ENSG00000226496.2_5	1	1	-1.15	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	LINC00334	ENSG00000182586.8_2	0.654430870841709	1	-0.5	-0.15	29	22.7	19.73	21.81	1000	TRUE	161	10	81			0.9				
HG00103	LINC00515	ENSG00000260583.1_5	0.575120707065892	1	-0.13	-0.22	19	11.6	8.74	9.91	1000	TRUE	161	10	81			0.86				
HG00103	LINC00649	ENSG00000237945.7_4	0.326299766674944	1	-1.01	-0.35	61	101.6	75.76	96.7	30.04	TRUE	161	10	81			0.78				
HG00103	LINC01424	ENSG00000236519.1_5	1	1	0.18	0	11	6.9	6.67	6.61	1000	TRUE	161	10	81			1				
HG00103	LINC01684	ENSG00000237484.5_4	0.409124055561301	1	0.87	0.42	39	38.3	49.3	36.36	6.44	TRUE	161	10	81			1.34				
HG00103	LINC01695	ENSG00000236532.5_4	1	1	0.09	0	0	0.2	0	0.17	1000	TRUE	161	10	81			1				
HG00103	LSS	ENSG00000160285.14_2	0.224786475656702	1	1.03	0.53	42	16.5	22.54	15.55	11.26	TRUE	161	10	81			1.44				
HG00103	MCM3AP	ENSG00000160294.10_3	0.420687039634718	1	-0.75	-0.08	801	800.7	744.32	788.22	284.79	TRUE	161	10	81			0.95				
HG00103	MCM3AP-AS1	ENSG00000215424.9_6	0.860437975206061	1	-0.16	-0.01	689	632.1	616.91	622.13	1000	TRUE	161	10	81			0.99				
HG00103	MRAP	ENSG00000170262.12_3	0.229795965821319	1	-1.11	-0.51	13	22.7	14.44	21.17	152.11	TRUE	161	10	81			0.7				
HG00103	MRPS6	ENSG00000243927.5_3	0.297461667818445	1	-1.01	-0.3	141	164	129.63	159.33	38.41	TRUE	161	10	81			0.81				
HG00103	NRIP1	ENSG00000180530.10_3	0.536092169703144	1	-0.48	-0.17	92	91.8	80.25	89.75	58.22	TRUE	161	10	81			0.89				
HG00103	OLIG1	ENSG00000184221.12_4	1	1	0.24	0	6	2.9	2.54	2.5	41.22	TRUE	161	10	81			1				
HG00103	PCBP3	ENSG00000183570.16_4	0.555884037533572	1	-0.55	-0.24	17	21.2	10.36	13.66	1000	TRUE	161	10	81			0.85				
HG00103	PIGP	ENSG00000185808.13_2	0.63791949993682	1	-0.46	-0.06	351	325.1	308.48	322.7	235.12	TRUE	161	10	81			0.96				
HG00103	PKNOX1	ENSG00000160199.14_3	0.417316249668226	1	-0.85	-0.11	253	375.2	341.02	367.05	282.85	TRUE	161	10	81		1	0.93				
HG00103	PLAC4	ENSG00000280109.3_5	1	1	-0.75	-0.29	0	1.1	0	0.58	1000	TRUE	161	10	81			0.82				
HG00103	POFUT2	ENSG00000186866.16_2	0.749900790246301	1	0.31	0.04	400	392.2	402.43	392.19	173.63	TRUE	161	10	81			1.03				
HG00103	PPIAP1	ENSG00000215351.3_4	1	1	0.32	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	PRMT2	ENSG00000160310.17_2	0.531211968284556	1	-0.6	-0.1	917	1056.6	978.29	1048.17	104.75	TRUE	161	10	81		1	0.93				
HG00103	PSMD4P1	ENSG00000223741.1_4	0.930940206931908	1	-0.09	-0.13	13	11.1	9.96	11.12	18.99	TRUE	161	10	81			0.91				
HG00103	RHOT1P2	ENSG00000203616.2_4	1	1	0.2	0.03	4	7.9	7.67	7.62	25.78	TRUE	161	10	81			1.02				
HG00103	RIPK4	ENSG00000183421.11_2	1	1	0.04	-0.09	2	1.9	1.14	1.24	1000	TRUE	161	10	81			0.94				
HG00103	RPL10P1	ENSG00000217026.3_2	0.545444505094458	1	0.6	0.19	639	574.4	652.31	573.18	16.19	TRUE	161	10	81			1.14				
HG00103	RPL23AP3	ENSG00000214914.3_2	0.588106453929049	1	0.58	0.17	25	18.1	19.04	17.03	1000	TRUE	161	10	81			1.13				
HG00103	RPL23AP4	ENSG00000212932.3_2	0.411767392740082	1	-0.91	-0.44	16	25.6	18	25.07	21.2	TRUE	161	10	81			0.74				
HG00103	RPL31P1	ENSG00000214326.2_2	1	1	-0.46	-0.32	1	0.9	0.57	0.81	1000	TRUE	161	10	81			0.8				
HG00103	RPL34P3	ENSG00000223671.2_2	1	1	-0.22	-0.14	0	0.2	0	0.21	1000	TRUE	161	10	81			0.91				
HG00103	RPL37P4	ENSG00000230198.1_2	1	1	-0.14	-0.19	0	0.5	0	0.42	5.03	TRUE	161	10	81			0.88				
HG00103	RPL3P1	ENSG00000228149.1_2	0.705823688229917	1	-0.35	-0.09	111	114.9	105.91	112.73	84.77	TRUE	161	10	81			0.94				
HG00103	RPL8P2	ENSG00000225267.1_2	0.873106748476423	1	-0.13	-0.06	194	167.6	158.11	165.16	35.14	TRUE	161	10	81			0.96				
HG00103	RPS5P2	ENSG00000224598.1_2	1	1	-0.02	-0.06	8	11	10.3	10.88	54.84	TRUE	161	10	81			0.96				
HG00103	RRP1	ENSG00000160214.12_2	0.380234248045941	1	-0.85	-0.13	1118	1357.3	1219.97	1335.68	114.29	TRUE	161	10	81		1	0.91				
HG00103	S100B	ENSG00000160307.9_2	1	1	-0.45	-0.2	0	0.2	0	0.21	1000	TRUE	161	10	81			0.87				
HG00103	SETD4	ENSG00000185917.13_4	0.40389632352902	1	-1.57	-0.99	1	4.1	1.17	3.49	1000	TRUE	161	10	81			0.5				
HG00103	SH3BGR	ENSG00000185437.13_4	0.626323904744789	1	0.65	0.13	36	29.1	31.52	28.91	1000	TRUE	161	10	81			1.09				
HG00103	SLC19A1	ENSG00000173638.18_4	0.351508796181854	1	-0.89	-0.31	432	672.4	528.63	653.99	25.03	TRUE	161	10	81		1	0.81				
HG00103	SLC37A1	ENSG00000160190.13_5	1	1	-0.24	-0.25	0	0.5	0	0.47	1000	TRUE	161	10	81			0.84				
HG00103	SLC5A3	ENSG00000198743.6_3	0.684008443973475	1	0.41	0.06	1936	2541.5	2610.86	2503.95	80.92	TRUE	161	10	81		1	1.04				
HG00103	SLC6A6P1	ENSG00000226818.1_4	1	1	0.2	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00103	SMIM11A	ENSG00000205670.10_3	1	1	1.1	0	1	0.1	0.54	0.05	1000	TRUE	161	10	81			1				
HG00103	SMIM11B	ENSG00000273590.4_3	1	1	1.1	0	1	0.1	0.54	0.05	1000	TRUE	161	10	81			1				
HG00103	SMIM34B	ENSG00000278961.2_6	1	1	-0.01	-0.18	0	0.5	0	0.47	0.69	TRUE	161	10	81			0.88				
HG00103	SPATC1L	ENSG00000160284.14_2	0.316543910913453	1	0.92	0.21	282	240	259.74	225.11	51.42	TRUE	161	10	81			1.16				
HG00103	TEKT4P2	ENSG00000188681.11_2	0.769812056214963	1	-0.24	-0.19	159	203	174.91	200.04	10.35	TRUE	161	10	81			0.88				
HG00103	TERF1P1	ENSG00000173231.6_4	0.681848241601001	1	-0.8	-0.36	5	10.9	7.85	10.39	1000	TRUE	161	10	81			0.78				
HG00103	TPT1P1	ENSG00000234107.1_4	0.955790058998159	1	0.32	0.05	17	17.1	14.59	14.12	1000	TRUE	161	10	81			1.04				
HG00103	TPTE	ENSG00000166157.12	0.608228481358747	1	1.02	0.55	1	1.1	2.01	0.89	47.72	TRUE	161	10	81			1.46				
HG00103	TRPM2	ENSG00000142185.16_5	0.725654679653168	1	0.53	0.25	6	2.3	2.49	2.01	3.91	TRUE	161	10	81			1.19				
HG00103	TSPEAR	ENSG00000175894.16_5	1	1	-0.12	-0.23	1	0.8	0.58	0.63	5.06	TRUE	161	10	81			0.85				
HG00103	TSPEAR-AS2	ENSG00000182912.6_4	1	1	-0.2	-0.22	1	2	1.36	1.77	1000	TRUE	161	10	81			0.86				
HG00103	U2AF1	ENSG00000160201.11_3	0.462385284694402	1	-0.7	-0.12	2627	3233.6	2907.86	3150.62	97.69	TRUE	161	10	81		1	0.92				
HG00103	U2AF1L5	ENSG00000275895.6_4	0.443935747165717	1	-0.73	-0.12	2600	3220.7	2886.25	3137.58	97.56	TRUE	161	10	81		1	0.92				
HG00103	UMODL1-AS1	ENSG00000184385.2_4	1	1	-0.42	-0.39	1	1.5	0.83	1.36	1000	TRUE	161	10	81			0.76				
HG00103	URB1	ENSG00000142207.6_2	0.545940357156221	1	-0.6	-0.09	669	1392	1251.03	1327.3	142.92	TRUE	161	10	81		1	0.94				
HG00103	VPS26C	ENSG00000157538.13_3	0.667179367119141	1	0.42	0.06	1819	1900.7	1976.98	1901.16	108.01	TRUE	161	10	81		1	1.04				
HG00103	WRB	ENSG00000182093.15_3	0.158547438474351	1	-1.49	-0.34	71	138.3	106.21	134.78	86.89	TRUE	161	10	81	0.917450906452389	1	0.79				
HG00103	WRB-SH3BGR	ENSG00000285815.1_1	0.594837609532381	1	-0.56	-0.12	86	122	110.51	120.76	126.92	TRUE	161	10	81		1	0.92				
HG00103	ZNF355P	ENSG00000168122.4_2	1	1	-0.79	-0.32	0	0.3	0	0.27	1000	TRUE	161	10	81			0.8				
HG00106	AATBC	ENSG00000215458.8_5	0.522362428352042	1	0.73	0.3	30	16.2	15.58	12.26	8.37	TRUE	161	10	81			1.23				
HG00106	ABCG1	ENSG00000160179.18_5	0.842836213170764	1	0.23	0.05	164	198.8	207.39	200.88	14.36	TRUE	161	10	81			1.04				
HG00106	AF015262.1	ENSG00000234703.1_5	1	1	0.22	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AF121897.1	ENSG00000235012.1_5	1	1	0.2	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AF127577.1	ENSG00000229047.1_5	0.73363963731614	1	0.37	0.08	85	67.7	69.92	65.85	71.34	TRUE	161	10	81			1.06				
HG00106	AF127577.2	ENSG00000231201.1_5	1	1	-0.19	-0.2	0	0.3	0	0.29	1.04	TRUE	161	10	81			0.87				
HG00106	AF127577.6	ENSG00000279390.1_5	1	1	-0.69	-0.41	0	0.6	0	0.41	1000	TRUE	161	10	81			0.75				
HG00106	AF129408.1	ENSG00000272991.1_5	0.536768872870236	1	-0.37	-0.27	15	12.8	10.01	11.88	1000	TRUE	161	10	81			0.83				
HG00106	AF165147.1	ENSG00000232855.6_6	0.245894825261127	1	1.47	0.86	3	0.9	2.07	0.83	1000	TRUE	161	10	81			1.82				
HG00106	AF254983.1	ENSG00000273840.1_5	1	1	-0.38	-0.46	0	1.1	0	0.89	47.72	TRUE	161	10	81			0.73				
HG00106	AJ011931.1	ENSG00000276633.1_3	1	1	-0.32	-0.22	0	0.8	0	0.65	1000	TRUE	161	10	81			0.86				
HG00106	AJ239328.1	ENSG00000280604.1_5	0.531419355875756	1	1.01	0.58	2	4.1	6.21	3.14	7.99	TRUE	161	10	81			1.49				
HG00106	AP000146.1	ENSG00000230379.5_5	1	1	-0.36	-0.23	0	0.4	0	0.36	1000	TRUE	161	10	81			0.85				
HG00106	AP000229.1	ENSG00000273492.5_6	1	1	-0.07	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AP000265.1	ENSG00000261610.1_2	1	1	-0.24	-0.24	1	0.7	0.51	0.6	1000	TRUE	161	10	81			0.85				
HG00106	AP000281.1	ENSG00000224427.1_2	1	1	0	-0.13	2	2.9	2.31	2.58	1000	TRUE	161	10	81			0.91				
HG00106	AP000295.1	ENSG00000249624.9_6	0.954777472605902	1	0.07	0	2093	2517.7	2522.33	2518.32	52.76	TRUE	161	10	81			1				
HG00106	AP000311.1	ENSG00000249209.2_6	0.149387587562409	1	1.18	0.76	61	32.7	47.36	27.67	5.74	TRUE	161	10	81		1	1.69				
HG00106	AP000317.2	ENSG00000272657.1_6	0.928278086458368	1	0.15	0	163	101.9	96.1	95.66	14.16	TRUE	161	10	81			1				
HG00106	AP000568.1	ENSG00000229336.1_5	0.743081031237511	1	0.42	0.17	13	10.5	11.28	9.95	32.17	TRUE	161	10	81			1.13				
HG00106	AP000569.1	ENSG00000273102.1_5	0.49094262059549	1	-0.44	-0.5	10	6.2	3.28	4.72	12.87	TRUE	161	10	81			0.71				
HG00106	AP000688.4	ENSG00000236677.1_5	1	1	0.22	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AP000695.1	ENSG00000230479.1_6	0.83687395144568	1	0.49	0.14	9	5.3	5.62	5.08	1000	TRUE	161	10	81			1.1				
HG00106	AP000695.1_2	ENSG00000267976.1	0.594704625140156	1	0.49	0.16	28	18.4	20.1	18.16	745.98	TRUE	161	10	81			1.12				
HG00106	AP000695.2	ENSG00000233818.1_6	1	1	0.17	0	0	0.3	0	0.31	0.95	TRUE	161	10	81			1				
HG00106	AP000695.3	ENSG00000279365.1_6	0.594704625140156	1	0.49	0.16	28	18.4	20.1	18.16	745.98	TRUE	161	10	81			1.12				
HG00106	AP000704.1	ENSG00000224790.2_6	0.694646972116185	1	0.6	0.28	6	3.9	4.5	3.46	11.36	TRUE	161	10	81			1.21				
HG00106	AP000962.1	ENSG00000269950.1_5	1	1	0.18	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AP001043.1	ENSG00000205622.9_6	1	1	-0.44	-0.15	0	0.6	0	0.45	1000	TRUE	161	10	81			0.9				
HG00106	AP001055.1	ENSG00000267913.1	0.981545470944106	1	-0.37	-0.44	1	2.3	0.71	0.99	1000	TRUE	161	10	81			0.74				
HG00106	AP001056.2	ENSG00000285413.1_2	0.752033772540662	1	-1.03	-0.64	1	1.3	0.51	0.98	1000	TRUE	161	10	81			0.64				
HG00106	AP001062.1	ENSG00000184441.4_5	0.503149886828258	1	-0.49	-0.37	37	37.9	27.37	35.59	13.37	TRUE	161	10	81			0.77				
HG00106	AP001062.1_2	ENSG00000255902.1	1	1	0.13	-0.03	22	16.3	14.69	14.79	60.74	TRUE	161	10	81			0.98				
HG00106	AP001341.1	ENSG00000222042.1_5	0.976809702451866	1	-0.13	-0.2	4	5.2	4.01	4.74	1000	TRUE	161	10	81			0.87				
HG00106	AP001412.1	ENSG00000272948.2_4	0.830299793007569	1	1.04	0.31	2	0.6	0.96	0.47	1000	TRUE	161	10	81			1.24				
HG00106	AP001468.1	ENSG00000228404.1_5	0.587160170179422	1	-0.62	-0.42	7	11.4	7.35	10.22	25.68	TRUE	161	10	81			0.75				
HG00106	AP001469.3	ENSG00000239415.1_6	0.563625678220132	1	-0.4	-0.14	60	49.8	43.66	47.78	166.53	TRUE	161	10	81			0.91				
HG00106	AP001505.1	ENSG00000276529.1_5	0.590333602928011	1	-0.58	-0.24	22	27.9	23.03	27.23	43.94	TRUE	161	10	81			0.85				
HG00106	AP001615.1	ENSG00000236883.1_5	0.692844173678681	1	0.62	0.25	7	1.2	1.13	0.59	1000	TRUE	161	10	81			1.19				
HG00106	AP001625.2	ENSG00000235772.1_5	0.357872833208627	1	-1.16	-1.05	1	2.5	0.63	1.99	1000	TRUE	161	10	81			0.48				
HG00106	AP001626.1	ENSG00000235023.1_5	1	1	-0.43	0	0	0.1	0	0.05	1000	TRUE	161	10	81			1				
HG00106	AP001627.1	ENSG00000225731.1_4	1	1	-1.47	-0.01	0	0.1	0	0.05	1000	TRUE	161	10	81			0.99				
HG00106	APP	ENSG00000142192.20_5	0.591374809161489	1	0.52	0.14	2765	2531.3	2780.35	2522.02	22.44	TRUE	161	10	81		1	1.1				
HG00106	ATP5PO	ENSG00000241837.6_4	0.125428114288666	1	1.36	0.67	65	37.3	52.84	32.82	9.47	TRUE	161	10	81			1.59				
HG00106	B3GALT5	ENSG00000183778.17_4	1	1	-0.34	-0.29	0	0.6	0	0.45	1000	TRUE	161	10	81			0.82				
HG00106	BACH1	ENSG00000156273.15_5	1	1	-1.78	-0.02	0	0.1	0	0.05	1000	TRUE	161	10	81			0.99				
HG00106	BAGE2	ENSG00000187172.15_4	1	1	-0.38	-0.46	0	1.1	0	0.89	47.72	TRUE	161	10	81			0.73				
HG00106	BRWD1	ENSG00000185658.13_4	0.515480213448878	1	-0.28	-0.2	28	20.3	16.62	18.74	1000	TRUE	161	10	81			0.87				
