passenger_id,survived,pclass,sex,age,sibsp,parch,fare,embarked
785,0,3,male,25.0,0,0,7.05,S
786,0,3,male,25.0,0,0,7.25,S
787,1,3,female,18.0,0,0,7.4958,S
788,0,3,male,8.0,4,1,29.125,Q
789,1,3,male,1.0,1,2,20.575,S
790,0,1,male,46.0,0,0,79.2,C
792,0,2,male,16.0,0,0,26.0,S
795,0,3,male,25.0,0,0,7.8958,S
796,0,2,male,39.0,0,0,13.0,S
797,1,1,female,49.0,0,0,25.9292,S
798,1,3,female,31.0,0,0,8.6833,S
799,0,3,male,30.0,0,0,7.2292,C
800,0,3,female,30.0,1,1,24.15,S
801,0,2,male,34.0,0,0,13.0,S
802,1,2,female,31.0,1,1,26.25,S
803,1,1,male,11.0,1,2,120.0,S
804,1,3,male,0.42,0,1,8.5167,C
805,1,3,male,27.0,0,0,6.975,S
806,0,3,male,31.0,0,0,7.775,S
807,0,1,male,39.0,0,0,0.0,S
808,0,3,female,18.0,0,0,7.775,S
809,0,2,male,39.0,0,0,13.0,S
810,1,1,female,33.0,1,0,53.1,S
811,0,3,male,26.0,0,0,7.8875,S
812,0,3,male,39.0,0,0,24.15,S
813,0,2,male,35.0,0,0,10.5,S
814,0,3,female,6.0,4,2,31.275,S
815,0,3,male,30.5,0,0,8.05,S
817,0,3,female,23.0,0,0,7.925,S
818,0,2,male,31.0,1,1,37.0042,C
819,0,3,male,43.0,0,0,6.45,S
820,0,3,male,10.0,3,2,27.9,S
821,1,1,female,52.0,1,1,93.5,S
822,1,3,male,27.0,0,0,8.6625,S
823,0,1,male,38.0,0,0,0.0,S
824,1,3,female,27.0,0,1,12.475,S
825,0,3,male,2.0,4,1,39.6875,S
828,1,2,male,1.0,0,2,37.0042,C
831,1,3,female,15.0,1,0,14.4542,C
832,1,2,male,0.83,1,1,18.75,S
834,0,3,male,23.0,0,0,7.8542,S
835,0,3,male,18.0,0,0,8.3,S
836,1,1,female,39.0,1,1,83.1583,C
837,0,3,male,21.0,0,0,8.6625,S
839,1,3,male,32.0,0,0,56.4958,S
841,0,3,male,20.0,0,0,7.925,S
842,0,2,male,16.0,0,0,10.5,S
843,1,1,female,30.0,0,0,31.0,C
844,0,3,male,34.5,0,0,6.4375,C
845,0,3,male,17.0,0,0,8.6625,S
846,0,3,male,42.0,0,0,7.55,S
848,0,3,male,35.0,0,0,7.8958,C
849,0,2,male,28.0,0,1,33.0,S
851,0,3,male,4.0,4,2,31.275,S
852,0,3,male,74.0,0,0,7.775,S
853,0,3,female,9.0,1,1,15.2458,C
854,1,1,female,16.0,0,1,39.4,S
855,0,2,female,44.0,1,0,26.0,S
856,1,3,female,18.0,0,1,9.35,S
857,1,1,female,45.0,1,1,164.8667,S
858,1,1,male,51.0,0,0,26.55,S
859,1,3,female,24.0,0,3,19.2583,C
861,0,3,male,41.0,2,0,14.1083,S
862,0,2,male,21.0,1,0,11.5,S
863,1,1,female,48.0,0,0,25.9292,S
865,0,2,male,24.0,0,0,13.0,S
866,1,2,female,42.0,0,0,13.0,S
867,1,2,female,27.0,1,0,13.8583,C
868,0,1,male,31.0,0,0,50.4958,S
870,1,3,male,4.0,1,1,11.1333,S
871,0,3,male,26.0,0,0,7.8958,S
872,1,1,female,47.0,1,1,52.5542,S
873,0,1,male,33.0,0,0,5.0,S
874,0,3,male,47.0,0,0,9.0,S
875,1,2,female,28.0,1,0,24.0,C
876,1,3,female,15.0,0,0,7.225,C
877,0,3,male,20.0,0,0,9.8458,S
878,0,3,male,19.0,0,0,7.8958,S
880,1,1,female,56.0,0,1,83.1583,C
881,1,2,female,25.0,0,1,26.0,S
882,0,3,male,33.0,0,0,7.8958,S
883,0,3,female,22.0,0,0,10.5167,S
884,0,2,male,28.0,0,0,10.5,S
885,0,3,male,25.0,0,0,7.05,S
886,0,3,female,39.0,0,5,29.125,Q
887,0,2,male,27.0,0,0,13.0,S
888,1,1,female,19.0,0,0,30.0,S
890,1,1,male,26.0,0,0,30.0,C
891,0,3,male,32.0,0,0,7.75,Q
