gene_id	GSM1841068	GSM1841069	GSM1841070	GSM1841071	GSM1841072	GSM1841073	GSM1841074	GSM1841075	GSM1841076	GSM1841077	GSM1841078	GSM1841079	GSM1841080	GSM1841081
107986552	0	1	0	0	0	0	0	0	0	1	0	0	1	0
441123	2	1	0	2	0	0	0	1	1	0	0	4	4	0
105374869	2	3	5	3	0	3	3	1	3	10	3	4	8	5
285766	0	0	2	0	0	0	0	1	0	3	0	0	1	1
105374870	0	0	0	0	0	0	0	2	0	0	1	0	1	1
102723922	11	7	6	8	0	5	5	9	3	8	8	6	6	8
107986553	3	5	7	3	2	1	1	1	2	3	6	4	6	3
56940	245	133	167	143	69	195	89	199	104	170	252	145	336	157
3662	23012	24804	19556	17341	5699	21134	8881	23742	9627	12924	15555	8217	19595	9528
105374875	2	5	5	0	0	0	3	3	4	3	4	0	10	0
55770	1217	704	1100	434	232	607	364	574	337	401	726	302	775	276
135458	6	4	6	4	1	2	0	2	1	3	2	2	1	0
105374873	0	1	0	2	0	1	0	1	0	3	2	2	1	1
101927691	1	0	1	0	0	0	1	0	2	1	3	5	2	1
101927353	2	6	0	1	0	6	0	2	1	6	4	10	0	4
285768	0	1	1	7	0	1	0	0	0	1	1	1	1	0
105374879	2	0	0	3	0	1	0	1	2	2	7	3	1	2
107986554	0	0	3	0	0	2	0	2	4	1	6	0	5	2
94234	0	0	0	0	0	1	0	0	1	0	0	1	1	0
106144586	0	0	2	0	0	0	0	1	2	1	1	1	0	2
112267978	0	1	1	0	0	0	0	1	0	0	0	1	1	2
105374880	0	0	0	0	0	0	1	0	0	0	1	2	1	0
2295	0	0	0	0	0	0	0	0	1	0	0	1	1	0
102466720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102723944	1	0	1	1	1	0	1	3	0	3	1	3	2	0
105374883	0	0	0	0	0	0	0	0	1	0	0	0	1	1
105374882	1	0	2	0	0	1	1	0	0	1	0	0	2	0
107986555	1	0	1	0	0	0	1	0	1	1	3	1	0	1
101927703	0	0	0	0	0	2	0	0	0	0	1	2	0	0
2296	1	1	5	2	1	6	1	0	3	5	15	9	15	4
2762	153	136	202	111	30	111	75	118	45	100	112	101	83	44
107986514	3	4	6	6	0	1	2	2	0	2	4	1	4	1
107986513	31	29	43	49	2	28	13	38	16	39	48	42	29	23
107986512	21	22	13	15	1	10	5	15	6	15	8	6	11	3
100508120	1	0	3	4	1	0	0	2	1	2	3	0	2	4
154386	2	0	0	0	0	0	0	0	0	0	3	1	2	1
105374885	2	0	0	2	0	2	0	1	1	1	1	4	2	0
340156	66	54	64	47	21	55	25	63	20	42	54	40	36	23
56897	407	270	270	252	111	284	184	315	118	186	293	196	196	159
1992	284	263	331	172	75	302	138	315	412	639	2650	1732	3049	1590
100616285	0	0	0	0	0	0	0	0	0	2	0	0	1	0
221756	3	2	6	0	0	1	1	7	10	10	14	7	14	13
101927730	21	32	17	22	6	27	7	21	12	22	52	53	60	33
5272	1376	2033	1971	1554	469	1868	718	1964	847	1815	4718	2845	5500	2734
105374887	0	4	0	0	0	1	1	3	0	3	5	3	2	0
5269	102	101	109	32	22	49	35	53	12	21	89	52	127	48
401232	6	3	9	4	1	0	2	1	4	10	9	5	7	4
105374888	1	1	0	0	0	0	1	0	1	1	1	0	2	0
4835	111	74	83	69	29	67	31	67	35	42	89	52	78	37
401233	216	115	188	83	41	95	101	122	19	24	290	148	131	59
101927759	2	5	2	1	0	2	1	1	4	3	3	1	6	1
8737	493	531	543	355	137	446	235	435	225	347	632	361	557	226
107986556	9	10	6	3	1	8	9	7	4	6	12	3	16	4
670	23	48	28	25	5	21	7	24	6	17	17	21	25	29
7280	60	74	14	132	20	118	36	120	62	107	194	171	366	185
105374889	0	1	1	0	0	0	0	1	0	0	0	1	3	0
100507194	1	2	3	1	0	0	0	1	0	1	1	0	1	1
347733	33	19	1	69	13	60	26	58	28	53	112	94	303	101
100422781	2	0	0	0	0	0	0	0	0	3	1	1	0	1
389362	139	108	129	117	35	112	69	129	48	71	119	85	97	66
63027	58	60	47	67	15	59	26	61	24	50	142	162	157	99
105374890	0	0	0	4	0	0	0	0	3	0	2	2	2	0
643327	0	1	0	0	0	0	0	1	1	0	1	0	0	2
100507336	1	0	0	0	0	0	0	0	1	3	2	3	3	1
221749	57	9	30	31	25	64	25	32	29	33	72	50	54	30
26240	10	7	22	12	4	4	13	5	6	3	11	3	4	1
107986557	0	0	7	5	2	3	0	3	1	1	3	2	0	0
105374893	0	0	2	0	0	0	0	0	0	0	2	1	1	0
107986558	2	0	1	0	0	2	0	2	0	1	6	0	5	0
8899	2237	2075	3123	1246	469	1421	889	1807	854	1309	1563	916	1355	678
222826	9	1	10	1	1	1	5	2	5	6	6	5	4	3
404220	32	27	37	14	8	22	11	33	12	20	32	20	27	17
10455	120	112	132	73	36	80	47	103	34	58	84	69	88	53
100507506	0	2	0	2	0	1	1	1	0	5	3	5	2	0
107986559	0	0	0	0	0	0	0	0	0	1	0	0	0	0
102724096	0	0	0	0	0	0	1	0	0	0	2	1	0	1
101927888	0	2	0	1	0	2	0	2	3	7	2	4	6	2
107986560	0	0	0	0	0	1	0	0	1	1	0	0	0	1
107986561	0	3	0	0	0	0	0	1	2	2	1	1	1	0
105374894	0	0	0	0	0	0	0	0	0	2	0	1	1	0
105374895	0	0	0	0	0	1	0	0	1	1	1	1	2	1
497048	0	0	0	0	0	2	0	0	1	1	4	1	1	0
9425	278	118	355	146	91	128	138	170	123	132	499	223	521	202
101927913	1	1	0	0	0	0	0	0	1	0	2	0	1	0
105374897	15	10	27	20	5	14	7	12	9	16	26	16	22	12
10799	326	236	345	183	80	203	111	219	71	152	184	100	135	74
100129461	36	19	22	18	3	18	11	23	11	18	18	13	17	13
57128	420	291	396	202	104	237	182	248	142	160	237	120	199	94
648791	4	4	1	3	0	0	2	0	0	3	4	2	5	3
100500900	0	2	1	0	0	1	2	0	0	1	1	0	0	0
10667	254	141	184	114	52	114	126	157	82	80	146	69	122	59
101927972	3	2	4	1	2	0	0	3	2	6	8	0	2	2
101927950	2	3	3	3	0	0	0	4	2	2	4	1	5	2
107986515	25	22	30	19	0	6	9	13	13	12	19	16	19	16
105374898	2	3	1	3	0	0	1	6	5	7	11	7	5	5
107986516	0	0	0	0	0	0	0	0	2	1	1	0	0	0
51299	0	0	0	3	0	0	2	1	0	5	0	4	1	1
2162	1	1	0	1	0	1	0	1	1	1	4	3	2	0
102466866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100847034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285780	1	0	0	0	0	0	0	1	0	0	1	0	2	2
9450	0	0	0	2	0	0	0	1	1	5	2	0	1	2
101928004	6	3	2	6	0	4	0	6	7	9	6	7	4	5
101928047	0	2	2	1	0	0	1	3	4	6	4	5	5	4
105374901	0	0	0	0	0	0	0	0	1	0	0	0	0	0
105374903	1	0	0	0	0	0	0	0	0	1	1	1	0	0
105374902	0	0	0	1	0	2	0	0	0	1	1	2	0	1
105374904	0	0	0	0	0	0	0	0	0	0	1	1	0	0
6239	181	127	142	140	48	132	85	142	69	86	151	88	170	74
6745	2829	2086	4075	1416	665	1525	1127	1954	787	1070	2616	1259	2031	771
285782	4	0	2	2	1	1	2	1	8	1	6	2	3	2
83732	1459	1104	2166	746	305	700	566	995	437	543	930	415	872	332
102724234	0	0	0	0	1	0	0	0	0	1	0	0	0	0
101928076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1832	3	16	5	5	0	3	0	0	5	9	2	8	3	6
154007	503	386	622	194	75	248	125	280	128	219	303	165	278	126
105374906	0	0	0	0	0	2	1	2	0	0	0	2	2	0
654	113	76	188	48	18	38	62	78	31	37	81	41	51	26
105374907	0	0	1	0	0	0	0	0	0	1	2	1	0	0
100526836	1559	818	1437	634	252	533	703	866	354	462	820	417	573	292
81567	1546	814	1424	630	250	525	700	862	351	456	815	413	567	290
206426	6	4	5	2	0	4	0	2	1	4	2	2	3	0
100526837	315	217	433	129	58	164	120	198	82	102	199	92	144	69
63915	99	57	120	38	20	62	35	72	32	34	76	27	61	20
9521	812	526	1125	331	136	340	240	364	148	227	399	198	302	160
100124533	1	1	4	1	1	0	0	0	0	2	3	0	1	0
105374910	3	1	0	3	0	0	0	0	1	1	0	0	1	0
105374911	0	0	0	0	1	0	0	0	0	2	0	1	0	2
105374912	0	0	0	0	0	0	0	2	1	0	0	1	1	2
51000	126	54	90	27	8	44	25	49	28	42	53	38	74	22
100506207	1	4	1	1	2	2	0	1	0	0	1	0	3	2
728655	0	0	0	0	0	0	0	0	0	0	0	0	1	0
112267952	3	3	0	0	0	0	0	0	0	1	1	4	1	0
105374913	2	0	2	3	0	1	0	0	1	1	0	2	2	1
105374914	1	1	0	1	0	0	1	0	2	0	1	1	1	0
107986562	0	1	0	1	0	0	0	0	2	0	1	1	2	0
112267894	1	1	1	0	0	0	0	0	0	1	0	0	1	1
112267856	0	0	0	1	0	0	0	0	0	0	0	0	0	0
266553	0	2	0	0	0	0	0	0	0	0	0	0	1	0
105374919	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105374918	0	0	0	0	0	0	1	0	1	1	0	2	1	2
105374920	0	0	1	1	0	0	0	2	0	1	0	1	1	0
105374921	0	0	0	0	0	0	2	1	0	1	1	3	0	0
7020	0	0	0	0	0	2	1	2	1	2	1	1	1	1
109729173	4	1	2	1	0	2	0	0	0	1	1	1	0	1
100130275	0	0	1	0	0	0	0	0	1	0	2	1	0	0
107986564	0	0	0	0	0	0	0	1	0	0	0	0	0	0
221718	3	0	0	0	0	1	0	0	1	1	0	2	0	2
106660610	0	0	0	0	0	1	0	0	0	0	0	1	0	0
100846998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928106	1	0	1	4	0	2	0	1	0	1	3	6	0	0
101928146	0	0	2	0	0	1	0	0	2	1	1	1	2	0
2651	22	11	23	6	3	9	5	5	61	48	695	297	543	186
105374924	7	1	1	1	0	1	0	1	1	0	2	0	1	0
347744	13	15	7	7	4	5	3	12	2	4	8	4	4	7
105374923	0	0	0	0	0	0	0	1	0	0	3	0	0	0
55003	1568	862	2227	663	362	688	572	866	404	522	921	395	696	258
51522	223	123	246	95	38	99	85	116	44	79	145	82	114	27
81853	428	336	522	184	88	203	149	243	118	171	310	182	244	124
4117	55	14	87	22	15	28	19	32	42	59	90	51	55	26
9247	0	2	1	0	0	0	1	0	1	1	2	3	2	2
221711	2	3	3	1	0	2	1	1	1	3	3	1	4	3
101928191	0	0	0	2	0	0	0	0	1	0	1	0	2	0
54898	0	1	1	1	0	0	0	1	4	2	4	3	6	3
100506409	0	1	1	1	0	0	0	0	1	1	5	0	2	1
221710	442	265	712	193	101	176	181	254	158	186	349	183	349	152
405754	12	18	14	13	6	21	2	7	4	16	11	16	15	2
4739	772	887	1017	782	274	954	416	797	1230	1275	1911	810	1908	724
105374925	26	32	28	30	10	22	15	16	16	22	21	15	40	15
112267953	30	39	56	44	9	22	15	22	13	9	18	16	40	14
105374927	1	0	0	0	0	1	0	0	0	0	2	0	0	2
105374928	5	0	0	2	0	1	0	7	1	5	5	8	3	1
105374929	0	1	0	0	0	0	0	0	0	0	2	0	1	2
100113407	59	60	94	24	10	20	29	45	4	14	31	16	19	10
340184	0	0	5	1	1	2	1	0	2	0	1	2	1	1
84830	69	3	191	27	19	14	20	10	56	22	80	14	61	14
107986566	18	11	68	10	7	6	8	5	19	10	43	9	37	4
107986569	3	1	11	1	1	0	6	0	11	3	22	1	6	2
107986567	2	0	1	1	0	1	0	0	0	1	4	2	1	1
102724379	0	0	0	1	0	1	0	1	1	0	0	0	0	0
107986570	5	1	1	0	0	0	0	1	0	6	6	1	3	1
101928253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3096	1094	318	1134	330	223	371	417	379	475	372	1130	474	1102	437
1906	40	16	74	12	22	21	7	7	2	2	4	2	9	3
105374931	2	0	0	0	0	0	0	0	0	0	1	1	0	1
101928309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984015	0	0	0	0	0	0	0	0	1	0	1	0	1	0
221692	16	12	23	7	3	17	5	8	11	13	25	11	21	6
105374935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374934	0	0	0	0	0	0	0	0	1	0	2	0	0	0
105374933	0	1	1	1	0	0	0	1	0	1	1	2	2	0
107080638	17	19	26	16	5	16	14	14	10	10	20	15	20	8
100130357	8	5	5	6	3	0	2	5	1	5	4	2	2	2
51256	25	29	42	21	7	25	16	16	11	17	24	25	28	18
105374936	6	5	5	5	0	1	3	9	3	5	7	6	4	4
54438	589	780	346	426	77	341	185	536	64	173	236	250	126	114
105374937	0	1	1	0	0	3	0	1	1	2	6	2	4	0
23408	83	53	89	40	19	43	34	61	21	31	53	24	39	18
105374938	7	6	3	1	0	1	1	1	2	1	4	1	2	1
51406	1183	865	1638	503	238	529	455	718	315	411	700	327	698	240
10048	810	589	1296	445	184	415	358	576	496	617	1006	535	721	343
63933	590	365	765	284	108	234	196	335	139	223	310	222	265	139
107986571	0	0	0	0	0	0	0	0	1	0	4	0	3	0
221687	5	0	0	0	0	1	0	1	0	0	1	6	2	1
105374939	0	0	0	0	0	0	0	1	1	0	2	0	0	0
9308	963	1737	1553	1174	268	1175	447	939	879	1468	2505	1758	3269	2361
105374940	0	8	2	11	0	4	2	4	2	3	7	2	4	0
102216342	2	1	4	5	1	2	0	3	0	4	2	5	2	3
105374943	5	3	5	1	0	4	2	1	1	7	12	3	7	7
105374942	5	2	6	1	2	1	4	4	3	8	12	5	6	2
101928331	9	6	4	1	1	8	4	5	8	12	15	9	11	2
101928354	4	1	10	2	2	1	1	4	3	3	0	1	4	2
102724463	4	1	6	1	0	1	2	4	2	4	4	3	4	3
107986572	0	0	0	0	0	0	0	1	0	1	1	0	4	1
105374944	3	6	6	3	5	3	1	0	1	2	14	2	14	3
105374945	4	0	14	0	5	3	2	0	4	2	9	4	8	2
105374946	0	0	0	2	0	0	0	0	0	0	2	0	0	0
3720	1705	1211	1952	1059	638	1371	867	1132	664	817	1651	807	1555	659
100506681	5	3	9	4	3	6	7	4	7	14	11	5	11	6
84062	49	40	35	45	13	35	22	43	28	33	57	29	60	23
105374947	16	13	47	29	4	17	27	30	16	13	27	15	29	23
102724520	0	3	2	1	0	0	0	1	1	2	1	0	3	0
105374948	1	0	1	2	1	0	1	1	1	1	1	4	3	1
105374949	0	0	0	0	0	0	0	0	1	1	2	3	1	1
101928406	0	0	0	1	0	1	1	0	0	0	0	1	1	0
29116	228	211	265	158	79	315	107	291	75	188	161	175	158	130
100616269	4	0	3	0	0	3	1	2	0	1	0	0	0	2
107986517	4	3	1	2	0	1	0	4	1	0	3	2	2	4
2766	2	3	2	3	2	1	3	9	3	2	2	4	1	2
6310	912	1126	1015	575	187	574	295	702	384	522	790	438	703	383
101928433	30	35	42	17	10	18	14	26	20	21	42	13	34	18
107986573	1	3	2	0	0	0	1	0	0	2	6	0	6	1
105374951	0	0	0	0	0	1	0	0	0	0	0	1	0	0
101928463	0	0	0	0	0	0	0	0	1	0	2	0	2	0
401236	1	0	0	0	0	0	0	0	2	0	2	1	1	0
221662	1	0	2	0	0	0	0	0	0	0	0	2	0	0
10486	0	0	2	0	0	0	0	0	2	1	1	1	0	2
101928491	0	0	0	1	0	0	0	0	1	1	1	0	1	0
102724591	3	0	1	0	1	0	0	1	0	4	4	2	6	0
51439	105	69	154	67	29	44	58	102	39	56	81	46	76	27
9972	3666	2468	5003	1681	652	1802	1401	2391	1154	1419	2485	1130	2043	848
105374952	33	26	45	21	11	15	15	13	12	10	19	13	17	3
63971	15	14	5	9	0	8	3	11	14	36	28	43	51	48
105374953	0	1	0	0	0	0	0	0	0	1	2	1	0	0
378884	2	2	5	3	2	6	5	9	2	3	4	5	3	4
7172	182	194	255	129	53	138	98	206	131	210	247	149	249	110
221656	109	110	148	72	25	105	34	126	32	92	113	78	91	54
7913	2308	2291	3096	1399	450	1483	718	1711	768	1261	1724	885	1426	769
255488	12	4	24	7	5	3	12	9	26	16	144	25	270	33
105374955	0	0	0	0	0	0	1	1	1	1	0	1	1	0
105374956	3	0	0	0	0	0	0	0	1	3	2	0	1	0
693125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189287	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105374958	1	0	0	1	0	1	0	0	0	0	0	1	1	0
101928519	0	2	0	2	0	0	0	0	1	1	1	0	1	1
107986574	0	0	0	1	0	1	0	0	1	0	0	0	0	0
105374961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986575	0	0	0	0	0	1	0	1	0	1	0	0	0	0
105374960	0	0	0	0	0	0	0	1	0	1	0	0	0	0
105374959	3	0	0	0	0	2	0	0	1	0	1	3	1	0
100506885	2	0	0	0	0	1	0	1	2	5	3	4	4	0
105374963	0	0	0	1	0	0	0	1	2	4	3	1	5	1
3400	3	0	1	0	0	0	0	0	1	1	0	0	0	1
105374965	2	3	3	4	0	0	0	1	0	4	3	3	3	3
154141	52	45	45	30	7	46	30	92	30	42	57	26	48	28
101928573	3	1	2	1	0	1	0	2	1	4	0	1	1	1
107986576	0	2	1	0	0	0	0	0	1	1	0	1	0	0
1871	333	137	370	87	83	110	153	175	103	118	200	103	312	90
54901	566	330	703	223	135	245	241	305	197	204	462	166	444	164
105374968	21	16	43	8	5	6	5	4	8	3	17	6	8	4
107986577	0	1	4	1	0	0	2	2	1	0	4	2	4	0
105374966	9	14	10	5	5	7	5	3	6	7	12	8	16	2
107986578	21	7	19	6	6	8	7	12	10	7	15	10	15	8
100874531	0	0	0	2	0	0	0	0	0	2	0	1	1	0
107986579	0	0	0	0	0	0	1	0	1	1	1	0	1	0
6659	5	3	24	4	0	4	3	5	7	6	20	7	16	4
401237	4	0	0	0	0	0	0	2	0	2	4	3	2	1
105374970	0	0	0	0	0	0	0	0	0	0	0	1	1	0
729177	0	0	0	0	0	0	0	1	1	2	2	1	2	1
5617	0	1	0	0	0	0	0	1	0	0	1	1	1	0
105374971	0	1	1	3	0	1	1	0	0	1	4	2	1	0
154150	0	0	0	0	0	0	0	0	0	1	1	0	0	2
105374972	0	0	0	0	0	1	0	0	2	0	2	1	0	0
105374973	0	4	1	0	0	0	1	2	1	1	5	2	5	1
102724736	0	0	1	3	0	0	0	0	0	0	3	1	0	3
105374974	0	1	0	0	0	0	0	0	0	1	0	2	0	0
102724749	1	2	3	0	0	3	0	7	8	5	9	12	10	13
105374976	1	0	0	1	0	1	0	2	1	0	2	3	1	1
105374975	0	0	0	0	0	0	0	0	0	1	2	1	3	2
140767	0	0	1	2	0	0	0	0	0	1	1	4	3	0
51473	2	1	0	0	0	0	1	6	2	2	1	3	3	1
353219	0	1	0	0	0	2	0	0	0	2	2	0	0	2
57380	367	290	470	145	64	177	135	244	88	124	222	88	138	82
2822	72	68	88	38	13	45	26	61	22	20	48	32	38	19
7915	98	109	104	62	37	76	37	78	13	26	26	29	29	24
9856	7	8	3	3	0	3	0	2	4	4	4	3	3	3
51567	609	406	720	247	122	301	214	351	186	205	374	245	355	135
55856	311	198	364	121	55	112	98	174	88	115	206	121	179	98
81688	2168	1897	2933	1274	391	1286	818	1733	912	1461	2129	1151	2092	891
105374978	0	0	0	2	0	0	0	0	1	0	0	0	1	1
51053	306	152	536	116	63	96	117	137	58	75	153	87	151	65
101928603	0	1	1	3	0	1	0	2	2	1	1	3	0	2
9750	271	250	303	171	82	294	185	425	151	106	182	85	230	87
105374981	7	8	13	2	2	10	4	3	11	9	15	8	9	5
102724765	9	3	23	4	2	11	5	11	15	15	19	5	12	7
8418	1254	665	2054	503	386	901	344	451	648	612	2101	673	1287	442
101928663	0	2	2	0	0	1	0	0	1	0	1	2	1	0
105375106	0	0	0	0	0	0	0	0	0	0	0	0	2	0
55604	75	26	42	23	6	38	20	30	37	61	54	23	32	10
10590	0	1	2	0	0	1	0	0	0	1	2	1	0	1
6568	2	2	0	0	0	0	0	1	1	2	2	2	0	2
221613	0	0	0	0	0	1	0	0	0	0	0	0	0	0
255626	0	0	0	0	0	0	0	0	0	2	0	0	0	0
387319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	1	2	0	1	0	0	0	2	6	5	5	3	4	3
10786	0	2	2	0	0	0	2	1	2	1	2	1	1	1
10246	1	2	2	2	0	0	0	0	1	1	3	0	2	0
10475	1937	575	2065	471	543	910	748	863	742	750	1703	418	1310	309
3024	3	13	1	7	5	4	2	1	0	5	0	5	1	7
8350	13	7	0	20	8	20	13	14	5	7	9	15	6	9
8359	6	0	0	5	4	3	6	1	1	1	3	8	1	1
8366	87	71	8	137	31	105	81	94	19	55	41	77	32	50
8358	15	10	5	10	2	15	7	8	6	6	13	6	7	10
8335	5	0	1	4	0	3	2	2	1	2	7	5	2	0
3018	16	18	25	22	5	19	10	16	4	5	17	11	4	9
8352	6	1	0	5	2	2	13	4	2	1	3	2	2	2
3006	118	86	21	157	53	198	93	186	80	112	176	132	147	129
108783645	2	1	1	1	2	3	1	2	6	6	6	14	6	1
3077	7	4	3	0	3	3	0	5	4	5	5	2	4	2
8364	249	344	121	335	92	396	182	446	65	159	131	177	112	168
3010	0	0	0	0	0	1	0	0	0	1	0	0	0	0
8347	40	33	27	45	26	43	55	50	27	22	57	30	35	27
8334	13	6	2	26	6	33	10	16	5	12	3	20	4	6
3008	70	50	3	191	36	123	87	93	34	37	52	109	42	81
3017	143	245	42	192	47	225	89	254	34	108	93	161	48	116
8344	9	4	0	16	9	16	13	10	8	4	8	11	7	12
8360	77	49	6	85	44	99	80	95	33	45	40	61	38	56
8351	25	20	0	68	17	55	20	33	19	18	22	37	10	17
3013	4	2	0	12	3	8	2	4	1	2	3	5	3	3
8343	8	7	3	14	2	8	5	8	10	1	7	5	9	4
8367	66	45	9	87	38	93	76	69	37	57	90	79	42	51
8339	113	68	50	100	56	102	81	132	29	58	95	73	60	64
3012	29	4	3	48	10	24	23	33	8	5	7	30	5	20
8353	1	2	4	3	2	4	4	2	1	5	2	7	2	1
3007	89	28	25	48	21	73	55	65	17	20	59	24	53	18
8361	25	7	3	50	14	29	26	18	2	4	10	14	6	13
8369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8968	4	1	0	10	2	3	1	2	1	0	6	7	6	5
8345	28	12	3	20	10	23	18	17	20	12	32	27	15	9
105374986	0	4	0	0	0	1	0	0	0	2	5	0	3	0
8355	9	1	0	5	4	2	9	5	7	2	11	2	6	4
8346	15	8	0	16	13	22	10	16	6	14	7	22	10	13
105374985	2	14	6	7	1	8	1	3	1	12	13	13	9	2
8365	111	109	16	118	52	177	79	124	34	76	53	77	31	43
7210	0	0	0	0	0	0	0	0	0	0	1	1	2	1
7232	1	0	0	0	0	0	0	0	0	0	0	0	0	0
100189218	0	0	1	0	0	0	1	1	0	1	0	1	0	0
100189321	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100189185	0	0	2	0	0	0	0	0	2	0	3	0	0	0
100189430	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100189094	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100189436	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100189410	0	0	1	0	0	0	0	1	0	0	1	2	0	0
101928743	1	0	2	2	0	0	0	1	1	3	1	0	2	1
100189382	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100189396	0	2	0	0	0	0	0	0	0	0	0	0	0	0
100189040	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100189048	0	0	0	0	0	0	0	0	0	0	1	0	0	0
107986582	0	0	0	1	0	0	0	0	1	1	2	0	0	0
11118	226	161	355	142	114	226	132	205	181	111	466	119	326	77
10385	88	53	104	47	46	84	55	58	149	123	282	91	244	72
11119	123	87	147	75	56	125	59	94	121	88	284	72	286	45
54718	4	1	6	5	2	2	4	3	8	3	7	11	9	2
10384	49	56	99	65	38	75	53	95	77	46	161	45	133	27
11120	258	166	174	85	71	156	126	120	112	132	233	97	246	99
285819	5	2	4	1	0	2	0	1	1	5	6	4	5	5
107986583	49	26	47	18	13	29	15	27	16	16	36	21	40	15
696	6	2	2	4	1	2	2	3	2	10	7	6	8	2
100189288	0	0	0	0	0	0	0	0	0	1	0	0	1	2
493812	98	50	124	32	29	50	26	44	24	30	66	39	72	31
100189319	0	0	0	1	0	0	0	1	0	0	0	0	0	0
7231	0	1	0	1	0	0	0	0	1	1	0	1	0	0
100189227	0	0	0	0	0	0	0	0	0	0	0	1	1	0
10473	1880	1210	1963	640	429	894	658	1043	505	591	1232	451	1030	469
100189308	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100189153	4	0	3	0	0	0	0	1	2	1	0	5	2	0
100189223	0	0	0	0	0	0	2	0	0	0	0	0	0	0
100189110	0	0	1	1	0	2	0	0	0	0	0	0	1	0
100189272	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105374988	2	0	1	0	0	0	0	0	3	1	4	4	0	2
100189337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189162	1	0	0	0	0	1	0	1	0	0	1	0	0	0
100189219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29777	449	328	502	319	129	266	271	300	152	146	277	174	253	134
105374989	3	8	4	4	0	4	0	2	4	4	2	3	5	2
79692	104	80	113	37	23	37	33	60	31	44	88	37	69	35
102724851	11	8	7	2	1	5	1	7	6	10	7	3	9	2
105374991	0	1	0	0	0	0	0	0	0	0	0	0	0	0
100189303	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100189401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189354	0	0	0	0	0	0	0	0	0	0	0	1	0	0
100189372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374992	0	1	0	0	0	0	0	0	0	0	0	0	0	0
107986680	0	0	0	0	0	0	0	0	0	0	0	0	1	0
387036	19	12	13	12	4	10	11	17	7	8	9	6	12	8
100133205	0	0	0	0	0	0	0	0	1	1	0	0	0	0
100270746	0	0	1	0	0	0	0	0	0	2	2	1	4	0
100189028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189157	0	0	0	1	0	0	0	0	0	0	0	0	0	0
105374995	5	3	1	2	0	2	0	0	2	7	3	6	5	3
8970	77	51	9	92	29	107	59	106	27	44	50	64	50	70
8969	16	4	1	10	6	23	10	5	3	7	2	7	8	4
85236	239	124	201	231	85	180	195	153	99	141	228	214	212	144
8294	2	1	0	5	2	0	2	2	0	3	0	1	3	0
85235	8	2	2	17	4	14	14	10	2	5	12	11	9	4
100422934	2	1	3	1	0	0	1	0	0	0	1	4	1	1
100189196	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100188987	0	1	0	2	0	0	1	1	0	1	3	1	0	1
100189143	0	0	0	0	0	0	0	1	0	0	0	0	1	0
100189336	1	2	0	0	0	0	1	0	0	0	1	1	1	0
100189368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189041	0	0	0	0	0	1	0	0	0	0	0	0	0	0
100189167	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100189099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189067	1	0	0	0	0	0	0	0	0	0	0	0	0	1
100189014	0	0	0	0	0	0	0	0	0	1	0	0	0	0
100189310	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10279	5	1	0	3	2	2	1	2	3	3	5	4	4	2
7202	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100189213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100189363	0	0	0	0	0	1	0	0	0	0	0	0	0	0
