checkv_id	contig_id	version	action	reason
CheckV-007595	DTR_112438	v1.5	removed	non-viral score
CheckV-007624	DTR_112581	v1.5	removed	non-viral score
CheckV-007636	DTR_112694	v1.5	removed	non-viral score
CheckV-007642	DTR_112754	v1.5	removed	non-viral score
CheckV-007643	DTR_112758	v1.5	removed	non-viral score
CheckV-007651	DTR_112866	v1.5	removed	non-viral score
CheckV-007652	DTR_112874	v1.5	removed	non-viral score
CheckV-007653	DTR_112875	v1.5	removed	non-viral score
CheckV-007707	DTR_113416	v1.5	removed	non-viral score
CheckV-007716	DTR_113776	v1.5	removed	non-viral score
CheckV-007723	DTR_113886	v1.5	removed	non-viral score
CheckV-007727	DTR_114097	v1.5	removed	non-viral score
CheckV-007732	DTR_114364	v1.5	removed	non-viral score
CheckV-007737	DTR_114593	v1.5	removed	non-viral score
CheckV-007743	DTR_114871	v1.5	removed	non-viral score
CheckV-007744	DTR_114891	v1.5	removed	non-viral score
CheckV-007745	DTR_114904	v1.5	removed	non-viral score
CheckV-007747	DTR_114940	v1.5	removed	non-viral score
CheckV-007767	DTR_115495	v1.5	removed	non-viral score
CheckV-007769	DTR_115498	v1.5	removed	non-viral score
CheckV-007771	DTR_115501	v1.5	removed	non-viral score
CheckV-007778	DTR_115959	v1.5	removed	non-viral score
CheckV-007780	DTR_115995	v1.5	removed	non-viral score
CheckV-007781	DTR_115997	v1.5	removed	non-viral score
CheckV-007785	DTR_116326	v1.5	removed	non-viral score
CheckV-007799	DTR_116541	v1.5	removed	non-viral score
CheckV-007804	DTR_116663	v1.5	removed	non-viral score
CheckV-007805	DTR_116664	v1.5	removed	non-viral score
CheckV-007806	DTR_116665	v1.5	removed	non-viral score
CheckV-007808	DTR_116749	v1.5	removed	non-viral score
CheckV-007810	DTR_116752	v1.5	removed	non-viral score
CheckV-007811	DTR_116756	v1.5	removed	non-viral score
CheckV-007819	DTR_116961	v1.5	removed	non-viral score
CheckV-007820	DTR_116975	v1.5	removed	non-viral score
CheckV-007821	DTR_116980	v1.5	removed	non-viral score
CheckV-007856	DTR_117569	v1.5	removed	non-viral score
CheckV-007876	DTR_117990	v1.5	removed	non-viral score
CheckV-007884	DTR_118327	v1.5	removed	non-viral score
CheckV-007887	DTR_118398	v1.5	removed	non-viral score
CheckV-007897	DTR_118593	v1.5	removed	non-viral score
CheckV-007903	DTR_118799	v1.5	removed	non-viral score
CheckV-007909	DTR_119243	v1.5	removed	non-viral score
CheckV-007911	DTR_119261	v1.5	removed	non-viral score
CheckV-007938	DTR_119963	v1.5	removed	non-viral score
CheckV-007939	DTR_119965	v1.5	removed	non-viral score
CheckV-007940	DTR_119966	v1.5	removed	non-viral score
CheckV-007942	DTR_120049	v1.5	removed	non-viral score
CheckV-007954	DTR_120780	v1.5	removed	non-viral score
CheckV-007955	DTR_120783	v1.5	removed	non-viral score
CheckV-008002	DTR_121435	v1.5	removed	non-viral score
CheckV-008022	DTR_121968	v1.5	removed	non-viral score
CheckV-008024	DTR_122068	v1.5	removed	non-viral score
CheckV-008053	DTR_122229	v1.5	removed	non-viral score
CheckV-008057	DTR_122787	v1.5	removed	non-viral score
CheckV-008102	DTR_125667	v1.5	removed	non-viral score
CheckV-008103	DTR_125669	v1.5	removed	non-viral score
CheckV-008118	DTR_126222	v1.5	removed	non-viral score
CheckV-008126	DTR_127120	v1.5	removed	non-viral score
CheckV-008140	DTR_127778	v1.5	removed	non-viral score
CheckV-008169	DTR_128643	v1.5	removed	non-viral score
CheckV-008185	DTR_129020	v1.5	removed	non-viral score
CheckV-008204	DTR_130533	v1.5	removed	non-viral score
CheckV-008205	DTR_130547	v1.5	removed	non-viral score
CheckV-008234	DTR_132649	v1.5	removed	non-viral score
CheckV-008240	DTR_132806	v1.5	removed	non-viral score
CheckV-008332	DTR_133956	v1.5	removed	non-viral score
CheckV-008357	DTR_134989	v1.5	removed	non-viral score
CheckV-008490	DTR_140314	v1.5	removed	non-viral score
CheckV-008501	DTR_140657	v1.5	removed	non-viral score
CheckV-008503	DTR_140895	v1.5	removed	non-viral score
CheckV-008526	DTR_141464	v1.5	removed	non-viral score
CheckV-008561	DTR_141941	v1.5	removed	non-viral score
CheckV-008562	DTR_141974	v1.5	removed	non-viral score
CheckV-008567	DTR_142152	v1.5	removed	non-viral score
CheckV-008596	DTR_142389	v1.5	removed	non-viral score
CheckV-008655	DTR_143047	v1.5	removed	non-viral score
CheckV-008690	DTR_143220	v1.5	removed	non-viral score
CheckV-008705	DTR_143374	v1.5	removed	non-viral score
CheckV-008730	DTR_143502	v1.5	removed	non-viral score
CheckV-008734	DTR_143791	v1.5	removed	non-viral score
CheckV-008848	DTR_144401	v1.5	removed	non-viral score
CheckV-009018	DTR_151246	v1.5	removed	non-viral score
CheckV-009144	DTR_152255	v1.5	removed	non-viral score
CheckV-009217	DTR_153796	v1.5	removed	non-viral score
CheckV-009229	DTR_154107	v1.5	removed	non-viral score
CheckV-009243	DTR_154378	v1.5	removed	non-viral score
CheckV-009293	DTR_155050	v1.5	removed	non-viral score
CheckV-009347	DTR_156144	v1.5	removed	non-viral score
CheckV-009358	DTR_156437	v1.5	removed	non-viral score
CheckV-009368	DTR_156558	v1.5	removed	non-viral score
CheckV-009371	DTR_156568	v1.5	removed	non-viral score
CheckV-009374	DTR_156575	v1.5	removed	non-viral score
CheckV-009380	DTR_156726	v1.5	removed	non-viral score
CheckV-009383	DTR_156734	v1.5	removed	non-viral score
CheckV-009394	DTR_156984	v1.5	removed	non-viral score
CheckV-009408	DTR_157661	v1.5	removed	non-viral score
CheckV-009409	DTR_157678	v1.5	removed	non-viral score
CheckV-009426	DTR_157978	v1.5	removed	non-viral score
CheckV-009433	DTR_158053	v1.5	removed	non-viral score
CheckV-009436	DTR_158089	v1.5	removed	non-viral score
CheckV-009456	DTR_158357	v1.5	removed	non-viral score
CheckV-009457	DTR_158359	v1.5	removed	non-viral score
CheckV-009489	DTR_159493	v1.5	removed	non-viral score
CheckV-009506	DTR_159970	v1.5	removed	non-viral score
CheckV-009566	DTR_161413	v1.5	removed	non-viral score
CheckV-009578	DTR_161822	v1.5	removed	non-viral score
CheckV-009589	DTR_162102	v1.5	removed	non-viral score
CheckV-009603	DTR_162122	v1.5	removed	non-viral score
CheckV-009605	DTR_162124	v1.5	removed	non-viral score
CheckV-009616	DTR_162687	v1.5	removed	non-viral score
CheckV-009624	DTR_163257	v1.5	removed	non-viral score
CheckV-009661	DTR_163952	v1.5	removed	non-viral score
CheckV-009685	DTR_164674	v1.5	removed	non-viral score
CheckV-009696	DTR_165672	v1.5	removed	non-viral score
CheckV-009732	DTR_167121	v1.5	removed	non-viral score
CheckV-009738	DTR_167259	v1.5	removed	non-viral score
CheckV-009753	DTR_167396	v1.5	removed	non-viral score
CheckV-009758	DTR_167427	v1.5	removed	non-viral score
CheckV-009759	DTR_167432	v1.5	removed	non-viral score
CheckV-009785	DTR_167809	v1.5	removed	non-viral score
CheckV-009786	DTR_167810	v1.5	removed	non-viral score
CheckV-009875	DTR_168567	v1.5	removed	non-viral score
CheckV-009876	DTR_168568	v1.5	removed	non-viral score
CheckV-009904	DTR_168692	v1.5	removed	non-viral score
CheckV-009938	DTR_168998	v1.5	removed	non-viral score
CheckV-009939	DTR_168999	v1.5	removed	non-viral score
CheckV-009946	DTR_169071	v1.5	removed	non-viral score
CheckV-009954	DTR_169151	v1.5	removed	non-viral score
CheckV-009956	DTR_169186	v1.5	removed	non-viral score
CheckV-009958	DTR_169319	v1.5	removed	non-viral score
CheckV-009961	DTR_169382	v1.5	removed	non-viral score
CheckV-009973	DTR_169519	v1.5	removed	non-viral score
CheckV-010042	DTR_170334	v1.5	removed	non-viral score
CheckV-010044	DTR_170342	v1.5	removed	non-viral score
CheckV-010070	DTR_170491	v1.5	removed	non-viral score
CheckV-010099	DTR_170753	v1.5	removed	non-viral score
CheckV-010100	DTR_170754	v1.5	removed	non-viral score
CheckV-010103	DTR_170817	v1.5	removed	non-viral score
CheckV-010105	DTR_170849	v1.5	removed	non-viral score
CheckV-010109	DTR_170879	v1.5	removed	non-viral score
CheckV-010116	DTR_170940	v1.5	removed	non-viral score
CheckV-010127	DTR_171084	v1.5	removed	non-viral score
CheckV-010135	DTR_171189	v1.5	removed	non-viral score
CheckV-010143	DTR_171393	v1.5	removed	non-viral score
CheckV-010144	DTR_171397	v1.5	removed	non-viral score
CheckV-010145	DTR_171398	v1.5	removed	non-viral score
CheckV-010152	DTR_171408	v1.5	removed	non-viral score
CheckV-010154	DTR_171410	v1.5	removed	non-viral score
CheckV-010155	DTR_171411	v1.5	removed	non-viral score
CheckV-010158	DTR_171426	v1.5	removed	non-viral score
CheckV-010176	DTR_171493	v1.5	removed	non-viral score
CheckV-010178	DTR_171496	v1.5	removed	non-viral score
CheckV-010225	DTR_171943	v1.5	removed	non-viral score
CheckV-010234	DTR_172284	v1.5	removed	non-viral score
CheckV-010243	DTR_172432	v1.5	removed	non-viral score
CheckV-010246	DTR_172447	v1.5	removed	non-viral score
CheckV-010253	DTR_172682	v1.5	removed	non-viral score
CheckV-010264	DTR_173330	v1.5	removed	non-viral score
CheckV-010276	DTR_173475	v1.5	removed	non-viral score
CheckV-010294	DTR_173702	v1.5	removed	non-viral score
CheckV-010409	DTR_175851	v1.5	removed	non-viral score
CheckV-010410	DTR_175855	v1.5	removed	non-viral score
CheckV-010412	DTR_175874	v1.5	removed	non-viral score
CheckV-010414	DTR_175877	v1.5	removed	non-viral score
CheckV-010425	DTR_176217	v1.5	removed	non-viral score
CheckV-010442	DTR_177388	v1.5	removed	non-viral score
CheckV-010451	DTR_177627	v1.5	removed	non-viral score
CheckV-010523	DTR_178245	v1.5	removed	non-viral score
CheckV-010525	DTR_178374	v1.5	removed	non-viral score
CheckV-010526	DTR_178375	v1.5	removed	non-viral score
CheckV-010580	DTR_179302	v1.5	removed	non-viral score
CheckV-010590	DTR_179473	v1.5	removed	non-viral score
CheckV-010603	DTR_179698	v1.5	removed	non-viral score
CheckV-010685	DTR_180766	v1.5	removed	non-viral score
CheckV-010691	DTR_180835	v1.5	removed	non-viral score
CheckV-010692	DTR_180842	v1.5	removed	non-viral score
CheckV-010697	DTR_180858	v1.5	removed	non-viral score
CheckV-010699	DTR_180892	v1.5	removed	non-viral score
CheckV-010702	DTR_180924	v1.5	removed	non-viral score
CheckV-010724	DTR_182372	v1.5	removed	non-viral score
CheckV-010727	DTR_182429	v1.5	removed	non-viral score
CheckV-011089	DTR_185029	v1.5	removed	non-viral score
CheckV-011154	DTR_186091	v1.5	removed	non-viral score
CheckV-011208	DTR_187292	v1.5	removed	non-viral score
CheckV-011221	DTR_187689	v1.5	removed	non-viral score
CheckV-011224	DTR_187738	v1.5	removed	non-viral score
CheckV-011261	DTR_189067	v1.5	removed	non-viral score
CheckV-011262	DTR_189068	v1.5	removed	non-viral score
CheckV-011281	DTR_189940	v1.5	removed	non-viral score
CheckV-011284	DTR_189965	v1.5	removed	non-viral score
CheckV-011319	DTR_191143	v1.5	removed	non-viral score
CheckV-011346	DTR_191460	v1.5	removed	non-viral score
CheckV-011348	DTR_191548	v1.5	removed	non-viral score
CheckV-011372	DTR_191869	v1.5	removed	non-viral score
CheckV-011395	DTR_192290	v1.5	removed	non-viral score
CheckV-011397	DTR_192296	v1.5	removed	non-viral score
CheckV-011398	DTR_192304	v1.5	removed	non-viral score
CheckV-011400	DTR_192309	v1.5	removed	non-viral score
CheckV-011410	DTR_192442	v1.5	removed	non-viral score
CheckV-011442	DTR_192874	v1.5	removed	non-viral score
CheckV-011447	DTR_192930	v1.5	removed	non-viral score
CheckV-011457	DTR_193366	v1.5	removed	non-viral score
CheckV-011459	DTR_193594	v1.5	removed	non-viral score
CheckV-011477	DTR_193760	v1.5	removed	non-viral score
CheckV-011478	DTR_193776	v1.5	removed	non-viral score
CheckV-011514	DTR_195871	v1.5	removed	non-viral score
CheckV-011581	DTR_196639	v1.5	removed	non-viral score
CheckV-011602	DTR_197014	v1.5	removed	non-viral score
CheckV-011647	DTR_197545	v1.5	removed	non-viral score
CheckV-011654	DTR_197680	v1.5	removed	non-viral score
CheckV-011655	DTR_197752	v1.5	removed	non-viral score
CheckV-011701	DTR_200050	v1.5	removed	non-viral score
CheckV-011801	DTR_200619	v1.5	removed	non-viral score
CheckV-012059	DTR_203568	v1.5	removed	non-viral score
CheckV-012107	DTR_206972	v1.5	removed	non-viral score
CheckV-012108	DTR_206991	v1.5	removed	non-viral score
CheckV-012277	DTR_210229	v1.5	removed	non-viral score
CheckV-012299	DTR_212710	v1.5	removed	non-viral score
CheckV-012408	DTR_217481	v1.5	removed	non-viral score
CheckV-012444	DTR_218892	v1.5	removed	non-viral score
CheckV-012445	DTR_218893	v1.5	removed	non-viral score
CheckV-012446	DTR_218905	v1.5	removed	non-viral score
CheckV-012447	DTR_218952	v1.5	removed	non-viral score
CheckV-012448	DTR_218969	v1.5	removed	non-viral score
CheckV-012451	DTR_219126	v1.5	removed	non-viral score
CheckV-012519	DTR_223649	v1.5	removed	non-viral score
CheckV-012522	DTR_223652	v1.5	removed	non-viral score
CheckV-012533	DTR_223735	v1.5	removed	non-viral score
CheckV-012535	DTR_223764	v1.5	removed	non-viral score
CheckV-012544	DTR_223888	v1.5	removed	non-viral score
CheckV-012616	DTR_224583	v1.5	removed	non-viral score
CheckV-012705	DTR_225410	v1.5	removed	non-viral score
CheckV-013001	DTR_229210	v1.5	removed	non-viral score
CheckV-013009	DTR_229529	v1.5	removed	non-viral score
CheckV-013054	DTR_230330	v1.5	removed	non-viral score
CheckV-013057	DTR_230455	v1.5	removed	non-viral score
CheckV-013106	DTR_231239	v1.5	removed	non-viral score
CheckV-013135	DTR_231804	v1.5	removed	non-viral score
CheckV-013159	DTR_232188	v1.5	removed	non-viral score
CheckV-013161	DTR_232223	v1.5	removed	non-viral score
CheckV-013169	DTR_232338	v1.5	removed	non-viral score
CheckV-013229	DTR_232933	v1.5	removed	non-viral score
CheckV-013236	DTR_233056	v1.5	removed	non-viral score
CheckV-013242	DTR_233114	v1.5	removed	non-viral score
CheckV-013280	DTR_233465	v1.5	removed	non-viral score
CheckV-013302	DTR_233677	v1.5	removed	non-viral score
CheckV-013319	DTR_233842	v1.5	removed	non-viral score
CheckV-013340	DTR_233961	v1.5	removed	non-viral score
CheckV-013345	DTR_234077	v1.5	removed	non-viral score
CheckV-013393	DTR_234952	v1.5	removed	non-viral score
CheckV-013400	DTR_235091	v1.5	removed	non-viral score
CheckV-013454	DTR_236234	v1.5	removed	non-viral score
CheckV-013493	DTR_236788	v1.5	removed	non-viral score
CheckV-013541	DTR_237048	v1.5	removed	non-viral score
CheckV-013542	DTR_237049	v1.5	removed	non-viral score
CheckV-013543	DTR_237051	v1.5	removed	non-viral score
CheckV-013548	DTR_237239	v1.5	removed	non-viral score
CheckV-013561	DTR_237343	v1.5	removed	non-viral score
CheckV-013562	DTR_237345	v1.5	removed	non-viral score
CheckV-013788	DTR_239502	v1.5	removed	non-viral score
CheckV-013789	DTR_239505	v1.5	removed	non-viral score
CheckV-013809	DTR_240779	v1.5	removed	non-viral score
CheckV-013845	DTR_241557	v1.5	removed	non-viral score
CheckV-013855	DTR_241790	v1.5	removed	non-viral score
CheckV-014297	DTR_246065	v1.5	removed	non-viral score
CheckV-014372	DTR_246437	v1.5	removed	non-viral score
CheckV-014374	DTR_247136	v1.5	removed	non-viral score
CheckV-014537	DTR_248941	v1.5	removed	non-viral score
CheckV-014739	DTR_251257	v1.5	removed	non-viral score
CheckV-014740	DTR_251258	v1.5	removed	non-viral score
CheckV-014758	DTR_251588	v1.5	removed	non-viral score
CheckV-014811	DTR_253597	v1.5	removed	non-viral score
CheckV-014925	DTR_254807	v1.5	removed	non-viral score
CheckV-014940	DTR_254837	v1.5	removed	non-viral score
CheckV-014977	DTR_255297	v1.5	removed	non-viral score
CheckV-014997	DTR_255621	v1.5	removed	non-viral score
CheckV-015056	DTR_256518	v1.5	removed	non-viral score
CheckV-015065	DTR_256611	v1.5	removed	non-viral score
CheckV-015136	DTR_257226	v1.5	removed	non-viral score
CheckV-015138	DTR_257255	v1.5	removed	non-viral score
CheckV-015139	DTR_257284	v1.5	removed	non-viral score
CheckV-015150	DTR_257527	v1.5	removed	non-viral score
CheckV-015159	DTR_257626	v1.5	removed	non-viral score
CheckV-015182	DTR_257955	v1.5	removed	non-viral score
CheckV-015204	DTR_258153	v1.5	removed	non-viral score
CheckV-015251	DTR_258570	v1.5	removed	non-viral score
CheckV-015417	DTR_260215	v1.5	removed	non-viral score
CheckV-015480	DTR_261236	v1.5	removed	non-viral score
CheckV-015491	DTR_261417	v1.5	removed	non-viral score
CheckV-015522	DTR_261582	v1.5	removed	non-viral score
CheckV-015574	DTR_262386	v1.5	removed	non-viral score
CheckV-015620	DTR_262605	v1.5	removed	non-viral score
CheckV-015766	DTR_264316	v1.5	removed	non-viral score
CheckV-015781	DTR_264404	v1.5	removed	non-viral score
CheckV-015785	DTR_264424	v1.5	removed	non-viral score
CheckV-015786	DTR_264433	v1.5	removed	non-viral score
CheckV-015819	DTR_264576	v1.5	removed	non-viral score
CheckV-015820	DTR_264596	v1.5	removed	non-viral score
CheckV-015821	DTR_264605	v1.5	removed	non-viral score
CheckV-015831	DTR_264860	v1.5	removed	non-viral score
CheckV-015832	DTR_264953	v1.5	removed	non-viral score
CheckV-015878	DTR_266071	v1.5	removed	non-viral score
CheckV-016179	DTR_269321	v1.5	removed	non-viral score
CheckV-016406	DTR_271239	v1.5	removed	non-viral score
CheckV-016417	DTR_271350	v1.5	removed	non-viral score
CheckV-016546	DTR_273468	v1.5	removed	non-viral score
CheckV-016547	DTR_273502	v1.5	removed	non-viral score
CheckV-016550	DTR_273567	v1.5	removed	non-viral score
CheckV-016551	DTR_273625	v1.5	removed	non-viral score
CheckV-016556	DTR_273857	v1.5	removed	non-viral score
CheckV-016557	DTR_273858	v1.5	removed	non-viral score
CheckV-016575	DTR_274593	v1.5	removed	non-viral score
CheckV-016607	DTR_274873	v1.5	removed	non-viral score
CheckV-016610	DTR_274879	v1.5	removed	non-viral score
CheckV-016611	DTR_274880	v1.5	removed	non-viral score
CheckV-016613	DTR_274902	v1.5	removed	non-viral score
CheckV-016619	DTR_274976	v1.5	removed	non-viral score
CheckV-016648	DTR_275562	v1.5	removed	non-viral score
CheckV-016679	DTR_276595	v1.5	removed	non-viral score
CheckV-016694	DTR_277064	v1.5	removed	non-viral score
CheckV-016741	DTR_278156	v1.5	removed	non-viral score
CheckV-016783	DTR_278658	v1.5	removed	non-viral score
CheckV-016821	DTR_278995	v1.5	removed	non-viral score
CheckV-016936	DTR_281504	v1.5	removed	non-viral score
CheckV-017053	DTR_283191	v1.5	removed	non-viral score
CheckV-017054	DTR_283193	v1.5	removed	non-viral score
CheckV-017240	DTR_285318	v1.5	removed	non-viral score
CheckV-017257	DTR_285686	v1.5	removed	non-viral score
CheckV-017328	DTR_287059	v1.5	removed	non-viral score
CheckV-017341	DTR_287238	v1.5	removed	non-viral score
CheckV-017358	DTR_287549	v1.5	removed	non-viral score
CheckV-017434	DTR_288294	v1.5	removed	non-viral score
CheckV-017476	DTR_288790	v1.5	removed	non-viral score
CheckV-017578	DTR_290416	v1.5	removed	non-viral score
CheckV-017579	DTR_290448	v1.5	removed	non-viral score
CheckV-017676	DTR_291730	v1.5	removed	non-viral score
CheckV-017690	DTR_291936	v1.5	removed	non-viral score
CheckV-017692	DTR_292048	v1.5	removed	non-viral score
CheckV-017698	DTR_292330	v1.5	removed	non-viral score
CheckV-017702	DTR_292361	v1.5	removed	non-viral score
CheckV-017778	DTR_292917	v1.5	removed	non-viral score
CheckV-017779	DTR_292928	v1.5	removed	non-viral score
CheckV-017780	DTR_292942	v1.5	removed	non-viral score
CheckV-017782	DTR_293034	v1.5	removed	non-viral score
CheckV-017783	DTR_293039	v1.5	removed	non-viral score
CheckV-017784	DTR_293040	v1.5	removed	non-viral score
CheckV-017788	DTR_293051	v1.5	removed	non-viral score
CheckV-017790	DTR_293058	v1.5	removed	non-viral score
CheckV-017793	DTR_293062	v1.5	removed	non-viral score
CheckV-017794	DTR_293063	v1.5	removed	non-viral score
CheckV-017795	DTR_293066	v1.5	removed	non-viral score
CheckV-017798	DTR_293073	v1.5	removed	non-viral score
CheckV-017800	DTR_293075	v1.5	removed	non-viral score
CheckV-017909	DTR_294147	v1.5	removed	non-viral score
CheckV-017978	DTR_294796	v1.5	removed	non-viral score
CheckV-018061	DTR_295679	v1.5	removed	non-viral score
CheckV-018110	DTR_296206	v1.5	removed	non-viral score
CheckV-018111	DTR_296208	v1.5	removed	non-viral score
CheckV-018113	DTR_296226	v1.5	removed	non-viral score
CheckV-018132	DTR_296439	v1.5	removed	non-viral score
CheckV-018155	DTR_296864	v1.5	removed	non-viral score
CheckV-018159	DTR_296913	v1.5	removed	non-viral score
CheckV-018178	DTR_297315	v1.5	removed	non-viral score
CheckV-018179	DTR_297391	v1.5	removed	non-viral score
CheckV-018221	DTR_298783	v1.5	removed	non-viral score
CheckV-018229	DTR_299102	v1.5	removed	non-viral score
CheckV-018243	DTR_299414	v1.5	removed	non-viral score
CheckV-018248	DTR_299444	v1.5	removed	non-viral score
CheckV-018348	DTR_301479	v1.5	removed	non-viral score
CheckV-018395	DTR_302683	v1.5	removed	non-viral score
CheckV-018398	DTR_302971	v1.5	removed	non-viral score
CheckV-018403	DTR_303276	v1.5	removed	non-viral score
CheckV-018412	DTR_303563	v1.5	removed	non-viral score
CheckV-018415	DTR_303568	v1.5	removed	non-viral score
CheckV-018418	DTR_303671	v1.5	removed	non-viral score
CheckV-018444	DTR_304311	v1.5	removed	non-viral score
CheckV-018450	DTR_304477	v1.5	removed	non-viral score
CheckV-018454	DTR_304483	v1.5	removed	non-viral score
CheckV-018459	DTR_304674	v1.5	removed	non-viral score
CheckV-018464	DTR_304882	v1.5	removed	non-viral score
CheckV-018467	DTR_304985	v1.5	removed	non-viral score
CheckV-018493	DTR_305884	v1.5	removed	non-viral score
CheckV-018497	DTR_306036	v1.5	removed	non-viral score
CheckV-018506	DTR_306724	v1.5	removed	non-viral score
CheckV-018518	DTR_308016	v1.5	removed	non-viral score
CheckV-018519	DTR_308017	v1.5	removed	non-viral score
CheckV-018521	DTR_308020	v1.5	removed	non-viral score
CheckV-018534	DTR_308413	v1.5	removed	non-viral score
CheckV-018536	DTR_308444	v1.5	removed	non-viral score
CheckV-018565	DTR_308757	v1.5	removed	non-viral score
CheckV-018569	DTR_308829	v1.5	removed	non-viral score
CheckV-018585	DTR_309072	v1.5	removed	non-viral score
CheckV-018602	DTR_309305	v1.5	removed	non-viral score
CheckV-018603	DTR_309306	v1.5	removed	non-viral score
CheckV-018604	DTR_309308	v1.5	removed	non-viral score
CheckV-018610	DTR_309360	v1.5	removed	non-viral score
CheckV-018612	DTR_309398	v1.5	removed	non-viral score
CheckV-018635	DTR_309759	v1.5	removed	non-viral score
CheckV-018642	DTR_309892	v1.5	removed	non-viral score
CheckV-018643	DTR_309893	v1.5	removed	non-viral score
CheckV-018644	DTR_309894	v1.5	removed	non-viral score
CheckV-018647	DTR_309972	v1.5	removed	non-viral score
CheckV-018649	DTR_310044	v1.5	removed	non-viral score
CheckV-018654	DTR_310145	v1.5	removed	non-viral score
CheckV-018658	DTR_310321	v1.5	removed	non-viral score
CheckV-018660	DTR_310350	v1.5	removed	non-viral score
CheckV-018665	DTR_310505	v1.5	removed	non-viral score
CheckV-018667	DTR_310511	v1.5	removed	non-viral score
CheckV-018685	DTR_310613	v1.5	removed	non-viral score
CheckV-018690	DTR_310765	v1.5	removed	non-viral score
CheckV-018693	DTR_310794	v1.5	removed	non-viral score
CheckV-018694	DTR_310874	v1.5	removed	non-viral score
CheckV-018695	DTR_310888	v1.5	removed	non-viral score
CheckV-018699	DTR_311073	v1.5	removed	non-viral score
CheckV-018703	DTR_311119	v1.5	removed	non-viral score
CheckV-018726	DTR_311456	v1.5	removed	non-viral score
CheckV-018727	DTR_311460	v1.5	removed	non-viral score
CheckV-018732	DTR_311530	v1.5	removed	non-viral score
CheckV-018742	DTR_311618	v1.5	removed	non-viral score
CheckV-018746	DTR_311721	v1.5	removed	non-viral score
CheckV-018754	DTR_311919	v1.5	removed	non-viral score
CheckV-018756	DTR_312010	v1.5	removed	non-viral score
CheckV-018765	DTR_312342	v1.5	removed	non-viral score
CheckV-018798	DTR_312817	v1.5	removed	non-viral score
CheckV-018824	DTR_313043	v1.5	removed	non-viral score
CheckV-018840	DTR_313531	v1.5	removed	non-viral score
CheckV-018841	DTR_313534	v1.5	removed	non-viral score
CheckV-018842	DTR_313535	v1.5	removed	non-viral score
CheckV-018843	DTR_313539	v1.5	removed	non-viral score
CheckV-018890	DTR_313961	v1.5	removed	non-viral score
CheckV-018936	DTR_314391	v1.5	removed	non-viral score
CheckV-019006	DTR_314682	v1.5	removed	non-viral score
CheckV-019103	DTR_315300	v1.5	removed	non-viral score
CheckV-019110	DTR_315409	v1.5	removed	non-viral score
CheckV-019186	DTR_315779	v1.5	removed	non-viral score
CheckV-019188	DTR_315796	v1.5	removed	non-viral score
CheckV-019216	DTR_315966	v1.5	removed	non-viral score
CheckV-019289	DTR_316510	v1.5	removed	non-viral score
CheckV-019290	DTR_316519	v1.5	removed	non-viral score
CheckV-019410	DTR_317637	v1.5	removed	non-viral score
CheckV-019439	DTR_317853	v1.5	removed	non-viral score
CheckV-019541	DTR_318878	v1.5	removed	non-viral score
CheckV-019619	DTR_321496	v1.5	removed	non-viral score
CheckV-019627	DTR_321788	v1.5	removed	non-viral score
CheckV-019634	DTR_321882	v1.5	removed	non-viral score
CheckV-019657	DTR_322281	v1.5	removed	non-viral score
CheckV-019662	DTR_324211	v1.5	removed	non-viral score
CheckV-019676	DTR_324442	v1.5	removed	non-viral score
CheckV-019715	DTR_324760	v1.5	removed	non-viral score
CheckV-019716	DTR_324761	v1.5	removed	non-viral score
CheckV-019717	DTR_324764	v1.5	removed	non-viral score
CheckV-019748	DTR_325118	v1.5	removed	non-viral score
CheckV-019750	DTR_325143	v1.5	removed	non-viral score
CheckV-019791	DTR_326044	v1.5	removed	non-viral score
CheckV-019794	DTR_326112	v1.5	removed	non-viral score
CheckV-019796	DTR_326141	v1.5	removed	non-viral score
CheckV-019823	DTR_326828	v1.5	removed	non-viral score
CheckV-019824	DTR_326878	v1.5	removed	non-viral score
CheckV-019825	DTR_326890	v1.5	removed	non-viral score
CheckV-019852	DTR_327609	v1.5	removed	non-viral score
CheckV-019862	DTR_328050	v1.5	removed	non-viral score
CheckV-019868	DTR_328171	v1.5	removed	non-viral score
CheckV-019945	DTR_329560	v1.5	removed	non-viral score
CheckV-020095	DTR_330808	v1.5	removed	non-viral score
CheckV-020118	DTR_331198	v1.5	removed	non-viral score
CheckV-020135	DTR_331385	v1.5	removed	non-viral score
CheckV-020183	DTR_331551	v1.5	removed	non-viral score
CheckV-020213	DTR_331646	v1.5	removed	non-viral score
CheckV-020216	DTR_331661	v1.5	removed	non-viral score
CheckV-020217	DTR_331662	v1.5	removed	non-viral score
CheckV-020219	DTR_331672	v1.5	removed	non-viral score
CheckV-020220	DTR_331673	v1.5	removed	non-viral score
CheckV-020224	DTR_331695	v1.5	removed	non-viral score
CheckV-020226	DTR_331699	v1.5	removed	non-viral score
CheckV-020227	DTR_331700	v1.5	removed	non-viral score
CheckV-020241	DTR_331761	v1.5	removed	non-viral score
CheckV-020259	DTR_331857	v1.5	removed	non-viral score
CheckV-020262	DTR_331868	v1.5	removed	non-viral score
CheckV-020324	DTR_333020	v1.5	removed	non-viral score
CheckV-020357	DTR_334217	v1.5	removed	non-viral score
CheckV-020368	DTR_334773	v1.5	removed	non-viral score
CheckV-020405	DTR_343984	v1.5	removed	non-viral score
