length	aai	cov	error	count
1000	50	55	7.76410691557064	124300
1000	50	60	7.04111901661928	135700
1000	50	65	6.56994077002317	142836
1000	50	70	6.52300524170064	145723
1000	50	75	6.03013749241285	150553
1000	50	80	6.28980688067528	154281
1000	50	85	5.75210558051383	152188
1000	50	90	6.22276417638962	140850
1000	50	95	5.60344827586207	177760
1000	50	100	7.29637658717869	279535
1000	55	5	NA	0
1000	55	10	NA	0
1000	55	15	10.8566883292716	2637
1000	55	20	10.5409117320797	32767
1000	55	25	8.79104251777879	63207
1000	55	30	8.72859262464408	80564
1000	55	35	7.92314988883452	82442
1000	55	40	7.69344577600237	88867
1000	55	45	7.28226900171001	95088
1000	55	50	7.64857191755397	87390
1000	55	55	6.28729461781732	95922
1000	55	60	5.28180719139367	98800
1000	55	65	6.12369555934197	99952
1000	55	70	5.81978340506243	92372
1000	55	75	5.34451919204702	95892
1000	55	80	7.15726505784103	99672
1000	55	85	6.82561045952701	95903
1000	55	90	6.50135470901849	96097
1000	55	95	6.68581582788602	96338
1000	55	100	5.99083426346975	181418
1000	60	5	NA	0
1000	60	10	0.305561214096557	12
1000	60	15	13.8524590163934	5559
1000	60	20	9.49055987122503	31650
1000	60	25	7.16053999452028	49882
1000	60	30	6.68889588021372	56504
1000	60	35	7.75308368376917	53726
1000	60	40	6.91027496382055	56895
1000	60	45	6.05080467115999	66720
1000	60	50	6.53280625218078	58212
1000	60	55	6.26294622599734	60004
1000	60	60	5.66789843012799	59184
1000	60	65	5.34498110846389	56358
1000	60	70	5.55941234566949	56400
1000	60	75	5.68494985837863	56187
1000	60	80	6.8503937007874	65555
1000	60	85	6.35063036659548	69220
1000	60	90	5.42268862289476	63191
1000	60	95	4.9827089858956	55530
1000	60	100	4.7385831317676	114056
1000	65	5	NA	0
1000	65	10	17.7607134010404	47
1000	65	15	12.3143670588024	8112
1000	65	20	9.47840891502863	32367
1000	65	25	7.80314068317954	37270
1000	65	30	6.4712837762981	40188
1000	65	35	6.5590302496389	37688
1000	65	40	5.20086681113519	38932
1000	65	45	4.58851593116374	50521
1000	65	50	4.65983116385467	50080
1000	65	55	4.09837430943138	48790
1000	65	60	3.43229860600155	46843
1000	65	65	3.80705863737027	48270
1000	65	70	4.1478960989169	49745
1000	65	75	3.45891855008104	53494
1000	65	80	4.12714261940423	58445
1000	65	85	4.15101920104459	58395
1000	65	90	3.30243918760665	53621
1000	65	95	4.10213112844998	42087
1000	65	100	3.90091512983695	93623
1000	70	5	NA	0
1000	70	10	9.14045082982413	43
1000	70	15	9.50413223140496	7725
1000	70	20	9.37925259080917	20403
1000	70	25	7.77307717469525	25175
1000	70	30	4.7541547277937	28423
1000	70	35	4.8687629098159	28040
1000	70	40	4.00049721353249	27423
1000	70	45	3.46099789177793	33793
1000	70	50	3.42744338112238	30217
1000	70	55	3.42701722574796	38611
1000	70	60	3.45919059461904	34419
1000	70	65	2.7703075640318	38779
1000	70	70	2.69320843091335	40965
1000	70	75	2.66829438437391	44859
1000	70	80	3.54623096917935	43524
1000	70	85	3.50533591367687	44532
1000	70	90	3.42478034785727	41487
1000	70	95	3.48824287682802	32973
1000	70	100	3.42478034785727	90034
1000	75	5	NA	0
1000	75	10	6.66813343705215	54
1000	75	15	6.46530889882159	7698
1000	75	20	6.48476488316156	15380
1000	75	25	6.04827353123416	21214
1000	75	30	5.07235483084664	19470
1000	75	35	4.69448121793811	19868
1000	75	40	3.47496706192358	19586
1000	75	45	2.68197439460095	26374
1000	75	50	3.36227523012465	22787
1000	75	55	2.70631473438022	26138
1000	75	60	2.94385480123092	34655
1000	75	65	3.13206364758168	36458
1000	75	70	3.23699421965318	42911
1000	75	75	2.87027633759153	43577
1000	75	80	3.09056853239312	42753
1000	75	85	3.38891877353416	45840
1000	75	90	2.90049265054051	39093
1000	75	95	2.67842380821163	33865
1000	75	100	2.90887460477086	83426
1000	80	5	NA	0
1000	80	10	6.05748787003217	142
1000	80	15	6.68568147032089	6436
1000	80	20	5.75828590559089	14773
1000	80	25	3.91283601081597	17498
1000	80	30	4.77055883689232	17501
1000	80	35	3.19936479128857	17700
1000	80	40	2.63714253922332	19599
1000	80	45	2.31219166008493	29915
1000	80	50	2.19422998780983	23136
1000	80	55	2.14102198115901	28038
1000	80	60	2.61866578196099	41302
1000	80	65	2.63223288732552	35266
1000	80	70	2.7027027027027	38211
1000	80	75	2.59649500053758	43601
1000	80	80	2.64972286061917	43262
1000	80	85	2.72532606579716	43004
1000	80	90	2.13894050830836	35044
1000	80	95	2.44112270136574	39840
1000	80	100	1.97923426346528	77379
1000	85	5	NA	0
1000	85	10	9.31641734519977	293
1000	85	15	5.70121207584527	4482
1000	85	20	5.14326783727257	8626
1000	85	25	4.5750393307315	13520
1000	85	30	2.53233344201717	13511
1000	85	35	2.71012006861063	14769
1000	85	40	2.04808548530721	19289
1000	85	45	1.90038202301871	24939
1000	85	50	1.40285551655441	22369
1000	85	55	1.59375686964168	29087
1000	85	60	1.61574618096357	35736
1000	85	65	1.50761492466153	35080
1000	85	70	1.93591455273698	41546
1000	85	75	1.61446920714027	42838
1000	85	80	2.29142185663925	41816
1000	85	85	2.51210968659322	42649
1000	85	90	2.11578019394652	38318
1000	85	95	2.23897140323653	42436
1000	85	100	1.86457108677268	97061
1000	90	5	NA	0
1000	90	10	3.20862497401222	317
1000	90	15	5.39776406094876	2787
1000	90	20	4.16648955100849	6504
1000	90	25	3.74092433568796	13928
1000	90	30	2.05136182417594	13998
1000	90	35	1.62577593851611	16171
1000	90	40	1.42855794919353	22218
1000	90	45	1.13394755492558	25660
1000	90	50	1.1283469674061	26946
1000	90	55	0.796812749003984	41262
1000	90	60	0.76752515776906	45255
1000	90	65	0.797209765819631	48721
1000	90	70	0.729148141561444	51559
1000	90	75	0.754906894816306	48652
1000	90	80	1.49376822199765	43026
1000	90	85	1.39494283533999	46918
1000	90	90	1.25477020076323	41051
1000	90	95	1.55056378005841	38744
1000	90	100	1.20967741935484	80717
1000	95	5	NA	0
1000	95	10	5.29372950491882	339
1000	95	15	3.39777797218091	2941
1000	95	20	2.44568930181719	6823
1000	95	25	2.11539796792186	12075
1000	95	30	1.65960978794149	14204
1000	95	35	1.60892404749713	15446
1000	95	40	1.08788033316335	23906
1000	95	45	0.679579367388503	28750
1000	95	50	0.451580531861515	36906
1000	95	55	0.567959263611438	47737
1000	95	60	0.653895196012864	55832
1000	95	65	0.748546093165198	58924
1000	95	70	0.137140618112357	76671
1000	95	75	0.0565930956423316	95262
1000	95	80	1.13074204946996	53596
1000	95	85	1.37809187279152	59496
1000	95	90	1.21634901077432	58356
1000	95	95	1.23191239734063	47281
1000	95	100	1.20268836222144	79029
1000	100	5	NA	0
1000	100	10	1.94053427177477	361
1000	100	15	1.5547630496327	2266
1000	100	20	1.43592582083506	6370
1000	100	25	2.08389761646804	17193
1000	100	30	1.25687352710134	25179
1000	100	35	1.67947652679684	27149
1000	100	40	0.334345288845217	43664
1000	100	45	0.0199720391451967	78915
1000	100	50	0	94523
1000	100	55	0.0565610859728507	127135
1000	100	60	0.0862068965517241	152977
1000	100	65	0.126791621112989	164834
1000	100	70	0.0603500301750151	187313
1000	100	75	0.342974734194581	192735
1000	100	80	0.421200421200421	190289
1000	100	85	0.680248855652328	192368
1000	100	90	0.763682647433178	185367
1000	100	95	0.838427265622632	142594
1000	100	100	1.13090287404122	143419
2000	5	5	NA	0
2000	5	10	NA	0
2000	5	15	NA	0
2000	5	20	NA	0
2000	5	25	NA	0
2000	5	30	NA	0
2000	5	35	NA	0
2000	5	40	NA	0
2000	5	45	NA	0
2000	5	50	NA	0
2000	5	55	NA	0
2000	5	60	NA	0
2000	5	65	NA	0
2000	5	70	NA	0
2000	5	75	NA	0
2000	5	80	NA	0
2000	5	85	NA	0
2000	5	90	NA	0
2000	5	95	NA	0
2000	5	100	NA	0
2000	10	5	NA	0
2000	10	10	NA	0
2000	10	15	NA	0
2000	10	20	NA	0
2000	10	25	NA	0
2000	10	30	NA	0
2000	10	35	NA	0
2000	10	40	NA	0
2000	10	45	NA	0
2000	10	50	NA	0
2000	10	55	NA	0
2000	10	60	NA	0
2000	10	65	NA	0
2000	10	70	NA	0
2000	10	75	NA	0
2000	10	80	NA	0
2000	10	85	NA	0
2000	10	90	NA	0
2000	10	95	NA	0
2000	10	100	NA	0
2000	15	5	NA	0
2000	15	10	NA	0
2000	15	15	NA	0
2000	15	20	NA	0
2000	15	25	NA	0
2000	15	30	NA	0
2000	15	35	NA	0
2000	15	40	NA	0
2000	15	45	NA	0
2000	15	50	NA	0
2000	15	55	NA	0
2000	15	60	NA	0
2000	15	65	NA	0
2000	15	70	NA	0
2000	15	75	NA	0
2000	15	80	NA	0
2000	15	85	NA	0
2000	15	90	NA	0
2000	15	95	NA	0
2000	15	100	NA	0
2000	20	5	NA	0
2000	20	10	NA	0
2000	20	15	NA	0
2000	20	20	NA	0
2000	20	25	NA	0
2000	20	30	17.3210484443202	2
2000	20	35	12.5502584721424	8
2000	20	40	32.3235497454591	94
2000	20	45	33.5588658521551	90
2000	20	50	24.0649296773589	93
2000	20	55	51.690248465207	275
2000	20	60	18.715763846622	233
2000	20	65	22.0746136867799	224
2000	20	70	19.9180647678502	350
2000	20	75	18.6121193371706	235
2000	20	80	21.0653097680461	232
2000	20	85	20.5274775941929	166
2000	20	90	11.9251863310364	127
2000	20	95	11.0649972564473	228
2000	20	100	20.1603721693973	44
2000	25	5	NA	0
2000	25	10	NA	0
2000	25	15	41.9314980477438	1
2000	25	20	29.3640478385857	132
2000	25	25	30.4660239344517	1267
2000	25	30	18.6274767169097	4204
2000	25	35	33.1585347120968	11668
2000	25	40	28.6070582969958	24920
2000	25	45	29.5168603908545	40135
2000	25	50	29.192375253277	47674
2000	25	55	25.0908173089957	54338
2000	25	60	23.7617171740707	55600
2000	25	65	23.4654606721646	54521
2000	25	70	23.2068893916046	49491
2000	25	75	24.3312955035068	46796
2000	25	80	22.3173989712224	38632
2000	25	85	21.9134402169615	32854
2000	25	90	19.8204252802495	27185
2000	25	95	18.7834445672975	19656
2000	25	100	16.4303586321935	15161
2000	30	5	NA	0
2000	30	10	0.481189851268591	1
2000	30	15	9.34141098299785	1669
2000	30	20	18.9139941690962	18681
2000	30	25	21.9381688466112	58223
2000	30	30	21.4175654853621	105399
2000	30	35	20.4541717367711	168103
2000	30	40	21.1303462321792	252195
2000	30	45	21.1660950514454	308334
2000	30	50	20.2028081123245	305375
2000	30	55	19.6969102730118	300954
2000	30	60	18.8069420012078	280207
2000	30	65	18.4248232254532	261794
2000	30	70	16.0119781574775	228315
2000	30	75	15.7159037542474	189637
2000	30	80	14.7561633975166	167466
2000	30	85	14.0347901471891	141767
2000	30	90	11.7003954408002	123389
2000	30	95	11.1946870712599	91380
2000	30	100	11.9200678430089	72204
2000	35	5	NA	0
2000	35	10	15.4089292769656	77
2000	35	15	15.7078342823483	23714
2000	35	20	19.2245446878348	180908
2000	35	25	19.4474773902474	314517
2000	35	30	16.7547169811321	381995
2000	35	35	15.760181986278	432711
2000	35	40	15.1381313075547	505163
2000	35	45	14.7807123818755	596367
2000	35	50	13.957011667213	598924
2000	35	55	13.5571486856677	580187
2000	35	60	12.9831144465291	505751
2000	35	65	12.3257720688713	447060
2000	35	70	11.8649517684887	416040
2000	35	75	12.2982618713685	360988
2000	35	80	11.5402298850575	348460
2000	35	85	10.4791830322074	304134
2000	35	90	10.4444444060709	237650
2000	35	95	9.14521112255407	148901
2000	35	100	9.51279933938893	105723
2000	40	5	NA	0
2000	40	10	14.953663227837	2125
2000	40	15	17.188684785418	109822
2000	40	20	19.7445197918309	378646
2000	40	25	18.8068221050936	453077
2000	40	30	14.8448260270765	443828
2000	40	35	12.1929432782492	501487
2000	40	40	11.7390330599321	546764
2000	40	45	10.9970674486804	624957
2000	40	50	10.8819485366333	661447
2000	40	55	11.3661940130542	631389
2000	40	60	10.9394929934521	544240
2000	40	65	10.6944003686965	487384
2000	40	70	10.586319218241	457767
2000	40	75	10.0451710045171	414307
2000	40	80	10.3754165273183	393430
2000	40	85	10.9454880691546	364215
2000	40	90	10.7660094224394	287559
2000	40	95	9.51279250664113	169642
2000	40	100	8.47685945009496	120720
2000	45	5	NA	0
2000	45	10	12.8819520773796	11886
2000	45	15	17.1259981821213	205126
2000	45	20	16.0955816050496	404785
2000	45	25	15.5486016037551	393729
2000	45	30	10.7907508297973	384442
2000	45	35	9.38815150534153	446253
2000	45	40	9.89099717400081	437325
2000	45	45	9.82267274135623	445040
2000	45	50	9.69093101478708	437505
2000	45	55	9.52100510404397	454640
2000	45	60	9.39265536723164	435393
2000	45	65	9.97120230381569	407205
2000	45	70	10.5427046263345	403080
2000	45	75	10.513691784929	372475
2000	45	80	10.8990753492032	357495
2000	45	85	11.3595528049511	339480
2000	45	90	10.5990783410138	283681
2000	45	95	8.63813229571984	163770
2000	45	100	7.56667930805488	105736
2000	50	5	NA	0
2000	50	10	16.0809671071127	28173
2000	50	15	14.855914629916	190434
2000	50	20	12.9948120840075	300215
2000	50	25	11.6206370876712	287338
2000	50	30	8.41622724100411	296342
2000	50	35	7.41878841088674	329141
2000	50	40	7.90591497421755	290418
2000	50	45	6.50440235702245	326356
2000	50	50	4.93937043075139	369094
2000	50	55	3.62493958434026	470938
2000	50	60	8.22784810126582	321080
2000	50	65	8.20276497695852	289837
2000	50	70	8.75658521623847	300320
2000	50	75	8.74144713788569	292846
2000	50	80	8.76990056085545	278364
2000	50	85	9.43309616708745	276558
2000	50	90	9.53752329324072	230210
2000	50	95	7.52853380158033	134823
2000	50	100	5.86385453857612	100735
2000	55	5	NA	0
2000	55	10	15.1659419618674	42548
2000	55	15	13.7748454522773	181071
2000	55	20	11.2581598019399	205962
2000	55	25	10.2803738317757	203869
2000	55	30	7.44864970773602	190779
2000	55	35	6.55782341160443	204074
2000	55	40	7.60627655447017	192704
2000	55	45	7.36886830689784	201984
2000	55	50	6.41143235675985	201360
2000	55	55	6.29534285045635	198551
2000	55	60	6.3231850117096	201528
2000	55	65	5.80669068180352	191106
2000	55	70	5.52296238786106	182620
2000	55	75	5.50798426290211	179103
2000	55	80	5.43936183472517	188341
2000	55	85	5.74880233284732	184325
2000	55	90	5.30687183073964	144167
2000	55	95	4.72049567240535	88882
2000	55	100	4.50195005338972	76264
2000	60	5	1.07594108495573	1
2000	60	10	13.812679693972	46563
2000	60	15	11.993614049092	135119
2000	60	20	10.7617896009674	120696
2000	60	25	10.6162263507551	131476
2000	60	30	7.59381898454746	119575
2000	60	35	5.98605986059861	119769
2000	60	40	7.44985673352436	121277
2000	60	45	7.80727581216628	138333
2000	60	50	6.26853028377806	118977
2000	60	55	5.70841889117043	132360
2000	60	60	4.90119268422954	122242
2000	60	65	4.70588235294118	123967
2000	60	70	4.38108484005563	126151
2000	60	75	4.08059193313848	146702
2000	60	80	3.52719593630501	157321
2000	60	85	3.96835057821059	132481
2000	60	90	3.27257663628832	94900
2000	60	95	3.95717835977825	60355
2000	60	100	4.45453017313834	70170
2000	65	5	78.5414063387482	1
2000	65	10	14.1004862236629	47115
2000	65	15	12.6850939406264	94852
2000	65	20	9.85301735896608	80256
2000	65	25	8.97110139919369	83253
2000	65	30	6.5549443838636	82008
2000	65	35	5.83158658427762	80704
2000	65	40	6.27705627705628	91039
2000	65	45	5.38031390760123	94912
2000	65	50	4.66262623586707	84690
2000	65	55	4.62276493676406	98291
2000	65	60	4.43371421418892	82058
2000	65	65	3.87940589669696	78005
2000	65	70	3.8353196099675	86151
2000	65	75	3.59564862876121	81435
2000	65	80	3.50672951331705	90599
2000	65	85	3.8458045310056	73749
2000	65	90	3.24606390889902	58632
2000	65	95	3.23257594404676	53656
2000	65	100	3.64336673972188	86470
2000	70	5	11.524024024024	21
2000	70	10	13.2625055334219	32399
2000	70	15	12.5183531358589	61028
2000	70	20	9.39323866118144	49380
2000	70	25	6.68662674650699	45448
2000	70	30	6.1524334251607	50025
2000	70	35	5.31914893617021	51031
2000	70	40	5.02001011001649	56466
2000	70	45	4.50257385887133	63830
2000	70	50	3.19324426796831	71302
2000	70	55	3.80699424524126	81867
2000	70	60	3.94930684093227	73067
2000	70	65	3.52700946723594	84876
2000	70	70	3.54623096917935	99259
2000	70	75	3.42478034785727	107611
2000	70	80	3.40684956069571	96094
2000	70	85	2.94652600945798	68853
2000	70	90	3.32242978522552	68294
2000	70	95	3.1931553463185	53162
2000	70	100	3.65868382270181	76992
2000	75	5	10.6135244066279	53
2000	75	10	10.0276527934008	25021
2000	75	15	13.0466682388701	48733
2000	75	20	8.29076313594662	30982
2000	75	25	6.60958170163851	28679
2000	75	30	5.24868308593221	36394
2000	75	35	3.76866434439809	47612
2000	75	40	4.76556921306407	68568
2000	75	45	4.04716205100082	64689
2000	75	50	3.94783221713077	59931
2000	75	55	3.23415977961433	72909
2000	75	60	3.42478034785727	62816
2000	75	65	3.28701941377998	49249
2000	75	70	2.87283640536197	44082
2000	75	75	2.76533592989289	52521
2000	75	80	2.5492837895334	60303
2000	75	85	2.38933414595539	51726
2000	75	90	2.60661557643379	68282
2000	75	95	2.27923627684964	51095
2000	75	100	1.89164987687486	84795
2000	80	5	5.96393522398551	158
2000	80	10	6.29946185501741	20610
2000	80	15	11.5734720416125	37935
2000	80	20	6.99727849161947	24350
2000	80	25	4.97446883422306	20944
2000	80	30	3.98556948977839	30627
2000	80	35	3.96829921888363	42387
2000	80	40	3.45122623124897	56406
2000	80	45	3.91864795187625	68834
2000	80	50	3.53497918923542	73664
2000	80	55	2.64384442301511	75856
2000	80	60	3.06755023514322	54499
2000	80	65	2.76402957175269	41752
2000	80	70	2.22410360618904	43216
2000	80	75	2.03258754197984	51902
2000	80	80	1.96877121520706	63597
2000	80	85	2.1124665278191	57205
2000	80	90	2.00580746035291	57639
2000	80	95	1.73756740563212	55754
2000	80	100	1.52060170045782	101940
2000	85	5	4.25069973057103	283
2000	85	10	7.94921313727752	11124
2000	85	15	16.3814180929095	27227
2000	85	20	6.24192854068015	16729
2000	85	25	4.94487136652188	14763
2000	85	30	3.61079437476245	22247
2000	85	35	4.27568602425016	25551
2000	85	40	3.48379279006362	30673
2000	85	45	3.78688054998568	52344
2000	85	50	3.55778550658532	86303
2000	85	55	2.82660201664004	79361
2000	85	60	3.06010694832942	64986
2000	85	65	2.83324484510383	56238
2000	85	70	2.58831684236444	70372
2000	85	75	2.44729962734301	96253
2000	85	80	1.83328559152105	105107
2000	85	85	2.24946821640666	90420
2000	85	90	1.80948758354616	84641
2000	85	95	1.91104346355488	83061
2000	85	100	1.71955321045389	122040
2000	90	5	11.2166156582699	167
2000	90	10	6.97424507509739	7168
2000	90	15	14.4261545496113	20811
2000	90	20	4.26070208738283	15236
2000	90	25	3.40403772124913	15660
2000	90	30	3.10231074363737	21880
2000	90	35	3.50734981563677	25933
2000	90	40	3.83955138475624	29763
2000	90	45	3.42648511180738	34416
2000	90	50	3.81403253953453	49246
2000	90	55	2.53572579778661	57987
2000	90	60	2.33183856502242	53517
2000	90	65	1.98829514316447	48464
2000	90	70	1.71253000621615	52482
2000	90	75	1.82926829268293	62465
2000	90	80	1.84318314803979	81871
2000	90	85	1.53917440618893	93921
2000	90	90	1.45348837209302	87365
2000	90	95	1.57866647559893	94158
2000	90	100	1.6100530139407	129879
2000	95	5	5.33869832788846	136
2000	95	10	5.10986844463562	5889
2000	95	15	4.7798519158629	13520
2000	95	20	2.38058432524347	14284
2000	95	25	2.10344641605091	20417
2000	95	30	1.58845981140548	46288
2000	95	35	2.20483641536273	37708
2000	95	40	2.95625887898168	36344
2000	95	45	2.81014133116998	39438
2000	95	50	3.26295744146756	58840
2000	95	55	2.21223643276875	68995
2000	95	60	1.8033946251768	51159
2000	95	65	1.62896372110025	60468
2000	95	70	2.03824731423842	68633
2000	95	75	1.95716602359783	88192
2000	95	80	1.74787882801976	101618
2000	95	85	1.6925745420592	114446
2000	95	90	1.34464815445217	111449
2000	95	95	1.36078157711096	117740
2000	95	100	1.56971329173074	119612
2000	100	5	7.15804394046775	39
2000	100	10	2.16167120799273	6727
2000	100	15	2.39629067334127	14181
2000	100	20	2.29344522572904	16728
2000	100	25	2.80547488998817	22410
2000	100	30	2.02356251785054	48898
2000	100	35	2.63271007951859	57105
2000	100	40	2.21223643276875	73894
2000	100	45	1.8723085564501	96703
2000	100	50	2.00469483568075	157963
2000	100	55	1.46443514644351	177487
2000	100	60	1.39421401185082	138351
2000	100	65	1.25735954808583	185346
2000	100	70	1.61046804227479	182900
2000	100	75	1.66603353774353	234314
2000	100	80	1.36516781887919	266179
2000	100	85	1.34212593232953	260278
2000	100	90	1.22641509433962	279429
2000	100	95	1.10573683703918	306619
2000	100	100	1.14638447971781	269167
5000	5	5	NA	0
5000	5	10	NA	0
5000	5	15	NA	0
5000	5	20	NA	0
5000	5	25	NA	0
5000	5	30	NA	0
5000	5	35	NA	0
5000	5	40	NA	0
5000	5	45	NA	0
5000	5	50	NA	0
5000	5	55	NA	0
5000	5	60	NA	0
5000	5	65	NA	0
5000	5	70	NA	0
5000	5	75	NA	0
5000	5	80	NA	0
5000	5	85	NA	0
5000	5	90	NA	0
5000	5	95	NA	0
5000	5	100	NA	0
5000	10	5	NA	0
5000	10	10	NA	0
5000	10	15	NA	0
5000	10	20	NA	0
5000	10	25	NA	0
5000	10	30	NA	0
5000	10	35	NA	0
5000	10	40	NA	0
5000	10	45	NA	0
5000	10	50	NA	0
5000	10	55	NA	0
5000	10	60	NA	0
5000	10	65	NA	0
5000	10	70	NA	0
5000	10	75	NA	0
5000	10	80	NA	0
5000	10	85	NA	0
5000	10	90	NA	0
5000	10	95	NA	0
5000	10	100	NA	0
5000	15	5	NA	0
5000	15	10	NA	0
5000	15	15	NA	0
5000	15	20	NA	0
5000	15	25	NA	0
5000	15	30	NA	0
5000	15	35	NA	0
5000	15	40	NA	0
5000	15	45	NA	0
5000	15	50	NA	0
5000	15	55	NA	0
5000	15	60	NA	0
5000	15	65	NA	0
5000	15	70	NA	0
5000	15	75	NA	0
5000	15	80	NA	0
5000	15	85	NA	0
5000	15	90	NA	0
5000	15	95	NA	0
5000	15	100	NA	0
5000	20	5	NA	0
5000	20	10	6.85596535345068	1
5000	20	15	12.5577696256287	96
5000	20	20	19.6678397952357	345
5000	20	25	18.2165831678179	1157
5000	20	30	26.7004593115816	1579
5000	20	35	20.9090331597002	1775
5000	20	40	49.9465203540642	2086
5000	20	45	16.2212142358688	815
5000	20	50	21.7847867931505	354
5000	20	55	14.7993171787826	156
5000	20	60	23.1634067457262	108
5000	20	65	18.1464901807816	82
5000	20	70	11.9097956307259	70
5000	20	75	11.305279486388	48
5000	20	80	12.5489408693906	43
5000	20	85	10.3367226252891	34
5000	20	90	8.29840690990765	30
5000	20	95	5.89501215041806	49
5000	20	100	6.00838863984059	24
5000	25	5	NA	0
5000	25	10	20.5151793928243	2393
5000	25	15	24.9335613192971	36683
5000	25	20	27.3188716901985	146926
5000	25	25	29.1005291005291	235372
5000	25	30	26.2236590521136	295564
5000	25	35	23.3876629889669	212155
5000	25	40	19.5078163840247	150765
5000	25	45	15.2023692003949	89702
5000	25	50	13.5912336222927	39372
5000	25	55	12.2245323052055	32070
5000	25	60	14.2776536177134	29674
5000	25	65	13.6363636363636	25631
5000	25	70	13.5948759007206	19507
5000	25	75	12.682199503915	16008
5000	25	80	10.6210882725127	11793
5000	25	85	8.56875945487214	7560
5000	25	90	8.51611620017901	4999
5000	25	95	6.86392568381215	3837
5000	25	100	4.96212977617002	4395
5000	30	5	37.2876909620282	122
5000	30	10	25.0788091068301	150611
5000	30	15	25.7555927270877	525140
5000	30	20	23.3177068073054	837165
5000	30	25	23.0547056367741	839072
5000	30	30	22.6418050767784	913981
5000	30	35	18.1585854626757	631474
5000	30	40	14.0086581853272	482398
5000	30	45	10.3161857728861	320084
5000	30	50	10.4744923756553	182094
5000	30	55	10.738170664253	151705
5000	30	60	10.7959242051495	132036
5000	30	65	9.41844440769528	101989
5000	30	70	9.11498034181176	79802
5000	30	75	8.82865440464666	60927
5000	30	80	9.14599722775549	44748
5000	30	85	8.73964953649821	27630
5000	30	90	9.11455548855628	19050
5000	30	95	7.63288009888752	15755
5000	30	100	7.18356758350334	14562
5000	35	5	26.1269336417522	3274
5000	35	10	27.3298538986542	919163
5000	35	15	25.7423874966316	1201919
5000	35	20	19.4362889019378	1144330
5000	35	25	16.7746825248758	1034842
5000	35	30	16.0458909824481	976276
5000	35	35	14.6911520575663	798420
5000	35	40	12.4955291822468	789303
5000	35	45	9.04973946797384	404674
5000	35	50	8.50356765363445	268740
5000	35	55	8.79473845212603	254329
5000	35	60	8.06270996640538	204389
5000	35	65	6.78473434771764	163069
5000	35	70	6.46233739979285	136134
5000	35	75	5.88604635628883	108041
5000	35	80	5.78034682080925	83204
5000	35	85	5.63060811237177	59054
5000	35	90	5.39638386648122	41185
5000	35	95	6.46199838462795	24892
5000	35	100	7.43465240019771	16473
5000	40	5	25.8572281138783	31284
5000	40	10	26.9656238848579	1593099
5000	40	15	25.4390035413359	1211041
5000	40	20	16.354663036079	917433
5000	40	25	15.1657311952622	778334
5000	40	30	13.9757982883961	779201
5000	40	35	13.1821249631444	721016
5000	40	40	12.610489098409	1057910
5000	40	45	10.0351978014638	496298
5000	40	50	8.28456428871274	347945
5000	40	55	8.40200644930133	422416
5000	40	60	7.95841548664635	383190
5000	40	65	6.71526254676816	248341
5000	40	70	6.29168364601544	169620
5000	40	75	5.70526590293573	100366
5000	40	80	5.34578042222887	66040
5000	40	85	6.36	42785
5000	40	90	5.65610859728507	36819
5000	40	95	4.82495225970719	25051
5000	40	100	5.43302927220296	21432
5000	45	5	22.5747580936448	106527
5000	45	10	25.6613586747143	1472569
5000	45	15	22.1130987526063	863684
5000	45	20	16.0736975857687	592845
5000	45	25	13.0126738159548	518616
5000	45	30	11.6380162023316	548169
5000	45	35	11.5125421190565	568907
5000	45	40	10.7645695954375	1085910
5000	45	45	9.77042178323545	460624
5000	45	50	8.89537258399073	358510
5000	45	55	9.11672823021493	533448
5000	45	60	8.10410146598583	463067
5000	45	65	6.64055213579556	245975
5000	45	70	6.04248823304923	166846
5000	45	75	5.64074565166524	121433
5000	45	80	5.63301787048028	93504
5000	45	85	5.34106412005457	64751
5000	45	90	4.95185694635488	61293
5000	45	95	4.65404134175022	50332
5000	45	100	3.88671588193675	34913
5000	50	5	19.6393904741643	131609
5000	50	10	22.9181591811457	940122
5000	50	15	18.451911776551	511672
5000	50	20	14.8948266060262	352205
5000	50	25	11.1328258931633	330911
5000	50	30	10.6438896189225	346943
5000	50	35	10.3521671826625	346759
5000	50	40	10.2654867256637	584120
5000	50	45	8.16402444995913	232714
5000	50	50	8.30341430665155	209580
5000	50	55	8.72970391595033	290720
5000	50	60	7.70338372930166	246484
5000	50	65	6.00604023021255	153091
5000	50	70	5.52694816340542	136517
5000	50	75	5.25388435047253	110391
5000	50	80	5.8050418842338	100516
5000	50	85	5.33054029793532	81688
5000	50	90	4.4433398762223	77532
5000	50	95	3.77496440527956	58215
5000	50	100	3.86427920674238	54154
5000	55	5	17.2676003861331	164969
5000	55	10	19.9773130997658	643494
5000	55	15	15.8221246969266	301873
5000	55	20	11.9081075052972	243691
5000	55	25	9.60676095205243	191617
5000	55	30	8.38293115600352	187668
5000	55	35	6.92502645511634	180736
5000	55	40	5.51537070524412	233576
5000	55	45	5.46581517655898	127963
5000	55	50	5.9815914629818	116235
5000	55	55	6.23139655881712	120935
5000	55	60	6.05636618029182	129192
5000	55	65	4.80727376725394	98246
5000	55	70	4.54554919312858	93447
5000	55	75	4.56709794829606	87624
5000	55	80	4.88617161428684	70010
5000	55	85	3.92309601747745	56566
5000	55	90	4.58676850661108	52206
5000	55	95	4.95140329802337	50023
