sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
ARFGAP1_p61906958,ARFGAP1,320,384,756,935
ARFGAP1_p61907455,ARFGAP1,1133,199,1083,1179
ARFGAP1_p61907479,ARFGAP1,827,760,1267,1566
ARFGAP1_p61907498,ARFGAP1,384,421,1111,2130
ARFGAP2_m47198107,ARFGAP2,545,617,2123,2689
ARFGAP2_m47198135,ARFGAP2,164,272,1608,1027
ARFGAP2_m47198151,ARFGAP2,377,264,673,660
ARFGAP2_m47198334,ARFGAP2,440,311,1255,866
ARFGAP2_p47198076,ARFGAP2,621,408,1767,1730
ARFGAP2_p47198143,ARFGAP2,393,318,1148,1148
ARFGAP2_p47198161,ARFGAP2,145,239,1431,1224
ARFGAP2_p47198166,ARFGAP2,684,644,1357,1057
ARFGAP2_p47198321,ARFGAP2,385,428,485,1537
ARFGAP2_p47198369,ARFGAP2,312,597,958,1087
ARFGEF1_m68213606,ARFGEF1,654,411,892,500
ARFGEF1_m68255400,ARFGEF1,859,442,1465,1790
ARFGEF1_m68255407,ARFGEF1,253,265,544,169
ARFGEF1_m68255455,ARFGEF1,119,327,477,533
ARFGEF1_m68255464,ARFGEF1,530,253,56,45
ARFGEF1_m68255476,ARFGEF1,159,80,67,251
ARFGEF1_m68255483,ARFGEF1,866,814,1710,1156
ARFGEF1_m68255514,ARFGEF1,397,261,963,800
ARFGEF1_p68255438,ARFGEF1,712,258,599,589
ARFGEF1_p68255467,ARFGEF1,330,123,380,694
ARGFX_m121289591,ARGFX,1073,1172,3059,5432
ARGFX_m121289601,ARGFX,373,127,341,1006
ARGFX_m121289653,ARGFX,443,483,1258,2032
ARGFX_m121303893,ARGFX,329,296,663,558
ARGFX_p121289610,ARGFX,815,428,832,1311
ARGFX_p121303748,ARGFX,730,560,1371,2442
ARGFX_p121303754,ARGFX,266,334,755,1424
ARGFX_p121303794,ARGFX,316,463,1257,1084
ARGFX_p121303875,ARGFX,130,301,924,1479
ARGFX_p121304857,ARGFX,71,111,561,729
ARGLU1_m107220186,ARGLU1,813,548,1862,1802
ARGLU1_m107220192,ARGLU1,495,376,1189,997
ARGLU1_m107220249,ARGLU1,260,83,135,186
ARGLU1_m107220255,ARGLU1,1058,410,891,1214
ARGLU1_m107220261,ARGLU1,472,190,142,132
ARGLU1_p107220201,ARGLU1,441,398,1065,1284
ARGLU1_p107220210,ARGLU1,244,534,538,655
ARGLU1_p107220215,ARGLU1,580,298,816,2669
ARGLU1_p107220227,ARGLU1,240,454,136,402
ARGLU1_p107220239,ARGLU1,143,106,363,334
ARHGAP19_m99025671,ARHGAP19,439,617,1722,2428
ARHGAP19_m99025699,ARHGAP19,123,136,187,867
ARHGAP19_m99025712,ARHGAP19,159,228,711,162
ARHGAP19_m99025723,ARHGAP19,210,135,411,635
ARHGAP19_m99025740,ARHGAP19,463,454,3090,1543
ARHGAP19_m99025837,ARHGAP19,504,306,901,1333
ARHGAP19_p99025702,ARHGAP19,819,689,1153,2446
ARHGAP19_p99025769,ARHGAP19,164,98,544,777
ARHGAP19_p99025806,ARHGAP19,294,362,1223,956
ARHGAP19_p99025820,ARHGAP19,434,137,792,777
ARHGAP22_m49667913,ARHGAP22,149,89,687,371
ARHGAP22_m49667926,ARHGAP22,148,32,350,416
ARHGAP22_m49687717,ARHGAP22,612,826,1605,1937
ARHGAP22_m49687723,ARHGAP22,1688,515,1578,1403
ARHGAP22_m49687729,ARHGAP22,1271,670,1091,1858
ARHGAP22_m49687799,ARHGAP22,72,37,71,35
ARHGAP22_p49687668,ARHGAP22,100,203,94,278
ARHGAP22_p49687691,ARHGAP22,443,428,894,1477
ARHGAP22_p49687738,ARHGAP22,431,180,725,696
ARHGAP22_p49687748,ARHGAP22,474,360,1352,600
ARHGAP35_m47421961,ARHGAP35,505,194,950,1059
ARHGAP35_m47422021,ARHGAP35,130,315,392,642
ARHGAP35_m47422054,ARHGAP35,685,497,1762,1795
ARHGAP35_m47422066,ARHGAP35,70,229,938,839
ARHGAP35_m47422093,ARHGAP35,206,452,1073,1200
ARHGAP35_m47422098,ARHGAP35,301,209,512,647
ARHGAP35_p47421919,ARHGAP35,309,351,1059,1428
ARHGAP35_p47421964,ARHGAP35,477,612,468,664
ARHGAP35_p47421977,ARHGAP35,1053,576,1416,1989
ARHGAP35_p47421988,ARHGAP35,352,386,1298,1692
ARHGAP39_m145806605,ARHGAP39,930,684,2499,2162
ARHGAP39_m145830921,ARHGAP39,369,306,780,984
ARHGAP39_m145830942,ARHGAP39,746,728,2451,2075
ARHGAP39_m145830972,ARHGAP39,359,421,1320,862
ARHGAP39_m145830986,ARHGAP39,1725,1035,2831,3459
ARHGAP39_p145806613,ARHGAP39,1342,538,1634,1040
ARHGAP39_p145806642,ARHGAP39,521,255,945,800
ARHGAP39_p145830913,ARHGAP39,254,221,634,400
ARHGAP39_p145830928,ARHGAP39,117,278,539,246
ARHGAP39_p145830944,ARHGAP39,755,492,1882,2252
ARHGAP4_m153187190,ARHGAP4,59,95,92,276
ARHGAP4_m153187202,ARHGAP4,501,392,466,1723
ARHGAP4_m153187216,ARHGAP4,174,157,138,402
ARHGAP4_m153187226,ARHGAP4,821,383,1193,1726
ARHGAP4_m153191591,ARHGAP4,1034,1285,3187,4085
ARHGAP4_m153191625,ARHGAP4,873,656,1730,1853
ARHGAP4_m153191631,ARHGAP4,561,417,1245,493
ARHGAP4_m153191644,ARHGAP4,107,248,486,784
ARHGAP4_p153187205,ARHGAP4,404,499,1309,1345
ARHGAP4_p153191635,ARHGAP4,297,242,689,824
ARHGEF10_m1791584,ARHGEF10,322,349,1541,1203
ARHGEF10_m1791589,ARHGEF10,516,518,608,1170
ARHGEF10_m1806149,ARHGEF10,570,340,773,1241
ARHGEF10_m1806237,ARHGEF10,664,480,2254,1285
ARHGEF10_m1806270,ARHGEF10,571,864,3091,2928
ARHGEF10_m1808061,ARHGEF10,251,395,711,1411
ARHGEF10_m1808096,ARHGEF10,445,121,621,979
ARHGEF10_m1808109,ARHGEF10,70,134,316,344
ARHGEF10_p1806192,ARHGEF10,320,236,1092,461
ARHGEF10_p1806201,ARHGEF10,831,689,1703,2074
ARHGEF11_m156955875,ARHGEF11,950,836,1235,2391
ARHGEF11_m156955894,ARHGEF11,356,451,1183,1063
ARHGEF11_m156955944,ARHGEF11,195,469,587,736
ARHGEF11_m157014113,ARHGEF11,590,763,2897,3329
ARHGEF11_p156955865,ARHGEF11,142,140,461,343
ARHGEF11_p156955879,ARHGEF11,352,368,1414,866
ARHGEF11_p156955885,ARHGEF11,826,722,2177,1776
ARHGEF11_p156955933,ARHGEF11,155,305,914,955
ARHGEF11_p156955946,ARHGEF11,364,443,570,1224
ARHGEF11_p157014082,ARHGEF11,182,91,291,363
ARHGEF2_m155938967,ARHGEF2,1431,1209,2195,2022
ARHGEF2_m155939011,ARHGEF2,322,138,647,641
ARHGEF2_m155939040,ARHGEF2,524,470,1687,1244
ARHGEF2_m155939060,ARHGEF2,1035,554,581,358
ARHGEF2_p155938937,ARHGEF2,1241,940,2812,2354
ARHGEF2_p155938947,ARHGEF2,1031,568,1532,1906
ARHGEF2_p155938980,ARHGEF2,922,759,2486,3335
ARHGEF2_p155939001,ARHGEF2,390,461,525,760
ARHGEF2_p155939022,ARHGEF2,548,502,1143,1573
ARHGEF2_p155939030,ARHGEF2,500,476,1492,2299
ARID1A_m27022922,ARID1A,453,213,523,643
ARID1A_m27022948,ARID1A,680,304,1495,1231
ARID1A_m27022954,ARID1A,194,117,558,284
ARID1A_m27023176,ARID1A,175,149,392,930
ARID1A_p27022967,ARID1A,1203,1473,2077,4017
ARID1A_p27022974,ARID1A,422,490,964,261
ARID1A_p27023036,ARID1A,66,69,245,187
ARID1A_p27023049,ARID1A,386,341,1463,699
ARID1A_p27023085,ARID1A,229,201,295,659
ARID1A_p27023094,ARID1A,384,699,992,271
ARID1B_m157099097,ARID1B,938,654,889,1750
ARID1B_m157099127,ARID1B,26,46,125,192
ARID1B_m157099157,ARID1B,629,705,341,253
ARID1B_m157099208,ARID1B,142,129,167,873
ARID1B_p157099056,ARID1B,264,321,574,572
ARID1B_p157099065,ARID1B,482,351,1097,1597
ARID1B_p157099099,ARID1B,627,293,654,899
ARID1B_p157099107,ARID1B,374,186,417,840
ARID1B_p157099119,ARID1B,72,108,259,168
ARID1B_p157099200,ARID1B,796,430,1057,1114
ARID2_m46123678,ARID2,662,408,1533,313
ARID2_m46123699,ARID2,427,300,1276,692
ARID2_p46123635,ARID2,352,210,775,772
ARID2_p46123642,ARID2,828,589,1856,1087
ARID2_p46123657,ARID2,956,660,1507,2121
ARID2_p46123668,ARID2,145,368,869,672
ARID2_p46123688,ARID2,526,386,1834,1092
ARID2_p46123841,ARID2,79,450,639,636
ARID2_p46123847,ARID2,354,292,1489,730
ARID2_p46123857,ARID2,653,458,2147,1183
ARID3A_m929529,ARID3A,635,649,871,1158
ARID3A_m929544,ARID3A,448,441,1113,1014
ARID3A_m929657,ARID3A,276,421,1177,1054
ARID3A_m929675,ARID3A,143,142,594,566
ARID3A_m929685,ARID3A,464,99,701,1027
ARID3A_p929518,ARID3A,433,555,1386,1573
ARID3A_p929553,ARID3A,338,182,863,5779
ARID3A_p929577,ARID3A,243,191,138,881
ARID3A_p929664,ARID3A,871,650,1853,2428
ARID3A_p929692,ARID3A,37,110,760,1112
ARID3B_m74836427,ARID3B,571,675,952,401
ARID3B_m74836435,ARID3B,315,507,871,826
ARID3B_m74836770,ARID3B,761,564,1082,673
ARID3B_m74836775,ARID3B,343,372,753,721
ARID3B_m74836799,ARID3B,222,373,1136,638
ARID3B_p74836563,ARID3B,332,409,1603,1031
ARID3B_p74836782,ARID3B,846,547,1785,2704
ARID3B_p74836807,ARID3B,359,226,791,524
ARID3B_p74865197,ARID3B,526,417,1325,1508
ARID3B_p74865462,ARID3B,413,545,970,1151
ARID3C_m34627821,ARID3C,1558,1658,1881,2440
ARID3C_m34627833,ARID3C,543,450,972,766
ARID3C_m34627970,ARID3C,447,404,1205,1440
ARID3C_m34627977,ARID3C,2275,1735,4234,4993
ARID3C_m34627989,ARID3C,113,230,109,234
ARID3C_p34627892,ARID3C,719,616,1083,1715
ARID3C_p34627897,ARID3C,420,577,1107,1493
ARID3C_p34627920,ARID3C,456,457,307,1019
ARID3C_p34627928,ARID3C,783,602,2392,1852
ARID3C_p34627980,ARID3C,308,530,1155,966
ARID4A_m58768296,ARID4A,172,299,944,566
ARID4A_m58768316,ARID4A,889,321,1699,1665
ARID4A_m58768334,ARID4A,1354,936,3526,2896
ARID4A_m58768346,ARID4A,1237,707,2110,2606
ARID4A_m58768353,ARID4A,523,395,1563,1570
ARID4A_m58768361,ARID4A,180,128,195,595
ARID4A_m58771669,ARID4A,420,481,932,2281
ARID4A_m58771686,ARID4A,1038,761,2380,1581
ARID4A_p58768305,ARID4A,648,1008,3709,1276
ARID4A_p58771672,ARID4A,645,758,2202,2291
ARID4B_m235419052,ARID4B,302,228,431,904
ARID4B_m235420487,ARID4B,397,387,655,1166
ARID4B_m235420503,ARID4B,790,574,2035,2398
ARID4B_m235420512,ARID4B,502,218,820,1172
ARID4B_m235424011,ARID4B,1409,751,1249,2091
ARID4B_m235424038,ARID4B,341,274,478,694
ARID4B_p235420460,ARID4B,158,221,433,568
ARID4B_p235420473,ARID4B,28,9,297,300
ARID4B_p235424028,ARID4B,208,209,553,493
ARID4B_p235424042,ARID4B,340,377,2137,1392
ARID5A_m97213145,ARID5A,202,243,624,1197
ARID5A_m97213171,ARID5A,809,391,833,1205
ARID5A_m97213206,ARID5A,516,290,942,1568
ARID5A_m97213212,ARID5A,660,412,1261,1955
ARID5A_m97213242,ARID5A,336,463,1649,1602
ARID5A_m97215118,ARID5A,305,100,478,1063
ARID5A_p97213151,ARID5A,655,622,1211,1224
ARID5A_p97215080,ARID5A,1166,841,531,204
ARID5A_p97215101,ARID5A,719,437,1537,1512
ARID5A_p97215125,ARID5A,340,194,495,864
ARID5B_m63810651,ARID5B,64,43,253,236
ARID5B_m63810684,ARID5B,126,135,146,304
ARID5B_m63810689,ARID5B,964,690,2230,1257
ARID5B_m63810739,ARID5B,432,610,1197,2345
ARID5B_m63810751,ARID5B,708,520,1383,1726
ARID5B_m63816891,ARID5B,38,248,730,458
ARID5B_m63816900,ARID5B,100,167,382,602
ARID5B_p63810698,ARID5B,128,230,458,492
ARID5B_p63810720,ARID5B,966,1044,2150,2221
ARID5B_p63816870,ARID5B,297,170,589,751
ARL2BP_m57279289,ARL2BP,470,388,1354,1355
ARL2BP_m57283729,ARL2BP,83,29,373,220
ARL2BP_m57283748,ARL2BP,1370,1157,3069,3526
ARL2BP_m57283754,ARL2BP,465,279,1077,871
ARL2BP_p57279273,ARL2BP,460,392,1454,1271
ARL2BP_p57280031,ARL2BP,945,818,1299,1170
ARL2BP_p57283665,ARL2BP,114,63,138,277
ARL2BP_p57283700,ARL2BP,806,758,2145,1825
ARL2BP_p57283719,ARL2BP,635,632,1591,2766
ARL2BP_p57284310,ARL2BP,563,701,2246,2389
ARL2_m64781690,ARL2,490,497,244,72
ARL2_m64781695,ARL2,54,46,255,198
ARL2_m64785841,ARL2,450,309,414,633
ARL2_m64785907,ARL2,1245,699,2101,869
ARL2_m64785933,ARL2,193,434,560,343
ARL2_p64781701,ARL2,5,71,21,0
ARL2_p64785830,ARL2,1332,1225,3586,3783
ARL2_p64785860,ARL2,921,634,1301,921
ARL2_p64785913,ARL2,300,165,133,224
ARL2_p64785923,ARL2,495,261,746,211
ARL3_m104459180,ARL3,312,399,1012,1818
ARL3_m104459187,ARL3,2055,884,2720,2711
ARL3_m104465176,ARL3,533,164,654,1407
ARL3_m104465181,ARL3,40,142,213,35
ARL3_p104459117,ARL3,374,339,1399,1407
ARL3_p104465088,ARL3,1034,665,2367,1500
ARL3_p104465098,ARL3,360,575,1739,839
ARL3_p104465135,ARL3,163,157,701,521
ARL3_p104465161,ARL3,738,650,2101,1979
ARL3_p104465187,ARL3,169,129,199,295
ARL4C_m235405137,ARL4C,392,88,909,1136
ARL4C_m235405148,ARL4C,1731,1065,2606,2742
ARL4C_m235405159,ARL4C,621,435,1078,1202
ARL4C_m235405169,ARL4C,785,381,1622,1686
ARL4C_m235405174,ARL4C,561,474,1308,2608
ARL4C_m235405205,ARL4C,549,461,1127,768
ARL4C_p235405128,ARL4C,620,226,734,1257
ARL4C_p235405179,ARL4C,898,858,1766,2125
ARL4C_p235405194,ARL4C,723,702,1492,1964
ARL4C_p235405209,ARL4C,469,411,1127,1411
ARL4D_m41477111,ARL4D,261,187,395,403
ARL4D_m41477130,ARL4D,834,703,724,254
ARL4D_m41477152,ARL4D,196,155,180,348
ARL4D_m41477159,ARL4D,1842,1677,4561,5062
ARL4D_m41477164,ARL4D,984,712,1419,1772
ARL4D_m41477206,ARL4D,758,828,1956,2542
ARL4D_m41477219,ARL4D,615,520,820,546
ARL4D_m41477253,ARL4D,95,390,759,840
ARL4D_p41477175,ARL4D,305,413,1347,987
ARL4D_p41477210,ARL4D,457,341,1002,1003
ARL6IP4_m123465031,ARL6IP4,475,158,377,842
ARL6IP4_m123465043,ARL6IP4,625,495,2969,2169
ARL6IP4_p123464920,ARL6IP4,332,156,913,1091
ARL6IP4_p123464925,ARL6IP4,1083,1018,1964,2343
ARL6IP4_p123464934,ARL6IP4,819,651,1457,2159
ARL6IP4_p123464974,ARL6IP4,139,216,641,835
ARL6IP4_p123464981,ARL6IP4,241,261,1339,1157
ARL6IP4_p123465013,ARL6IP4,745,636,1483,1596
ARL6IP4_p123465023,ARL6IP4,347,232,601,771
ARL6IP4_p123465051,ARL6IP4,500,403,923,1503
ARL8A_m202113608,ARL8A,194,169,569,869
ARL8A_m202113622,ARL8A,426,690,2236,1787
ARL8A_m202113627,ARL8A,569,791,1891,1976
ARL8A_m202113639,ARL8A,951,560,1492,2527
ARL8A_m202113645,ARL8A,468,185,1344,719
ARL8A_m202113652,ARL8A,671,528,1475,1950
ARL8A_m202113663,ARL8A,704,556,1452,1639
ARL8A_m202113670,ARL8A,820,918,1377,2056
ARL8A_m202113675,ARL8A,480,324,981,2692
ARL8A_p202113679,ARL8A,658,137,1010,941
ARL8B_m5164253,ARL8B,211,360,1040,829
ARL8B_p5164191,ARL8B,291,148,822,445
ARL8B_p5164206,ARL8B,490,436,933,1743
ARL8B_p5212219,ARL8B,1219,713,2583,2607
ARL8B_p5212229,ARL8B,478,415,1035,1569
ARL8B_p5212246,ARL8B,620,423,2014,2436
ARL8B_p5213825,ARL8B,202,253,549,724
ARL8B_p5213870,ARL8B,403,411,984,1269
ARL8B_p5216025,ARL8B,36,203,368,451
ARL8B_p5220342,ARL8B,275,405,1273,971
ARNT2_m80696883,ARNT2,230,105,336,253
ARNT2_m80743219,ARNT2,7,356,448,1203
ARNT2_m80743240,ARNT2,464,533,1442,1707
ARNT2_m80743267,ARNT2,466,257,586,1035
ARNT2_m80743277,ARNT2,271,330,489,632
ARNT2_m80743304,ARNT2,726,476,1464,1942
ARNT2_m80743309,ARNT2,0,86,230,637
ARNT2_m80743314,ARNT2,234,396,969,996
ARNT2_p80696865,ARNT2,31,0,79,145
ARNT2_p80750270,ARNT2,415,395,1568,1393
ARNTL2_m27521232,ARNTL2,185,135,242,139
ARNTL2_m27521246,ARNTL2,350,372,603,758
ARNTL2_m27521256,ARNTL2,831,468,2348,1164
ARNTL2_p27485992,ARNTL2,688,391,690,1318
ARNTL2_p27485998,ARNTL2,484,792,1782,1651
ARNTL2_p27486007,ARNTL2,483,468,50,119
ARNTL2_p27486014,ARNTL2,518,410,1007,410
ARNTL2_p27521189,ARNTL2,193,313,451,1271
ARNTL2_p27521213,ARNTL2,158,338,566,1008
ARNTL2_p27521235,ARNTL2,160,185,463,652
ARNTL_m13378315,ARNTL,686,660,1443,1841
ARNTL_m13378600,ARNTL,660,352,1257,1231
ARNTL_m13380059,ARNTL,716,566,1431,1857
ARNTL_m13381897,ARNTL,779,628,2104,2464
ARNTL_m13381905,ARNTL,445,93,340,444
ARNTL_p13378298,ARNTL,359,626,1860,2423
ARNTL_p13378602,ARNTL,649,373,1922,1775
ARNTL_p13380031,ARNTL,195,398,926,1353
ARNTL_p13380084,ARNTL,410,293,1676,975
ARNTL_p13381948,ARNTL,525,699,1055,2215
ARNT_m150830846,ARNT,326,160,669,953
ARNT_m150830866,ARNT,436,265,662,437
ARNT_m150830893,ARNT,298,434,1894,2271
ARNT_m150830911,ARNT,1090,513,1975,1822
ARNT_p150830835,ARNT,66,120,570,947
ARNT_p150830857,ARNT,675,627,1428,2190
ARNT_p150830874,ARNT,999,613,1988,1805
ARNT_p150830880,ARNT,381,291,766,480
ARNT_p150830896,ARNT,802,470,1340,1898
ARNT_p150849022,ARNT,760,434,833,1890
ARRB2_m4614031,ARRB2,159,67,494,674
ARRB2_m4618328,ARRB2,333,177,910,267
ARRB2_m4619308,ARRB2,397,304,1055,1535
ARRB2_m4619705,ARRB2,549,569,1311,1365
ARRB2_m4619718,ARRB2,1603,1520,3343,3265
ARRB2_p4618316,ARRB2,341,432,845,614
ARRB2_p4619260,ARRB2,667,640,2064,3472
ARRB2_p4619268,ARRB2,736,611,1729,2528
ARRB2_p4619287,ARRB2,294,435,927,1076
ARRB2_p4619296,ARRB2,765,536,1198,1877
ARVCF_m19978223,ARVCF,913,722,1394,2603
ARVCF_m19978229,ARVCF,790,754,2095,3789
ARVCF_m19978245,ARVCF,694,458,1248,1241
ARVCF_m19978262,ARVCF,516,135,643,366
ARVCF_m19978268,ARVCF,86,200,616,608
ARVCF_m19978274,ARVCF,743,604,677,2029
ARVCF_m19978280,ARVCF,179,124,693,774
ARVCF_m19978295,ARVCF,660,377,640,1259
ARVCF_p19978232,ARVCF,349,365,415,675
ARVCF_p19978254,ARVCF,266,139,304,450
ARX_m25033676,ARX,413,232,667,586
ARX_m25033749,ARX,570,424,1712,752
ARX_m25033756,ARX,544,247,893,1528
ARX_m25033818,ARX,201,310,692,352
ARX_m25033831,ARX,590,1099,2913,2251
ARX_p25033681,ARX,570,446,1402,1949
ARX_p25033695,ARX,23,131,212,937
ARX_p25033736,ARX,150,96,34,877
ARX_p25033758,ARX,940,1304,3246,2683
ARX_p25033833,ARX,370,248,876,1352
AR_m66863128,AR,167,263,1201,1375
AR_m66863150,AR,219,425,1347,2428
AR_m66863159,AR,737,584,965,1723
AR_m66863243,AR,0,0,0,0
AR_m66905850,AR,683,348,1743,1925
AR_p66863090,AR,416,449,1771,2410
AR_p66863164,AR,479,490,1695,1526
AR_p66863176,AR,526,552,1106,1202
AR_p66863191,AR,487,469,612,1278
AR_p66863202,AR,552,321,1826,1632
ASB8_m48545065,ASB8,655,381,784,1880
ASB8_m48547153,ASB8,394,415,761,980
ASB8_m48547264,ASB8,541,253,841,943
ASB8_p48545028,ASB8,347,246,846,852
ASB8_p48547160,ASB8,700,669,943,2119
ASB8_p48547165,ASB8,223,46,434,493
ASB8_p48547170,ASB8,924,535,1191,2136
ASB8_p48547188,ASB8,986,632,2437,2542
ASB8_p48547201,ASB8,616,259,859,1749
ASB8_p48547249,ASB8,71,200,213,306
ASB9_m15277024,ASB9,1380,999,2178,3427
ASB9_m15277053,ASB9,752,335,733,1000
ASB9_m15287904,ASB9,792,582,1271,1891
ASB9_m15287930,ASB9,430,269,1150,854
ASB9_m15287955,ASB9,682,607,925,1158
ASB9_m15287982,ASB9,355,247,1214,1526
ASB9_m15287991,ASB9,710,601,1808,1675
ASB9_p15277004,ASB9,480,364,1486,657
ASB9_p15287892,ASB9,633,539,1129,1934
ASB9_p15287916,ASB9,808,589,1517,2053
ASCC1_m73970550,ASCC1,663,369,951,320
ASCC1_m73970583,ASCC1,105,116,176,80
ASCC1_m73972946,ASCC1,213,323,634,853
ASCC1_m73972959,ASCC1,496,163,495,647
ASCC1_m73973008,ASCC1,440,232,1051,951
ASCC1_m73973017,ASCC1,353,73,1011,338
ASCC1_p73970563,ASCC1,244,195,1223,716
ASCC1_p73972971,ASCC1,274,254,932,738
ASCC1_p73972976,ASCC1,258,253,728,667
ASCC1_p73972995,ASCC1,323,216,736,454
ASCC3_m101307052,ASCC3,349,404,1644,1761
ASCC3_m101311941,ASCC3,235,138,1262,400
ASCC3_m101315785,ASCC3,502,751,3886,1923
ASCC3_m101315797,ASCC3,191,89,230,337
ASCC3_m101315853,ASCC3,486,307,783,1062
ASCC3_p101307039,ASCC3,126,239,1033,1314
ASCC3_p101307044,ASCC3,89,62,109,27
ASCC3_p101312026,ASCC3,448,362,1196,1216
ASCC3_p101315801,ASCC3,83,161,256,458
ASCC3_p101315841,ASCC3,475,379,1151,1517
ASCL1_m103352038,ASCL1,102,130,257,284
ASCL1_m103352083,ASCL1,468,289,766,752
ASCL1_m103352091,ASCL1,538,389,1222,2193
ASCL1_m103352100,ASCL1,398,344,414,893
ASCL1_m103352110,ASCL1,194,376,1135,1298
ASCL1_m103352149,ASCL1,225,389,1495,1775
ASCL1_p103352021,ASCL1,685,601,1417,1837
ASCL1_p103352028,ASCL1,574,637,1647,1258
ASCL1_p103352102,ASCL1,280,150,547,819
ASCL1_p103352114,ASCL1,135,163,250,437
ASCL2_m2291414,ASCL2,405,393,827,1016
ASCL2_m2291428,ASCL2,85,151,781,801
ASCL2_m2291451,ASCL2,175,144,1132,282
ASCL2_m2291457,ASCL2,258,279,1964,1224
ASCL2_m2291493,ASCL2,530,142,739,738
ASCL2_m2291541,ASCL2,266,204,1117,389
ASCL2_m2291554,ASCL2,1195,1218,4407,3182
ASCL2_p2291406,ASCL2,667,496,1320,2403
ASCL2_p2291418,ASCL2,524,179,699,579
ASCL2_p2291496,ASCL2,683,320,1200,1348
ASCL3_m8959584,ASCL3,305,308,474,867
ASCL3_m8959617,ASCL3,344,176,602,834
ASCL3_m8959694,ASCL3,498,338,960,720
ASCL3_p8959588,ASCL3,694,980,2098,2706
ASCL3_p8959603,ASCL3,100,120,249,677
ASCL3_p8959609,ASCL3,477,410,886,457
ASCL3_p8959623,ASCL3,350,654,2269,2363
ASCL3_p8959634,ASCL3,789,441,1320,1410
ASCL3_p8959643,ASCL3,1136,418,2029,2986
ASCL3_p8959655,ASCL3,573,466,1221,1406
ASF1A_m119215621,ASF1A,146,221,714,1292
ASF1A_m119215628,ASF1A,762,518,2137,1597
ASF1A_m119215639,ASF1A,644,247,1246,1017
ASF1A_m119215659,ASF1A,676,444,1726,1766
ASF1A_m119215678,ASF1A,518,340,529,1092
ASF1A_p119215585,ASF1A,612,576,1519,1467
ASF1A_p119215591,ASF1A,332,572,1436,1599
ASF1A_p119215651,ASF1A,335,717,1476,2455
ASF1A_p119215664,ASF1A,364,302,472,469
ASF1A_p119222001,ASF1A,162,109,225,511
ASF1B_m14237041,ASF1B,79,150,726,784
ASF1B_m14247161,ASF1B,332,320,612,624
ASF1B_m14247168,ASF1B,609,462,676,1148
ASF1B_m14247234,ASF1B,593,588,588,1237
ASF1B_m14247240,ASF1B,166,111,306,382
ASF1B_m14247255,ASF1B,605,511,1498,1103
ASF1B_m14247261,ASF1B,917,896,3965,3232
ASF1B_p14247147,ASF1B,531,557,1427,1544
ASF1B_p14247184,ASF1B,432,325,368,957
ASF1B_p14247213,ASF1B,81,96,474,204
ASH1L_m155491119,ASH1L,622,567,1209,355
ASH1L_m155491130,ASH1L,439,330,790,871
ASH1L_m155491157,ASH1L,628,424,1534,1813
ASH1L_m155491263,ASH1L,254,161,698,602
ASH1L_m155491278,ASH1L,932,407,1074,1911
ASH1L_m155491284,ASH1L,493,279,850,1087
ASH1L_p155490990,ASH1L,602,24,348,830
ASH1L_p155491144,ASH1L,819,472,930,1200
ASH1L_p155491214,ASH1L,590,671,2053,2019
ASH1L_p155491221,ASH1L,1694,1596,3011,4325
ASH2L_m37964606,ASH2L,845,972,586,293
ASH2L_m37967947,ASH2L,385,352,976,301
ASH2L_p37964555,ASH2L,800,290,1150,1394
ASH2L_p37964567,ASH2L,315,228,492,230
ASH2L_p37964580,ASH2L,270,53,148,222
ASH2L_p37964591,ASH2L,699,395,780,424
ASH2L_p37964597,ASH2L,514,408,947,334
ASH2L_p37964613,ASH2L,799,507,637,389
ASH2L_p37964649,ASH2L,801,805,2691,2917
ASH2L_p37967933,ASH2L,175,219,227,156
ASNA1_m12848388,ASNA1,453,816,1584,1494
ASNA1_m12848397,ASNA1,697,220,57,32
ASNA1_m12848473,ASNA1,522,237,119,5
ASNA1_m12849333,ASNA1,604,410,1261,2100
ASNA1_p12848360,ASNA1,504,576,1650,996
ASNA1_p12848369,ASNA1,133,267,472,476
ASNA1_p12848413,ASNA1,206,186,1001,185
ASNA1_p12848424,ASNA1,1232,1559,2476,2109
ASNA1_p12848458,ASNA1,439,429,441,305
ASNA1_p12849312,ASNA1,377,266,703,523
ASPA_m3379532,ASPA,251,102,343,125
ASPA_m3379618,ASPA,363,475,1250,1221
ASPA_m3379640,ASPA,439,460,1191,1003
ASPA_m3384921,ASPA,514,216,1297,892
ASPA_p3379495,ASPA,958,575,1840,1243
ASPA_p3379510,ASPA,1037,570,2174,2767
ASPA_p3379521,ASPA,290,211,230,285
ASPA_p3379543,ASPA,250,642,1510,2433
ASPA_p3379564,ASPA,281,306,751,968
ASPA_p3379569,ASPA,753,557,1751,1425
ASPM_m197115387,ASPM,407,277,681,513
ASPM_m197115411,ASPM,484,256,914,844
ASPM_m197115432,ASPM,336,365,981,436
ASPM_m197115513,ASPM,1184,601,1066,1337
ASPM_m197115550,ASPM,157,395,726,1188
ASPM_m197115558,ASPM,265,259,170,521
ASPM_p197115377,ASPM,522,452,339,709
ASPM_p197115419,ASPM,141,60,222,193
ASPM_p197115436,ASPM,473,483,591,317
ASPM_p197115465,ASPM,79,186,239,121
