SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	METHODS	MUTATIONS	SAMPLES	QVALUE_COMBINATION	ROLE	CGC_GENE	CGC_CANCER_GENE	DOMAINS	2D_CLUSTERS	3D_CLUSTERS	EXCESS_MIS	EXCESS_NON	EXCESS_SPL
ARID2	ENST00000334344	OTHER_WGS_PBCA_DE_MB	MBL	combination	3.0	3.0	0.0006797072759728	LoF	True	False				0.0	0.992180047351754	0.0
ARID2	ENST00000334344	HARTWIG_WGS_MEL_2020	MEL	oncodrivefml,dndscv,cbase,mutpanning	34.0	27.0	9.998678394934892e-25	LoF	True	False		314:314		0.7412259529424753	0.9772035246871346	0.9772035246871346
ARID2	ENST00000334344	CBIOP_WXS_SKCM_BROAD	MEL	combination	7.0	5.0	5.913746218948666e-06	LoF	True	False				0.0	0.9496625378501262	0.9496625378501262
ARID2	ENST00000334344	CBIOP_WXS_CM_VALLEN_2018	MEL	oncodrivefml,dndscv,cbase,mutpanning	22.0	15.0	1.3326590251745556e-13	LoF	True	False				0.1712742403049368	0.938980394446198	0.938980394446198
ARID2	ENST00000334344	ICGC_WGS_MEL_MELA_AU_2019	MEL	oncodrivefml,cbase,mutpanning	13.0	10.0	1.2103133266985933e-13	LoF	True	False				0.8891863927598506	0.9887315357065172	0.9887315357065172
ARID2	ENST00000334344	PCAWG_WGS_SKIN_MELANOMA	MEL	combination	14.0	13.0	0.0017456281636382	LoF	True	False				0.2837239734579254	0.893045293450596	0.0
ARID2	ENST00000334344	TCGA_WXS_MEL	MEL	oncodrivefml,dndscv,cbase,mutpanning	94.0	68.0	3.46385867801034e-23	LoF	True	False		294:297,542:542		0.2894526445488805	0.8818750949646871	0.8818750949646871
ARID2	ENST00000334344	ICGC_WXS_NPC_ORCA_IN_2019	NPC	dndscv,cbase	11.0	11.0	6.301152405328121e-06	LoF	True	False				0.404443084359463	0.975673435354337	0.0
ARID2	ENST00000334344	HARTWIG_WGS_NSCLC_2020	NSCLC	combination	33.0	24.0	0.0016858513086228	LoF	True	False				0.2150038910740456	0.8253178533775535	0.8253178533775535
ARID2	ENST00000334344	HARTWIG_WGS_OVT_2020	OVT	combination	4.0	4.0	0.094204575752546	Act	True	False				0.5175964061573282	0.0	0.0
ARID2	ENST00000334344	ICGC_WGS_PAAD_PACA_AU_2019	PAAD	combination	3.0	2.0	1.645155972525906e-06	LoF	True	False				0.0	0.9888100229226244	0.0
ARID2	ENST00000334344	OTHER_WGS_PBCA_DE_PIA	PAST	oncodrivefml,dndscv,cbase	4.0	4.0	9.84819025420396e-09	LoF	True	False				0.0	0.9839581294702674	0.0
ARID2	ENST00000334344	TCGA_WXS_PRCC	PRCC	combination	7.0	6.0	0.0043039085012312	LoF	True	False				0.4521348468348625	0.9096548633820724	0.9096548633820724
ARID2	ENST00000334344	HARTWIG_WGS_SBC_2020	SBC	combination	5.0	3.0	0.0007188552833068	Act	True	False				0.8150307463175963	0.0	0.9619133394230944
ARID2	ENST00000334344	CBIOP_WGS_STAD_ONCOSG_2018	STAD	combination	7.0	4.0	2.675334460987857e-05	LoF	True	False				0.4469789035179354	0.96743205685127	0.96743205685127
ARID2	ENST00000334344	TCGA_WXS_STAD	STAD	dndscv,cbase,mutpanning	22.0	17.0	8.745046314892085e-06	LoF	True	False				0.0706119016045391	0.9303368506337788	0.9303368506337788
ARID2	ENST00000334344	TCGA_WXS_WDTC	WDTC	combination	3.0	3.0	0.0059129984696681	LoF	True	False				0.0	0.9159053249448766	0.0
ARNT	ENST00000358595	TCGA_WXS_PGNG	PGNG	combination	2.0	2.0	0.0403804537300311	Act	True	False				0.9102648885751036	0.0	0.0
ARNT	ENST00000358595	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC	combination	2.0	2.0	0.1886439661686852	LoF	True	False				0.6056387177451177	0.943187870356233	0.0
ASXL1	ENST00000375687	ICGC_WXS_AML_LAML_CN_2019	AML	oncodrivefml,dndscv	4.0	2.0	2.301335699629721e-11	LoF	True	False				0.0	0.999640478745801	0.0
ASXL1	ENST00000375687	OTHER_WXS_AML_PRY_BEAT_2018	AML	oncodrivefml	2.0	2.0	7.756368634120438e-07	LoF	True	False				0.0	0.9677134145934913	0.0
ASXL1	ENST00000375687	TCGA_WXS_AML	AML	cbase	6.0	4.0	3.64301762423552e-06	LoF	True	False				0.790642552015399	0.9929934256125752	0.9929934256125752
ASXL1	ENST00000375687	TCGA_WXS_BLCA	BLCA	cbase	22.0	20.0	4.434772050005696e-06	LoF	True	False				0.3811677477234079	0.8756050587856431	0.0
ASXL1	ENST00000375687	CBIOP_WXS_CLL_IUOPA_2015	CLLSLL	oncodrivefml,dndscv,cbase,mutpanning	5.0	5.0	2.113519946838397e-09	LoF	True	False				0.9189459682964332	0.997971256612778	0.0
ASXL1	ENST00000375687	PCAWG_WGS_LYMPH_CLL	CLLSLL	combination	2.0	2.0	1.2475822568843826e-05	LoF	True	False				0.8616635827469515	0.9896596713102316	0.0
ASXL1	ENST00000375687	CPTAC_WXS_COAD_2020	COAD	combination	3.0	3.0	0.0058551655961851	LoF	True	False				0.6158753988106951	0.984497663214503	0.0
ASXL1	ENST00000375687	TCGA_WXS_ESCA	ESCA	combination	10.0	9.0	1.0620754748605504e-05	LoF	True	False				0.8639840413080289	0.9164668202421076	0.0
ASXL1	ENST00000375687	PEDCBIOP_WXS_HGG_PRY	HGGNOS	oncodrivefml	2.0	2.0	5.3706729451394176e-08	LoF	True	False				0.0	0.9967981471398244	0.0
ASXL1	ENST00000375687	TCGA_WXS_HNSC	HNSC	combination	20.0	15.0	0.0066674817443272	LoF	True	False				0.0	0.8291649015459946	0.0
ASXL1	ENST00000375687	PEDCBIOP_WXS_MBL_SHH_PRY	MBL	combination	2.0	2.0	0.0266118668961958	LoF	True	False				0.0	0.996170005046287	0.0
ASXL1	ENST00000375687	OTHER_WGS_PBCA_DE_PIA	PAST	dndscv,cbase	4.0	4.0	1.0053019104187587e-05	LoF	True	False				0.0	0.9865577400486512	0.0
ASXL1	ENST00000375687	ICGC_WGS_PRAD_PRAD_UK_2019	PRAD	mutpanning	5.0	3.0	2.644866907512684e-07	LoF	True	False				0.9309816423469328	0.9945461566089336	0.9945461566089336
ASXL2	ENST00000435504	PCAWG_WGS_MYELOID_AML	AML	oncodrivefml	3.0	3.0	1.553237048636535e-09	LoF	True	True				0.9969775925586756	0.9997155028446916	0.0
ASXL2	ENST00000435504	TCGA_WXS_BLCA	BLCA	oncodrivefml,dndscv,smregions,cbase,mutpanning	37.0	29.0	6.7555321828345555e-25	LoF	True	False	PF13919:259:380	325:330		0.79798625626793	0.9307442388658432	0.0
ASXL2	ENST00000435504	HARTWIG_WGS_PRAD_2020	PRAD	combination	5.0	3.0	0.1742504861689408	ambiguous	True	False				0.0	0.0	0.8605968457140178
ATF7IP	ENST00000544627	TCGA_WXS_LUAD	LUAD	dndscv,cbase,mutpanning	15.0	13.0	0.0001435649653124	LoF	False	False				0.2985803289805068	0.9468093225239934	0.9468093225239934
ATF7IP	ENST00000544627	TCGA_WXS_UCEC	UCEC	oncodrivefml,dndscv,cbase,mutpanning	23.0	16.0	9.422151069032341e-08	LoF	False	False				0.0	0.9418567695617434	0.9418567695617434
ATG7	ENST00000354449	TCGA_WXS_CCRCC	CCRCC	dndscv,cbase	4.0	3.0	0.0006248110865669	LoF	False	False				0.0	0.9776681801002116	0.9776681801002116
ATM	ENST00000278616	HARTWIG_WGS_BLCA_2020	BLCA	combination	16.0	9.0	2.773317036589013e-05	LoF	True	False				0.0	0.8601226844386388	0.8601226844386388
ATM	ENST00000278616	ICGC_WXS_BLCA_BLCA_CN_2019	BLCA	combination	5.0	5.0	0.0008055550329416	LoF	True	False				0.4476149038481978	0.7021465025311551	0.0
ATM	ENST00000278616	TCGA_WXS_BLCA	BLCA	dndscv,cbase,mutpanning	64.0	48.0	2.0405964732466896e-10	LoF	True	False				0.5988898609477723	0.8410013012282553	0.8410013012282553
ATM	ENST00000278616	HARTWIG_WGS_BRCA_2020	BRCA	cbase	23.0	22.0	0.0004909721747337	Act	True	False				0.7021062801646808	0.5763844831062532	0.5763844831062532
ATM	ENST00000278616	ICGC_WGS_BRCA_BRCA_EU_2019	BRCA	combination	5.0	4.0	0.0030928306938131	Act	True	False				0.3286582291905743	0.0	0.0
ATM	ENST00000278616	TCGA_WXS_CCRCC	CCRCC	cbase,mutpanning	17.0	11.0	3.0112244845248194e-06	LoF	True	False				0.6531759175665625	0.9053796387050428	0.0
ATM	ENST00000278616	ICGC_WXS_CHOL_BTCA_JP_2019	CHOL	combination	13.0	9.0	2.6721989745847912e-05	LoF	True	False				0.385171659154078	0.9327580883704228	0.9327580883704228
ATM	ENST00000278616	CBIOP_WXS_CLL_IUOPA_2015	CLLSLL	oncodrivefml,dndscv,cbase,mutpanning	36.0	26.0	5.1308987702340525e-20	LoF	True	False				0.9926320746548556	0.997982400736986	0.997982400736986
ATM	ENST00000278616	CBIOP_WXS_CLL_BROAD_2013	CLLSLL	dndscv,cbase	12.0	8.0	7.036880169450756e-11	LoF	True	False				0.998210162967111	0.9992146535799518	0.9992146535799518
ATM	ENST00000278616	ICGC_WGS_CLLSLL_CLLE_ES_2019	CLLSLL	combination	3.0	3.0	0.0011066293716721	Act	True	False				0.9310348619818164	0.0	0.0
ATM	ENST00000278616	ICGC_WXS_CLLSLL_CLLE_ES_2019	CLLSLL	smregions	3.0	3.0	0.0001950511628379	LoF	True	False	PF02259:2097:2488			0.9541280003263052	0.9880004959087416	0.0
ATM	ENST00000278616	PCAWG_WGS_LYMPH_CLL	CLLSLL	dndscv,cbase,mutpanning	14.0	7.0	2.0048446908070773e-23	LoF	True	False				0.9251816837417758	0.9904627341284942	0.9904627341284942
ATM	ENST00000278616	HARTWIG_WGS_COADREAD_2020	COADREAD	dndscv,cbase,mutpanning	56.0	41.0	5.5714646153122056e-08	LoF	True	False				0.4312550129467539	0.8833228216055443	0.8833228216055443
ATM	ENST00000278616	PCAWG_WGS_COLORECT_ADENOCA	COADREAD	cbase	7.0	5.0	2.190981603305708e-05	LoF	True	False				0.8884921707707154	0.967300117880497	0.0
ATM	ENST00000278616	TCGA_WXS_COADREAD	COADREAD	oncodrivefml,dndscv,cbase,mutpanning,hotmaps	37.0	28.0	4.224900739732085e-15	LoF	True	False		337:337	292,337	0.9118489308282296	0.9772635393060292	0.9772635393060292
ATM	ENST00000278616	ICGC_WGS_ESCA_ESAD_UK_2019	ESCA	cbase	18.0	17.0	0.0001284716869708	LoF	True	False				0.929621054750748	0.941044950707649	0.0
ATM	ENST00000278616	TCGA_WXS_ESCA	ESCA	combination	10.0	9.0	0.0140260488773681	Act	True	False				0.6726260263553143	0.0	0.0
ATM	ENST00000278616	ICGC_WXS_HCC_LICA_FR_2019	HCC	combination	11.0	11.0	0.0001285617717678	LoF	True	False				0.6046611718780489	0.8982246486111881	0.8982246486111881
ATM	ENST00000278616	TCGA_WXS_HCC	HCC	combination	13.0	11.0	0.0186280213369454	LoF	True	False				0.6400740737229764	0.7601126067958813	0.7601126067958813
ATM	ENST00000278616	CBIOP_WXS_LUAD_VALLEN_2018	LUAD	combination	6.0	5.0	0.0036563482496563	LoF	True	False				0.9572767356977828	0.9898933050665578	0.0
ATM	ENST00000278616	CBIOP_WXS_LUAD_BROAD	LUAD	cbase	18.0	16.0	8.955869543323435e-07	LoF	True	False				0.7481654184403193	0.932980751710796	0.932980751710796
ATM	ENST00000278616	PCAWG_WGS_LUNG_ADENOCA	LUAD	combination	3.0	2.0	0.0178254745198809	LoF	True	False				0.7543933010672392	0.9611054209212276	0.0
ATM	ENST00000278616	TCGA_WXS_LUAD	LUAD	oncodrivefml,cbase,mutpanning	51.0	41.0	3.2272899323327024e-14	LoF	True	False				0.7637103740092349	0.8988469616754253	0.8988469616754253
ATM	ENST00000278616	PCAWG_WGS_SKIN_MELANOMA	MEL	combination	8.0	7.0	0.0012088863846331	LoF	True	False				0.7951956442195351	0.9418491532829136	0.0
ATM	ENST00000278616	HARTWIG_WGS_NSCLC_2020	NSCLC	cbase	41.0	31.0	3.676128033579861e-05	LoF	True	False				0.6551726867061479	0.778156572030771	0.778156572030771
ATM	ENST00000278616	CPTAC_WXS_PAAD_2021	PAAD	combination	7.0	6.0	0.0121634031116064	LoF	True	False				0.4349501439097147	0.8289393005136294	0.0
ATM	ENST00000278616	ICGC_WGS_PAAD_PACA_CA_2019	PAAD	combination	4.0	2.0	0.000954406927574	LoF	True	False				0.5999912432135713	0.9698599334071286	0.9698599334071286
ATM	ENST00000278616	ICGC_WGS_PAAD_PACA_AU_2019	PAAD	combination	6.0	4.0	0.0001804641950973	Act	True	False				0.9452408407274876	0.0	0.0
ATM	ENST00000278616	ICGC_WXS_PAAD_PACA_AU_2019	PAAD	combination	5.0	4.0	0.0393056362980978	Act	True	False				0.974543141347498	0.0	0.9835454967834713
ATM	ENST00000278616	PCAWG_WGS_PANC_ADENOCA	PAAD	combination	9.0	6.0	0.0004948376070896	LoF	True	False				0.8237510360256008	0.9804381899273524	0.9804381899273524
ATM	ENST00000278616	TCGA_WXS_PAAD	PAAD	combination	7.0	5.0	0.0002582822757541	LoF	True	False				0.8724071322085761	0.9618219261461212	0.9618219261461212
ATM	ENST00000278616	PCAWG_WGS_PANC_ENDOCRINE	PANET	combination	4.0	4.0	0.0003474462119335	Act	True	False				0.946406658681813	0.0	0.0
ATM	ENST00000278616	OTHER_WGS_MM_NATLEUK2018	PCM	combination	42.0	32.0	0.0002738552025453	Act	True	False				0.5791802695207074	0.436863604196857	0.436863604196857
ATM	ENST00000278616	CBIOP_WGS_PRAD_EURUROL_2017	PRAD	combination	2.0	2.0	0.0001372558860787	LoF	True	False				0.824360406047932	0.9794489179043204	0.0
ATM	ENST00000278616	HARTWIG_WGS_PRAD_2020	PRAD	cbase,mutpanning	26.0	17.0	1.068873579914602e-08	LoF	True	False		2872:2872		0.7985180169896025	0.9098270909822944	0.9098270909822944
ATM	ENST00000278616	CBIOP_WXS_PRAD_BROAD_2013	PRAD	cbase,mutpanning	6.0	5.0	7.962106161201737e-14	LoF	True	False				0.92124856196087	0.9829963191385406	0.0
ATM	ENST00000278616	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD	oncodrivefml,cbase,mutpanning	14.0	11.0	3.1881398283203507e-10	LoF	True	False				0.7515265529215975	0.977540420617952	0.977540420617952
ATM	ENST00000278616	CBIOP_WXS_PRAD_SU2C_2019	PRAD	oncodrivefml,dndscv,cbase,mutpanning	27.0	19.0	3.6460932295484567e-22	LoF	True	False				0.6896339818267142	0.9714218488016554	0.9714218488016554
ATM	ENST00000278616	ICGC_WGS_PRAD_EOPC_DE_2019	PRAD	combination	2.0	2.0	0.0030052368727191	LoF	True	False				0.5328374372678695	0.9431834736948124	0.0
ATM	ENST00000278616	OTHER_WGS_PRAD_CPGEA_2021	PRAD	mutpanning	11.0	6.0	1.847091312000163e-05	Act	True	False				0.9473096826720048	0.0	0.9727625735169728
ATM	ENST00000278616	PCAWG_WGS_PROST_ADENOCA	PRAD	cbase	6.0	5.0	0.000147234196216	LoF	True	False				0.9337917680104736	0.9817256197142664	0.9817256197142664
ATM	ENST00000278616	TCGA_WXS_PRAD	PRAD	combination	22.0	19.0	1.997699912545411e-05	Act	True	False				0.8224782733717183	0.0	0.0
ATM	ENST00000278616	CBIOP_WGS_STAD_ONCOSG_2018	STAD	combination	9.0	7.0	0.0008871555194867	LoF	True	False		337:337		0.6377712823761255	0.8914566811171023	0.0
ATM	ENST00000278616	ICGC_WXS_STAD_GACA_CN_2019	STAD	dndscv,mutpanning	4.0	2.0	1.9683440604616225e-07	LoF	True	False				0.0	0.9745025814216636	0.9745025814216636
ATM	ENST00000278616	HARTWIG_WGS_UCEC_2020	UCEC	combination	3.0	3.0	0.0001820275920853	Act	True	False				0.8940491365302692	0.0	0.0
ATM	ENST00000278616	TCGA_WXS_UCEC	UCEC	dndscv,cbase	54.0	34.0	1.3898480438688338e-07	LoF	True	False				0.5155759479087486	0.8648544040235667	0.8648544040235667
ATP1A1	ENST00000537345	HARTWIG_WGS_BRCA_2020	BRCA	hotmaps	5.0	5.0	0.0167271044045876	Act	True	False			878,877	0.2681534458552196	0.0	0.0
ATP1A1	ENST00000537345	ICGC_WGS_BRCA_BRCA_EU_2019	BRCA	combination	5.0	2.0	0.0051174392237087	LoF	True	False				0.0	0.9467455025242454	0.9467455025242454
ATR	ENST00000350721	ICGC_WGS_MEL_MELA_AU_2019	MEL	combination	5.0	5.0	0.0003197391874253	LoF	True	False				0.7733830988029993	0.950730354325048	0.0
ATR	ENST00000350721	HARTWIG_WGS_RCC_2020	RCC	combination	4.0	3.0	0.0241965346069957	Act	True	False				0.6625659872566494	0.0	0.8772821657603382
ATR	ENST00000350721	CBIOP_WGS_STAD_ONCOSG_2018	STAD	combination	9.0	3.0	0.0019091815625474	LoF	True	True				0.3126640989816112	0.8480463103969919	0.0
ATRX	ENST00000373344	STJUDE_WGS_D_ACC_2018	ACC	oncodrivefml,dndscv,cbase	3.0	3.0	4.213021544924576e-21	LoF	True	False				0.0	0.999696587884826	0.0
ATRX	ENST00000373344	PEDCBIOP_WXS_ACC_PRY	ACC	oncodrivefml,dndscv,cbase	3.0	3.0	7.807656973855154e-21	LoF	True	False				0.0	0.9980810620958352	0.0
ATRX	ENST00000373344	TCGA_WXS_ACC	ACC	cbase	4.0	4.0	0.0027360399060577	LoF	True	False				0.5192224595268458	0.9744472949071102	0.0
ATRX	ENST00000373344	CBIOP_WXS_CLL_IUOPA_2015	CLLSLL	combination	7.0	7.0	0.0046442313176771	Act	True	False				0.9806290384842264	0.0	0.0
ATRX	ENST00000373344	PCAWG_WGS_LYMPH_CLL	CLLSLL	combination	2.0	2.0	0.0055278974789517	Act	True	False				0.9046815189412428	0.0	0.0
ATRX	ENST00000373344	HARTWIG_WGS_GBM_2020	GBM	mutpanning	5.0	3.0	9.008245105030441e-08	LoF	True	True				0.0	0.9843482762002608	0.9843482762002608
ATRX	ENST00000373344	CPTAC_WXS_GBM_2020	GBM	cbase	10.0	6.0	2.501208168299848e-07	LoF	True	True				0.9771008038437028	0.9966364500946086	0.0
ATRX	ENST00000373344	ICGC_WXS_GBM_GBM_CN_2019	GBM	dndscv,cbase,mutpanning	8.0	6.0	2.7556265619346034e-10	LoF	True	True				0.9590858457277908	0.9966805563466064	0.9966805563466064
ATRX	ENST00000373344	PCAWG_WGS_CNS_GBM	GBM	combination	5.0	3.0	0.0022028291346447	LoF	True	True				0.7699197601815427	0.967566226286814	0.0
ATRX	ENST00000373344	TCGA_WXS_GBM	GBM	cbase,mutpanning	37.0	28.0	2.818283859068321e-12	LoF	True	True				0.7535207106030463	0.900674306877544	0.0
ATRX	ENST00000373344	STJUDE_WGS_D_HGG_2018	HGGNOS	combination	3.0	3.0	0.1753725854593493	ambiguous	True	False				0.0	0.0	0.0
ATRX	ENST00000373344	PEDCBIOP_WXS_HGG_PRY	HGGNOS	dndscv,smregions,cbase,mutpanning	16.0	12.0	2.791496206368824e-16	LoF	True	False	PF00176:1569:1887			0.933936407117792	0.9906691917377396	0.9906691917377396
ATRX	ENST00000373344	PCAWG_WGS_CNS_OLIGO	LGGNOS	combination	7.0	4.0	0.0259451699770333	ambiguous	True	False				0.0	0.0	0.9949423474062256
ATRX	ENST00000373344	TCGA_WXS_LGGNOS	LGGNOS	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning	213.0	137.0	1.2714752892550573e-22	LoF	True	False		1426:1431		0.8962717632118572	0.99283167161873	0.99283167161873
ATRX	ENST00000373344	ICGC_WGS_LMS_LMS_FR_2019	LMS	oncodrivefml,dndscv,smregions,cbase	12.0	10.0	4.0376261844518644e-22	LoF	True	False	PF00176:1569:1887			0.951273162747324	0.9946078608869992	0.0
ATRX	ENST00000373344	STJUDE_WGS_D_NB_2018	NBL	cbase	5.0	5.0	4.090371138890407e-05	LoF	True	False				0.9817269530351808	0.9906429274009764	0.0
ATRX	ENST00000373344	OTHER_WXS_NBL_SCIENCE_COLOGNE_2018	NBL	mutpanning	3.0	3.0	1.90814051746856e-07	LoF	True	False				0.6990980402206168	0.977965889344274	0.0
ATRX	ENST00000373344	TARGET_WGS_NBL_US	NBL	cbase	5.0	5.0	0.0001563565850907	LoF	True	False				0.8153214850868103	0.954912211520816	0.0
ATRX	ENST00000373344	STJUDE_WGS_M_OS_2018	OS	combination	3.0	3.0	5.523211386003147e-06	LoF	True	False				0.9696090315737882	0.9960754919589236	0.0
ATRX	ENST00000373344	STJUDE_WGS_D_OS_2018	OS	combination	3.0	3.0	3.213906486662788e-05	LoF	True	False				0.9270214240888672	0.9909437086549095	0.0
ATRX	ENST00000373344	HARTWIG_WGS_OS_2020	OS	dndscv,cbase,mutpanning	26.0	16.0	3.600782154120324e-29	LoF	True	False				0.8364908711665191	0.9827325292376518	0.9827325292376518
ATRX	ENST00000373344	PEDCBIOP_WXS_OS_PRY	OS	combination	4.0	3.0	0.0008664880371572	LoF	True	False				0.0	0.9888723706351126	0.0
ATRX	ENST00000373344	TARGET_WXS_OS_2020	OS	combination	8.0	7.0	4.678921840861602e-05	LoF	True	False				0.9202553092273872	0.9861530374262524	0.9861530374262524
ATRX	ENST00000373344	HARTWIG_WGS_PANET_2020	PANET	cbase,mutpanning	6.0	6.0	7.429531902438793e-05	LoF	True	True				0.9964355289189748	0.9981193745023	0.0
ATRX	ENST00000373344	PCAWG_WGS_PANC_ENDOCRINE	PANET	dndscv,cbase,mutpanning	9.0	8.0	9.035295805068244e-09	LoF	True	True				0.7708521353949024	0.9896449070376048	0.9896449070376048
ATRX	ENST00000373344	OTHER_WGS_PBCA_DE_PIA	PAST	cbase	17.0	9.0	5.385789855879715e-06	LoF	True	False				0.8468560093428572	0.9785088421915058	0.9785088421915058
ATRX	ENST00000373344	TCGA_WXS_SOFT_TISSUE	SOFT_TISSUE	oncodrivefml,dndscv,cbase,mutpanning	36.0	31.0	9.687193823849944e-27	LoF	True	False				0.8232049830307236	0.9913821783495724	0.9913821783495724
AXIN1	ENST00000262320	HARTWIG_WGS_ESCA_2020	ESCA	combination	4.0	4.0	0.0030554982077975	LoF	True	False				0.7117263418994081	0.980215335231076	0.0
AXIN1	ENST00000262320	CBIOP_WXS_ESCA_EGC_TRAP_2020	ESCA	combination	2.0	2.0	0.0006428687567487	LoF	True	False				0.9513822423727778	0.9961889743961092	0.0
AXIN1	ENST00000262320	TCGA_WXS_GBM	GBM	cbase	5.0	5.0	3.428090600259504e-06	LoF	True	False				0.8642115878457657	0.984989268504076	0.0
AXIN1	ENST00000262320	HARTWIG_WGS_HCC_2020	HCC	combination	4.0	3.0	0.0107472605595545	LoF	True	True				0.0	0.9776951731886784	0.0
AXIN1	ENST00000262320	CBIOP_WXS_HCC_AMC_PRV	HCC	oncodrivefml,dndscv,cbase,mutpanning	15.0	10.0	4.049942169126581e-29	LoF	True	True		806:806		0.8556956866762278	0.9923047925533406	0.9923047925533406
AXIN1	ENST00000262320	ICGC_WXS_HCC_LICA_FR_2019	HCC	oncodrivefml,dndscv,cbase,mutpanning	24.0	16.0	4.2097295020025e-25	LoF	True	True				0.7000122038294174	0.9937169199169744	0.0
AXIN1	ENST00000262320	ICGC_WXS_HCC_LINC_JP_2019	HCC	oncodrivefml,dndscv,cbase,mutpanning	17.0	12.0	1.4265027777551157e-29	LoF	True	True				0.4453425453680923	0.9869656455376604	0.0
AXIN1	ENST00000262320	ICGC_WXS_HCC_LICA_CN_VARSCAN_2019	HCC	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning	12.0	11.0	1.1556448128697781e-23	LoF	True	True		611:611		0.7147423908714774	0.9933941662087966	0.0
AXIN1	ENST00000262320	PCAWG_WGS_LIVER_HCC	HCC	oncodrivefml,dndscv,cbase,mutpanning	26.0	17.0	2.8707419413215787e-35	LoF	True	True				0.0	0.990393533885366	0.990393533885366
AXIN1	ENST00000262320	TCGA_WXS_HCC	HCC	oncodrivefml,dndscv,cbase,mutpanning	27.0	19.0	5.5121399405609614e-30	LoF	True	True				0.3998732889563486	0.9887612003435317	0.9887612003435317
AXIN1	ENST00000262320	ICGC_WXS_HCC_LICA_CN_STRELKA_2019	HCC	dndscv,cbase	54.0	30.0	7.025972325534877e-08	LoF	True	True		699:701		0.0	0.9659540614389006	0.0
AXIN1	ENST00000262320	HARTWIG_WGS_HNSC_2020	HNSC	combination	3.0	2.0	0.0230907051383618	Act	True	False				0.8339897881906689	0.0	0.9758958808214652
AXIN2	ENST00000307078	HARTWIG_WGS_PANCREAS_2020	PANCREAS	combination	4.0	4.0	0.0025429611723791	LoF	True	False				0.785366497340414	0.985171336869734	0.0
AXIN2	ENST00000307078	HARTWIG_WGS_PRAD_2020	PRAD	combination	4.0	4.0	0.2188501181839693	Act	True	False		157:157		0.6298417505450313	0.0	0.0
B2M	ENST00000648006	TCGA_WXS_CESC	CESC	oncodrivefml,dndscv	3.0	4.0	1.7677748597209448e-07	LoF	True	False				0.7507477544920386	0.9883561551893092	0.0
B2M	ENST00000648006	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	oncodrivefml,dndscv,cbase,mutpanning	7.0	4.0	1.2778550272781247e-10	LoF	True	True				0.0	0.9977997363806362	0.9977997363806362
B2M	ENST00000648006	CBIOP_WXS_DLBC_BROAD_2012	DLBCLNOS	dndscv	5.0	3.0	1.6932596789485332e-10	LoF	True	True				0.977770759353522	0.99825375070525	0.99825375070525
B2M	ENST00000648006	TCGA_WXS_DLBCLNOS	DLBCLNOS	oncodrivefml,dndscv	9.0	8.0	5.186729083991958e-09	Act	True	True				0.9960016079405094	0.0	0.0
B2M	ENST00000648006	TCGA_WXS_HNSC	HNSC	combination	8.0	5.0	0.0065459952725107	Act	True	False		97:97		0.9051631920441606	0.0	0.0
B2M	ENST00000648006	TCGA_WXS_MEL	MEL	mutpanning	6.0	4.0	0.0022535311132377	Act	True	True				0.6972780036074286	0.0	0.9099653849137728
B2M	ENST00000648006	ICGC_WGS_MLYM_MALY_DE_AD_2019	MLYM	dndscv,cbase,mutpanning	18.0	13.0	2.7135053792308158e-11	LoF	True	False				0.9944559120565072	0.9990939521331534	0.9990939521331534
B2M	ENST00000648006	PCAWG_WGS_LYMPH_BNHL	NHL	oncodrivefml,dndscv,cbase,mutpanning	17.0	10.0	1.6277840349464197e-18	LoF	True	False				0.993303127295509	0.9988590097683842	0.9988590097683842
B2M	ENST00000648006	HARTWIG_WGS_NSCLC_2020	NSCLC	oncodrivefml,dndscv,mutpanning	11.0	6.0	1.1739909707234106e-06	LoF	True	False				0.7756100975118604	0.9836736581237636	0.0
BAP1	ENST00000460680	ICGC_WXS_BRCA_BRCA_UK_2019	BRCA	combination	2.0	2.0	0.0038532236873946	LoF	True	True				0.8438842549694626	0.9842168355098092	0.0
BAP1	ENST00000460680	CPTAC_WXS_CCRCC_2020	CCRCC	dndscv,cbase,mutpanning	15.0	12.0	4.927187219174813e-16	LoF	True	True				0.9539963124817802	0.992238004297732	0.992238004297732
BAP1	ENST00000460680	PCAWG_WGS_KIDNEY_RCC	CCRCC	mutpanning	11.0	5.0	5.72589590918474e-07	Act	True	True				0.842657383060012	0.0	0.9692217000595156
BAP1	ENST00000460680	TCGA_WXS_CCRCC	CCRCC	oncodrivefml,dndscv,cbase,mutpanning	38.0	31.0	1.339446038112632e-22	LoF	True	True				0.9255676909340672	0.993314604027291	0.993314604027291
BAP1	ENST00000460680	TCGA_WXS_CESC	CESC	dndscv,cbase	9.0	9.0	2.230842911192194e-10	LoF	True	False				0.5225982745584126	0.973077902448346	0.0
