CellID,X_centroid,Y_centroid,sampleid,phenotype
638,2063.665777,757.1994663,sample2,Unclassified
639,2163.725385,764.719357,sample2,CD16/CD14
640,162.1704981,764.3582375,sample2,CD16/CD14
641,230.0232877,765.6027397,sample2,CD16/CD14
642,319.288172,764.2623656,sample2,CK+
643,2211.081683,765.5284653,sample2,CK+
644,124.1391679,770.6657102,sample2,MDSC
645,288.758427,768.2146067,sample2,Unclassified
646,2410.213542,769.9337798,sample2,CK+
647,62.6185567,775.675529,sample2,MDSC
648,2236.907143,783.0342857,sample2,CK+
649,2265.716966,781.5644372,sample2,CK+
650,271.2359768,785.2746615,sample2,Unclassified
651,2491.758974,782.1569231,sample2,Unclassified
652,136.6213018,787.3639053,sample2,Vimentin+ cells
653,232.9581882,786.7891986,sample2,CD16/CD14
654,2131.243088,785.0438185,sample2,CK+
655,2190.124607,789.6628272,sample2,CK+
656,2341.615174,787.6773309,sample2,CK+
657,2072.010263,788.3422579,sample2,Unclassified
658,2309.735268,797.3342128,sample2,CK+
659,104.533557,796.5067114,sample2,CD4+ Tcells
660,2442.912705,795.6001559,sample2,Unclassified
661,2367.498279,802.9010327,sample2,CK+
662,260.7934783,802.2315217,sample2,CK+
663,2166.143631,803.8468835,sample2,CK+
664,2287.614688,810.2746479,sample2,CK+
665,74.42337165,812.3333333,sample2,Treg
666,226.1195965,812.9841499,sample2,CK+
667,2393.884259,816.1076389,sample2,CK+
668,47.89038462,816.9230769,sample2,CD16/CD14
670,2551.075269,827.3888889,sample2,CK+
672,144.4832023,827.6154396,sample2,CK+
673,194.084153,825.4448087,sample2,CK+
675,37.56065319,838.6718507,sample2,Macrophages
677,2267.381403,836.6625835,sample2,CK+
678,235.9691161,840.1618743,sample2,CK+
679,2232.318339,829.9480969,sample2,CK+
680,2120.385945,844.7471198,sample2,Unclassified
681,2197.878329,843.1801567,sample2,Unclassified
682,2520.30802,846.024744,sample2,CK+CD11b+
683,2169.577435,844.2950245,sample2,Unclassified
684,2303.628462,847.6160458,sample2,Unclassified
685,10.57168784,853.4355717,sample2,MDSC
686,157.4043321,853.6155235,sample2,Unclassified
687,198.1391009,855.7964377,sample2,CK+
688,115.2155172,863.2471264,sample2,Unclassified
689,2468.719156,871.5373377,sample2,MDSC
690,146.1509282,881.2703793,sample2,Unclassified
691,7.994974874,876.701005,sample2,CD16/CD14
692,2507.892379,880.8603839,sample2,MDSC
693,2560.343119,883.4,sample2,MDSC
694,2163.2846,881.5847953,sample2,CK+
695,103.5535149,892.80114,sample2,CK+
696,2045.527644,891.9759615,sample2,Unclassified
697,2537.817109,893.2079646,sample2,CD16/CD14
698,2081.573856,894.8745098,sample2,CK+
700,2422.837438,898.4433498,sample2,CK+
