gene	lof.pLI
BROX	7.9656e-06
BROX	7.9656e-06
BROX	7.9656e-06
BROX	1.8011e-07
BROX	5.8197e-06
BROX	7.9656e-06
BROX	3.5835e-02
BROX	4.2598e-04
BROX	1.8273e-05
BROX	1.8273e-05
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	1.0000e+00
BRPF1	9.9999e-01
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	9.9999e-01
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRPF3	4.6105e-01
BRPF3	6.9715e-01
BRPF3	8.4584e-01
BRPF3	1.0000e+00
BRPF3	1.0000e+00
BRSK1	1.0000e+00
BRSK1	1.0000e+00
BRSK1	1.0000e+00
BRSK1	1.0000e+00
BRSK1	1.0000e+00
BRSK1	9.9977e-01
BRSK1	9.9999e-01
BRSK1	1.0000e+00
BRSK1	9.5389e-01
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	9.9998e-01
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	9.9998e-01
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	9.9583e-01
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	9.8828e-01
BRSK2	1.0000e+00
BRSK2	9.5150e-01
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	1.0000e+00
BRSK2	9.9823e-01
BRSK2	9.8774e-01
BRWD1	1.4620e-01
BRWD1	9.6136e-01
BRWD1	9.9985e-01
BRWD1	9.7338e-01
BRWD1	9.6344e-01
BRWD1	9.4182e-03
BRWD1	9.9285e-01
BRWD1	9.4182e-03
BRWD1	9.9972e-01
BRWD1	9.6136e-01
BRWD1	1.4620e-01
BRWD1	9.9985e-01
BRWD1	9.9996e-01
BRWD1	9.8685e-01
BRWD1	9.9651e-01
BSCL2	7.4505e-10
BSCL2	1.6878e-06
BSCL2	2.7968e-08
BSCL2	7.4505e-10
BSCL2	4.8213e-08
BSCL2	1.6878e-06
BSCL2	7.4505e-10
BSCL2	9.5702e-02
BSCL2	4.8213e-08
BSCL2	2.7968e-08
BSCL2	4.8213e-08
BSCL2	4.8213e-08
BSCL2	2.1765e-03
BSCL2	3.8043e-07
BSCL2	4.7203e-03
BSCL2	7.4505e-10
BSCL2	2.5167e-02
BSCL2	3.0630e-02
BSCL2	2.4826e-03
BSCL2	1.7216e-02
BSCL2	5.4456e-02
BSCL2	7.4505e-10
BSCL2	1.7807e-10
BSCL2	2.0310e-10
BSCL2	3.4682e-08
BSCL2	1.4814e-08
BSDC1	3.0265e-06
BSDC1	5.5230e-06
BSDC1	2.7076e-05
BSDC1	8.7705e-05
BSDC1	7.6485e-05
BSDC1	2.2115e-03
BSDC1	2.6349e-01
BSDC1	8.7705e-05
BSDC1	5.5230e-06
BSDC1	3.0265e-06
BSDC1	7.6485e-05
BSDC1	2.7076e-05
BSDC1	9.4449e-03
BSDC1	6.7911e-03
BSG	2.1195e-04
BSG	1.1595e-12
BSG	2.1195e-04
BSG	4.3576e-03
BSG	4.3576e-03
BSG	1.1595e-12
BSG	1.1595e-12
BSG	4.3576e-03
BSG	2.1195e-04
BSG	4.3576e-03
BSG	6.5408e-04
BSG	4.3576e-03
BSG	4.3576e-03
BSG	2.0524e-03
BSG	7.5529e-04
BSG	1.5724e-03
BSG	4.3576e-03
BSG	1.7935e-05
BSG	3.0528e-04
BSN	1.0000e+00
BSN	1.0000e+00
BSND	6.5519e-04
BSND	6.5519e-04
BSPH1	1.0840e-05
BSPH1	1.0840e-05
BSPH1	1.0840e-05
BSPRY	8.6220e-11
BSPRY	1.0315e-07
BSPRY	2.7221e-11
BSPRY	8.4088e-11
BSPRY	2.7221e-11
BST1	3.1674e-18
BST1	2.6666e-17
BST1	3.6575e-18
BST1	2.1124e-17
BST1	1.2500e-17
BST1	1.0258e-14
BST1	3.4180e-17
BST1	2.6666e-17
BST1	3.1674e-18
BST1	3.1674e-18
BST1	3.0782e-10
BST1	5.6878e-08
BST1	5.0147e-07
BST2	1.3708e-02
BST2	1.3708e-02
BSX	7.0538e-04
BSX	7.0538e-04
BTAF1	1.0000e+00
BTAF1	1.0000e+00
BTAF1	1.0000e+00
BTAF1	1.0000e+00
BTAF1	1.0000e+00
BTAF1	1.0000e+00
BTBD1	3.5427e-11
BTBD1	3.5801e-08
BTBD1	3.5801e-08
BTBD1	3.5427e-11
BTBD10	7.8974e-01
BTBD10	6.4011e-01
BTBD10	6.3105e-01
BTBD10	6.4011e-01
BTBD10	6.3105e-01
BTBD10	7.8974e-01
BTBD10	7.8974e-01
BTBD10	7.8974e-01
BTBD10	6.3105e-01
BTBD10	6.3105e-01
BTBD10	6.3105e-01
BTBD10	2.1622e-01
BTBD10	7.8974e-01
BTBD10	1.1870e-01
BTBD10	6.4011e-01
BTBD11	9.9997e-01
BTBD11	9.9946e-01
BTBD11	9.9978e-01
BTBD11	1.0000e+00
BTBD11	9.9999e-01
BTBD11	1.0000e+00
BTBD11	1.0000e+00
BTBD11	9.9501e-01
BTBD11	9.9946e-01
BTBD11	9.9997e-01
BTBD11	8.3443e-01
BTBD11	9.9978e-01
BTBD11	9.9809e-01
BTBD11	8.3094e-01
BTBD11	1.7773e-01
BTBD16	1.7070e-19
BTBD16	3.0416e-20
BTBD16	1.3000e-18
BTBD16	6.4655e-20
BTBD16	1.5803e-14
BTBD16	1.2732e-13
BTBD16	1.7070e-19
BTBD16	1.3330e-17
BTBD16	3.0416e-20
BTBD17	4.4003e-10
BTBD17	6.7326e-10
BTBD17	6.7326e-10
BTBD17	4.4003e-10
BTBD18	9.3555e-01
BTBD18	9.3555e-01
BTBD18	9.3555e-01
BTBD18	9.3555e-01
BTBD18	9.3555e-01
BTBD18	9.3555e-01
BTBD19	5.7727e-04
BTBD19	3.6114e-06
BTBD19	1.9236e-05
BTBD19	1.1985e-04
BTBD19	1.4397e-05
BTBD19	2.0538e-03
BTBD19	1.2867e-05
BTBD19	7.0775e-02
BTBD19	1.2867e-05
BTBD19	2.0538e-03
BTBD19	3.6114e-06
BTBD19	1.4397e-05
BTBD19	5.7727e-04
BTBD2	2.7925e-01
BTBD2	8.5745e-01
BTBD2	2.7925e-01
BTBD2	6.3425e-01
BTBD2	1.0643e-01
BTBD2	3.5858e-01
BTBD2	7.0897e-01
BTBD2	1.9565e-04
BTBD3	8.4095e-01
BTBD3	8.4095e-01
BTBD3	4.3445e-01
BTBD3	4.3445e-01
BTBD3	9.4584e-01
BTBD3	5.8002e-01
BTBD3	8.4095e-01
BTBD3	9.4584e-01
BTBD3	8.4095e-01
BTBD3	9.4584e-01
BTBD3	6.2802e-01
BTBD3	3.7770e-01
BTBD3	7.2302e-01
BTBD3	8.4095e-01
BTBD3	8.4095e-01
BTBD6	1.0192e-08
BTBD6	2.7132e-08
BTBD6	1.0192e-08
BTBD6	3.8309e-06
BTBD6	2.7132e-08
BTBD7	1.4070e-01
BTBD7	2.4681e-05
BTBD7	9.8145e-01
BTBD7	1.4070e-01
BTBD7	1.7715e-03
BTBD7	9.8145e-01
BTBD7	1.4070e-01
BTBD7	1.0637e-02
BTBD7	2.4681e-05
BTBD7	3.4962e-01
BTBD7	9.9233e-01
BTBD8	8.5868e-17
BTBD8	4.1757e-08
BTBD8	1.9544e-07
BTBD8	2.2327e-07
BTBD8	3.2850e-10
BTBD8	8.5868e-17
BTBD8	4.1757e-08
BTBD9	1.0457e-11
BTBD9	9.9667e-10
BTBD9	1.0457e-11
BTBD9	5.6915e-10
BTBD9	1.0457e-11
BTBD9	1.1560e-07
BTBD9	1.1560e-07
BTBD9	1.1560e-07
BTBD9	1.1560e-07
BTBD9	5.6915e-10
BTBD9	1.9255e-07
BTBD9	1.1099e-05
BTBD9	9.9667e-10
BTBD9	1.0457e-11
BTBD9	8.3519e-04
BTBD9	6.8949e-03
BTBD9	1.0457e-11
BTC	2.8440e-02
BTC	9.3095e-03
BTC	9.3095e-03
BTC	1.6898e-01
BTC	9.3095e-03
BTC	5.9439e-02
BTD	5.4385e-05
BTD	5.4385e-05
BTD	5.4385e-05
BTD	3.8643e-02
BTD	5.4385e-05
BTD	5.4385e-05
BTD	2.0548e-05
BTD	1.8704e-02
BTD	5.4385e-05
BTD	5.4385e-05
BTD	5.4385e-05
BTD	5.4385e-05
BTD	5.4385e-05
BTD	3.8643e-02
BTD	5.4385e-05
BTD	8.8673e-03
BTD	5.4385e-05
BTD	5.4385e-05
BTD	3.8643e-02
BTD	5.4385e-05
BTD	5.4385e-05
BTD	1.3346e-01
BTD	4.0502e-08
BTD	8.5754e-06
BTD	1.8704e-02
BTD	3.8643e-02
BTD	2.0548e-05
BTD	1.8704e-02
BTD	2.5950e-04
BTD	1.8704e-02
BTD	1.8704e-02
BTF3	6.9551e-03
BTF3	7.1984e-01
BTF3	5.7242e-03
BTF3	6.8121e-01
BTF3	7.1984e-01
BTF3	6.9551e-03
BTF3	8.8163e-01
BTF3	1.1276e-01
BTF3	9.6250e-01
BTF3	8.0388e-02
BTF3L4	4.7512e-01
BTF3L4	1.3492e-01
BTF3L4	2.6028e-01
BTF3L4	2.6028e-01
BTF3L4	4.7512e-01
BTF3L4	2.6028e-01
BTF3L4	1.3492e-01
BTG1	9.7591e-01
BTG1	9.7591e-01
BTG2	5.0644e-03
BTG2	5.0644e-03
BTG3	9.9961e-01
BTG3	9.9961e-01
BTG3	9.9955e-01
BTG3	9.9961e-01
BTG3	9.9961e-01
BTG3	9.9955e-01
BTG3	9.9961e-01
BTG3	9.9961e-01
BTG3	9.9961e-01
BTG3	4.7970e-01
BTG4	8.2470e-04
BTG4	8.2470e-04
BTG4	3.2797e-01
BTG4	2.1666e-03
BTG4	2.9810e-03
BTG4	8.2884e-03
BTG4	3.1153e-03
BTG4	1.8574e-03
BTG4	2.9810e-03
BTG4	2.9810e-03
BTG4	2.9810e-03
BTG4	2.9810e-03
BTG4	2.9810e-03
BTG4	3.7084e-03
BTG4	2.1666e-03
BTG4	4.4133e-01
BTG4	3.2797e-01
BTG4	8.2470e-04
BTG4	8.2470e-04
BTLA	7.8410e-01
BTLA	1.7589e-01
BTLA	1.7396e-01
BTLA	1.7589e-01
BTLA	1.7589e-01
BTLA	7.8410e-01
BTN1A1	5.7837e-08
BTN1A1	5.7837e-08
BTN1A1	5.7837e-08
BTN2A1	2.2201e-12
BTN2A1	8.9069e-16
BTN2A1	5.3856e-16
BTN2A1	5.4531e-18
BTN2A1	5.3856e-16
BTN2A1	5.4531e-18
BTN2A1	8.9069e-16
BTN2A1	2.3579e-05
BTN2A1	7.7298e-07
BTN2A1	2.2201e-12
BTN2A2	1.0613e-08
BTN2A2	3.6009e-09
BTN2A2	3.2031e-02
BTN2A2	4.8076e-04
BTN2A2	1.0613e-08
BTN2A2	1.1468e-06
BTN2A2	1.0613e-08
BTN2A2	1.1468e-06
BTN2A2	1.0613e-08
BTN2A2	1.6911e-08
BTN2A2	1.0613e-08
BTN2A2	3.5247e-07
BTN2A2	3.2031e-02
BTN2A2	3.5247e-07
BTN2A2	1.1468e-06
BTN2A2	1.6911e-08
BTN2A2	1.6911e-08
BTN2A2	3.5247e-07
BTN2A2	1.1468e-06
BTN2A2	1.0613e-08
BTN2A2	1.0613e-08
BTN2A2	4.8076e-04
BTN2A2	3.6009e-09
BTN2A2	3.6310e-03
BTN2A2	3.2031e-02
BTN2A2	1.4391e-02
BTN2A2	1.7306e-05
BTN2A2	3.1975e-04
BTN2A2	1.1855e-03
BTN2A2	7.3391e-03
BTN2A2	2.2858e-02
BTN3A1	9.4905e-05
BTN3A1	2.3658e-04
BTN3A1	8.0672e-05
BTN3A1	3.5926e-04
BTN3A1	8.0819e-04
BTN3A1	3.5926e-04
BTN3A1	4.9518e-05
BTN3A1	8.0672e-05
BTN3A1	9.4905e-05
BTN3A1	2.3658e-04
BTN3A1	1.1656e-01
BTN3A1	1.0911e-01
BTN3A1	3.5926e-04
BTN3A1	1.3018e-01
BTN3A2	3.9501e-07
BTN3A2	3.9501e-07
BTN3A2	2.5921e-07
BTN3A2	2.1953e-06
BTN3A2	3.9501e-07
BTN3A2	3.9501e-07
BTN3A2	4.5910e-08
BTN3A2	4.5910e-08
BTN3A2	1.0477e-07
BTN3A2	1.0477e-07
BTN3A2	1.0477e-07
BTN3A2	5.8012e-07
BTN3A2	1.0477e-07
BTN3A2	5.8012e-07
BTN3A2	1.1827e-04
BTN3A2	1.1827e-04
BTN3A2	3.9501e-07
BTN3A2	3.9501e-07
BTN3A2	5.8012e-07
BTN3A2	2.1953e-06
BTN3A2	1.1827e-04
BTN3A2	2.4769e-07
BTN3A2	6.5857e-04
BTN3A2	3.9501e-07
BTN3A2	3.9501e-07
BTN3A2	2.5921e-07
BTN3A2	3.9501e-07
BTN3A2	2.1953e-06
BTN3A2	3.8543e-02
BTN3A2	3.9501e-07
BTN3A2	2.9930e-02
BTN3A2	1.3576e-02
BTN3A2	1.1185e-02
BTN3A3	8.7632e-04
BTN3A3	1.6026e-12
BTN3A3	3.4263e-10
BTN3A3	1.6026e-12
BTN3A3	3.4263e-10
BTN3A3	1.9244e-04
BTN3A3	9.2930e-04
BTN3A3	3.8388e-06
BTN3A3	4.3627e-01
BTN3A3	5.4292e-03
BTN3A3	1.5300e-01
BTN3A3	9.0230e-04
BTNL10	4.1887e-03
BTNL10	4.1887e-03
BTNL10	4.1887e-03
BTNL10	5.5333e-01
BTNL2	5.5620e-16
BTNL2	6.0569e-15
BTNL2	1.4125e-01
BTNL2	5.5620e-16
BTNL3	9.5283e-05
BTNL3	9.5283e-05
BTNL8	5.1000e-05
BTNL8	2.6834e-02
BTNL8	5.0383e-05
BTNL8	4.3295e-03
BTNL8	1.9050e-02
BTNL8	1.5588e-05
BTNL8	3.9782e-04
BTNL8	1.1351e-04
BTNL8	3.8077e-02
BTNL8	3.2888e-02
BTNL8	2.1618e-01
BTNL8	1.5588e-05
BTNL8	5.1000e-05
BTNL8	4.3295e-03
BTNL8	4.3588e-02
BTNL8	5.0383e-05
BTNL8	2.6834e-02
BTNL8	1.9050e-02
BTNL8	4.3295e-03
BTNL9	1.0496e-13
BTNL9	2.5528e-16
BTNL9	7.9055e-14
BTNL9	4.0676e-14
BTNL9	2.3880e-15
BTNL9	1.0124e-13
BTNL9	2.9331e-12
BTNL9	2.3880e-15
BTNL9	8.7720e-09
BTNL9	5.2730e-08
BTNL9	6.9883e-06
BTNL9	2.0661e-16
BTNL9	2.5528e-16
BTNL9	1.0496e-13
BTNL9	3.8490e-07
BTRC	1.8720e-03
BTRC	1.4475e-03
BTRC	1.8720e-03
BTRC	4.9890e-03
BTRC	3.4744e-03
BTRC	4.9890e-03
BTRC	2.8621e-03
BTRC	2.8621e-03
BTRC	2.8621e-03
BTRC	1.4475e-03
BTRC	3.8496e-03
BTRC	3.8496e-03
BTRC	1.1378e-02
BTRC	1.8720e-03
BTRC	1.8720e-03
BTRC	1.4475e-03
BUB1	2.9951e-12
BUB1	1.7754e-13
BUB1	7.3293e-13
BUB1	7.3293e-13
BUB1	1.7754e-13
BUB1	7.7664e-03
BUB1	1.4579e-01
BUB1	1.1734e-02
BUB1	2.9951e-12
BUB1	2.5228e-04
BUB1B	2.5766e-14
BUB1B	2.5766e-14
BUB1B	7.2813e-14
BUB1B-PAK6	3.0695e-05
BUB1B-PAK6	3.0695e-05
BUB3	2.1794e-02
BUB3	6.5367e-04
BUB3	2.1794e-02
BUB3	5.9873e-02
BUB3	6.5367e-04
BUB3	2.3749e-02
BUD13	9.9726e-08
BUD13	5.4765e-11
BUD13	5.6824e-10
BUD13	5.4765e-11
BUD13	9.9726e-08
BUD23	3.5584e-10
BUD23	1.9186e-08
BUD23	6.9106e-11
BUD23	3.1898e-10
BUD23	8.9629e-08
BUD23	1.9186e-08
BUD23	9.0322e-02
BUD23	3.5584e-10
BUD23	1.9256e-09
BUD23	7.7372e-03
BUD23	9.4288e-03
BUD31	6.4467e-02
BUD31	6.4467e-02
BUD31	6.4467e-02
BUD31	1.2467e-01
BUD31	1.2467e-01
BUD31	1.2467e-01
BUD31	1.2467e-01
BUD31	6.4467e-02
BUD31	6.4467e-02
BUD31	1.4073e-01
BVES	7.8258e-06
BVES	7.8258e-06
BVES	7.8258e-06
BVES	7.8258e-06
BVES	7.8258e-06
BVES	7.8258e-06
BVES	7.8258e-06
BYSL	7.1366e-02
BYSL	7.1366e-02
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	9.9999e-01
BZW1	1.0000e+00
BZW1	9.9992e-01
BZW1	9.9987e-01
BZW1	1.0000e+00
BZW1	1.0000e+00
BZW1	9.9997e-01
BZW1	9.8118e-01
BZW1	9.4413e-01
BZW1	9.7990e-01
BZW1	9.9757e-01
BZW1	1.0000e+00
BZW2	3.3340e-01
BZW2	3.3340e-01
BZW2	5.6483e-02
BZW2	5.6483e-02
BZW2	3.3340e-01
BZW2	3.3340e-01
BZW2	3.3340e-01
BZW2	3.3340e-01
BZW2	1.0828e-01
BZW2	5.6483e-02
BZW2	4.8623e-01
BZW2	3.2847e-01
BZW2	3.3340e-01
BZW2	8.5294e-01
BZW2	3.3256e-02
BZW2	1.6393e-01
C10orf105	3.6435e-03
C10orf105	3.6435e-03
C10orf105	3.6435e-03
C10orf105	3.6435e-03
C10orf105	3.6435e-03
C10orf105	3.6435e-03
C10orf120	2.6120e-05
C10orf120	2.6120e-05
C10orf120	3.1608e-05
C10orf53	1.9082e-03
C10orf53	1.5351e-03
C10orf53	1.9082e-03
C10orf53	1.5351e-03
C10orf53	3.3954e-01
C10orf53	1.5846e-03
C10orf62	1.2106e-01
C10orf62	1.2106e-01
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	8.2182e-10
C10orf67	1.4838e-01
C10orf67	8.2182e-10
C10orf67	1.5222e-03
C10orf67	8.2182e-10
C10orf67	1.2543e-07
C10orf67	8.2182e-10
C10orf71	4.0046e-01
C10orf71	4.0046e-01
C10orf71	4.0046e-01
C10orf71	4.0046e-01
C10orf71	1.7714e-01
C10orf71	4.0046e-01
C10orf82	1.1661e-05
C10orf82	1.1110e-05
C10orf82	1.1661e-05
C10orf82	7.2590e-04
C10orf82	1.0572e-04
C10orf82	1.7732e-04
C10orf82	1.7732e-04
C10orf82	1.8359e-04
C10orf82	6.9716e-06
C10orf82	3.6159e-04
C10orf82	8.2341e-06
C10orf82	4.3270e-04
C10orf82	1.1110e-05
C10orf82	7.2590e-04
C10orf82	1.1661e-05
C10orf88	1.7578e-06
C10orf88	1.7578e-06
C10orf90	2.4013e-15
C10orf90	3.9185e-14
C10orf90	3.8242e-12
C10orf90	1.3944e-05
C10orf90	3.9185e-14
C10orf90	1.8771e-14
C10orf90	2.4013e-15
C10orf90	1.6549e-12
C10orf90	6.2740e-08
C10orf90	6.3133e-13
C10orf90	2.4732e-06
C10orf90	3.9185e-14
C10orf99	7.9636e-03
C10orf99	3.5039e-02
C10orf99	7.9636e-03
C11orf1	6.5063e-07
C11orf1	4.0092e-11
C11orf1	6.5869e-10
C11orf1	7.6191e-06
C11orf1	4.0092e-11
C11orf1	1.0433e-06
C11orf1	5.5552e-10
C11orf1	6.5063e-07
C11orf1	7.8727e-09
C11orf16	3.8271e-10
C11orf16	3.8271e-10
C11orf16	3.8271e-10
C11orf16	4.7855e-10
C11orf21	5.8742e-11
C11orf21	1.4039e-08
C11orf21	3.5579e-08
C11orf21	1.4039e-08
C11orf21	5.8742e-11
C11orf24	1.1700e-03
C11orf24	7.9659e-02
C11orf24	7.9659e-02
C11orf24	6.2148e-01
C11orf24	7.9659e-02
C11orf24	1.1700e-03
C11orf40	6.2101e-11
C11orf42	5.9418e-08
C11orf42	4.2227e-08
C11orf42	1.4387e-08
C11orf42	5.9418e-08
C11orf45	1.8905e-02
C11orf45	1.8905e-02
C11orf49	1.1273e-05
C11orf49	1.6684e-08
C11orf49	1.6098e-11
C11orf49	5.9939e-11
C11orf49	4.8131e-09
C11orf49	6.0989e-08
C11orf49	2.2003e-10
C11orf49	1.4676e-05
C11orf49	1.4676e-05
C11orf49	3.1681e-06
C11orf49	4.5635e-06
C11orf49	4.5635e-06
C11orf49	4.5635e-06
C11orf49	4.5635e-06
C11orf49	1.2937e-06
C11orf49	4.8131e-09
C11orf49	1.6684e-08
C11orf49	1.6098e-11
C11orf49	1.1273e-05
C11orf49	1.3859e-03
C11orf52	1.5231e-01
C11orf52	1.5231e-01
C11orf52	1.3845e-01
C11orf53	2.9526e-07
C11orf53	3.7529e-07
C11orf53	2.9526e-07
C11orf53	3.7529e-07
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	1.2226e-03
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	9.9849e-07
C11orf54	1.2226e-03
C11orf54	9.9849e-07
C11orf54	4.4269e-04
C11orf54	9.9849e-07
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	1.2226e-03
C11orf54	4.7324e-06
C11orf54	4.7324e-06
C11orf54	8.8372e-05
C11orf54	5.6845e-03
C11orf54	1.7304e-04
C11orf54	4.7324e-06
C11orf54	9.9849e-07
C11orf54	9.3825e-03
C11orf54	7.6490e-05
C11orf54	1.9571e-02
C11orf54	5.5829e-04
C11orf54	1.0754e-02
C11orf54	4.7324e-06
C11orf54	1.2226e-03
C11orf58	9.8034e-01
C11orf58	7.7026e-01
C11orf58	9.8034e-01
C11orf58	3.5649e-01
C11orf58	8.4252e-01
C11orf58	8.5176e-01
C11orf65	1.3391e-09
C11orf65	3.4971e-10
C11orf65	4.5263e-10
C11orf65	4.9729e-10
C11orf65	4.5263e-10
C11orf65	3.4971e-10
C11orf65	1.2195e-09
C11orf65	4.5263e-10
C11orf65	1.2119e-09
C11orf65	4.9729e-10
C11orf65	1.2119e-09
C11orf65	1.2119e-09
C11orf65	4.5263e-10
C11orf65	3.3808e-12
C11orf65	1.2119e-09
C11orf65	4.5263e-10
C11orf65	1.4722e-05
C11orf65	1.3391e-09
C11orf65	4.5263e-10
C11orf65	3.8345e-08
C11orf65	4.2210e-12
C11orf68	4.0618e-02
C11orf68	1.8007e-02
C11orf68	4.0618e-02
C11orf68	1.8007e-02
C11orf68	2.1871e-01
C11orf71	1.7211e-01
C11orf71	6.3541e-03
C11orf71	6.3541e-03
C11orf71	1.7211e-01
C11orf80	4.0933e-12
C11orf80	1.3430e-13
C11orf80	4.8258e-12
C11orf80	2.3282e-04
C11orf80	3.9100e-12
C11orf80	1.6103e-12
C11orf80	6.2202e-11
C11orf80	2.2435e-06
C11orf80	1.9072e-01
C11orf80	1.6987e-11
C11orf80	4.0933e-12
C11orf80	1.6103e-12
C11orf86	2.3182e-08
C11orf86	5.1490e-07
C11orf86	2.3182e-08
C11orf86	5.1490e-07
C11orf87	5.5695e-01
C11orf87	5.5695e-01
C11orf87	5.5695e-01
C11orf87	5.5695e-01
C11orf91	5.5608e-03
C11orf91	5.5608e-03
C11orf91	5.5608e-03
C11orf91	7.1158e-02
C11orf94	8.0046e-04
C11orf94	8.0046e-04
C11orf96	9.7489e-04
C11orf96	9.7489e-04
C11orf96	9.7489e-04
C11orf97	1.5732e-02
C11orf97	1.5732e-02
C11orf98	1.7007e-02
C11orf98	1.7007e-02
C11orf98	3.2984e-03
C12orf29	4.8485e-03
C12orf29	4.8485e-03
C12orf4	1.6561e-05
C12orf4	1.2410e-04
C12orf4	1.2410e-04
C12orf4	4.9981e-03
C12orf4	3.6195e-02
C12orf4	6.2354e-03
C12orf4	1.6561e-05
C12orf4	1.0725e-05
C12orf4	1.6561e-05
C12orf4	1.3327e-02
C12orf4	2.1818e-03
C12orf4	1.6561e-05
C12orf40	2.8351e-07
C12orf40	6.3366e-07
C12orf40	7.7140e-08
C12orf40	7.7140e-08
C12orf40	2.8351e-07
C12orf40	6.3366e-07
C12orf42	1.1055e-09
C12orf42	1.4863e-07
C12orf42	1.4863e-07
C12orf42	1.9658e-02
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	1.4863e-07
C12orf42	1.0403e-02
C12orf42	1.1055e-09
C12orf42	1.1055e-09
C12orf42	1.1055e-09
C12orf42	1.1055e-09
C12orf42	2.4722e-08
C12orf42	1.1055e-09
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	5.1732e-04
C12orf42	1.9658e-02
C12orf42	1.9658e-02
C12orf42	1.9658e-02
C12orf42	1.1055e-09
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	2.4722e-08
C12orf42	1.9658e-02
C12orf42	1.1055e-09
C12orf42	2.4722e-08
C12orf42	1.1055e-09
C12orf42	3.7961e-03
C12orf43	3.0486e-04
C12orf43	5.3802e-04
C12orf43	6.1419e-04
C12orf43	1.7751e-04
C12orf43	1.9702e-03
C12orf43	2.3607e-03
C12orf43	1.5511e-04
C12orf43	6.7556e-04
C12orf43	1.5511e-04
C12orf43	2.3607e-03
C12orf43	3.1498e-04
C12orf43	3.0486e-04
C12orf43	2.2457e-04
C12orf43	6.1419e-04
C12orf50	2.3235e-03
C12orf50	2.3235e-03
C12orf50	1.2389e-04
C12orf50	6.8670e-05
C12orf50	6.7064e-05
C12orf50	2.3235e-03
C12orf50	2.3235e-03
C12orf50	2.3235e-03
C12orf50	2.3790e-03
C12orf50	2.3235e-03
C12orf50	2.3235e-03
C12orf50	5.2325e-03
C12orf54	5.7621e-07
C12orf54	5.9974e-05
C12orf54	5.9974e-05
C12orf54	1.0638e-04
C12orf54	5.7621e-07
C12orf56	3.3318e-14
C12orf56	3.4681e-18
C12orf56	7.8163e-14
C12orf56	7.9465e-16
C12orf56	6.0419e-14
C12orf56	3.3318e-14
C12orf56	1.3371e-09
C12orf56	3.4681e-18
C12orf57	4.0930e-06
C12orf57	1.1853e-04
C12orf57	1.8713e-04
C12orf57	1.2731e-02
C12orf57	4.0930e-06
C12orf57	4.0930e-06
C12orf57	1.8713e-04
C12orf57	1.2731e-02
C12orf57	1.9136e-04
C12orf57	4.0930e-06
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf60	3.1570e-01
C12orf71	6.8269e-04
C12orf71	6.8269e-04
