CellID,X,Y,vimentin,CD4,CD20,CD8a,pcna,ck5,ck8,CD206
569,1243.821153,1926.49287,149.7593583,206.3300654,140.4901961,166.0258467,260.207962,214.2394534,179.684492,234.5442662
570,3318.120948,1898.391521,161.0137157,196.1795511,115.563591,141.244389,142.7281796,99.69638404,110.9719451,177.8341646
571,2533.382876,1900.824916,213.6984127,296.986051,326.4261664,155.5363155,137.8109668,101.034151,119.2097162,234.019721
572,2221.657736,1905.779602,186.1957649,246.3738116,246.8712187,150.3254105,135.4848747,101.8811582,110.4619706,205.16465
573,842.3790927,1911.589744,150.1234714,206.5865878,155.8039448,164.6741617,208.7522682,102.6800789,161.6962525,235.2990138
574,1078.614759,1908.441526,147.3908693,217.478424,145.1694809,170.8042527,232.2263915,102.3452158,148.6041276,257.380863
575,1414.51571,1908.539003,154.0032503,202.131636,133.556338,153.6505959,145.7172264,102.1608884,115.4772481,184.5704225
576,3238.646207,1904.16069,187.8848276,201.1551724,136.9131034,165.5931034,137.7234483,101.6310345,113.1517241,227.0737931
577,2360.221344,1908.239789,147.897892,211.5777339,398.6337286,152.9064559,140.6350461,100.4321476,126.5586298,269.8794466
578,2015.964235,1914.261326,175.6046733,296.386743,164.8826896,158.7038627,142.2827849,102.1406772,112.6666667,190.3066285
579,2727.170213,1908.236546,187.5456821,289.3053817,123.7021277,154.3285357,139.4067584,100.4336671,116.8779725,180.9743429
580,1680.900407,1913.692073,151.6412602,216.8689024,125.976626,150.179878,129.4837398,101.2052846,113.1686992,172.7723577
581,2066.08404,1913.536623,132.8535081,305.2027756,351.919815,142.4032382,130.0208173,101.8843485,110.3006939,180.2220509
582,3584.30282,1918.10282,236.9739696,181.8603037,122.0863341,146.1171367,132.8898048,100.1982646,109.2707158,195.0767896
583,881.7407698,1943.324823,149.2403771,209.1425766,156.0887667,173.214454,180.337392,101.430872,139.0168892,267.5785546
584,2301.590725,1916.509565,179.5553623,339.0910145,144.6486957,149.3536232,136.0144928,101.5426087,115.4655072,187.9785507
585,491.9187953,1928.627144,147.8654213,192.1166603,136.7167366,160.3842928,242.441098,311.3221502,219.8478841,203.2287457
586,553.6249051,1932.539104,148.2422172,206.2126044,155.7015945,175.3018223,269.959757,112.0413819,166.1127563,259.0626424
587,1926.457018,1921.162215,137.0879068,258.7838757,146.6270034,151.0864497,133.188441,101.0315687,111.6313745,165.9373482
588,263.7817099,1931.650666,190.5907498,243.2768045,148.7358094,156.1012614,146.1012614,101.6930624,111.8980378,221.1205326
589,2938.246354,1924.604167,144.715625,363.9140625,131.06875,141.3276042,129.9677083,100.3197917,109.3333333,234.140625
590,2114.326996,1929.93853,183.3453739,345.5665399,289.8669202,199.8555133,145.7820025,103.1013942,129.5418251,230.0329531
591,2591.970373,1932.136633,189.5186476,228.0773789,171.8598815,151.9288951,153.8135239,101.1571976,117.4492855,186.1477867
592,3712.748966,1931.109885,183.4602299,211.5641379,119.0326437,141.3370115,123.2809195,100.988046,112.4133333,260.2611494
593,1327.537613,1956.12987,150.348199,190.0825778,127.0350404,149.4023524,168.464347,101.5777996,119.219309,191.5792698
594,2146.878986,1932.274734,189.7358953,279.154538,154.8994276,167.0310711,146.7530662,103.7710548,122.2330335,217.9836468
595,2173.239113,1937.668036,229.6729663,336.4741167,158.2415776,190.6105177,158.935908,104.4658998,126.0435497,244.136401
596,3244.346715,1937.241484,163.3199513,203.5145985,130.2457421,163.9963504,133.7074209,101.7554745,111.649635,200.3333333
597,1509.451172,1941.672852,165.0234375,242.3818359,148.1640625,196.4677734,148.9697266,103.5957031,120.1494141,201.7011719
598,1459.770228,1962.734513,141.9162453,229.8119469,135.2285082,138.5432996,134.1042984,100.8030973,120.0350822,182.3742099
599,1818.904804,1944.649466,142.8131673,220.2108541,234.0044484,212.0551601,138.1316726,101.5382562,113.4288256,167.5640569
600,1981.187612,1940.263914,144.8007181,249.070018,181.4344704,143.2630162,136.9982047,101.4605027,115.1077199,216.0305206
601,795.6529657,1953.05359,141.6597294,207.6451613,180.2679501,143.8756504,288.1862643,101.5905307,110.2741935,201.6919875
602,1886.157439,1941.823529,147.1816609,261.8875433,224.7439446,159.3719723,132.7456747,101.2197232,114.783737,172.5709343
603,3083.92758,1956.587206,140.7839469,198.6813518,118.8249849,136.8720579,127.4803862,100.1569101,106.2679541,152.8050694
604,619.6746931,1957.266761,124.3725212,194.8366383,177.2592068,150.3890463,184.7714825,102.9197356,110.4896128,182.4150142
605,1853.50222,1956.36182,145.3645949,336.1736959,220.3901221,190.036071,138.6614872,101.4528302,120.8612653,188.2347392
606,1103.998452,1965.664,141.6154839,210.0144516,170.6299355,175.6510968,369.9445161,102.308129,133.9594839,278.9736774
607,2739.792887,1951.811715,197.6548117,228.0575314,125.4728033,153.3190377,133.2018828,100.2248954,115.4979079,248.667364
608,2069.349908,1958.077348,160.9766728,445.9103745,195.9226519,186.8526703,145.53407,104.2516882,124.3001842,311.0178023
609,1787.721719,1959.755656,142.2036199,196.4004525,171.5882353,169.5599548,139.2647059,100.7160633,113.5045249,180.7567873
610,1385.035891,1977.532433,173.1014159,212.4731643,138.246625,147.1913072,167.6019098,102.0444518,109.1346724,191.5426408
611,2103.766319,1958.381201,245.5,343.232376,171.7584856,210.345953,154.9295039,103.7101828,134.1344648,413.7180157
612,2933.651452,1959.421162,161.9242739,278.6327801,159.283195,123.0736515,124.3879668,102.2251037,102.0705394,140.8184647
613,994.7768622,1981.777521,149.3328939,197.0435069,148.441002,169.4495715,211.4063942,109.5817403,241.4901121,276.2083059
614,945.2422601,1982.210526,155.6544118,215.3227554,146.3846749,170.4256966,207.2592879,137.4709752,271.5565015,265.8134675
615,2355.970842,1967.912527,156.3569114,252.4665227,233.0842333,143.2321814,131.3207343,102.349892,101.8336933,147.9978402
616,1896.882353,1962.71123,137.3622995,343.0855615,309.9532086,149.4438503,131.0360963,101.9505348,110.8542781,207.4184492
617,1530.598977,1970.034332,156.2739226,236.2658875,170.844412,175.9846603,143.165084,101.4039445,138.8203068,222.7881665
618,1416.585887,1970.97493,185.5051068,220.6369545,140.9879294,161.1754875,147.8811513,102.7725162,111.0436397,201.6592386
619,1810.470716,1976.182213,148.1637744,220.3806941,327.9284165,193.467462,143.0932755,101.2624729,119.5195228,184.9219089
620,1192.0205,1990.156706,146.6829395,206.255212,160.0576789,170.8794302,253.2638985,128.5397846,180.6546213,248.5943363
621,2312.405323,1975.394677,176.9095057,276.2494297,448.0821293,155.0288973,148.1429658,104.1125475,111.2311787,191.9475285
622,2268.798013,1968.698675,278.1247241,562.3090508,320.8101545,174.6799117,143.7339956,102.9094923,115.3178808,190.9900662
623,541.8533706,1993.05685,151.8664181,195.3339546,142.0869835,169.4147251,560.5392979,211.4982914,293.8953091,207.3497981
624,723.7017485,1991.199395,144.5104237,203.0316073,146.1967048,166.9129119,170.7548756,101.0050437,125.599193,231.8544048
625,336.3225331,1980.921944,141.8556701,192.0891016,124.5346097,139.7724595,129.9108984,99.86818851,111.6362297,171.9403535
626,2743.305809,1984.258506,255.0136929,511.7858921,199.9917012,178.3423237,145.1012448,102.5937759,114.566805,251.3365145
627,2478.675824,1981.575425,147.0909091,248.9190809,207.6018981,137.2302697,128.3116883,102.7142857,106.967033,201.8756244
628,588.4458599,1991.671975,149.5233546,199.8752654,148.5567941,175.4708068,219.8296178,146.6666667,232.947983,247.4421444
629,2425.63589,1982.278883,135.1145833,341.9749053,195.1983902,137.2466856,130.2703598,102.1742424,108.7741477,183.5553977
630,1505.239926,1995.070056,164.0068196,289.5759454,163.3124613,161.3044017,169.8127712,102.5139492,125.5542467,207.4228146
631,2010.033934,1981.698061,133.5283934,205.117036,199.6385042,151.8109418,146.0914127,103.0193906,122.4639889,201.5207756
632,802.7221418,1998.085384,155.3738543,201.8200675,156.9749156,143.5856247,394.7067053,101.211288,115.2272069,197.9146165
633,873.6794781,2001.49048,152.3533145,201.2993653,147.7457687,156.574048,290.8201693,101.3846968,129.7591678,231.7746827
634,1953.495738,1984.696393,166.7803279,270.0727869,263.8872131,156.2577049,142.5855738,103.7022951,114.2872131,209.7193443
635,2091.406836,1992.943219,246.8081588,377.2171996,221.2232635,167.8208379,147.6130099,103.7370452,125.7315325,239.9492834
636,665.580944,2001.80944,147.4808116,204.4208205,182.2540803,181.7309219,180.205558,100.6788708,134.336127,270.5240406
637,2286.758511,1995.867775,166.1987332,485.6817102,385.2335709,178.2209026,149.2185273,102.5098971,123.3958828,213.5423595
638,2341.756795,1997.293276,197.8662375,278.5937053,277.1072961,161.9864092,163.5393419,102.9277539,124.2904149,209.7474964
639,3006.05299,1996.535732,168.9834711,277.6655323,303.718036,150.0918814,140.1088965,101.5333009,107.8327662,200.8998542
640,3438.473029,1995.866183,256.4258299,197.7427386,127.5186722,146.4190871,171.30861,101.0731328,106.2660788,176.9113071
641,2242.035348,1997.927024,214.7588369,427.3677309,264.9971494,225.4350057,150.3244014,103.1647662,125.5518814,246.286203
642,1746.567944,1994.625784,142.6480836,207.297561,210.9470383,163.4724739,135.2041812,101.266899,118.0069686,186.7533101
643,1776.929612,2003.740898,148.901699,265.348301,307.1771845,166.4144417,138.9514563,101.6365291,122.0740291,203.4872573
644,1036.287298,2010.098828,144.2724105,211.8663288,155.6357301,176.4570795,262.9455179,103.334178,137.3766234,293.8115299
645,1866.393682,1989.222357,141.3426488,284.3560146,198.8918591,174.4520049,133.7861482,102.5710814,107.1239368,181.6889429
646,2049.822592,1999.329175,233.1975052,303.6382536,252.7713098,167.7997228,154.3395703,104.4067914,125.8447678,218.2321552
647,2388.922581,1993.46129,158.3419355,365.0709677,292.9064516,158.1951613,135.7596774,101.9225806,125.1209677,253.5177419
648,2723.764079,1999.509893,143.0487062,334.3378995,223.304414,155.8386606,149.7138508,104.8934551,104.1978691,184.0243531
649,486.4458788,2007.073486,150.233863,180.9846077,128.7065541,151.234856,215.4021847,274.0675273,204.1151936,168.0024826
650,763.5558044,2024.565136,149.1668533,200.387458,176.2038074,162.137738,190.7999253,101.0783875,131.3755133,209.5009332
651,1815.665333,2001.430667,146.0333333,275.156,335.9733333,171.5226667,137.9613333,102.2266667,109.3946667,191.5613333
652,1913.105599,2005.394755,232.8206945,493.9759036,469.45854,239.5641389,144.9929128,103.8554217,126.4153083,231.3330971
653,1533.909579,2013.508046,184.48659,217.7371648,154.7425287,165.6482759,139.8015326,101.4819923,124.8773946,304.7409962
654,2013.955777,2014.50428,251.4950071,220.7360913,192.5727532,172.3009986,156.7196862,104.1312411,123.3908702,218.0556348
655,1843.677198,2010.782967,271.4917582,254.5157967,232.9601648,212.2438187,159.6943681,103.0267857,121.8495879,227.9175824
656,2798.962987,2004.807006,189.1229346,356.6728354,144.9933906,168.5902181,138.4382022,101.7151355,120.860542,270.2934567
657,1969.757047,2011.49396,167.1536913,395.8563758,487.5711409,182.2348993,144.6644295,102.9315436,124.1402685,227.4154362
658,2210.242282,2013.608725,208.1275168,396.3704698,182.5758389,189.1979866,149.2342282,102.6818792,131.3489933,228.8234899
659,3482.255784,2009.809126,235.8065553,180.7686375,129.8541131,194.6343188,130.8579692,101.4254499,108.7024422,187.7230077
660,832.2755393,2024.342287,150.5034595,199.7370777,153.0529101,156.0740741,305.2490842,101.006512,126.3426943,196.8074888
661,2162.914643,2010.412804,236.5636497,453.2729948,227.2685798,168.7476085,154.8771155,102.5717439,126.4540103,230.1361295
662,2881.654185,2009.110132,147.2951542,258.2830396,133.2995595,151.9878855,125.9801762,100.7907489,116.8689427,198.3502203
663,277.5475194,2019.544531,138.1213389,176.1936641,126.7591154,145.8135087,136.9187089,100.0657501,107.9928273,174.5337717
664,965.2175066,2040.69496,146.8910055,207.2201592,148.3091391,170.383892,219.9732337,103.9428503,207.5167591,275.9657584
665,2841.310098,2017.380456,216.8058632,306.1947883,268.495114,153.3309446,135.4931596,101.8586319,115.8521173,212.5016287
666,2272.050686,2021.138332,157.6462513,340.4899683,261.7550158,207.8141499,149.4825766,102.844773,123.7888068,272.655755
667,2319.874771,2020.978976,185.4387569,577.0347349,373.8647166,147.9725777,139.0091408,103.6627057,112.9003656,196.9232176
668,1877.574426,2021.843157,163.3506494,341.7182817,597.9390609,195.1218781,149.6533467,104.1928072,125.8151848,220.4475524
669,714.9425178,2038,141.6741093,195.5543943,156.952019,180.5163895,181.1619952,101.512114,133.7643705,281.2204276
670,2178.598394,2027.854083,166.4658635,317.6586345,143.5890228,178.4524766,148.8848728,103.2128514,132.8099063,238.7041499
671,1468.032649,2029.629805,156.056872,330.6040021,181.328594,174.4139021,141.3591364,101.3554502,143.1479726,388.3033175
672,2375.287085,2019.369742,178.2730627,277.6907749,384.8605166,155.8642066,134.6450185,101.2878229,119.4332103,243.4110701
673,570.3758003,2032.454545,144.0608195,195.3047375,152.6171575,176.0774648,251.2112676,133.4763124,295.7131882,247.8143406
674,1282.366697,2042.576796,154.0568079,188.9582206,127.9431921,157.661557,159.517884,101.4604749,120.6982266,193.4950406
675,1924.324823,2036.045084,260.4834329,345.4649647,319.4883216,333.8392178,151.789245,102.7854427,129.9451385,247.6920152
676,504.6510495,2040.627436,145.5367316,198.2308846,148.6203148,175.4636432,295.7942279,201.2275112,237.3654423,227.4606447
677,1793.981602,2027.79329,179.6926407,270.7662338,189.3344156,217.3517316,143.5021645,102.9112554,135.965368,227.5443723
678,2487.066018,2032.933982,247.7635619,583.7041965,170.0987718,184.4002047,161.8807574,102.488741,128.1489253,247.7666325
679,651.3451262,2045.872835,135.1145473,197.693716,160.083622,172.6157843,213.6959426,104.5309253,174.5385948,225.7516081
680,2123.008686,2035.412276,196.8853503,492.3786914,198.7678054,189.6635785,146.9079328,103.2513028,129.5854082,231.7127968
681,3032.403497,2036.720855,148.0440415,244.9248705,185.3477979,122.5686528,126.8095855,101.5388601,103.2389896,153.494171
682,1555.893605,2039.912791,143.8534884,222.8837209,429.0366279,172.6145349,133.6203488,101.1639535,115.5738372,219.2482558
683,1821.972062,2040.608863,279.6184971,310.8959538,246.7398844,241.4990366,160.1435453,104.088632,137.5337187,226.5712909
684,888.9988905,2052.41568,153.1231509,200.8627959,157.3823964,170.2851331,229.5392012,101.2977071,118.8054734,234.7943787
685,2527.654831,2042.470896,244.144936,353.6600698,166.4150175,178.4703143,147.9214203,103.0750873,119.2357392,239.6379511
686,1751.272651,2044.079698,178.0922819,266.7810403,188.7885906,176.091443,137.7063758,102.340604,124.5536913,199.7802013
687,2568.789787,2048.888936,262.6948936,431.0855319,179.5106383,165.3348936,151.5706383,102.8429787,116.9544681,306.1434043
688,3538.557093,2036.513264,135.4867359,258.6805075,115.1026528,144.005767,140.5213379,100.3402537,120.6228374,207.4071511
689,1992.766929,2047.27979,191.2131234,492.0351706,240.8619423,166.9632546,144.6125984,102.4887139,134.5895013,219.1343832
690,2422.054484,2046.11067,257.2173666,327.0005675,158,164.0272418,153.0561862,102.5022701,121.0522134,247.9727582
691,1147.533272,2057.043852,152.2287642,214.5461515,145.1107022,175.7237044,241.0625575,140.825207,201.8270469,283.5139528
692,2195.275862,2043.125227,158.7059891,378.8366606,161.2994555,158.4029038,141.5353902,101.8784029,119.6442831,206.8348457
693,1863.502674,2054.084103,171.2226544,372.9299951,285.6037919,176.5187166,164.5085075,103.5653865,128.3495382,205.4326689
694,2329.810799,2056.233666,165.3534483,414.4491833,195.4083485,146.676951,139.4818512,102.3774955,113.3588929,201.0131579
695,596.8179543,2069.055364,132.7228652,189.7763528,159.2514858,171.7122302,218.0763216,114.4066312,221.1298092,235.5592743
696,1077.883298,2056.557652,140.4909154,212.6785465,165.5936408,176.7124389,191.8665269,102.8892383,139.520615,267.895877
697,809.560571,2065.217978,143.8414352,195.2789352,159.1265432,163.1651235,195.7762346,100.9575617,119.1921296,207.7434414
698,2457.121905,2057.59619,224.8749206,380.3231746,163.3726984,214.7892063,149.4107937,102.4914286,120.6565079,221.5104762
699,2154.994083,2058.260947,185.312426,516.4207101,191.8538462,171.8017751,144.3461538,102.6455621,126.5668639,202.7106509
700,447.0725639,2055.840359,140.7380788,174.6786455,122.8735314,154.2045612,178.8500346,422.4457498,237.0988252,170.260539
701,1783.82711,2059.460227,187.4293831,240.5113636,190.1160714,269.0998377,160.0560065,103.2378247,134.4650974,225.487013
702,2617.888416,2058.478487,397.3777778,396.1839243,165.9111111,161.3602837,142.2874704,103.0420804,153.9210402,320.751773
703,2916.863158,2055.965132,189.7197368,267.3164474,254.9289474,156.6434211,130.7006579,101.425,114.8888158,228.5875
704,1949.147533,2068.177241,156.417422,471.1404834,313.6263847,181.1953676,144.1757301,103.1203424,134.8338369,215.0367573
705,2214.725034,2057.512996,243.8166895,281.6908345,174.8467852,205.1053352,138.497948,102.3939808,121.626539,207.1901505
706,2064.520599,2058.284644,165.8735955,258.4344569,239.0421348,165.7237828,136.4353933,102.7762172,132.0458801,258.991573
707,2267.14467,2063.232995,221.8324873,287.9319797,482.7532995,160.2888325,149.0634518,102.4812183,137.0304569,444.5883249
708,2876.810568,2057.841476,204.6410768,243.5682951,217.4027916,138.3708873,126.6041874,100.3718843,115.5962114,187.1684945
709,920.4516875,2080.813222,151.8409616,204.5917707,171.2903375,172.0055479,230.6666667,101.6920943,120.233472,225.6449376
710,1493.738318,2067.337298,144.0798641,224.7119796,199.4095157,172.1988105,140.0994053,101.2820731,120.6737468,183.4596432
711,2182.25619,2083.897619,199.0271429,478.0985714,254.0047619,206.2890476,183.3371429,103.2457143,121.5171429,204.47
712,1451.180029,2076.118579,147.8929429,213.6481037,133.162266,259.0643303,135.9495919,100.6015362,125.5396063,204.6845895
713,1524.892883,2071.265996,143.1466571,221.1337168,183.4069015,193.5061107,138.0316319,101.0043134,116.0611071,177.6549245
714,539.843926,2085.981228,135.2000536,195.9332261,145.4751944,176.5478681,280.0396889,250.9021185,277.2105122,280.5020113
715,1748.698679,2071.369748,212.5342137,380.8031212,204.6302521,210.0192077,151.1260504,103.787515,119.9435774,194.8391357
716,1294.145321,2080.993204,162.5321485,196.893884,126.5572399,155.302666,149.2415055,100.769472,115.8039728,184.6074229
717,1391.408389,2082.002649,167.6388521,229.3717439,138.1456954,213.1403974,139.4724062,101.0640177,113.7593819,174.7306843
718,1017.800583,2078.931369,134.7215927,203.948527,154.4577533,166.8280997,267.3308514,102.9634186,155.5270314,246.3172548
719,1814.459459,2070.064865,199.4635135,572.1648649,450.15,167.7324324,146.9648649,103.6108108,130.6891892,195.4918919
720,861.8416688,2100.505152,147.7295803,196.0650917,164.1223926,176.7434029,189.933149,100.9082684,126.4802714,226.7253079
721,457.823479,2090.838475,136.4901457,177.0766924,134.4263068,164.9447301,322.2510711,254.8161954,173.3239075,221.0826907
722,1841.08193,2080.927048,211.952862,529.2087542,202.7138047,170.4332211,146.4332211,104.047138,125.047138,218.3232323
723,290.0750415,2086.223881,145.2616086,188.0845771,125.1608624,161.2110282,164.9883914,100.0754561,124.2064677,185.3378939
724,2806.086134,2075.658613,132.1071429,231.9264706,171.9957983,133.5294118,126.2415966,100.1901261,113.6008403,206.0640756
725,2909.629385,2086.734613,159.4050298,242.5049636,215.1753805,156.9887492,131.6280609,101.3984116,120.2806089,185.9232296
726,1785.127558,2094.969986,169.8178718,311.2585266,274.6630286,179.728513,182.4699864,102.7612551,122.8001364,203.6043656
727,2504.528214,2094.1202,175.7736227,299.0053422,173.5602671,159.9252087,151.1429048,101.7986644,125.7612688,235.6744574
728,661.6025335,2106.032505,129.7402008,197.9698853,154.6923996,175.9445507,242.3415392,171.1754302,169.4244742,243.2624283
729,1072.661417,2117.49775,150.13967,204.5337458,149.3607049,172.6085489,249.0232471,154.7251594,165.3329584,230.9827522
730,1505.147554,2104.936544,171.0611621,215.0749235,164.3623853,188.6100917,143.4181957,101.2331804,119.9204893,189.6246177
731,1715.152577,2086.727835,225.4329897,362.7731959,155.3247423,215.1103093,144.6597938,103.1113402,118.2515464,212.6515464
732,232.1753788,2108.850758,133.7189394,206.9325758,123.2859848,150.7246212,132.1973485,100.6405303,123.3496212,196.6575758
733,2401.994802,2098.151229,195.8204159,521.5241021,189.6431947,162.1261815,149.5330813,101.9877127,130.3412098,229.8289225
734,2348.770223,2103.980852,166.1367722,320.5627198,164.8683079,159.2715905,175.0429855,103.5928097,124.7198124,218.4196952
735,1744.806548,2101.976935,332.7217262,490.9278274,390.1428571,191.4233631,163.5327381,103.4732143,130.6584821,236.7269345
736,1930.893545,2100.198188,174.7451869,339.5345413,156.3522084,195.9490374,144.4133635,103.0588901,130.8912797,206.0928652
737,2263.32866,2100.433801,164.6682243,439.6207165,284.5934579,159.9524922,150.3714953,102.6261682,133.7943925,307.8598131
738,1901.980415,2105.148041,157.250576,306.2989631,145.0132488,172.0495392,138.1370968,102.3703917,139.0449309,207.8859447
739,1859.685803,2098.840186,165.8906129,441.6795966,186.0527541,179.7129558,145.1272304,103.3421257,124.4119472,205.8006206
740,2232.844463,2099.780945,177.0578176,443.5040717,252.1009772,160.1644951,146.3273616,103.0578176,117.6530945,201.8412052
741,1475.661929,2106.190863,163.5837563,237.7604061,171.6395939,173.5634518,143.5208122,101.6639594,126.4568528,193.8609137
742,1559.055208,2096.630208,160.5708333,221.4260417,200.8958333,155.946875,130.6322917,100.9177083,115.3645833,202.059375
743,2305.712454,2094.315018,148.4450549,508.8287546,343.78663,134.9258242,140.6703297,103.0320513,108.3589744,166.3031136
744,2450.210728,2101.201788,154.2899106,526.8492976,176.5657727,192.2637292,140.2739464,102.0453384,125.1583653,223.8014049
745,1285.99512,2118.610914,174.2870453,204.9764862,131.4125998,163.106921,204.3669033,101.5647737,117.2000887,227.4489796
746,2074.694841,2095.503842,185.7870472,405.7080132,181.1855104,173.2206367,144.4193194,103.35236,118.8496158,220.4873765
747,948.2601726,2111.763872,153.0900123,203.3335388,155.7355117,171.5234279,332.4710234,102.3538841,137.5184957,252.4697904
748,2857.799479,2099.291667,142.1171875,185.3454861,313.921875,146.8428819,123.3324653,99.94618056,115.828125,179.6423611
749,1350.938272,2118.831605,219.7160494,333.7046914,159.2671605,166.2725926,147.9402469,102.0133333,118.8088889,187.385679
750,1970.352177,2106.385791,176.6760886,262.776929,152.6546982,180.2734912,143.6867838,102.1084798,134.73644,241.8869366
751,2040.560022,2113.630636,199.109723,476.0586638,185.0912548,167.9016839,155.2438892,103.3503531,126.6463878,223.2563824
752,2208.513225,2125.169888,155.5696846,391.6536114,223.835707,164.768057,149.0244151,103.1464903,130.1897253,235.9649034
753,3713.4178,2126.261951,172.1585698,199.1912165,127.609794,135.3113098,126.3657209,102.2001555,109.6766421,185.8468714
754,992.9104788,2123.049965,150.8556558,201.0666204,160.7536433,170.5843164,377.7151284,102.945177,139.5166551,237.0770298
755,1691.719927,2119.828676,251.3730255,323.3481166,198.6512758,273.8013366,148.5388821,102.90887,119.3055893,216.5060753
756,1807.745625,2129.118224,164.5134443,371.6781904,218.6961161,170.4861289,149.5326504,103.1370038,135.8932992,254.3422962
757,2090.224289,2112.947484,253.1378556,570.4726477,209.3271335,171.1356674,161.1728665,103.9474836,129.036105,215.2943107
758,569.5608466,2128.647427,133.4603175,190.5954786,152.5863396,180.6729197,311.7931698,107.3073593,199.4891775,270.1130351
759,915.8834736,2133.929553,152.0744351,205.1967213,179.7310589,175.4315463,194.6070004,102.5976961,141.5653522,258.2902082
760,619.6170678,2132.53647,136.6283735,197.1447848,156.3865791,178.6644785,245.5904449,115.0681984,259.7159008,265.8953319
761,504.6051109,2123.766635,136.8442623,187.4223722,141.924783,170.6374156,310.3963356,254.7516876,221.0665381,240.0583414
762,1452.76183,2125.280757,150.5496845,225.3225552,297.3588328,155.5260252,141.4376972,101.1056782,129.7649842,246.7184543
763,1725.773102,2127.930467,178.4830741,400.5077768,312.6505032,178.9231473,143.6623971,103.3440073,126.7310156,221.2223239
764,1770.006623,2129.549669,188.2828761,528.1428571,491.4853359,169.2904447,150.1097446,103.2715232,129.2715232,282.4020814
765,2935.718164,2137.591617,194.1289421,353.2846307,218.192016,159.6818363,137.4570858,103.4874251,129.1141717,265.841517
766,1610.58589,2123.442945,243.8760736,368.7490798,158.3503067,191.3257669,142.201227,102.1288344,123.0711656,240.2006135
767,1655.325918,2134.813126,189.5500556,341.6240267,258.9332592,188.6307008,139.9827586,102.496663,127.8209121,242.4221357
768,718.1185006,2135.476421,122.8823055,184.9004434,169.1322048,184.1346231,215.4993954,103.203547,133.0769851,228.9609029
769,1533.895514,2133.993435,166.9562363,212.4617068,211.3916849,218.6843545,135.8867615,101.4901532,130.7806346,277.9157549
770,2870.228545,2130.66278,246.8717351,388.4309701,207.4472948,151.0153918,155.4188433,102.6800373,125.4314366,289.9137127
771,2168.173368,2133.758225,186.4407311,512.8971279,166.5138381,167.094517,165.273107,103.5075718,136.4579634,294.8234987
772,436.8370921,2149.910749,138.915547,169.5393474,125.7320058,148.9870441,246.3198177,272.3745202,207.1768234,193.2958253
773,2617.28657,2127.686056,152.4448246,235.9255774,152.9443969,158.3216424,134.4123182,102.0881095,127.1556886,199.0872541
774,2011.746179,2135.135548,178.6119601,361.1780731,157.0405316,159.8511628,148.5328904,103.3554817,129.6810631,205.241196
775,3655.860062,2142.933807,135.3118614,223.0435362,150.365171,134.3029765,125.3820524,102.4060418,109.4797868,260.2549978
776,2686.635558,2135.111636,184.760189,418.4979327,276.0815121,159.4837566,154.9616066,103.8009451,132.4181926,222.7395157
777,1942.966394,2131.06812,143.6548592,232.0390554,140.373297,172.5985468,129.938238,101.8928247,115.8683015,181.4050863
778,2469.118247,2136.394358,164.1662665,282.272509,145.212485,153.4135654,144.7635054,102.6542617,130.7304922,211.2196879
779,1309.231624,2139.309402,147.325641,229.6299145,127.7820513,155.7034188,150.6316239,101.965812,124.1991453,198.6598291
780,2098.053988,2144.594844,233.3385214,458.3861868,153.2893969,168.8030156,170.8098249,103.7825875,134.3847276,221.665856
781,2517.291051,2133.959533,153.3105058,259.1922179,276.5922179,147.6140078,139.6428016,102.6848249,134.6178988,205.6677043
782,2368.444501,2144.006138,163.6460358,357.9851662,165.1232737,153.9340153,164.0296675,103.5887468,127.4434783,227.1089514
783,2413.938264,2141.805012,171.7334963,474.0757946,197.893643,155.4297066,148.4559902,103.6301956,128.8215159,197.8221271
784,1490.372026,2148.486361,184.4352873,222.2240279,204.0493326,347.1700522,153.5716773,102.6233314,136.3250145,210.7185142
785,1870.403042,2140.902408,179.1723701,671.0025349,398.2674271,204.8808619,141.6641318,103.017744,132.2268695,266.5487959
786,2307.012248,2140.461942,151.1364829,274.6964129,184.1951006,161.4260717,147.5940507,103.264217,124.3823272,215.6255468
787,2240.859706,2154.836707,186.2318307,347.4563017,176.6113155,163.8316467,168.8707452,105.0795768,119.2571297,242.6039558
788,1922.401525,2146.97967,237.8767471,279.2884371,158.0851334,190.2731893,139.6289708,102.2007624,143.3888183,218.5146125
789,2712.354037,2158.443252,168.16262,341.1214003,452.2614342,165.7831733,147.5499718,103.8277809,124.7425184,204.3574252
790,2134.767647,2152.761029,188.7992647,411.1139706,156.1227941,202.7316176,155.6573529,103.5742647,149.8029412,232.4647059
791,498.8265336,2164.878779,143.4549457,192.4382154,160.0763135,179.5817435,389.9360141,254.8376871,287.603757,220.8605812
792,1612.022128,2154.810213,154.4587234,289.492766,196.1906383,164.7617021,143.3778723,102.2893617,127.7412766,291.2689362
793,1892.460317,2151.142857,146.7226891,407.8608777,177.89169,199.8795518,140.9084967,102.9691877,138.0186741,215.7348273
794,1201.625703,2160.350903,169.7601421,249.3417234,135.1815221,152.1119337,140.0835061,102.377554,120.2570329,210.0793604
795,2277.932231,2161.967449,199.3911419,369.0154749,204.4626467,160.9210245,187.2246531,103.4397012,126.0021345,209.2091782
796,857.1226787,2157.304446,138.4091165,199.598762,148.3821047,180.5841306,232.4777715,105.3173889,177.8683174,249.6707935
