gene_id	gene_name	SRX11780879	SRX11780880	SRX11780882	SRX11780883	SRX11780885	SRX11780886	SRX11780888	SRX11780889
ENSG00000124228	DDX27	671.7684918	670.4123173	693.3948244	681.1141146	185.8482717	229.1915391	112.5181878	104.0156803
ENSG00000124232	RBPJL	0	0	0	0	0	0	0	0
ENSG00000124233	SEMG1	0	0	0	0	0	0	0	0
ENSG00000124237	CIMIP1	0	0	0	0	0	0	0	0
ENSG00000124243	BCAS4	119.9065698	112.6350777	69.72210895	73.67707856	122.6771935	48.34385165	14.27997334	26.68487284
ENSG00000124249	KCNK15	10.02730993	5.878825579	8.531427892	6.901628321	0	0	0	0
ENSG00000124251	TP53TG5	2.070948032	13.61232128	7.125247823	3.331940695	0	0	0	0
ENSG00000124253	PCK1	0	0	0	0	21.85990126	19.04440895	2.7538679	0
ENSG00000124256	ZBP1	1.812116287	0.951035113	0	0.437959481	4.993702949	2.378460663	2.919500909	0
ENSG00000124257	NEURL2	14.13681062	10.40245329	13.85102276	9.430218886	0	0	13.61073758	2.783167896
ENSG00000125508	SRMS	1.120147527	0	0	1.131830638	2.576027835	0	0	0
ENSG00000125510	OPRL1	0	0	2.906991942	6.824439814	0	0	0	0
ENSG00000125514	LINC00029	0	0	0	0	0	0	0	0
ENSG00000125520	SLC2A4RG	1888.557815	1698.512611	1437.917102	1620.355524	45.7638873	26.59793848	56.03849553	70.91663264
ENSG00000125522	NPBWR2	0	0	0	0	0.857419795	0.84036208	0.751919426	0
ENSG00000125531	FNDC11	17.18158233	3.678083416	9.122986633	6.410544001	0	0	0	0
ENSG00000125533	BHLHE23	0	0	0	0	0	0.840356347	0	0
ENSG00000125534	PPDPF	1385.422105	1127.377677	1003.601788	1104.326822	15.75103113	19.49722649	72.74230253	79.84889385
ENSG00000125772	GPCPD1	182.2873683	217.4624667	244.2817445	165.8816664	65.522026	71.56137223	54.09659725	34.18391383
ENSG00000125775	SDCBP2	8.95909239	19.43371523	3.431654983	4.587799133	0	0	0	0.82047125
ENSG00000125779	PANK2	495.8932835	503.4884456	422.4570083	445.1283642	89.28160358	72.66222398	69.02011043	59.10343715
ENSG00000125780	TGM3	0	0	0	0	0.365832839	0.358555779	2.864647089	0
ENSG00000125787	GNRH2	0	1.835665148	0	0.62927625	0	0	0	4.472602197
ENSG00000125788	DEFB126	0	0	0	0	0	0	0	0
ENSG00000125798	FOXA2	0	0	0	0	0	0.84122696	0	0
ENSG00000125804	FAM182A	4.482491519	5.69999425	5.638304825	4.529283542	0	0.869944878	0	0
ENSG00000125810	CD93	0	0	1.127278245	0	0	0	0	0
ENSG00000125812	GZF1	186.4888817	162.7393426	295.3058764	188.2450648	76.65053221	8.470509522	38.05495668	6.585360266
ENSG00000125813	PAX1	0	0	0	0	0	0	0	0
ENSG00000125814	NAPB	113.7390568	114.1332333	132.2596326	142.1960887	8.426084432	21.02124017	9.339164047	1.844152693
ENSG00000125815	CST8	0	0	0	0	0	0	0	0
ENSG00000125816	NKX2-4	0	0	0	0	0.857414897	0	2.255747639	0
ENSG00000125817	CENPB	2183.199055	2058.991798	2155.851955	1933.297049	131.4247794	133.861199	76.08242536	77.21480591
ENSG00000125818	PSMF1	500.1247582	877.0879792	833.9433256	867.0689838	22.28673288	21.16476031	52.39409217	67.23868005
ENSG00000125820	NKX2-2	0	0	0	0	0.857412053	0	0	0
ENSG00000125821	DTD1	829.071001	502.5119245	460.2052493	438.9990875	28.85861378	20.86780228	7.606545793	23.94599424
ENSG00000125823	CSTL1	0	0	0	0	0	0.840356566	0	0
ENSG00000125826	RBCK1	1068.346128	1095.616723	1086.614006	1043.223381	24.8445216	60.76675785	30.89825454	31.85114994
ENSG00000125827	TMX4	455.118569	501.5606141	390.6464518	510.6654575	81.29578379	15.01883357	17.27769812	17.10815703
ENSG00000125831	CST11	0	0	0	0	0	0	0	0
ENSG00000125834	STK35	300.8395345	713.5930862	674.7797909	786.3429887	16.00329894	17.25334497	31.66749433	57.0569136
ENSG00000125835	SNRPB	5502.628109	3303.394835	3183.893997	3126.428511	86.85832323	57.75463501	148.0611468	156.3937548
ENSG00000125841	NRSN2	585.2536764	542.7439878	604.2300576	582.5480411	4.824356072	16.32202629	33.74357611	7.137455281
ENSG00000125843	AP5S1	209.5993348	260.8190003	206.0778844	248.2905257	16.24699329	8.898186752	20.45191119	7.568250107
ENSG00000125844	RRBP1	1332.963473	1962.972201	2427.196351	2274.804312	154.5572437	151.7571248	165.0850356	175.9081154
ENSG00000125845	BMP2	0	0	2.253307425	2.262214878	0	2.523959048	0	0.805017669
ENSG00000125846	ZNF133	204.6367862	147.6374531	174.2087997	151.8696668	39.05986878	42.44298528	27.64223003	45.41377879
ENSG00000125848	FLRT3	3.362039506	2.279596985	0	1.132376109	0	0	0	0.805433007
ENSG00000125850	OVOL2	0	0	0	0	0	0	0	0
ENSG00000125851	PCSK2	0	3.880329827	0	0	0	0.66015923	0	0.631677214
ENSG00000125861	GFRA4	0	0	0	0	0	0	0	0
ENSG00000125863	MKKS	240.3329426	156.524015	195.7026716	157.7190755	4.859665266	6.861959424	7.07465745	5.371420652
ENSG00000125864	BFSP1	6.353832067	3.674997354	13.70785397	6.962918288	5.317127637	0	0	0
ENSG00000125868	DSTN	2330.576188	1554.441849	1564.110439	1591.571321	84.83251826	109.2967742	67.8598688	86.40639802
ENSG00000125869	LAMP5	0	0	0	0	0	0	0	0
ENSG00000125870	SNRPB2	831.193761	507.0702517	600.4846816	564.3252421	17.39547215	18.28575109	54.79866131	49.01800105
ENSG00000125871	MGME1	504.584198	450.2983685	404.1402978	451.8669204	11.99741292	60.82579514	30.9810252	59.87675756
ENSG00000125872	LRRN4	0.844724122	1.546722798	0	0	0	0.635301844	0	0
ENSG00000125875	TBC1D20	517.502526	872.8647736	982.7196814	989.413948	22.04188422	12.11117618	51.01278083	20.3779364
ENSG00000125877	ITPA	721.6820842	416.4786085	492.8901682	502.5618268	16.01183416	18.07233469	35.78469363	68.09314438
ENSG00000125878	TCF15	0	0	0	0	0.857418193	0	0	0
ENSG00000125879	OTOR	0	0	0	0	0	0	0	0
ENSG00000125885	MCM8	373.2790353	545.5811648	667.3760584	687.2605698	34.9079361	32.19062922	17.99305721	60.75127751
ENSG00000125888	BANF2	0	0	0	0	0	0	0	0
ENSG00000125895	TMEM74B	10.55493272	2.334447028	2.314893726	3.505086901	0	0	0	0
ENSG00000125898	FAM110A	285.5836982	203.9086606	175.7743966	201.6684728	4.95579806	9.714394953	14.48671542	8.520668195
ENSG00000125899	LINC02871	0	0	0	0	0	0	0	0
ENSG00000125900	SIRPD	0	0	0	0	0.857415618	0.840355095	0	0
ENSG00000125901	MRPS26	632.2498849	454.1871018	538.2986356	411.905467	13.80519066	5.919599251	17.40313045	24.27514637
ENSG00000125903	DEFB129	0	0	0	0	0	0	0	0
ENSG00000125965	GDF5	1.120418997	0	0	0	0	0	0	0
ENSG00000125966	MMP24	58.98198112	97.27978831	62.99919042	76.91806616	1.768403936	7.572860473	0.836770589	0
ENSG00000125967	NECAB3	133.5253679	122.9934135	141.1226349	112.0097431	5.565865986	17.27794534	14.24014242	18.42433425
ENSG00000125968	ID1	1801.840956	957.0407195	1090.568411	621.7065522	105.7495619	87.79439264	77.55968329	83.93258964
ENSG00000125970	RALY	1065.751916	1020.168665	968.1629358	955.2907147	1889.801168	1843.693916	1348.397253	1416.873994
ENSG00000125971	DYNLRB1	1473.606055	895.1700284	905.4442434	958.244928	50.86170535	45.2696982	55.13081001	42.38471408
ENSG00000125975	C20orf173	0	0	0	0	0	0	0	0
ENSG00000125977	EIF2S2	2909.419175	1926.362127	2036.309393	2008.800842	1063.705397	1205.911656	317.2195533	273.9667378
ENSG00000125991	ERGIC3	2053.19734	1491.234013	1611.969769	1683.066781	96.31938111	130.91693	166.2011891	153.1942576
ENSG00000125995	ROMO1	978.7269238	481.9991008	484.6209644	441.5478152	31.31888309	20.98382452	107.5663885	103.9073078
ENSG00000125997	BPIFB9P	0	0	0	0	0	0	0	0.804100299
ENSG00000125998	FAM83C	0	0	0	0	0.857411944	0	0	0.804097464
ENSG00000125999	BPIFB1	0	0	0	0	0	0	0	0
ENSG00000126001	CEP250	530.7499573	886.5985781	1126.524133	1056.773644	255.1969233	389.7129854	65.60091608	57.40037022
ENSG00000126003	PLAGL2	247.5676627	474.2463676	484.6994827	512.7568189	3.433022149	0	26.34268301	12.87814144
ENSG00000126005	MMP24OS	1095.638222	771.8897313	878.3818624	873.2997389	12.94444492	15.60812514	25.79613492	36.78615895
ENSG00000129988	LBP	0	0	0	0	0.857418193	0	0	0
ENSG00000130584	ZBTB46	26.11986452	45.52136116	33.55466985	47.73830386	45.69852635	9.919328293	2.419071725	1.293482911
ENSG00000130589	HELZ2	450.1483763	1073.461081	848.3690638	913.0635062	14.1857317	46.63975093	62.34616126	49.55073426
ENSG00000130590	SAMD10	61.69713771	54.85005474	40.15540032	57.33676646	3.661839231	0	0	6.427997943
ENSG00000130684	ZNF337	145.5903604	114.3751032	135.0433793	146.5308087	6.432992463	9.37653302	17.61437244	9.782248534
ENSG00000130699	TAF4	194.4049411	218.3666605	240.7868581	249.5253783	18.86733829	44.18319333	123.1134677	30.22495728
ENSG00000130700	GATA5	0	0	0	0	0	0	0	0
ENSG00000130701	RBBP8NL	0	0	0	0	0	0.841087743	0	0
ENSG00000130702	LAMA5	2063.858511	1948.859542	992.1296311	1287.088687	73.04859574	34.4587753	45.76702903	42.44348863
ENSG00000130703	OSBPL2	187.5734479	258.949489	211.6217944	300.9522596	22.67366875	26.25609641	55.51786633	25.66134349
ENSG00000130706	ADRM1	1898.785692	1383.60091	1510.605393	1423.111782	134.1273393	122.1376022	231.2391121	213.150998
ENSG00000131043	AAR2	419.4653383	489.8739462	560.962587	476.8980828	14.5615121	10.24255306	39.28718142	49.37962201
ENSG00000131044	TTLL9	0	1.144007536	0	0	0	0	0	0
ENSG00000131050	BPIFA2	0	0	0	0	0	0	0	0
ENSG00000131051	RBM39	1529.850995	1525.659981	1260.450512	1419.144123	285.0022441	383.1561821	192.8844409	143.5853082
ENSG00000131055	COX4I2	0	0	0	0	0	1.680713064	0	0.804100047
ENSG00000131059	BPIFA3	0	0	0	0	0	0	0	0
ENSG00000131061	ZNF341	40.15425857	37.06325767	45.64619433	37.84986378	0	0	1.008122267	0
ENSG00000131067	GGT7	42.74236324	99.89868655	57.07559583	68.30367109	12.37908833	72.74979439	7.044895671	6.906002812
ENSG00000131068	DEFB118	0	0	0	0	0	0	0	0
ENSG00000131069	ACSS2	390.2896659	436.5657503	295.7290122	419.556363	75.29623392	42.17226315	523.3687498	284.9606124
ENSG00000132622	HSPA12B	10.08927829	6.824730993	9.026944698	7.928930172	0	0	1.508345647	0
ENSG00000132623	ANKEF1	55.64385401	63.9509226	60.20340596	91.6406496	0	0	6.016894572	6.43448383
ENSG00000132631	SCP2D1	0	0	0	0	0	0	0	0
ENSG00000132635	PCED1A	262.6183388	180.2918761	208.4567823	172.4799669	2.403883228	8.656478046	46.30407374	30.43652168
ENSG00000132639	SNAP25	8.333605871	10.36268651	15.66641911	25.73395488	0	1.967298163	3.410889342	0.411667508
ENSG00000132640	BTBD3	403.8724588	435.8889575	538.6653853	341.4941694	7.209664636	73.93202682	14.28995111	65.40449341
ENSG00000132646	PCNA	4473.163491	2523.311972	2196.90904	2283.010611	249.1364019	253.4733763	212.4333953	197.2637854
ENSG00000132661	NXT1	367.5754874	207.8518131	245.5140745	216.7152265	3.450074077	9.29892368	5.294724277	10.5154937
ENSG00000132664	POLR3F	188.6146882	142.9743451	176.2093025	159.369468	1.427243944	16.00507504	45.62423185	33.41948111
ENSG00000132669	RIN2	176.0954513	157.2714	213.5298119	200.6290007	28.6766117	30.43989285	32.79510959	28.98938108
ENSG00000132670	PTPRA	833.1829082	1030.298299	903.1619019	946.3952265	78.24588759	87.96758842	52.7831448	36.28697788
ENSG00000132671	SSTR4	0	0	0	0	0	0.840348877	0	0
ENSG00000132792	CTNNBL1	684.8863196	402.7949467	400.9184416	412.7451042	120.2954577	155.163693	125.2310441	107.0161216
ENSG00000132793	LPIN3	61.36472742	132.0691411	133.0757825	121.3067502	16.58298685	7.859903675	4.500057803	1.069410959
ENSG00000132801	ZSWIM3	26.90560661	28.42140876	24.82630263	27.18562841	0	0	0	0
ENSG00000132819	RBM38	114.0677577	121.4123031	114.0723471	101.326569	9.779335625	0	6.208734449	6.76334132
ENSG00000132821	VSTM2L	45.4647279	63.26105405	30.49259741	45.53549842	3.878334885	3.040934225	0	1.454866176
ENSG00000132823	OSER1	528.9676513	375.1108515	357.8979819	386.050024	11.47015756	5.099748091	26.15290165	18.89429147
ENSG00000132824	SERINC3	918.0349027	1390.420982	1269.772235	1386.441527	107.2208483	76.80359227	365.5932909	367.2331317
ENSG00000132825	PPP1R3D	86.226245	87.58878572	91.2887209	83.7306096	0.85863379	3.366207049	2.258955889	2.415728888
ENSG00000132832	ENSG00000132832	0	0	0	0	0	0	0	0
ENSG00000149346	SLX4IP	47.05027654	67.2770628	49.59736744	41.88197257	3.432766415	2.523364257	5.268178519	3.219311152
ENSG00000149435	GGTLC1	0	0	0	0	0.857417277	0	0	0
ENSG00000149443	SCP2D1-AS1	0	0	0	0	0.857416911	0	0	0
ENSG00000149451	ADAM33	1.302065251	1.318675683	0	0	3.680698892	0.648269986	0	0
ENSG00000149474	KAT14	252.8721545	264.8839356	296.1844242	306.2234849	16.53120962	17.19579306	27.60007189	29.7480191
ENSG00000149488	TMC2	0	0	0	1.645425378	2.449792333	0	3.830081379	0
ENSG00000149531	FRG1BP	0	0	0	0	1.196453248	1.624842719	5.981742234	0
ENSG00000149596	JPH2	115.9810824	224.1958525	222.5031936	249.628666	9.371428316	1.055877913	26.19958133	2.525789937
ENSG00000149599	DUSP15	5.460265838	1.615783244	3.236799173	6.435948061	0	0	2.219258099	0
ENSG00000149600	COMMD7	594.5085688	376.6158525	436.2234145	464.1048133	7.312415062	3.421266926	19.13252665	10.45760062
ENSG00000149609	C20orf144	1.121946597	5.678968722	7.906857861	9.068835254	0	0	0	0
ENSG00000149633	KIAA1755	0	2.953235557	2.938914269	0	0.342335152	0	0.98309381	1.874242868
ENSG00000149634	SPATA25	3.377493623	7.782108525	2.272851992	7.961130053	0	0	0	0
ENSG00000149635	OCSTAMP	0	0	0	0	0	0.840356749	0	0
ENSG00000149636	DSN1	497.9620886	397.8360285	463.2567959	474.0265547	41.90563731	26.20348357	80.56848421	120.5335223
ENSG00000149639	SOGA1	623.5350896	2232.307924	2336.016059	2226.123266	127.5804177	104.3017495	204.0961316	115.3402407
ENSG00000149646	CNBD2	16.31495681	10.9838928	7.725841134	19.69309571	0	0.893066958	0	0.935223596
ENSG00000149651	SPINT4	0	0	0	0	0	0	0	0
ENSG00000149654	CDH22	0	0	0	0	0	0	0	0
ENSG00000149656	ENSG00000149656	0	0	0	0.964865996	0	0	0	0
ENSG00000149657	LSM14B	586.7165303	790.6026821	931.8774358	861.3153834	35.33666758	38.90102627	56.90004338	37.92497828
ENSG00000149658	YTHDF1	748.233581	652.0690242	765.0660824	816.607246	26.20526285	40.04990686	33.11943374	26.74419992
ENSG00000149679	CABLES2	195.5600877	317.69575	319.8220025	318.0109596	3.123655828	6.123000956	8.902736285	34.0497236
ENSG00000154930	ACSS1	76.68052167	76.56090673	119.8259443	88.78800144	1.223491388	1.610142259	12.97409376	3.851703293
ENSG00000158296	SLC13A3	0.577193334	3.399441885	1.433592121	4.710277855	1.884696276	0	0	0
ENSG00000158445	KCNB1	6.702475263	27.50729295	12.10570834	10.29698159	6.979654463	2.520923616	50.65812904	0
ENSG00000158470	B4GALT5	1307.06093	2250.810916	2326.299461	2449.012946	23.17524518	31.12676833	60.97093745	71.64219461
ENSG00000158480	SPATA2	107.5291691	195.8027678	167.9584201	171.8840933	6.010561451	7.574105916	4.517992609	5.636819111
ENSG00000158901	WFDC8	0	0	0	0	0	0	0	0
ENSG00000166619	BLCAP	533.8964372	539.4905323	576.4085235	568.8380309	3.570979884	6.643348078	9.683666419	7.664112519
ENSG00000166913	YWHAB	3819.490858	2947.084359	3043.301576	3039.243862	245.3515952	206.0242155	483.9431992	537.0579251
ENSG00000166948	TGM6	0	0	0	0	0	10.10712582	0	0
ENSG00000167046	ENSG00000167046	0	0	0	1.132023207	0	0	0	0
ENSG00000167098	SUN5	0	0	0	0	0	0	0	0
ENSG00000167104	BPIFB6	0	0	0	0	0	0	0	0
ENSG00000167390	POM121L3P	0	0	0	0	0	0	0	0
ENSG00000168612	ZSWIM1	90.68266352	133.9637584	127.3433645	148.1859586	1.718122404	0.841969752	3.76678762	8.056424924
ENSG00000168630	SPINT5P	0	0	0	0	0	0	0	0
ENSG00000168634	WFDC13	0	0	0	0	0	0	0	0
ENSG00000168703	WFDC12	0	0	0	0	0	0	0	0
ENSG00000168734	PKIG	364.6667305	236.0630579	224.8152481	215.3953922	3.453905138	6.482301371	11.82551657	2.086914086
ENSG00000168746	LINC01620	0	0	0	0	14.70431287	2.500667998	17.22279263	4.187361398
ENSG00000170191	NANP	148.941119	177.4978941	184.8333762	199.150026	5.151494158	2.524488203	4.517625265	4.025964787
ENSG00000170367	CST5	0	0	0	0	0	0	0	0
ENSG00000170369	CST2	0	0	0	0	2.572250367	0	1.503830362	0.80409975
ENSG00000170373	CST1	0	0	0	0	0	0	0	0
ENSG00000170471	RALGAPB	439.9271579	1004.526858	1162.444267	1094.259707	52.70997568	30.33882961	92.76991149	77.49356337
ENSG00000171222	SCAND1	816.1677924	382.3879933	397.2404663	400.1451004	5.864848344	2.55297909	17.33916971	6.384691882
ENSG00000171456	ASXL1	761.7777302	1590.734907	1168.108444	1337.192306	236.3467958	143.2351611	206.02907	196.4603901
ENSG00000171552	BCL2L1	1278.112134	1279.124861	1121.843237	1115.087278	33.24955025	35.6586651	75.99339649	49.96185215
ENSG00000171695	LKAAEAR1	0	0	0	1.131616568	0	0	0	0
ENSG00000171700	RGS19	213.1602907	181.248735	230.5936218	186.0614751	2.519443436	4.115526189	13.9931134	2.362780531
ENSG00000171703	TCEA2	464.0856574	282.739933	239.3136191	249.7647425	8.518908555	6.218206825	14.74792549	19.56948428
ENSG00000171858	RPS21	4452.055081	2192.077932	2204.673548	2158.204366	151.767904	148.6563928	160.5248972	165.5208214
ENSG00000171864	PRND	0	0	0	0	10.2889926	14.28605114	8.271063246	4.020502523
ENSG00000171867	PRNP	2867.760493	1996.531168	2141.464985	1978.255272	48.01936712	43.26320815	124.7182851	131.1007073
ENSG00000171873	ADRA1D	0	3.219920034	1.035556398	3.470387686	8.109825338	34.44335431	0	0
ENSG00000171940	ZNF217	652.7178937	1182.095641	977.1042565	853.5663704	51.42758853	57.72110094	69.10433758	47.45179524
ENSG00000171984	SHLD1	46.4307461	22.90148778	22.08389711	38.65342675	0	1.257267911	6.749699335	8.421166768
ENSG00000172216	CEBPB	698.1894784	421.5860022	768.4303483	673.7783319	17.20046813	28.65899095	27.15125105	18.55051287
ENSG00000172264	MACROD2	14.24108577	12.31595138	6.673337407	8.057349983	8.545570372	1.075956217	0	6.898447996
ENSG00000172296	SPTLC3	116.5825925	118.0270821	259.1986233	238.9376377	7.388390562	92.53086082	259.1391547	143.0581507
ENSG00000172315	TP53RK	286.7541754	211.1009717	242.0836166	235.8242647	4.967722759	2.195977428	4.356470642	6.303717332
ENSG00000173335	CST9	0	0	0	0	0	0	0	0
ENSG00000173404	INSM1	0	0	0	0	2.572242974	0.840356347	0	0
ENSG00000173418	NAA20	755.384181	505.8148318	518.147955	617.6026975	20.23842764	23.48535525	47.15945817	65.84233759
ENSG00000174306	ZHX3	339.3701502	578.1495024	790.0404396	666.3802537	22.68138233	29.8700918	99.73244488	82.41111203
ENSG00000174365	SNHG11	208.1302264	150.3880257	125.572492	117.7567279	400.7686864	748.8486288	38.06575547	64.0991331
ENSG00000174403	CRMA	0.862875253	0	0	0	0	3.039284873	0	0
ENSG00000174407	MIR1-1HG	0	0	0	0	4.193981567	0.387168892	0	0
ENSG00000175063	UBE2C	2299.338254	1360.792418	1333.802191	1370.908879	58.3136718	53.18392614	143.3249289	80.03124452
ENSG00000175121	WFDC5	0	0	0	0	0	1.680712005	0	0
ENSG00000175170	FAM182B	4.659928487	5.261448417	8.800935235	7.807150953	10.19027782	8.215833899	7.230292581	8.700954878
ENSG00000175730	BAK1P1	0	0	1.115784605	1.11550501	0.861055273	2.531766195	18.12253596	9.69013972
ENSG00000176659	LINC02910	1.90871403	0	0	0	0	0	0	0
ENSG00000177410	ZFAS1	1209.558942	679.1341704	602.1034832	522.9982446	95.96582321	84.92532836	216.123811	147.1917737
ENSG00000177732	SOX12	572.3256637	656.0755181	644.6902848	591.8786578	53.21788953	28.60332379	34.62588328	27.36925846
ENSG00000178591	DEFB125	0	0	0	0	0	0	0	0
ENSG00000178726	THBD	160.1466554	175.2816117	324.5898477	217.264637	12.87764355	1.682846563	17.31609448	15.29736844
ENSG00000179242	CDH4	327.8611317	706.6736753	574.5181658	530.0582702	26.06468499	9.088237005	25.82610019	18.84162588
ENSG00000179253	ENSG00000179253	0	1.144007719	0	0	0	0	0	0
ENSG00000179447	SLC24A3-AS1	0	0	0	0	0	0	0	0
ENSG00000179772	FOXS1	0	0	0	0	0	0	0	0
ENSG00000179935	LINC00652	0	6.166158228	0.973096079	0	0	0	0	0
ENSG00000180083	WFDC11	0	0	0	0	0	0	0	0
ENSG00000180205	WFDC9	0	0	0	0	0	0	0	0
ENSG00000180259	PRNT	0	0	0	0	0	0	0	0
ENSG00000180305	WFDC10A	0	0	0	0	0	0	0	0
ENSG00000180383	DEFB124	0	0	0	0	0	0	0	0
ENSG00000180424	DEFB123	0	0	0	0	0	0	0	0
ENSG00000180483	DEFB119	0	0	0	0	0	0	0	0
ENSG00000181741	FDX1P1	0	0	1.112182857	0	3.447228106	1.68931927	1.511531824	2.424652382
ENSG00000182035	ADIG	0	0	0	0	0	0	0	0
ENSG00000182463	TSHZ2	14.5520449	40.59755711	55.67602527	22.66170378	4.104490779	3.877417756	0	0
ENSG00000182621	PLCB1	6.325358109	0	1.314772278	2.647032887	0	0	0	0
ENSG00000182931	WFDC10B	0	0	0	0	0	0	0	0
ENSG00000183260	ABHD16B	47.17931062	16.30537699	37.57020144	38.27058977	0	0	0	3.237845284
ENSG00000183566	BPIFA4P	0	0	0	0	0	0	0	0
ENSG00000183798	EMILIN3	3.72896315	3.945439699	1.254580001	0	0	0	0	0
ENSG00000184402	SS18L1	167.3292371	218.6414697	298.865845	305.4435612	3.782267498	8.852075661	6.15993665	2.026903431
ENSG00000184617	ZNF840P	1.119113732	0	0	1.130728278	0	0.842725686	0	0
ENSG00000185019	UBOX5	174.1938895	178.2708495	194.4069249	183.0771635	4.773922088	1.559642222	4.884258179	6.715578974
ENSG00000185052	SLC24A3	0	0	0	0	0	0.840353906	0	0
ENSG00000185513	L3MBTL1	42.10905458	108.4776963	118.1386263	107.4898496	11.39423653	2.879683329	8.986440769	33.43518246
ENSG00000185834	RPL12P4	7.765917644	5.311555015	3.370966694	3.361353378	41.53223017	42.8460283	75.14014202	69.69569118
ENSG00000185982	DEFB128	0	0	0	0	0	0	0	0
ENSG00000186190	BPIFB3	0	0	0	0	0	0	0	0
ENSG00000186191	BPIFB4	0	0	0	0	0	0	0	0
ENSG00000186458	DEFB132	0	0	0	0	0	0	0	0
ENSG00000188559	RALGAPA2	92.81411873	138.4277624	111.9548952	140.358899	35.4318469	47.12927926	22.19435777	15.82314252
ENSG00000196074	SYCP2	1.289613544	0	2.595937053	1.303050618	0	0	0	0
ENSG00000196090	PTPRT	0	0	0	1.132027847	0	0	0.752154849	0
ENSG00000196132	MYT1	0	0	0	0	0	0.8403522	0.751913392	0
ENSG00000196209	SIRPB2	0	2.1316647	0	0	0	0	0	2.183498632
ENSG00000196227	FAM217B	92.66593149	129.8153463	147.3916979	163.046842	3.05406869	5.744298659	6.026135298	3.58019974
ENSG00000196396	PTPN1	947.1502812	1154.193697	1233.896786	1284.194577	43.73594597	49.08626231	38.76562512	68.86176787
ENSG00000196421	C20orf204	28.90486563	10.57742617	5.235274309	5.566695429	2.869549597	2.812460673	0	0
ENSG00000196476	C20orf96	102.9615738	98.20561052	76.96142493	82.41567269	9.690000427	22.61233315	12.22813706	5.902562584
ENSG00000196562	SULF2	96.15946006	127.5808995	111.3871637	78.59529882	80.84320438	25.95521406	30.323516	73.71395226
ENSG00000196700	ZNF512B	730.6582991	1013.891998	1059.482199	957.9604961	15.44650918	21.02662974	21.82392897	14.48598649
ENSG00000196756	SNHG17	565.8010857	328.5964617	436.2866574	405.0242302	243.747008	394.5668546	105.2325961	67.74747192
ENSG00000196839	ADA	278.7493601	193.9750915	241.6408637	161.632176	21.11488984	20.15282054	25.63355353	21.3201131
ENSG00000197114	ZGPAT	269.889898	226.3296315	297.5239103	255.6825625	4.380101678	64.16092145	16.61451398	11.52385562
ENSG00000197122	SRC	200.9552299	362.5793732	326.0595059	325.2543824	21.28979095	33.94252633	62.40961086	81.94732245
ENSG00000197183	NOL4L	80.12751822	125.1055321	91.50956795	79.15002633	40.33301358	50.67407012	19.52322843	13.91946779
ENSG00000197296	FITM2	180.3207502	218.6820507	241.1948836	287.4498258	6.866892	5.047711726	25.59333185	21.73464709
ENSG00000197457	STMN3	1302.18346	1223.803297	996.119644	924.2839904	45.71107723	45.74179909	49.09777248	24.37281613
ENSG00000197496	SLC2A10	32.65495181	84.66438866	52.88748674	60.30191733	1.36554175	0.669189755	28.92213302	5.122492696
ENSG00000197586	ENTPD6	729.2934391	730.7149254	759.2434307	737.6080033	17.47033976	19.43988659	50.11366309	25.92105859
ENSG00000197670	ENSG00000197670	0	7.958474179	4.518144266	3.401114657	0	0	0	0
ENSG00000197818	SLC9A8	196.0218575	261.7874952	401.8235926	331.2933804	9.098515874	3.715606495	13.29831214	14.2212488
ENSG00000198026	ZNF335	119.3578416	279.5239764	320.0758027	307.3165462	21.83329923	18.92978264	8.100576831	10.23783046
ENSG00000198053	SIRPA	505.6100741	631.0269538	645.0435332	599.92004	25.18058813	16.42329171	23.48580276	25.24339453
ENSG00000198171	DDRGK1	694.1454951	536.5264654	560.2125888	566.0956088	49.6942109	37.73711857	29.42603684	43.92128401
ENSG00000198183	BPIFA1	0	0	0	0	0	0	0	0
ENSG00000198185	ZNF334	57.8008125	70.52514475	75.19095658	75.87250877	11.08883758	10.43442129	17.38403063	4.929253222
ENSG00000198276	UCKL1	368.0938364	324.9802886	352.8723422	378.8031018	13.29654207	33.30394653	59.54363157	24.2466824
ENSG00000198326	TMEM239	17.66732891	0	2.542117852	4.641263383	1.408604247	3.451444053	0.617636764	0.66050354
ENSG00000198547	C20orf203	0	0	0	0	0	0	1.503829624	0
ENSG00000198646	NCOA6	824.0756605	712.6545831	739.7193847	718.664966	95.91153991	108.0558248	29.53295226	48.56157562
ENSG00000198768	APCDD1L	8.967490735	9.112213954	24.8183226	22.65250034	0.859358224	0	0	0
ENSG00000198900	TOP1	1068.898032	1093.611711	1211.293935	1300.76376	194.7522793	195.815884	82.2696507	47.44499372
ENSG00000198959	TGM2	45.52427189	32.15225223	58.49156289	40.0049756	4.603931991	3.396404376	5.478765408	14.03960595
ENSG00000199017	MIR1-1	0	0	0	0	3344.699788	3141.175832	4983.573003	6493.752061
ENSG00000199024	MIR103A2	0	0	0	0	11.47217177	19.34752444	29.91024187	15.84874411
ENSG00000199218	RN7SKP184	0	0	0	0	58.30450083	69.732757	84.21478128	49.85435011
ENSG00000199266	SNORA60	0	0	0	0	0	0	16.79395403	0
ENSG00000199490	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000199497	RNU1-94P	0	0	0	0	6.001771654	2.521009258	3.007589441	0
