ENSMUSG00000024401,ENSMUSG00000022812
ENSMUSG00000024401,ENSMUSG00000029502
ENSMUSG00000024401,ENSMUSG00000047841
ENSMUSG00000024401,ENSMUSG00000035031
ENSMUSG00000024401,ENSMUSG00000096380
ENSMUSG00000024401,ENSMUSG00000045064
ENSMUSG00000024401,ENSMUSG00000001751
ENSMUSG00000024401,ENSMUSG00000057367
ENSMUSG00000024401,ENSMUSG00000029610
ENSMUSG00000024401,ENSMUSG00000028518
ENSMUSG00000024401,ENSMUSG00000062825
ENSMUSG00000024401,ENSMUSG00000019528
ENSMUSG00000024401,ENSMUSG00000025534
ENSMUSG00000024401,ENSMUSG00000028766
ENSMUSG00000024401,ENSMUSG00000024401
ENSMUSG00000024401,ENSMUSG00000057897
ENSMUSG00000024401,ENSMUSG00000022760
ENSMUSG00000024401,ENSMUSG00000037393
ENSMUSG00000024401,ENSMUSG00000020366
ENSMUSG00000024401,ENSMUSG00000029433
ENSMUSG00000024401,ENSMUSG00000008604
ENSMUSG00000024401,ENSMUSG00000036438
ENSMUSG00000024401,ENSMUSG00000001175
ENSMUSG00000024401,ENSMUSG00000001280
ENSMUSG00000024401,ENSMUSG00000020828
ENSMUSG00000024401,ENSMUSG00000079037
ENSMUSG00000024401,ENSMUSG00000019969
ENSMUSG00000001280,ENSMUSG00000022760
ENSMUSG00000001280,ENSMUSG00000014349
ENSMUSG00000001280,ENSMUSG00000037523
ENSMUSG00000001280,ENSMUSG00000020366
ENSMUSG00000001280,ENSMUSG00000057897
ENSMUSG00000001280,ENSMUSG00000071547
ENSMUSG00000001280,ENSMUSG00000001280
ENSMUSG00000001280,ENSMUSG00000079037
ENSMUSG00000001280,ENSMUSG00000019969
ENSMUSG00000021156,ENSMUSG00000040929
ENSMUSG00000021156,ENSMUSG00000021242
ENSMUSG00000021156,ENSMUSG00000021156
ENSMUSG00000021156,ENSMUSG00000016349
ENSMUSG00000021156,ENSMUSG00000071195
ENSMUSG00000025082,ENSMUSG00000079037
ENSMUSG00000046192,ENSMUSG00000028599
ENSMUSG00000046192,ENSMUSG00000014932
ENSMUSG00000046192,ENSMUSG00000004994
ENSMUSG00000046192,ENSMUSG00000046192
ENSMUSG00000046192,ENSMUSG00000019471
ENSMUSG00000046192,ENSMUSG00000066839
ENSMUSG00000046192,ENSMUSG00000023505
ENSMUSG00000046192,ENSMUSG00000029127
ENSMUSG00000046192,ENSMUSG00000026321
ENSMUSG00000046192,ENSMUSG00000078964
ENSMUSG00000046192,ENSMUSG00000021270
ENSMUSG00000046192,ENSMUSG00000023755
ENSMUSG00000046192,ENSMUSG00000026942
ENSMUSG00000046192,ENSMUSG00000014959
ENSMUSG00000046192,ENSMUSG00000004843
ENSMUSG00000046192,ENSMUSG00000004655
ENSMUSG00000038738,ENSMUSG00000026496
ENSMUSG00000038738,ENSMUSG00000032388
ENSMUSG00000038738,ENSMUSG00000038738
ENSMUSG00000038738,ENSMUSG00000044475
ENSMUSG00000038738,ENSMUSG00000015755
ENSMUSG00000038738,ENSMUSG00000060548
ENSMUSG00000038738,ENSMUSG00000046532
ENSMUSG00000038738,ENSMUSG00000054452
ENSMUSG00000044475,ENSMUSG00000044475
ENSMUSG00000044475,ENSMUSG00000015755
ENSMUSG00000044475,ENSMUSG00000046532
ENSMUSG00000004360,ENSMUSG00000004360
ENSMUSG00000004360,ENSMUSG00000014959
ENSMUSG00000004360,ENSMUSG00000026565
ENSMUSG00000028282,ENSMUSG00000023944
ENSMUSG00000028282,ENSMUSG00000079037
ENSMUSG00000026496,ENSMUSG00000052373
ENSMUSG00000026496,ENSMUSG00000026496
ENSMUSG00000026496,ENSMUSG00000029178
ENSMUSG00000026496,ENSMUSG00000021277
ENSMUSG00000026496,ENSMUSG00000008604
ENSMUSG00000026496,ENSMUSG00000048186
ENSMUSG00000026496,ENSMUSG00000060803
ENSMUSG00000026496,ENSMUSG00000008690
ENSMUSG00000026496,ENSMUSG00000032648
ENSMUSG00000026496,ENSMUSG00000020366
ENSMUSG00000026496,ENSMUSG00000079037
ENSMUSG00000074156,ENSMUSG00000074156
ENSMUSG00000074156,ENSMUSG00000078964
ENSMUSG00000078964,ENSMUSG00000042688
ENSMUSG00000078964,ENSMUSG00000053137
ENSMUSG00000034761,ENSMUSG00000023944
ENSMUSG00000034761,ENSMUSG00000014959
ENSMUSG00000034761,ENSMUSG00000079037
ENSMUSG00000000567,ENSMUSG00000007655
ENSMUSG00000000567,ENSMUSG00000029433
ENSMUSG00000000567,ENSMUSG00000008604
ENSMUSG00000000567,ENSMUSG00000028518
ENSMUSG00000000567,ENSMUSG00000013155
ENSMUSG00000000567,ENSMUSG00000020366
ENSMUSG00000000567,ENSMUSG00000079037
ENSMUSG00000000567,ENSMUSG00000019969
ENSMUSG00000024359,ENSMUSG00000079037
ENSMUSG00000027070,ENSMUSG00000015027
ENSMUSG00000027070,ENSMUSG00000031722
ENSMUSG00000042750,ENSMUSG00000029610
ENSMUSG00000042750,ENSMUSG00000042750
ENSMUSG00000042750,ENSMUSG00000021242
ENSMUSG00000042750,ENSMUSG00000069582
ENSMUSG00000042750,ENSMUSG00000046532
ENSMUSG00000042750,ENSMUSG00000079037
ENSMUSG00000024365,ENSMUSG00000021665
ENSMUSG00000024365,ENSMUSG00000037523
ENSMUSG00000024365,ENSMUSG00000025578
ENSMUSG00000024365,ENSMUSG00000024365
ENSMUSG00000024365,ENSMUSG00000007817
ENSMUSG00000024365,ENSMUSG00000034055
ENSMUSG00000024365,ENSMUSG00000039457
ENSMUSG00000024365,ENSMUSG00000008690
ENSMUSG00000024365,ENSMUSG00000057672
ENSMUSG00000024365,ENSMUSG00000079037
ENSMUSG00000028602,ENSMUSG00000028602
ENSMUSG00000028602,ENSMUSG00000029433
ENSMUSG00000028602,ENSMUSG00000053593
ENSMUSG00000028602,ENSMUSG00000020366
ENSMUSG00000028602,ENSMUSG00000079037
ENSMUSG00000028602,ENSMUSG00000019969
ENSMUSG00000046688,ENSMUSG00000023944
ENSMUSG00000046688,ENSMUSG00000068587
ENSMUSG00000046688,ENSMUSG00000046688
ENSMUSG00000046688,ENSMUSG00000020366
ENSMUSG00000046688,ENSMUSG00000079037
ENSMUSG00000029433,ENSMUSG00000049739
ENSMUSG00000029433,ENSMUSG00000039656
ENSMUSG00000029433,ENSMUSG00000017754
ENSMUSG00000029433,ENSMUSG00000029433
ENSMUSG00000029433,ENSMUSG00000021754
ENSMUSG00000029433,ENSMUSG00000039286
ENSMUSG00000029433,ENSMUSG00000012126
ENSMUSG00000029433,ENSMUSG00000022637
ENSMUSG00000029433,ENSMUSG00000040249
ENSMUSG00000029433,ENSMUSG00000045064
ENSMUSG00000029433,ENSMUSG00000069584
ENSMUSG00000029433,ENSMUSG00000038780
ENSMUSG00000029433,ENSMUSG00000017652
ENSMUSG00000029433,ENSMUSG00000024805
ENSMUSG00000029433,ENSMUSG00000053593
ENSMUSG00000029433,ENSMUSG00000057963
ENSMUSG00000029433,ENSMUSG00000047841
ENSMUSG00000029433,ENSMUSG00000008604
ENSMUSG00000029433,ENSMUSG00000071547
ENSMUSG00000029433,ENSMUSG00000007812
ENSMUSG00000029433,ENSMUSG00000007610
ENSMUSG00000029433,ENSMUSG00000006056
ENSMUSG00000029433,ENSMUSG00000079037
ENSMUSG00000029433,ENSMUSG00000019969
ENSMUSG00000008604,ENSMUSG00000019850
ENSMUSG00000008604,ENSMUSG00000049739
ENSMUSG00000008604,ENSMUSG00000024454
ENSMUSG00000008604,ENSMUSG00000025199
ENSMUSG00000008604,ENSMUSG00000062825
ENSMUSG00000008604,ENSMUSG00000001751
ENSMUSG00000008604,ENSMUSG00000028599
ENSMUSG00000008604,ENSMUSG00000008690
ENSMUSG00000008604,ENSMUSG00000039656
ENSMUSG00000008604,ENSMUSG00000039457
ENSMUSG00000008604,ENSMUSG00000034055
ENSMUSG00000008604,ENSMUSG00000025534
ENSMUSG00000008604,ENSMUSG00000029053
ENSMUSG00000008604,ENSMUSG00000038155
ENSMUSG00000008604,ENSMUSG00000022812
ENSMUSG00000008604,ENSMUSG00000029502
ENSMUSG00000008604,ENSMUSG00000024948
ENSMUSG00000008604,ENSMUSG00000047841
ENSMUSG00000008604,ENSMUSG00000026875
ENSMUSG00000008604,ENSMUSG00000024387
ENSMUSG00000008604,ENSMUSG00000031154
ENSMUSG00000008604,ENSMUSG00000037523
ENSMUSG00000008604,ENSMUSG00000030339
ENSMUSG00000008604,ENSMUSG00000096380
ENSMUSG00000008604,ENSMUSG00000029610
ENSMUSG00000008604,ENSMUSG00000036438
ENSMUSG00000008604,ENSMUSG00000040249
ENSMUSG00000008604,ENSMUSG00000045064
ENSMUSG00000008604,ENSMUSG00000045594
ENSMUSG00000008604,ENSMUSG00000069584
ENSMUSG00000008604,ENSMUSG00000013155
ENSMUSG00000008604,ENSMUSG00000007812
ENSMUSG00000008604,ENSMUSG00000091971
ENSMUSG00000008604,ENSMUSG00000025185
ENSMUSG00000008604,ENSMUSG00000024805
ENSMUSG00000008604,ENSMUSG00000059540
ENSMUSG00000008604,ENSMUSG00000028518
ENSMUSG00000008604,ENSMUSG00000046876
ENSMUSG00000008604,ENSMUSG00000021754
ENSMUSG00000008604,ENSMUSG00000064289
ENSMUSG00000008604,ENSMUSG00000025232
ENSMUSG00000008604,ENSMUSG00000061288
ENSMUSG00000008604,ENSMUSG00000042472
ENSMUSG00000008604,ENSMUSG00000021217
ENSMUSG00000008604,ENSMUSG00000022760
ENSMUSG00000008604,ENSMUSG00000022403
ENSMUSG00000008604,ENSMUSG00000000120
ENSMUSG00000008604,ENSMUSG00000025578
ENSMUSG00000008604,ENSMUSG00000037393
ENSMUSG00000008604,ENSMUSG00000017652
ENSMUSG00000008604,ENSMUSG00000007817
ENSMUSG00000008604,ENSMUSG00000008604
ENSMUSG00000008604,ENSMUSG00000071547
ENSMUSG00000008604,ENSMUSG00000053593
ENSMUSG00000008604,ENSMUSG00000001175
ENSMUSG00000008604,ENSMUSG00000062591
ENSMUSG00000008604,ENSMUSG00000111915
ENSMUSG00000008604,ENSMUSG00000019528
ENSMUSG00000008604,ENSMUSG00000013629
ENSMUSG00000008604,ENSMUSG00000006056
ENSMUSG00000008604,ENSMUSG00000020366
ENSMUSG00000008604,ENSMUSG00000079037
ENSMUSG00000071547,ENSMUSG00000021665
ENSMUSG00000071547,ENSMUSG00000038155
ENSMUSG00000071547,ENSMUSG00000022812
ENSMUSG00000071547,ENSMUSG00000017652
ENSMUSG00000071547,ENSMUSG00000057672
ENSMUSG00000071547,ENSMUSG00000034269
ENSMUSG00000071547,ENSMUSG00000096380
ENSMUSG00000071547,ENSMUSG00000057367
ENSMUSG00000071547,ENSMUSG00000062825
ENSMUSG00000071547,ENSMUSG00000021754
ENSMUSG00000071547,ENSMUSG00000025534
ENSMUSG00000071547,ENSMUSG00000057897
ENSMUSG00000071547,ENSMUSG00000037393
ENSMUSG00000071547,ENSMUSG00000037523
ENSMUSG00000071547,ENSMUSG00000071547
ENSMUSG00000071547,ENSMUSG00000036438
ENSMUSG00000071547,ENSMUSG00000079037
ENSMUSG00000071547,ENSMUSG00000059540
ENSMUSG00000071547,ENSMUSG00000013629
ENSMUSG00000071547,ENSMUSG00000006056
ENSMUSG00000071547,ENSMUSG00000020366
ENSMUSG00000071547,ENSMUSG00000001175
ENSMUSG00000096481,ENSMUSG00000005897
ENSMUSG00000096481,ENSMUSG00000096481
ENSMUSG00000096481,ENSMUSG00000021242
ENSMUSG00000042688,ENSMUSG00000053886
ENSMUSG00000042688,ENSMUSG00000015605
ENSMUSG00000042688,ENSMUSG00000046532
ENSMUSG00000042688,ENSMUSG00000053137
ENSMUSG00000042688,ENSMUSG00000067702
ENSMUSG00000053137,ENSMUSG00000057074
ENSMUSG00000053137,ENSMUSG00000001751
ENSMUSG00000053137,ENSMUSG00000021665
ENSMUSG00000053137,ENSMUSG00000017950
ENSMUSG00000053137,ENSMUSG00000067702
ENSMUSG00000053137,ENSMUSG00000021939
ENSMUSG00000053137,ENSMUSG00000096421
ENSMUSG00000053137,ENSMUSG00000031537
ENSMUSG00000053137,ENSMUSG00000046532
ENSMUSG00000053137,ENSMUSG00000009079
ENSMUSG00000053137,ENSMUSG00000015605
ENSMUSG00000053137,ENSMUSG00000031266
ENSMUSG00000053137,ENSMUSG00000069583
ENSMUSG00000053137,ENSMUSG00000007655
ENSMUSG00000053137,ENSMUSG00000022760
ENSMUSG00000053137,ENSMUSG00000013155
ENSMUSG00000053137,ENSMUSG00000079037
ENSMUSG00000006056,ENSMUSG00000024454
ENSMUSG00000006056,ENSMUSG00000020849
ENSMUSG00000006056,ENSMUSG00000031788
ENSMUSG00000006056,ENSMUSG00000025578
ENSMUSG00000006056,ENSMUSG00000037523
ENSMUSG00000006056,ENSMUSG00000003227
ENSMUSG00000006056,ENSMUSG00000007817
ENSMUSG00000006056,ENSMUSG00000036712
ENSMUSG00000006056,ENSMUSG00000039457
ENSMUSG00000006056,ENSMUSG00000079037
ENSMUSG00000006056,ENSMUSG00000019969
ENSMUSG00000020366,ENSMUSG00000049739
ENSMUSG00000020366,ENSMUSG00000057672
ENSMUSG00000020366,ENSMUSG00000062825
ENSMUSG00000020366,ENSMUSG00000022496
ENSMUSG00000020366,ENSMUSG00000028730
ENSMUSG00000020366,ENSMUSG00000033857
ENSMUSG00000020366,ENSMUSG00000021665
ENSMUSG00000020366,ENSMUSG00000006457
ENSMUSG00000020366,ENSMUSG00000025534
ENSMUSG00000020366,ENSMUSG00000008690
ENSMUSG00000020366,ENSMUSG00000029053
ENSMUSG00000020366,ENSMUSG00000038155
ENSMUSG00000020366,ENSMUSG00000022812
ENSMUSG00000020366,ENSMUSG00000053702
ENSMUSG00000020366,ENSMUSG00000029502
ENSMUSG00000020366,ENSMUSG00000023755
ENSMUSG00000020366,ENSMUSG00000017652
ENSMUSG00000020366,ENSMUSG00000026875
ENSMUSG00000020366,ENSMUSG00000016349
ENSMUSG00000020366,ENSMUSG00000028111
ENSMUSG00000020366,ENSMUSG00000030339
ENSMUSG00000020366,ENSMUSG00000096380
ENSMUSG00000020366,ENSMUSG00000022637
ENSMUSG00000020366,ENSMUSG00000040249
ENSMUSG00000020366,ENSMUSG00000045064
ENSMUSG00000020366,ENSMUSG00000042189
ENSMUSG00000020366,ENSMUSG00000061878
ENSMUSG00000020366,ENSMUSG00000057367
ENSMUSG00000020366,ENSMUSG00000054452
ENSMUSG00000020366,ENSMUSG00000029130
ENSMUSG00000020366,ENSMUSG00000031950
ENSMUSG00000020366,ENSMUSG00000038780
ENSMUSG00000020366,ENSMUSG00000026864
ENSMUSG00000020366,ENSMUSG00000006818
ENSMUSG00000020366,ENSMUSG00000026641
ENSMUSG00000020366,ENSMUSG00000042215
ENSMUSG00000020366,ENSMUSG00000062012
ENSMUSG00000020366,ENSMUSG00000038324
ENSMUSG00000020366,ENSMUSG00000004843
ENSMUSG00000020366,ENSMUSG00000096131
ENSMUSG00000020366,ENSMUSG00000008348
ENSMUSG00000020366,ENSMUSG00000112600
ENSMUSG00000020366,ENSMUSG00000020941
ENSMUSG00000020366,ENSMUSG00000039656
ENSMUSG00000020366,ENSMUSG00000057963
ENSMUSG00000020366,ENSMUSG00000042349
ENSMUSG00000020366,ENSMUSG00000031077
ENSMUSG00000020366,ENSMUSG00000057897
ENSMUSG00000020366,ENSMUSG00000021754
ENSMUSG00000020366,ENSMUSG00000000120
ENSMUSG00000020366,ENSMUSG00000025578
ENSMUSG00000020366,ENSMUSG00000037393
ENSMUSG00000020366,ENSMUSG00000037523
ENSMUSG00000020366,ENSMUSG00000007817
ENSMUSG00000020366,ENSMUSG00000047841
ENSMUSG00000020366,ENSMUSG00000039286
ENSMUSG00000020366,ENSMUSG00000007812
ENSMUSG00000020366,ENSMUSG00000039457
ENSMUSG00000020366,ENSMUSG00000007610
ENSMUSG00000020366,ENSMUSG00000019528
ENSMUSG00000020366,ENSMUSG00000040489
ENSMUSG00000020366,ENSMUSG00000020366
ENSMUSG00000020366,ENSMUSG00000079037
ENSMUSG00000020366,ENSMUSG00000004655
ENSMUSG00000079037,ENSMUSG00000049739
ENSMUSG00000079037,ENSMUSG00000057074
ENSMUSG00000079037,ENSMUSG00000039457
ENSMUSG00000079037,ENSMUSG00000028599
ENSMUSG00000079037,ENSMUSG00000058799
ENSMUSG00000079037,ENSMUSG00000021665
ENSMUSG00000079037,ENSMUSG00000095721
ENSMUSG00000079037,ENSMUSG00000053693
ENSMUSG00000079037,ENSMUSG00000017950
ENSMUSG00000079037,ENSMUSG00000006818
ENSMUSG00000079037,ENSMUSG00000021850
ENSMUSG00000079037,ENSMUSG00000035031
ENSMUSG00000079037,ENSMUSG00000040929
ENSMUSG00000079037,ENSMUSG00000028111
ENSMUSG00000079037,ENSMUSG00000030339
ENSMUSG00000079037,ENSMUSG00000017760
ENSMUSG00000079037,ENSMUSG00000022637
ENSMUSG00000079037,ENSMUSG00000016520
ENSMUSG00000079037,ENSMUSG00000042189
ENSMUSG00000079037,ENSMUSG00000027790
ENSMUSG00000079037,ENSMUSG00000005824
ENSMUSG00000079037,ENSMUSG00000013155
ENSMUSG00000079037,ENSMUSG00000034000
ENSMUSG00000079037,ENSMUSG00000032648
ENSMUSG00000079037,ENSMUSG00000008348
ENSMUSG00000079037,ENSMUSG00000026700
ENSMUSG00000079037,ENSMUSG00000003031
ENSMUSG00000079037,ENSMUSG00000062012
ENSMUSG00000079037,ENSMUSG00000026875
ENSMUSG00000079037,ENSMUSG00000068240
ENSMUSG00000079037,ENSMUSG00000053593
ENSMUSG00000079037,ENSMUSG00000029075
ENSMUSG00000079037,ENSMUSG00000069584
ENSMUSG00000079037,ENSMUSG00000029513
ENSMUSG00000079037,ENSMUSG00000112600
ENSMUSG00000079037,ENSMUSG00000061288
ENSMUSG00000079037,ENSMUSG00000056885
ENSMUSG00000079037,ENSMUSG00000001525
ENSMUSG00000079037,ENSMUSG00000022403
ENSMUSG00000079037,ENSMUSG00000109859
ENSMUSG00000079037,ENSMUSG00000000120
ENSMUSG00000079037,ENSMUSG00000025578
ENSMUSG00000079037,ENSMUSG00000032783
ENSMUSG00000079037,ENSMUSG00000095593
ENSMUSG00000079037,ENSMUSG00000007817
ENSMUSG00000079037,ENSMUSG00000047841
ENSMUSG00000079037,ENSMUSG00000025316
ENSMUSG00000079037,ENSMUSG00000001383
ENSMUSG00000079037,ENSMUSG00000014959
ENSMUSG00000079037,ENSMUSG00000025907
ENSMUSG00000079037,ENSMUSG00000004843
ENSMUSG00000079037,ENSMUSG00000031077
ENSMUSG00000079037,ENSMUSG00000020828
ENSMUSG00000079037,ENSMUSG00000030336
ENSMUSG00000079037,ENSMUSG00000028466
ENSMUSG00000079037,ENSMUSG00000032869
ENSMUSG00000079037,ENSMUSG00000052373
ENSMUSG00000079037,ENSMUSG00000037523
ENSMUSG00000079037,ENSMUSG00000025199
ENSMUSG00000079037,ENSMUSG00000019850
ENSMUSG00000079037,ENSMUSG00000032193
ENSMUSG00000079037,ENSMUSG00000058063
ENSMUSG00000079037,ENSMUSG00000024387
ENSMUSG00000079037,ENSMUSG00000014932
ENSMUSG00000079037,ENSMUSG00000030206
ENSMUSG00000079037,ENSMUSG00000063568
ENSMUSG00000079037,ENSMUSG00000039656
ENSMUSG00000079037,ENSMUSG00000054252
ENSMUSG00000079037,ENSMUSG00000006457
ENSMUSG00000079037,ENSMUSG00000048065
ENSMUSG00000079037,ENSMUSG00000060803
ENSMUSG00000079037,ENSMUSG00000008690
ENSMUSG00000079037,ENSMUSG00000005897
ENSMUSG00000079037,ENSMUSG00000029053
ENSMUSG00000079037,ENSMUSG00000038155
ENSMUSG00000079037,ENSMUSG00000022812
ENSMUSG00000079037,ENSMUSG00000053702
ENSMUSG00000079037,ENSMUSG00000029502
ENSMUSG00000079037,ENSMUSG00000023755
ENSMUSG00000079037,ENSMUSG00000038520
ENSMUSG00000079037,ENSMUSG00000096131
ENSMUSG00000079037,ENSMUSG00000045109
ENSMUSG00000079037,ENSMUSG00000031433
ENSMUSG00000079037,ENSMUSG00000041954
ENSMUSG00000079037,ENSMUSG00000023206
ENSMUSG00000079037,ENSMUSG00000036712
ENSMUSG00000079037,ENSMUSG00000023905
ENSMUSG00000079037,ENSMUSG00000026031
ENSMUSG00000079037,ENSMUSG00000019471
ENSMUSG00000079037,ENSMUSG00000049470
ENSMUSG00000079037,ENSMUSG00000007812
ENSMUSG00000079037,ENSMUSG00000078926
ENSMUSG00000079037,ENSMUSG00000003227
ENSMUSG00000079037,ENSMUSG00000024805
ENSMUSG00000079037,ENSMUSG00000053886
ENSMUSG00000079037,ENSMUSG00000027361
ENSMUSG00000079037,ENSMUSG00000027164
ENSMUSG00000079037,ENSMUSG00000094012
ENSMUSG00000079037,ENSMUSG00000066839
ENSMUSG00000079037,ENSMUSG00000004655
ENSMUSG00000079037,ENSMUSG00000021408
ENSMUSG00000079037,ENSMUSG00000025534
ENSMUSG00000079037,ENSMUSG00000028766
ENSMUSG00000079037,ENSMUSG00000025232
ENSMUSG00000079037,ENSMUSG00000028479
ENSMUSG00000079037,ENSMUSG00000057897
ENSMUSG00000079037,ENSMUSG00000022431
ENSMUSG00000079037,ENSMUSG00000037393
ENSMUSG00000079037,ENSMUSG00000068587
ENSMUSG00000079037,ENSMUSG00000027470
ENSMUSG00000079037,ENSMUSG00000064289
ENSMUSG00000079037,ENSMUSG00000030867
ENSMUSG00000079037,ENSMUSG00000037606
ENSMUSG00000079037,ENSMUSG00000111915
ENSMUSG00000079037,ENSMUSG00000072945
ENSMUSG00000079037,ENSMUSG00000026637
ENSMUSG00000079037,ENSMUSG00000063334
ENSMUSG00000079037,ENSMUSG00000112223
ENSMUSG00000079037,ENSMUSG00000038324
ENSMUSG00000079037,ENSMUSG00000003868
ENSMUSG00000079037,ENSMUSG00000041135
ENSMUSG00000079037,ENSMUSG00000095970
ENSMUSG00000079037,ENSMUSG00000033857
ENSMUSG00000079037,ENSMUSG00000018363
ENSMUSG00000079037,ENSMUSG00000019842
ENSMUSG00000079037,ENSMUSG00000042333
ENSMUSG00000079037,ENSMUSG00000013629
ENSMUSG00000079037,ENSMUSG00000028991
ENSMUSG00000079037,ENSMUSG00000029477
ENSMUSG00000079037,ENSMUSG00000019528
ENSMUSG00000079037,ENSMUSG00000029610
ENSMUSG00000079037,ENSMUSG00000020715
ENSMUSG00000079037,ENSMUSG00000055313
ENSMUSG00000079037,ENSMUSG00000021277
ENSMUSG00000079037,ENSMUSG00000003813
ENSMUSG00000079037,ENSMUSG00000112380
ENSMUSG00000079037,ENSMUSG00000045064
ENSMUSG00000079037,ENSMUSG00000050071
ENSMUSG00000079037,ENSMUSG00000028730
ENSMUSG00000079037,ENSMUSG00000020776
ENSMUSG00000079037,ENSMUSG00000026321
ENSMUSG00000079037,ENSMUSG00000057400
ENSMUSG00000079037,ENSMUSG00000028988
ENSMUSG00000079037,ENSMUSG00000038780
ENSMUSG00000079037,ENSMUSG00000035678
ENSMUSG00000079037,ENSMUSG00000025185
ENSMUSG00000079037,ENSMUSG00000035342
ENSMUSG00000079037,ENSMUSG00000021242
ENSMUSG00000079037,ENSMUSG00000057963
ENSMUSG00000079037,ENSMUSG00000052087
ENSMUSG00000079037,ENSMUSG00000022496
ENSMUSG00000079037,ENSMUSG00000069582
ENSMUSG00000079037,ENSMUSG00000026036
ENSMUSG00000079037,ENSMUSG00000028518
ENSMUSG00000079037,ENSMUSG00000054452
ENSMUSG00000079037,ENSMUSG00000021003
ENSMUSG00000079037,ENSMUSG00000009555
ENSMUSG00000079037,ENSMUSG00000112864
ENSMUSG00000079037,ENSMUSG00000022760
ENSMUSG00000079037,ENSMUSG00000022074
ENSMUSG00000079037,ENSMUSG00000045211
ENSMUSG00000079037,ENSMUSG00000038498
ENSMUSG00000079037,ENSMUSG00000039615
ENSMUSG00000079037,ENSMUSG00000026942
ENSMUSG00000079037,ENSMUSG00000022114
ENSMUSG00000079037,ENSMUSG00000039737
ENSMUSG00000079037,ENSMUSG00000053007
ENSMUSG00000079037,ENSMUSG00000008496
ENSMUSG00000079037,ENSMUSG00000038205
ENSMUSG00000079037,ENSMUSG00000020849
ENSMUSG00000079037,ENSMUSG00000031950
ENSMUSG00000079037,ENSMUSG00000020361
ENSMUSG00000079037,ENSMUSG00000040760
ENSMUSG00000079037,ENSMUSG00000017754
ENSMUSG00000079037,ENSMUSG00000050148
ENSMUSG00000079037,ENSMUSG00000024948
ENSMUSG00000079037,ENSMUSG00000017652
ENSMUSG00000079037,ENSMUSG00000057672
ENSMUSG00000079037,ENSMUSG00000016349
ENSMUSG00000079037,ENSMUSG00000026254
ENSMUSG00000079037,ENSMUSG00000026864
ENSMUSG00000079037,ENSMUSG00000078130
ENSMUSG00000079037,ENSMUSG00000096380
ENSMUSG00000079037,ENSMUSG00000031774
ENSMUSG00000079037,ENSMUSG00000019505
ENSMUSG00000079037,ENSMUSG00000014349
ENSMUSG00000079037,ENSMUSG00000040249
ENSMUSG00000079037,ENSMUSG00000037716
ENSMUSG00000079037,ENSMUSG00000023505
ENSMUSG00000079037,ENSMUSG00000061878
ENSMUSG00000079037,ENSMUSG00000057367
ENSMUSG00000079037,ENSMUSG00000007610
ENSMUSG00000079037,ENSMUSG00000031148
ENSMUSG00000079037,ENSMUSG00000029130
ENSMUSG00000079037,ENSMUSG00000025579
ENSMUSG00000079037,ENSMUSG00000062591
ENSMUSG00000079037,ENSMUSG00000012126
ENSMUSG00000079037,ENSMUSG00000026641
ENSMUSG00000079037,ENSMUSG00000042215
ENSMUSG00000079037,ENSMUSG00000018765
ENSMUSG00000079037,ENSMUSG00000022516
ENSMUSG00000079037,ENSMUSG00000018412
ENSMUSG00000079037,ENSMUSG00000004994
ENSMUSG00000079037,ENSMUSG00000062825
ENSMUSG00000079037,ENSMUSG00000021754
ENSMUSG00000079037,ENSMUSG00000095817
ENSMUSG00000079037,ENSMUSG00000037544
ENSMUSG00000079037,ENSMUSG00000020941
ENSMUSG00000079037,ENSMUSG00000094146
ENSMUSG00000079037,ENSMUSG00000042472
ENSMUSG00000079037,ENSMUSG00000021217
ENSMUSG00000079037,ENSMUSG00000042349
ENSMUSG00000079037,ENSMUSG00000039286
ENSMUSG00000079037,ENSMUSG00000036438
ENSMUSG00000079037,ENSMUSG00000001175
ENSMUSG00000079037,ENSMUSG00000005893
ENSMUSG00000079037,ENSMUSG00000059540
ENSMUSG00000079037,ENSMUSG00000040489
ENSMUSG00000079037,ENSMUSG00000042590
ENSMUSG00000079037,ENSMUSG00000079037
ENSMUSG00000079037,ENSMUSG00000019969
ENSMUSG00000019969,ENSMUSG00000049739
ENSMUSG00000019969,ENSMUSG00000037523
ENSMUSG00000019969,ENSMUSG00000018363
ENSMUSG00000019969,ENSMUSG00000039656
ENSMUSG00000019969,ENSMUSG00000029053
ENSMUSG00000019969,ENSMUSG00000006818
ENSMUSG00000019969,ENSMUSG00000047841
ENSMUSG00000019969,ENSMUSG00000021754
ENSMUSG00000019969,ENSMUSG00000039286
ENSMUSG00000019969,ENSMUSG00000022637
ENSMUSG00000019969,ENSMUSG00000040249
ENSMUSG00000019969,ENSMUSG00000045064
ENSMUSG00000019969,ENSMUSG00000042189
ENSMUSG00000019969,ENSMUSG00000005824
ENSMUSG00000019969,ENSMUSG00000026313
ENSMUSG00000019969,ENSMUSG00000038780
ENSMUSG00000019969,ENSMUSG00000026864
ENSMUSG00000019969,ENSMUSG00000022496
ENSMUSG00000019969,ENSMUSG00000053593
ENSMUSG00000019969,ENSMUSG00000008348
ENSMUSG00000019969,ENSMUSG00000028766
ENSMUSG00000019969,ENSMUSG00000057963
ENSMUSG00000019969,ENSMUSG00000017652
ENSMUSG00000019969,ENSMUSG00000064289
