geneID	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TFCP2L1(MA0145.2)	TWIST2(MA0633.2)
GM10031	0.0045206246	0.00041785330000000003	1.06728e-05	5.005720000000001e-05	0.0003281693	0.00028500439999999997	0.0031820102000000004	0.0001392025	0.0039056752	0.06555873059999999
GM10138	0.043094706999999996	0.0034085666000000002	0.0166071611	0.0007056532	0.0479623229	0.002294469	0.0063260808	0.0184929562	0.042286098999999994	0.0005989485
GM10171	0.0557852739	0.08305335359999999	0.0003831047	0.0002339366	0.0024928218	0.0031540308	0.0005737816	0.00046132210000000005	0.0026149032	0.0275067267
GM10176	5.7212799999999995e-05	6.37189e-05	2.8274099999999998e-05	0.0001548831	0.0002804453	1.97782e-05	6.9429999999999994e-06	2.5452000000000002e-06	0.0002525215	6.84847e-05
GM10193	0.0015015838	0.0017696107	0.0003779659	0.00029379680000000003	0.0001284339	0.0011090739	7.25987e-05	0.006514507	0.0007482736	0.0088926244
GM10516	0.066939422	0.0021224692	0.0009514238999999999	0.0115436011	0.0008856412000000001	0.00036117850000000004	0.00011928129999999999	0.0004578205	0.010898061399999999	0.2241426413
GM10517	0.0139805857	0.0517025247	0.021723145599999997	0.0003505087	0.03581540600000001	0.0006796772	0.0012048464	0.0015203271999999998	0.0006201624	0.0721284848
GM10518	0.0072751164	0.0011613712	0.0005455811	0.00029309430000000003	0.0034031454	0.00022995889999999998	0.0001099625	0.0248698634	0.0070010665	0.0002178903
GM10521	1.5998e-06	0.0003289087	4.13e-08	1.67e-08	1.10711e-05	2.3118e-06	7.561e-07	5.5000000000000004e-09	6.75e-08	6.693000000000001e-07
GM10522	0.0004295125	0.0081250856	0.0011258202	6.628e-06	0.0001871716	0.0001383577	5.32487e-05	1.8781e-06	2.4535300000000002e-05	0.0100072693
GM10535	0.0001379899	0.0001476098	0.026268370699999998	7.7981e-05	3.24121e-05	0.0258835594	4.66116e-05	0.0006232526	0.0024913101999999997	0.0384712423
GM10550	0.0001596259	0.0003478384	0.0019271048	1.70763e-05	0.013384044500000001	0.0013092966000000001	2.3103e-05	0.005155244000000001	0.00021680670000000002	0.0002842436
GM10555	0.012333258099999998	0.0267297591	0.0038307242000000003	0.0003226689	0.0001363199	0.0006265156	0.0023119406	7.10985e-05	0.0019979428	0.0330950744
GM10561	0.10431565070000001	0.0027688853	0.0003329669	0.0003262184	0.0020928459	0.003467676	0.0067117067	0.0020848713	0.0024388647	0.027562574800000003
GM10566	1.6031e-06	4.6799999999999996e-08	2.2999999999999998e-08	0.0003013176	6.89e-08	5.518e-07	5.6230999999999996e-06	6.08e-08	2.2941999999999998e-05	7.089299999999997e-06
GM11577	5.96879e-05	1.13874e-05	8.660000000000001e-08	2.8762e-06	5.1776e-06	4.384e-07	0.0002504278	3.4437e-06	2.75e-08	1.4021e-06
GM11578	0.000690407	0.0017075679999999998	6.357e-06	2.2538e-06	2.5743299999999998e-05	3.1481e-06	7.782000000000001e-06	6.52121e-05	1.18975e-05	0.0010765142
GM13748	0.0001469575	0.025914725099999997	1.00303e-05	0.00017993040000000002	5.663060000000001e-05	0.0001345135	4.32953e-05	0.0004690831	3.58985e-05	0.0329084563
GM15178	1.27994e-05	9.92212e-05	5.4834e-05	8.260690000000001e-05	2.423590000000001e-05	9.9072e-06	1.6930000000000001e-06	1.50436e-05	0.0010870160000000001	0.018214724499999998
GM15179	4.74736e-05	6.39702e-05	0.0002041503	0.0002546922	8.54249e-05	2.4452e-05	1.032e-06	5.67608e-05	0.0007858078999999999	0.0090515773
GM15180	1.1373e-06	5.5993e-06	0.0007368661	3.0882999999999997e-06	8.416e-07	0.000110664	2.36305e-05	7.389999999999999e-08	6.5315999999999994e-06	0.0005059999
GM15181	0.0009768017	0.0004984609	5.0837899999999997e-05	0.0022638039000000003	0.001179422	0.00029543289999999997	1.3065800000000001e-05	1.0781300000000001e-05	0.0023973404	0.0367901435
GM15183	4.695140000000001e-05	0.000200624	0.023414493300000002	0.0002498708	6.46701e-05	0.0035177140999999995	0.0007510915000000001	3.1198e-06	0.00021699899999999997	0.0160790318
GM15368	1.291e-07	6.3054999999999975e-06	6.66e-08	2.325e-07	3.539e-07	1.241e-07	2.125e-07	3.7e-09	7.5725e-06	0.0008083832
GM15373	0.001406736	0.00012086229999999999	2.2382e-06	6.612e-06	1.12345e-05	1.19774e-05	0.0006866016	0.0054466407	0.0003071917	0.0447314399
GM15375	4.92705e-05	2.10574e-05	3.609e-07	1.2536100000000002e-05	1.5429e-06	2.5539000000000002e-06	9.520899999999999e-06	0.0001242188	7.9809e-06	1.195e-07
GM15376	3.6820000000000003e-07	1.79793e-05	1.898e-07	6.629e-07	1.0092e-06	3.539e-07	6.059e-07	1.06e-08	2.15919e-05	0.0023050005
GM15445	0.00039180050000000004	0.0002100738	0.000418313	0.0002985599	0.00026512489999999997	0.000665238	5.93474e-05	0.0015674915	0.0048119955	0.06655052749999998
GM15454	0.0016884666999999998	3.56875e-05	0.0003566886	7.7514e-06	7.4926e-06	3.24347e-05	3.7383400000000005e-05	4.4533e-06	1.20386e-05	0.0013616680000000001
GM15455	2.1798e-06	9.4643e-06	7.83569e-05	2.1800000000000002e-07	1.0130000000000001e-07	1.0662200000000001e-05	1.0173200000000001e-05	3.66754e-05	8.6237e-06	0.0008651901
GM15464	0.0001232965	6.8042e-05	1.873e-07	4.608e-07	0.00011295439999999999	4.032e-07	2.49325e-05	4.451929999999999e-05	6.65998e-05	2.0234999999999998e-06
GM15480	0.006362712099999999	0.0005223484999999999	2.29778e-05	3.70854e-05	0.016788909499999997	0.00040545420000000004	0.0001472646	0.0166887436	0.0006416014	0.0001132431
GM15486	0.0111097355	0.0022345315000000003	0.0029024288	0.0007446676	0.0051533638	0.00028352499999999997	0.00022981530000000002	0.0124492153	0.0049160607	0.0487420051
GM15618	6.66892e-05	0.0080039213	1.57334e-05	9.67552e-05	1.21983e-05	0.0020321087	5.6189399999999994e-05	0.0005302247000000001	0.0056290962	0.0101126803
GM15675	9.0284e-06	5.747e-07	1.12e-08	2.9800000000000002e-08	5.8e-08	4.839e-07	3.467e-07	3.438e-07	1.3472999999999998e-06	6.5999999999999995e-09
GM15793	0.0011003726	0.000117694	5.8732100000000006e-05	1.4013999999999998e-06	0.0001187761	0.0003386339	2.3499900000000002e-05	0.0016114342999999998	0.0003622016	1.8813e-05
GM15818	2.5033000000000002e-06	0.00010315219999999999	1.50068e-05	1.28626e-05	7.652e-07	8.6678e-06	1.1710000000000001e-07	5.0304e-06	5.79142e-05	0.0021074397
GM15826	6.64197e-05	0.0001066274	7.018000000000001e-07	4.628e-07	9.182e-07	2.16473e-05	1.5137e-06	8.6855e-06	1.78345e-05	0.0090806911
GM15832	0.0023567072	0.0009030239	0.0005219024	6.3616e-06	2.6186299999999997e-05	0.0001713447	7.4523e-06	9.184930000000002e-05	0.0005767576	0.0024850156
GM15834	0.08930737550000001	0.0010857508	5.011530000000001e-05	5.97758e-05	0.036894277100000004	0.0006789147999999999	0.0004207067	7.5610999999999995e-06	0.0033808141	0.03130364100000001
GM15841	0.0134307196	0.0204432393	2.03773e-05	0.0005442004	0.0011127231	0.0001268837	2.92138e-05	0.0018395179	0.0025446721	0.0001284909
GM15848	0.0240731768	0.0052172451	0.004274982199999999	0.0027366915	0.0048325397	0.0021536102000000003	0.0348433915	0.0923005056	0.0154818127	0.033369695399999996
GM15849	0.0153179109	0.0005809273000000001	7.423999999999999e-06	0.0002285722	0.0115340469	3.67257e-05	3.3652199999999996e-05	0.000563794	0.0009828185	0.0480475484
GM15850	0.022750170599999998	0.0019693694	0.0248713057	0.0006275682000000001	0.0001478496	0.0050846972	0.00045170789999999996	0.0582003638	0.007522963600000001	0.0425317672
GM15851	7.32973e-05	0.0002695868	3.37497e-05	3.9954000000000004e-05	0.0002056363	7.6956e-06	6.6731e-06	6.614e-07	0.0001892725	0.023561913700000003
GM15853	0.0057857411	0.0036242414	0.06843486230000001	0.0002038307	0.0008712434	0.06876727560000001	0.0004548041	0.0788294669	0.0023226358000000003	0.06590447690000001
GM15867	0.0015388702000000002	0.0260285862	0.0008203289	0.0002136613	0.004220377199999999	0.0007761580999999999	0.0009001138000000001	0.0012390699999999999	0.002411062	0.09827786629999999
GM15872	0.0037077868	0.001046214	0.0002635017	0.0015539839	0.0067455469	0.0025392838999999997	0.0007407171	0.0054923123	0.0031742560000000003	0.0766129536
GM16070	0.0009635866	0.0005240061	0.0006953492999999999	1.33385e-05	0.0032650726000000006	0.0001703806	0.0002149189	2.26464e-05	0.0146698473	0.0656053963
GM16083	0.0014828761	0.0010214053	3.6971199999999996e-05	0.0003347146	1.08209e-05	0.0001724357	0.0001191112	6.312829999999999e-05	0.07525330969999999	0.1318301942
GM16305	0.0071736071	0.012356571899999998	0.0011548789	0.0001540788	0.005270154	0.0041994392	0.0002689196	0.0025465551000000003	0.0007811129	0.0059229295
GM16341	0.0120440023	0.00046635739999999995	0.0238558667	0.0002162029	0.0584929067	0.00847375	0.0002436443	0.0430137536	0.0014572037	0.023932619
GM16432	0.0016109807000000002	0.0025402281	0.00021882059999999998	7.09514e-05	0.0642228393	0.0011676149999999999	2.01276e-05	0.0128755098	0.0056640457	0.06594548589999999
GM16548	0.012522542900000001	6.5897000000000015e-06	3.5201999999999998e-06	0.00016639659999999999	1.22077e-05	1.2793399999999999e-05	7.28626e-05	0.011182402099999999	4.87568e-05	5.59514e-05
GM16565	0.0004882789	0.0023756825	0.000545065	4.35909e-05	0.006274165999999999	0.0002773229	4.75984e-05	4.3507499999999996e-05	0.005089794200000001	0.0398742905
GM16581	0.0027283209	0.0412782934	0.0195515259	0.0003705141	0.0005555503	0.0045663367	0.0001642462	0.0499716358	0.0009408817000000001	0.1260976409
GM16582	5.5213e-06	4.581770000000002e-05	7.516900000000003e-06	2.59029e-05	1.211e-07	4.584e-06	2.31233e-05	4.297e-07	0.0004061484	0.015703153
GM16587	0.0042229353	2.2222e-06	1.1871e-06	5.6113400000000004e-05	4.1168e-06	4.3143e-06	2.45712e-05	0.0037710040999999997	1.64421e-05	1.88683e-05
GM16588	0.0007647016	4.024e-07	2.15e-07	1.01612e-05	7.455e-07	7.812e-07	4.4494e-06	0.0006828646	2.9774e-06	3.4167000000000007e-06
GM16701	0.0013224086	0.0004441680000000001	0.0004742288	0.0013043795	0.0220474201	0.0004049755	7.73487e-05	0.0002811461	0.0020923126	0.0989362664
GM16894	0.0001793091	0.0001497106	3.09437e-05	8.794800000000001e-06	0.0021029885000000002	4.90946e-05	5.53393e-05	0.0010624414	0.0004101166	6.7444e-06
GM16897	0.000502876	0.0010922473999999999	1.90566e-05	0.00011348409999999999	0.0003234998	2.79671e-05	0.0001976035	0.012559884299999999	0.0019683786	0.031276583600000005
GM17090	8.46771e-05	5.856100000000001e-05	2.284e-07	0.0001272095	2.3056199999999998e-05	2.7579e-06	2.1067699999999998e-05	0.0016624463	0.0002661468	0.0007227857
GM17101	0.0010710962	0.0005047977	3.8735899999999996e-05	7.996999999999999e-07	0.00023185369999999999	4.6223e-06	4.9489e-06	1.33263e-05	0.0025770734	0.0012444598000000001
GM17181	1.8105e-06	0.0002728254	9.6942e-06	4.4786e-06	0.0001123506	7.13868e-05	5.963e-07	1.2519999999999998e-07	0.0031819988	0.00012306870000000002
GM17224	0.0041216757	0.0076847307	0.0072642721	0.0006534001000000001	0.000419037	0.0018770704	0.0015091821	0.018089345299999997	0.0038303478	0.0607151366
GM17275	0.0064393107	0.00036842570000000005	0.0042309411	0.0050955131	0.0065605562	0.0006696989	8.92767e-05	6.92975e-05	0.0002335605	0.009203944
GM17415	0.015995285	0.0007271746999999999	0.0003264983	0.00041789539999999997	0.0017316675	9.0121e-05	0.009057417699999999	0.0043845514	0.016629346899999998	0.030870831300000002
GM17634	0.0009500153999999999	0.0003917577	0.0005335139	0.0003665681	1.23989e-05	0.0003388921	6.61249e-05	0.00024210020000000002	0.0065431992000000005	0.06581024519999999
GM17644	1.686e-06	5.6177e-06	5.57e-08	2.29365e-05	2.0358e-06	1.3858000000000001e-06	1.8480000000000001e-07	7.35e-07	2.04326e-05	0.0002380262
GM17764	0.0048781186	5.8716e-05	3.209e-07	8.188999999999999e-05	0.0011777922	8.955099999999998e-06	3.3249999999999995e-05	0.00029724980000000003	0.001031442	0.0022844659999999998
GM17781	6.92818e-05	1.67122e-05	3.08738e-05	6.5464e-06	0.0220581288	0.0007221876	3.93066e-05	1.2275799999999997e-05	1.6139000000000003e-05	8e-09
GM17813	5.1885199999999996e-05	2.7683e-05	3.0959999999999997e-07	3.80033e-05	4.7345799999999997e-05	3.32337e-05	1.6189000000000003e-06	3.09685e-05	6.8953e-06	2.55574e-05
GM17968	0.0523505065	0.0013600671	0.0038774801000000005	0.005348924499999999	0.0006099192000000001	0.0012773524	0.0032125758	0.000115337	0.0107808609	0.0357981305
GM17971	0.0017777307	0.0056617523	0.0039668876	0.00046562139999999997	0.007673342900000001	0.0024815303	8.85998e-05	1.11708e-05	0.0031682561	0.0046472501
GM17973	6.9889999999999995e-06	2.8591000000000007e-06	5.3622600000000004e-05	2.81e-08	4.78384e-05	5.5579e-06	6.5102e-06	0.00011548139999999999	4.511600000000001e-05	2.7238e-06
GM18036	0.00040329830000000006	1.8876800000000002e-05	0.0001147412	7.6204e-06	4.67664e-05	4.10656e-05	0.0001229412	0.0003043958	1.24625e-05	0.0016305016000000001
GM18180	7.3828e-06	6.48371e-05	2.603e-07	2.3117e-06	0.00020092369999999998	1.08678e-05	2.7009699999999997e-05	1.69523e-05	0.0006577839	0.0645923248
GM18186	0.0001724133	0.0022132743	0.0021440642000000003	8.5502e-06	6.2591e-05	0.0021420854	4.1471000000000005e-06	0.0050840451	0.0005350393000000001	0.0027735278000000003
GM18301	0.0016698083	0.0017065379	0.0030388110000000006	5.1554e-06	0.00023921819999999999	0.0028905713	2.12167e-05	6.84193e-05	1.3664500000000001e-05	1.25632e-05
GM18303	7.9519e-06	2.70752e-05	9.9404e-06	5.9691e-06	1.60703e-05	7.991e-07	2.2816e-06	1.22782e-05	2.4279799999999997e-05	6.9333e-06
GM18407	0.024647566599999997	0.0004248691	0.0003857664	1.62311e-05	0.0539048468	0.0002483635	0.0042726201	0.027566323	0.0007979115999999999	0.10795503649999999
GM18553	0.0331835055	0.0563148078	0.0052496852000000005	0.0007069637	0.023671349199999997	0.019237196800000002	0.0012271189	0.0116377797	0.0036389575999999997	0.028075001199999998
GM18667	0.0019155469	0.0092192447	0.0001512349	0.0002028267	0.00026146810000000003	0.0008688687	0.00016725909999999999	0.0005919876	0.000114879	0.0261602922
GM18699	0.00010668289999999999	0.0017292683	1.2288500000000001e-05	2.28817e-05	8.119730000000002e-05	9.2512e-06	3.90773e-05	0.0013320759000000001	0.0018702033	0.0010967608
GM18800	0.0014344161	0.00021277520000000002	5.206999999999999e-07	6.9495e-06	7.616e-07	3.3225e-06	1.20307e-05	0.00021974549999999999	2.74636e-05	0.020396475900000002
GM18802	2.64071e-05	0.000343663	2.17e-08	2.4084e-06	1.78544e-05	5.0966000000000005e-06	6.9427e-06	1.50755e-05	2.5713e-06	0.00037050980000000004
GM18828	6.49353e-05	0.0001449254	6.34775e-05	8.37863e-05	0.0001367791	1.3457999999999999e-05	2.6565e-05	0.00011816020000000001	0.0002910561	3.34747e-05
GM18849	2.05116e-05	1.75079e-05	0.0002265027	2.25481e-05	3.52e-08	5.99538e-05	2.3745e-06	1.1987e-06	2.2409200000000002e-05	0.0042011245
GM19085	0.0005730399	0.0004452535	0.0003482212	3.6224000000000002e-06	6.70063e-05	0.0030564245	0.0042119003	0.0036594703000000003	0.000161647	0.0205310755
GM19087	0.0014659017000000002	0.00041756839999999997	2.593e-07	3.7537e-06	3.39849e-05	1.33633e-05	1.40701e-05	0.0037538442999999998	9.945e-07	2.653e-07
GM19461	9.671729999999998e-05	3.1125400000000005e-05	2.1997000000000003e-06	1.2717500000000001e-05	2.8479200000000003e-05	8.202899999999999e-06	2.83477e-05	1.5820000000000003e-06	4.0824e-06	0.0021551091
GM19503	0.0014931982000000001	4.54429e-05	6.174e-07	0.0001386155	1.5085e-06	2.1432e-06	1.32607e-05	0.0002703532	5.1186899999999996e-05	0.0021614275000000002
GM19582	0.0012665139	0.00170292	0.0029100899999999997	0.00146793	0.0001495229	0.0005400519	0.0017944244	0.0187815814	0.0038951720999999997	0.0663725717
GM19637	0.0002799165	5.8690399999999996e-05	5.37e-08	9.3785e-06	4.2880000000000003e-07	2.345e-07	6.7307000000000015e-06	4.43154e-05	0.0004183637	0.005103171
GM19705	9.79106e-05	0.0016562627	1.1689e-06	3.142e-06	0.0017557065	1.6554300000000002e-05	7.9439e-06	0.0001523678	0.0019369320999999998	0.0044629517
GM19918	0.0290464218	0.0216347577	0.022947021100000003	0.0076680975	0.0175292817	0.0214552411	0.0019120572	0.0178749186	0.007874659199999998	0.115417509
GM20045	0.0141062532	0.0347751732	0.0166557961	8.381520000000001e-05	0.000877723	0.000610353	0.0013605028000000003	0.011928342900000001	0.0108916348	0.043961408
GM20203	0.0016477786	0.00034171999999999995	0.0003792136	3.4307299999999996e-05	5.56647e-05	0.00034894509999999995	2.7883800000000002e-05	0.0005727233	0.0005405041000000001	0.0067694261999999995
GM20257	0.0022048951999999998	0.026971856699999998	1.793e-06	0.0002067753	0.001533238	0.0004370005	0.0005865923	0.0012890782	0.00022028880000000002	0.0318273039
GM20305	0.0240325993	0.0012896192000000002	0.0068144458	0.0004717333	0.0034483341	0.0024397569	0.0121012493	0.0248254844	0.000829849	0.14267339880000002
GM20342	0.016531234199999998	0.0009407843	5.01976e-05	0.0002201975	0.0005171383	0.00010150940000000001	0.0001375525	0.016724025599999998	0.10707551600000001	0.2087849986
GM20528	4.082e-07	1.9933900000000002e-05	2.105e-07	7.35e-07	1.119e-06	3.924000000000001e-07	6.718000000000001e-07	1.1699999999999999e-08	2.39392e-05	0.0025555842999999997
GM20587	0.0025394115	0.0007572869	1.12225e-05	5.83046e-05	4.24149e-05	0.0001687275	5.8921899999999996e-05	0.0004314514	0.0003853265	0.0002491654
GM20646	0.0008122321000000001	0.0002805849	9.784700000000001e-05	0.0075077991	5.1293999999999994e-05	5.94679e-05	0.00025217290000000003	0.0012529945	0.0006262	0.06440461509999999
GM20753	0.04820192500000001	0.0024912244	0.0001570688	0.0003269372	0.002438182	0.0031491588000000003	0.00152799	0.0578916303	0.0009569425	0.199646934
GM2147	0.0003937354	0.00010569540000000001	0.0001833418	1.5033e-06	0.0001744071	6.997200000000001e-06	1.1104200000000001e-05	7.65583e-05	7.39912e-05	7.081640000000001e-05
GM21972	3.52691e-05	1.11236e-05	5.713e-07	2.81e-07	1.98776e-05	0.0003467392	4.432e-07	0.0007277976	3.3234499999999995e-05	0.0010580653999999999
GM22089	0.0120984137	0.0077146663	0.0002831519	0.00030642150000000003	0.0310145768	0.0001569459	0.0012792239	0.0017826152	0.0013755592999999998	0.0002428668
GM22094	0.00042155400000000004	0.00032985029999999996	0.0077216933	7.682899999999999e-06	5.290000000000001e-05	0.007657014	1.02328e-05	0.0008834494	0.0046262951	0.0056507371999999995
GM22232	0.004843167	0.001020482	0.0072324881	3.26423e-05	0.0009325041	0.0002057885	0.0009821138	0.0041787084	0.0006562155	8.6191e-06
GM22265	0.0187199426	0.025541545099999997	6.49325e-05	0.001639418	1.2645999999999999e-05	1.67833e-05	2.82911e-05	0.0062850269999999995	0.0002162525	0.0327969766
GM22357	0.0205650344	0.1070589388	0.0010588875	0.00013508299999999998	0.0592512114	0.0050558407000000005	0.0049712948000000005	0.04323773809999999	0.0134287739	0.1374851627
GM22371	0.00017277830000000005	0.0010774052	2.53038e-05	3.0264e-06	0.0001258917	2.1992600000000007e-05	9.56624e-05	0.0026914146000000003	0.0001245039	0.0018643467
GM22396	0.13329752150000002	0.0016007234999999998	8.6607e-06	0.0020906533999999997	0.032386407	0.0002464182	0.0008386540999999999	0.0076100006	0.0260812505	0.06296167030000001
GM22446	0.0068654375	0.0009096249	0.0006076371	0.0001195673	0.0006645408	0.0006458608	0.0001917204	0.0050014558	0.0011668916	0.1500649456
GM22489	0.0201124668	0.10807251500000001	0.0010858701	0.0001357866	0.0568742664	0.0050442816	0.0047938689	0.0432638092	0.0136886532	0.1391308596
GM22549	0.0007479899	0.0033710294000000003	0.0024477734	1.4472700000000001e-05	2.72432e-05	0.0024243775	4.4038099999999994e-05	1.2516999999999999e-05	0.010596521800000001	0.0122628973
GM22607	2.4404000000000002e-05	1.86751e-05	2.47798e-05	5.9347e-06	0.001593644	1.1886e-06	1.366e-06	0.0001866819	1.78527e-05	7.7651e-06
GM22710	0.0061299079	0.0013694978	0.04230198	0.0001277758	2.8324300000000003e-05	0.0065568719000000004	0.001541047	0.0023104306	0.0087307188	0.0286273939
GM2272	0.0076522473	0.0048257037000000004	0.0007403316	0.00022854370000000002	0.00011907319999999999	0.002470293	0.0001024677	9.47737e-05	0.0013235308000000001	0.0017871061999999997
GM22756	5.65313e-05	0.00017209459999999998	0.0005904915	9.851e-07	0.0002955398	0.004170365200000001	1.1652000000000001e-05	0.0003834378	7.19026e-05	0.0322112814
GM22786	2.56358e-05	0.0007114142	4.568e-07	6.660300000000001e-06	3.27178e-05	3.4538999999999997e-06	2.5968000000000003e-06	0.0001506931	4.84081e-05	1.5017999999999997e-06
GM22796	0.0001225059	0.0038427863	0.000478774	0.0001244715	0.0043481641	3.68732e-05	7.8558e-06	0.0013607397	0.0005195684	0.0069551019
GM22906	0.0053561476	0.0078946577	9.789020000000001e-05	1.3143100000000003e-05	4.0518e-06	2.7591700000000002e-05	0.0003649092	9.97095e-05	0.010653768300000001	0.0222935934
GM23126	7.83685e-05	3.9579800000000003e-05	8.1107e-06	8.191390000000001e-05	2.01928e-05	1.5406000000000001e-06	2.09389e-05	0.0001269598	3.09658e-05	0.0015714922
GM23169	0.030698866	0.026837687	0.0015540226	0.0013367141000000002	0.0398239336	0.0013647242	0.002420373	0.0014301589000000003	0.0002792984	0.0328255751
GM23208	3.4194e-05	1.87029e-05	4.1449399999999997e-05	1.9038999999999999e-06	0.0008399808999999999	0.0001610716	5.23986e-05	6.5382e-06	5.41741e-05	0.0011358963
GM23212	0.0219229282	0.1029815805	0.0009781108	0.0001313245	0.0659927475	0.0051166232	0.0055127244	0.043076934	0.0125969231	0.1313080778
GM23402	9.329500000000001e-06	1.2560299999999999e-05	6.358e-07	6.981e-07	0.00040867809999999997	1.13626e-05	5.57e-08	1.5368e-06	1.8966e-06	0.0006096491999999999
GM23409	6.0267300000000005e-05	1.14294e-05	4.98689e-05	4.224999999999999e-06	5.4951700000000004e-05	4.7820499999999994e-05	1.5198e-06	3.05075e-05	0.0001201149	0.0006117360000000001
GM23472	0.049586612700000005	0.0010559063	2.10565e-05	0.0001032752	0.0128837189	5.11766e-05	0.0006004151999999999	0.0007667715	0.0004794272	0.006205106700000001
GM23599	0.0004527293	0.005811699300000001	0.0056299647	2.2451600000000007e-05	0.0001643538	0.005624768799999999	1.0889600000000002e-05	0.0133498778	0.0014049264	0.007282834300000001
GM23690	0.0024205832999999997	0.0209667322	0.0001346298	9.332200000000001e-05	0.0005146465000000001	0.0004902852	0.0007880102000000001	0.0052338789	0.0009857858	0.07599869969999999
GM23722	0.0062911202999999995	0.06996535749999999	0.040969821000000003	0.0004039272	0.0018650705	0.0131047949	0.0003108421	0.0006695761	0.025916081200000003	0.0659654466
GM23744	0.0015459243	3.5785e-05	0.0008754414	5.8457699999999994e-05	1.09312e-05	2.968110000000001e-05	4.0846000000000015e-06	3.51559e-05	9.4422e-06	8.6066e-06
GM23762	0.0152919409	0.037821212	0.0001408028	4.99203e-05	0.0005701927	6.97271e-05	0.00017236459999999998	0.0014443929000000002	0.0002635192	0.023843895499999997
GM23780	0.0006512474	0.0002730031	0.0015573165	0.0002062645	4.76525e-05	0.0015007915	0.0003833144	0.0008623233	0.0007458394999999999	2.9787e-06
GM23792	9.95532e-05	3.13359e-05	1.0345899999999999e-05	7.114499999999999e-06	5.9865e-06	1.4737e-06	6.921999999999999e-07	0.0009485698	2.1306699999999997e-05	0.0005870090999999999
GM23805	0.0033335616000000003	0.0004658868	0.0002561186	3.858300000000002e-06	0.0027763976	4.50811e-05	0.00010524179999999999	0.0003035532	3.48729e-05	0.0122027402
GM23966	2.40782e-05	2.06751e-05	1.8660000000000002e-07	3.7237e-06	1.6872099999999997e-05	4.2738000000000005e-06	1.31964e-05	0.0002885561	0.00015527190000000002	6.0903e-06
GM23974	3.6763e-06	3.96e-08	1e-10	2.6e-09	6.5601e-06	1.03e-08	1.964e-07	0.0	6e-10	8.5e-09
GM23984	6.289759999999999e-05	1.9520999999999998e-05	7.788000000000001e-07	1.041e-07	0.0001549353	5.05e-07	9.591500000000001e-06	3.011e-07	0.0001312242	0.00035737359999999996
GM24086	0.0003411456	0.0493954083	0.0004909034	3.24741e-05	0.006013815600000001	7.19953e-05	2.00074e-05	0.0023758286	0.0015492299000000001	0.0055028355
GM24148	0.0009026158999999999	0.0099296464	0.00019551170000000001	0.0051142549	0.0778681362	0.0081359347	6.48389e-05	0.0033191622999999997	0.0034245726999999997	0.019053664799999998
GM24171	5.8955300000000015e-05	1.8080999999999997e-06	1.0030000000000002e-07	2.2790000000000002e-07	9.74e-08	4.77e-07	5.2781e-06	5.54e-07	2.56929e-05	1.9585e-06
GM24176	0.0058601384	0.00022724559999999998	0.0048073757	2.9591e-05	0.00023996469999999998	0.0008046911	9.84093e-05	0.0015705474	0.0023149418	8.609359999999999e-05
GM24180	0.0011722133	0.0002747184	7.5306e-06	2.7243499999999998e-05	0.0002638294	8.44113e-05	0.0001016179	0.0008122297999999999	8.353740000000001e-05	1.2776100000000001e-05
GM24182	0.0030013905000000002	0.0563759231	0.008385984499999999	0.0017475233999999999	0.0046329430000000005	0.0004282205	0.0002220204	0.0302209781	0.00048476439999999997	0.0054515491000000004
GM24273	0.00014203059999999998	0.00017410279999999998	1.2951400000000001e-05	6.15176e-05	8.1748e-06	0.0001482583	4.7276e-06	3.6041199999999996e-05	4.99184e-05	0.00044674739999999997
GM24497	0.0223396246	0.0010664659	6.89948e-05	0.0003400867	0.0408155146	0.00018522150000000002	0.0013738049	0.0003385595	0.0005476544	0.0256439471
GM24517	2.0833e-06	1.8188999999999999e-06	4.1033999999999995e-06	3.8136000000000002e-06	1.325e-07	1.09482e-05	1.0168500000000001e-05	1.2099999999999999e-08	3.11558e-05	7.1936e-06
GM2453	0.015796320899999997	0.0013424620999999998	0.0177896211	0.0023301793	0.0007312075999999999	0.0029700087	0.005446450900000001	0.0001509948	0.030634696700000002	0.0402920813
GM24557	0.0012360923000000002	0.0006786054999999999	0.000739754	2.8547699999999998e-05	0.0023859377999999997	0.0008006596	0.00013447790000000002	0.0001570489	9.068770000000002e-05	0.0086088182
GM24637	0.0015004222	0.00012522960000000002	0.0019272273999999998	5.98685e-05	0.0012898827999999998	0.0011107358000000001	6.01895e-05	0.00025910189999999995	0.000240626	0.0015236918
GM24674	0.0001304184	6.74008e-05	6.46922e-05	1.3228900000000001e-05	9.1689e-06	6.73367e-05	4.99625e-05	1.2546e-06	0.0077048098	4.83041e-05
GM24723	3.56122e-05	1.062e-05	1.574e-07	8.176999999999998e-07	5.948e-07	2.3662e-06	8.262999999999998e-07	6.0505999999999984e-06	5.4037000000000005e-06	3.4942000000000008e-06
GM24808	0.0004371362	0.0012346139000000002	0.0002229696	3.5022100000000005e-05	0.0130880298	0.00040454090000000004	2.02374e-05	5.70169e-05	0.0020659118	0.0318298522
