geneID	TFCP2L1	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TWIST2	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000103427.1	0.0000788575	0.0068674658	0.0134624631	0.0321623971	0.0001204632	0.0004680535	0.0320955715	0.0030109684	0.0596061491	0.0426038694	5.0000000000	8672.2001953125	1323.1999511719
ENSMUSG00000065565.1	0.0000174110	0.0008762849	0.0018686264	0.0010896992	0.0000192093	0.0000793416	0.0010772972	0.0001177070	0.0081260681	0.0112085566	3.0000000000	13977.6669921875	1376.0000000000
ENSMUSG00000098206.1	0.0000171483	0.0008630661	0.0018404380	0.0010732610	0.0000189195	0.0000781447	0.0010610461	0.0001159314	0.0080034859	0.0110394748	3.0000000000	14053.6669921875	1376.0000000000
ENSMUSG00000065458.1	0.0000167819	0.0008446238	0.0018011108	0.0010503272	0.0000185152	0.0000764749	0.0010383732	0.0001134541	0.0078324642	0.0108035790	3.0000000000	14161.6669921875	1376.0000000000
ENSMUSG00000104197.1	0.0000067754	0.0003410030	0.0007271690	0.0004240524	0.0000074752	0.0000308755	0.0004192262	0.0000458052	0.0031622291	0.0043617680	3.0000000000	18696.6660156250	1376.0000000000
ENSMUSG00000026395.16	0.0001938543	0.0279430053	0.0527642553	0.0003091086	0.0000531820	0.0004598192	0.0002625009	0.0003513197	0.0035478608	0.0356015283	3.0000000000	10598.3330078125	1396.6666259766
ENSMUSG00000104291.1	0.0000697170	0.0104870762	0.0195800195	0.0001145962	0.0000134892	0.0001690107	0.0000953650	0.0001305848	0.0013158541	0.0127289383	3.0000000000	12251.3330078125	1396.6666259766
ENSMUSG00000099656.2	0.0001056028	0.0055780989	0.0105603101	0.0000632167	0.0001998263	0.0002087945	0.0001151336	0.0000716628	0.0007070106	0.0215158737	3.0000000000	13292.6669921875	1396.6666259766
ENSMUSG00000099459.2	0.0003054467	0.0012451507	0.0024716330	0.0000204740	0.0008417636	0.0005395547	0.0002899932	0.0000224429	0.0001526010	0.0655085929	2.0000000000	8108.5000000000	1959.5000000000
ENSMUSG00000026393.10	0.0373452730	0.1042201061	0.0649610777	0.0053186749	0.0003551165	0.0036110176	0.0102422048	0.0056020865	0.0384194051	0.1736679988	6.0000000000	12839.3330078125	4577.5000000000
ENSMUSG00000099510.2	0.0002259603	0.0055680981	0.0065194593	0.0003815629	0.0004241422	0.0007105753	0.0001934302	0.0006710642	0.0029701622	0.0379812501	5.0000000000	6380.6000976562	1388.0000000000
ENSMUSG00000102651.1	0.0108291804	0.0119599749	0.0044413985	0.0017571642	0.0001454306	0.0036719015	0.0003530260	0.0095901984	0.0059347393	0.0000118157	5.0000000000	11336.5996093750	2037.0000000000
ENSMUSG00000102448.1	0.0015311368	0.1393635946	0.0554599600	0.0242507165	0.0000698853	0.0234233632	0.0037254866	0.1124005501	0.0095642768	0.0047705696	6.0000000000	13023.8330078125	1869.6666259766
ENSMUSG00000100459.6	0.0000002595	0.0000029628	0.0000048385	0.0000053804	0.0000001536	0.0000009847	0.0000002472	0.0000365237	0.0004847909	0.0050940157	1.0000000000	12777.0000000000	407.0000000000
ENSMUSG00000103152.1	0.0000012270	0.0000140095	0.0000228786	0.0000254409	0.0000007265	0.0000046560	0.0000011689	0.0001727011	0.0022923152	0.0240868599	1.0000000000	5009.0000000000	407.0000000000
ENSMUSG00000019230.14	0.0001578144	0.0000460418	0.0000010396	0.0000002170	0.0001650917	0.0000011528	0.0000003386	0.0000038736	0.0002336642	0.0000127613	1.0000000000	7883.0000000000	697.0000000000
ENSMUSG00000079283.2	0.0007638675	0.0002249282	0.0000125311	0.0000011744	0.0007988427	0.0000305059	0.0000016898	0.0000187482	0.0012431799	0.0007180501	2.0000000000	9786.0000000000	486.5000000000
ENSMUSG00000099808.2	0.0000282094	0.0001070054	0.0003575571	0.0000059547	0.0000176387	0.0011880651	0.0000024882	0.0000006329	0.0053876558	0.0312777635	2.0000000000	10023.5000000000	486.5000000000
ENSMUSG00000065275.1	0.0000212096	0.0000804535	0.0002688343	0.0000044772	0.0000132619	0.0008932632	0.0000018708	0.0000004759	0.0040507838	0.0235166202	2.0000000000	11449.5000000000	486.5000000000
ENSMUSG00000103850.1	0.0000933309	0.0020771918	0.0000557806	0.0001087003	0.0000007637	0.0000053596	0.0000173732	0.0000754022	0.0000438106	0.0000000049	1.0000000000	3062.0000000000	442.0000000000
ENSMUSG00000102365.1	0.0067447522	0.0289465146	0.0293353104	0.0128435146	0.0002629920	0.0011503562	0.0223840392	0.0003383046	0.0036415958	0.1108033323	6.0000000000	9192.3330078125	2459.0000000000
ENSMUSG00000056268.15	0.0069975664	0.0304227262	0.0295578102	0.0142223035	0.0002690848	0.0012727062	0.0244218819	0.0003553557	0.0038217872	0.1158478492	6.0000000000	8749.0000000000	2459.0000000000
ENSMUSG00000104436.1	0.0094274256	0.0489267469	0.0218339674	0.0379249164	0.0002813446	0.0032762355	0.0581067174	0.0005509711	0.0048986318	0.1493330764	6.0000000000	5292.1665039062	2459.0000000000
ENSMUSG00000104900.1	0.0073299042	0.0358827716	0.0221579313	0.0223833960	0.0006549062	0.0094897669	0.0430416222	0.0007212871	0.0045973573	0.1113026887	6.0000000000	4869.1665039062	2459.0000000000
ENSMUSG00000102626.1	0.0029398212	0.0239267938	0.0305892942	0.0066133865	0.0009261588	0.0150783332	0.0278630647	0.0009170411	0.0063926299	0.0283689563	6.0000000000	9998.3330078125	2459.0000000000
ENSMUSG00000085361.2	0.0006249708	0.0052131705	0.0066260238	0.0014539999	0.0002037924	0.0033362178	0.0061324333	0.0002025591	0.0014060132	0.0058970460	7.0000000000	17842.2851562500	1754.5714111328
ENSMUSG00000102157.1	0.0000018206	0.0003834341	0.0000238008	0.0000047484	0.0000083225	0.0000152103	0.0000012749	0.0000079941	0.0000159199	0.0000000509	3.0000000000	16360.3330078125	616.0000000000
ENSMUSG00000105936.1	0.0000011526	0.0003294120	0.0000153200	0.0000007559	0.0000079911	0.0000120816	0.0000007051	0.0000042969	0.0000052308	0.0000000090	1.0000000000	19534.0000000000	1151.0000000000
ENSMUSG00000102661.1	0.0000788592	0.0006855735	0.0001162748	0.0000140936	0.0003714717	0.0000767691	0.0003193959	0.0000165251	0.0003735098	0.0000090022	3.0000000000	11702.0000000000	1036.0000000000
ENSMUSG00000033964.12	0.0011124094	0.0080073007	0.0013589473	0.0001997761	0.0052458789	0.0010666159	0.0045321145	0.0000478884	0.0053046683	0.0001256977	3.0000000000	3883.3332519531	1036.0000000000
ENSMUSG00000033952.14	0.0000311845	0.0000040847	0.0000021718	0.0001014476	0.0000022243	0.0000092712	0.0000264031	0.0000000855	0.0000000233	0.0001036523	1.0000000000	113.0000000000	373.0000000000
ENSMUSG00000026365.15	0.0000815225	0.0006105102	0.0001378553	0.0000001190	0.0000006893	0.0000192701	0.0000000456	0.0000060988	0.0000012053	0.0000003840	1.0000000000	419.0000000000	303.0000000000
ENSMUSG00000026361.8	0.0015351174	0.0013932701	0.0258744803	0.0000451674	0.0003561764	0.0000814721	0.0000727071	0.0001596143	0.0000130720	0.0001233720	3.0000000000	5066.3334960938	838.0000000000
ENSMUSG00000033849.3	0.0007060161	0.0103800577	0.0089209059	0.0008565038	0.0001292237	0.0030414278	0.0011231469	0.0009830373	0.0070901015	0.0656668296	4.0000000000	6796.2500000000	1486.2500000000
ENSMUSG00000089640.1	0.0000397262	0.0000463778	0.0006660172	0.0000085487	0.0000090996	0.0000020892	0.0000128129	0.0000041686	0.0000003740	0.0000039525	2.0000000000	14845.0000000000	1148.0000000000
ENSMUSG00000018196.18	0.0001257979	0.0001695825	0.0023251013	0.0000037310	0.0000281032	0.0000254848	0.0000127878	0.0000170268	0.0000012629	0.0003714623	4.0000000000	15697.7500000000	1034.2500000000
ENSMUSG00000018199.8	0.0026073908	0.0065757757	0.0012933090	0.0000204069	0.0032302784	0.0018364404	0.0000833969	0.0000809100	0.0016655983	0.0001827363	1.0000000000	0.0000000000	3164.0000000000
ENSMUSG00000018189.12	0.0026073908	0.0065757757	0.0012933090	0.0000204069	0.0032302784	0.0018364404	0.0000833969	0.0000809100	0.0016655983	0.0001827363	1.0000000000	0.0000000000	3164.0000000000
ENSMUSG00000100455.1	0.0026073908	0.0065757757	0.0012933090	0.0000204069	0.0032302784	0.0018364404	0.0000833969	0.0000809100	0.0016655983	0.0001827363	1.0000000000	0.0000000000	3164.0000000000
ENSMUSG00000088323.1	0.0026073921	0.0066992392	0.0012933461	0.0000204072	0.0032302863	0.0018364471	0.0000833986	0.0000810315	0.0016655994	0.0001827487	2.0000000000	12464.5000000000	1717.0000000000
ENSMUSG00000026360.9	0.0003356793	0.0188660875	0.0826623243	0.0018862665	0.0022331292	0.0016658202	0.0004071760	0.0013405139	0.0065339938	0.1640528942	2.0000000000	7034.5000000000	3499.0000000000
ENSMUSG00000100389.1	0.0000000005	0.0001139624	0.0000023157	0.0000000007	0.0000000001	0.0000000349	0.0000000043	0.0000002796	0.0000088458	0.0000000001	1.0000000000	24937.0000000000	420.0000000000
ENSMUSG00000026358.13	0.0000000752	0.0159317348	0.0003237245	0.0000001043	0.0000000138	0.0000048784	0.0000006063	0.0000390943	0.0012366279	0.0000000074	1.0000000000	236.0000000000	420.0000000000
ENSMUSG00000100441.1	0.0000001013	0.0004291726	0.0001263716	0.0000311503	0.0000000837	0.0002222557	0.0000415477	0.0000084490	0.0000193036	0.0000003435	2.0000000000	6357.5000000000	419.0000000000
ENSMUSG00000026357.3	0.0000005129	0.0182610884	0.0006640461	0.0000023282	0.0000027693	0.0000032720	0.0000582736	0.0002985384	0.0000059412	0.0000000017	1.0000000000	172.0000000000	869.0000000000
ENSMUSG00000056220.14	0.0000880540	0.0269163399	0.0325926095	0.0019352797	0.0000053592	0.0048604768	0.0210246731	0.0010615202	0.0372620632	0.0207662397	3.0000000000	3699.3332519531	2476.0000000000
ENSMUSG00000077516.1	0.0000007107	0.0000121516	0.0000338500	0.0000000514	0.0000074427	0.0000001996	0.0000001194	0.0000091871	0.0000221332	0.0000000029	1.0000000000	20792.0000000000	967.0000000000
ENSMUSG00000097028.2	0.0000197350	0.0000028247	0.0002449062	0.0007395046	0.0000006289	0.0026210872	0.0000970182	0.0000001603	0.0000069992	0.0000576702	1.0000000000	0.0000000000	337.0000000000
ENSMUSG00000032487.8	0.0000197350	0.0000028247	0.0002449062	0.0007395046	0.0000006289	0.0026210872	0.0000970182	0.0000001603	0.0000069992	0.0000576702	1.0000000000	0.0000000000	337.0000000000
ENSMUSG00000101199.1	0.0000011462	0.0000135350	0.0000095514	0.0000000516	0.0000001889	0.0000071684	0.0000004042	0.0000002491	0.0003026029	0.0000002649	1.0000000000	18704.0000000000	992.0000000000
ENSMUSG00000097754.1	0.0000482913	0.0005702509	0.0004024173	0.0000021725	0.0000079566	0.0003020169	0.0000170308	0.0000104936	0.0127491684	0.0000111594	1.0000000000	0.0000000000	992.0000000000
ENSMUSG00000006010.14	0.0161919054	0.0204985931	0.0024778680	0.0000750275	0.0000673276	0.0031183134	0.0195052798	0.0000532719	0.0011454704	0.0003211494	1.0000000000	0.0000000000	2994.0000000000
ENSMUSG00000006005.17	0.0161919054	0.0204985931	0.0024778680	0.0000750275	0.0000673276	0.0031183134	0.0195052798	0.0000532719	0.0011454704	0.0003211494	1.0000000000	0.0000000000	2994.0000000000
ENSMUSG00000101519.1	0.0032890376	0.0034312567	0.0030701495	0.0004008358	0.0001467745	0.0006436192	0.0001674541	0.0008193656	0.0068830932	0.0093969732	2.0000000000	7188.5000000000	2901.5000000000
ENSMUSG00000066842.18	0.0137855645	0.0022959481	0.0008294170	0.0000925238	0.0000107242	0.0000677731	0.0001971075	0.0001179856	0.0000007242	0.0330192479	1.0000000000	0.0000000000	1568.0000000000
ENSMUSG00000099622.1	0.0031536710	0.0005325251	0.0003815428	0.0000209737	0.0000024331	0.0000154463	0.0000446815	0.0000267509	0.0000001643	0.0074849225	2.0000000000	15915.0000000000	969.0000000000
ENSMUSG00000096851.1	0.0001278848	0.0025856090	0.0005872993	0.0006272432	0.0000108973	0.0003510783	0.0042732220	0.0009322118	0.0068435679	0.0336217575	8.0000000000	12628.7500000000	666.3750000000
ENSMUSG00000102628.1	0.0002670840	0.0076159871	0.0017183432	0.0004059482	0.0000068649	0.0005564762	0.0003170325	0.0044321293	0.0074274867	0.0343136169	7.0000000000	10593.5712890625	1217.7142333984
ENSMUSG00000100595.1	0.0003118617	0.0236006288	0.0043020623	0.0209625401	0.0002338290	0.0207893610	0.0008543780	0.0046233894	0.0641153325	0.1284278116	4.0000000000	11695.5000000000	2295.2500000000
ENSMUSG00000097426.1	0.0006226538	0.0028375141	0.0081885549	0.0034568746	0.0000210284	0.0003123288	0.0001067494	0.0004478463	0.0016126641	0.0069100101	3.0000000000	11529.0000000000	1660.6666259766
ENSMUSG00000102095.1	0.0004587891	0.0020907615	0.0060335613	0.0025471241	0.0000154943	0.0002301328	0.0000786560	0.0003299860	0.0011882570	0.0050914930	3.0000000000	13056.0000000000	1660.6666259766
ENSMUSG00000088498.1	0.0000870012	0.0021144358	0.0047649310	0.0072134477	0.0000631823	0.0003594668	0.0073935352	0.0005132708	0.0014900575	0.0114577492	4.0000000000	11738.0000000000	1697.5000000000
ENSMUSG00000100954.4	0.0233945632	0.0254709824	0.0026598422	0.0190235468	0.0003119161	0.0241618317	0.0031640133	0.0057335200	0.0109001316	0.0249400655	4.0000000000	8100.2500000000	2450.7500000000
ENSMUSG00000023150.14	0.0234319123	0.0257628624	0.0027824069	0.0204771292	0.0003158364	0.0241892633	0.0034458906	0.0058335276	0.0109044973	0.0289451854	4.0000000000	7911.7500000000	2450.7500000000
ENSMUSG00000052748.14	0.0070424325	0.0040556997	0.0006455130	0.0012139645	0.0010298288	0.0000282398	0.0003790200	0.0012765287	0.0002302869	0.0657564077	1.0000000000	0.0000000000	3262.0000000000
ENSMUSG00000053286.11	0.0070424325	0.0040556997	0.0006455130	0.0012139645	0.0010298288	0.0000282398	0.0003790200	0.0012765287	0.0002302869	0.0657564077	1.0000000000	0.0000000000	3262.0000000000
ENSMUSG00000106406.1	0.0006363247	0.0003664560	0.0000583258	0.0001096887	0.0000930510	0.0000025516	0.0000342467	0.0001153418	0.0000208078	0.0059414732	1.0000000000	12020.0000000000	3262.0000000000
ENSMUSG00000103928.1	0.0003554231	0.0002046863	0.0000325783	0.0000612673	0.0000519742	0.0000014252	0.0000191287	0.0000644249	0.0000116223	0.0033186468	1.0000000000	14932.0000000000	3262.0000000000
ENSMUSG00000026484.13	0.0051494723	0.0071148135	0.0002709962	0.0215899678	0.0001100853	0.0000581077	0.0034115125	0.0003929235	0.0011791814	0.0000669530	2.0000000000	4774.5000000000	1591.5000000000
ENSMUSG00000103238.1	0.0050860477	0.0069230165	0.0002664158	0.0213314453	0.0001085778	0.0000572141	0.0027129903	0.0003863082	0.0011531646	0.0000660973	2.0000000000	5489.5000000000	1591.5000000000
ENSMUSG00000100981.1	0.0011691136	0.0039060661	0.0000888534	0.0047390604	0.0000283266	0.0000171043	0.0152119599	0.0001282590	0.0005204662	0.0000158839	2.0000000000	4442.5000000000	1591.5000000000
ENSMUSG00000100551.1	0.0001232973	0.0006731891	0.0000124872	0.0004812448	0.0000033675	0.0000022500	0.0032507912	0.0000179801	0.0000837142	0.0000017531	2.0000000000	14022.0000000000	1591.5000000000
ENSMUSG00000100357.1	0.0001144824	0.0000455512	0.0004874299	0.0000234573	0.0000053413	0.0004224332	0.0000009776	0.0000030284	0.0000002145	0.0017526479	2.0000000000	21633.0000000000	1244.5000000000
ENSMUSG00000026483.13	0.0064322655	0.0026778968	0.0273818232	0.0013395957	0.0003002363	0.0241671323	0.0000560896	0.0001770488	0.0001819468	0.0984480688	4.0000000000	8975.0000000000	836.0000000000
ENSMUSG00000100594.1	0.0010763896	0.0067896187	0.0024463291	0.0005334728	0.0002061091	0.0011828499	0.0004936107	0.0002190856	0.0009281767	0.0657709466	1.0000000000	0.0000000000	2696.0000000000
ENSMUSG00000043019.12	0.0010763896	0.0067896187	0.0024463291	0.0005334728	0.0002061091	0.0011828499	0.0004936107	0.0002190856	0.0009281767	0.0657709466	1.0000000000	0.0000000000	2696.0000000000
ENSMUSG00000032666.16	0.0195571930	0.0259091806	0.0300666086	0.0006950198	0.0072657306	0.0078303658	0.0007918611	0.0005781490	0.0035044547	0.1343916877	3.0000000000	9342.0000000000	6607.6665039062
ENSMUSG00000084557.1	0.0000004457	0.0000203588	0.0000045681	0.0000002089	0.0000041132	0.0000022555	0.0000000960	0.0000436013	0.0006405243	0.0003275728	1.0000000000	23035.0000000000	1659.0000000000
ENSMUSG00000100685.1	0.0000503171	0.0012301278	0.0002766955	0.0000125230	0.0002464177	0.0001352946	0.0000057789	0.0026191831	0.0383722076	0.0196241274	2.0000000000	8818.5000000000	996.0000000000
ENSMUSG00000102090.1	0.0000002259	0.0000012421	0.0000013932	0.0000026730	0.0000002868	0.0000000106	0.0000047931	0.0000005712	0.0000079386	0.0000000059	1.0000000000	23775.0000000000	521.0000000000
ENSMUSG00000103744.1	0.0001873873	0.0011821308	0.0006502866	0.0000108039	0.0000016819	0.0000161996	0.0005317775	0.0000425834	0.0253511466	0.0006361555	3.0000000000	8419.0000000000	935.3333129883
ENSMUSG00000014980.14	0.0024746194	0.0014949601	0.0034406119	0.0003782050	0.0002361306	0.0000579598	0.0018114975	0.0000377922	0.0171130330	0.0024856876	4.0000000000	13581.0000000000	899.2500000000
ENSMUSG00000032649.14	0.0184006427	0.0006941452	0.0261361688	0.0000616488	0.0000347950	0.0000478154	0.0066651264	0.0000963553	0.0017631148	0.0329896606	5.0000000000	12665.0000000000	741.5999755859
ENSMUSG00000080878.1	0.0053959679	0.0024678840	0.0074055283	0.0000155608	0.0000369140	0.0001805932	0.0018770822	0.0000933270	0.0004096602	0.0092994982	5.0000000000	10853.7998046875	741.5999755859
ENSMUSG00000026482.13	0.0097706691	0.0037708380	0.0004304914	0.0000331813	0.0000420892	0.0002123766	0.0000566437	0.0008030376	0.0012596788	0.0003671792	2.0000000000	12092.0000000000	1377.0000000000
ENSMUSG00000086145.1	0.0105373184	0.0104202771	0.0216099682	0.0008297491	0.0000409988	0.0029982558	0.0001696990	0.0001521825	0.0001451911	0.0813597051	3.0000000000	4682.3334960938	1176.6666259766
ENSMUSG00000080950.1	0.0000130068	0.0000706340	0.0048572447	0.0000625738	0.0000057346	0.0033322615	0.0000083695	0.0000033248	0.0001310573	0.0030889678	1.0000000000	11813.0000000000	675.0000000000
ENSMUSG00000099868.1	0.0005647132	0.0002176881	0.0000248590	0.0000016128	0.0000024259	0.0000122749	0.0000031803	0.0000463363	0.0000728058	0.0000212188	1.0000000000	14254.0000000000	2145.0000000000
ENSMUSG00000055547.4	0.0004377806	0.0001687576	0.0000192713	0.0000012503	0.0000018806	0.0000095158	0.0000024655	0.0000359211	0.0000564410	0.0000164494	1.0000000000	15527.0000000000	2145.0000000000
ENSMUSG00000008475.13	0.0097706776	0.0037710125	0.0004305066	0.0000333868	0.0000420938	0.0002123767	0.0000567067	0.0008030900	0.0012596796	0.0003671815	2.0000000000	11996.5000000000	1377.0000000000
ENSMUSG00000026480.12	0.0025168199	0.0049315703	0.0272168836	0.0016885228	0.0005507341	0.0065852367	0.0035010512	0.0201485224	0.0257711530	0.0864069303	7.0000000000	7317.0000000000	1228.8571777344
ENSMUSG00000042772.15	0.0021734559	0.0087762398	0.0038183727	0.0006196419	0.0007290332	0.0006521888	0.0043394018	0.0054919990	0.0017535575	0.0552644623	3.0000000000	6998.3334960938	1464.3333740234
ENSMUSG00000100394.1	0.0000333041	0.0001345453	0.0000411865	0.0000096849	0.0000111711	0.0000099935	0.0000665004	0.0000841773	0.0000248447	0.0010820263	2.0000000000	20556.5000000000	2040.0000000000
ENSMUSG00000103840.1	0.0000000589	0.0000168017	0.0027391927	0.0000000608	0.0000000160	0.0000000021	0.0000000382	0.0000002414	0.0003495556	0.0000003615	1.0000000000	14612.0000000000	313.0000000000
ENSMUSG00000099969.1	0.0000186214	0.0000069524	0.0000023003	0.0000000105	0.0000020988	0.0000180499	0.0000011554	0.0000001479	0.0000005165	0.0003014789	2.0000000000	17632.0000000000	420.5000000000
ENSMUSG00000026479.13	0.0030733242	0.0015774613	0.0511339995	0.0026148423	0.0013986460	0.0011009356	0.0021079108	0.0002808157	0.0114026226	0.0805125522	5.0000000000	7586.7998046875	959.2000122070
ENSMUSG00000026478.14	0.0023545350	0.0192833254	0.0124286060	0.0008070194	0.0055461520	0.0176401114	0.0042301377	0.0007215542	0.0023503314	0.0067170833	10.0000000000	12637.9003906250	1159.0999755859
ENSMUSG00000103818.1	0.0001038364	0.0000812585	0.0000369668	0.0007808449	0.0000024917	0.0006361033	0.0007747018	0.0003315122	0.0001325928	0.0034208570	3.0000000000	21997.6660156250	1081.6666259766
ENSMUSG00000079138.3	0.0042028819	0.0045097972	0.0014845743	0.0300824350	0.0001624653	0.0278355816	0.0316547957	0.0127366960	0.0053324596	0.1378042043	7.0000000000	14783.8574218750	1431.0000000000
ENSMUSG00000073538.10	0.0008177275	0.0048535488	0.0005017194	0.0000426596	0.0000493904	0.0065615729	0.0195631956	0.0003079092	0.0118692285	0.0001089407	1.0000000000	0.0000000000	2224.0000000000
ENSMUSG00000042708.12	0.0001212106	0.0007194345	0.0000743691	0.0000063234	0.0000073211	0.0009726124	0.0028998239	0.0000456409	0.0017593584	0.0000161481	1.0000000000	9545.0000000000	2224.0000000000
ENSMUSG00000064435.1	0.0000061357	0.0000364181	0.0000037646	0.0000003201	0.0000003706	0.0000492341	0.0001467903	0.0000023104	0.0000890595	0.0000008174	1.0000000000	24462.0000000000	2224.0000000000
ENSMUSG00000042699.11	0.0024810771	0.0196674027	0.0056089936	0.0269964973	0.0004956394	0.0042284560	0.0434926630	0.0009708149	0.0088830460	0.0424627347	5.0000000000	7244.7998046875	1717.4000244141
ENSMUSG00000042684.8	0.0003119471	0.0013474590	0.0002467935	0.0005843303	0.0000115997	0.0000191501	0.0000140418	0.0000450276	0.0088084513	0.0120107969	3.0000000000	8995.3330078125	917.3333129883
ENSMUSG00000099858.1	0.0003773115	0.0001197991	0.0001033674	0.0001044092	0.0000026903	0.0000330057	0.0001234456	0.0000279828	0.0008909725	0.0072639809	2.0000000000	17434.0000000000	1427.0000000000
ENSMUSG00000042671.12	0.0006615769	0.0010212589	0.0007347400	0.0007810457	0.0001477041	0.0005233868	0.0009076757	0.0002951752	0.0059962013	0.0300649527	5.0000000000	13588.0000000000	2427.8000488281
ENSMUSG00000100945.1	0.0013240739	0.0030170885	0.0028020302	0.0038157472	0.0003165290	0.0016007962	0.0044061143	0.0016857763	0.0007883867	0.0147252609	3.0000000000	8754.6669921875	2458.3332519531
ENSMUSG00000102404.1	0.0000088149	0.0000203503	0.0000387888	0.0000040733	0.0000176899	0.0000231427	0.0000813904	0.0000196474	0.0024326148	0.0052810435	3.0000000000	17098.6660156250	659.0000000000
ENSMUSG00000100334.1	0.0019915825	0.0025218104	0.0068789547	0.0045055657	0.0009705834	0.0268678559	0.0050245210	0.0003042100	0.0349922427	0.0666327644	3.0000000000	6227.0000000000	3306.3332519531
ENSMUSG00000026475.7	0.0029882044	0.0039162033	0.0110659281	0.0071245747	0.0013301134	0.0391622174	0.0077791975	0.0004281374	0.0374824320	0.0909979827	3.0000000000	5609.6665039062	3306.3332519531
ENSMUSG00000099568.1	0.0065829429	0.0128526326	0.0528930400	0.0249123706	0.0012987641	0.0254640882	0.0243317233	0.0011779596	0.0307822132	0.1187962477	3.0000000000	7946.6665039062	3306.3332519531
ENSMUSG00000066800.11	0.0065724256	0.0128441319	0.0528900283	0.0248986746	0.0012921862	0.0252487834	0.0243133100	0.0011768144	0.0306111235	0.1183861213	3.0000000000	8014.6665039062	3306.3332519531
ENSMUSG00000100183.1	0.0064590682	0.0127525094	0.0528575674	0.0247510563	0.0012212883	0.0229281856	0.0241148488	0.0011644709	0.0287670851	0.1139656995	3.0000000000	8852.0000000000	3306.3332519531
ENSMUSG00000045968.7	0.0044896377	0.0180843672	0.0035765365	0.0002758105	0.0446574639	0.0029919581	0.0220452790	0.0096167753	0.0046872020	0.1102575223	4.0000000000	11285.7500000000	1779.0000000000
ENSMUSG00000043282.3	0.0000332901	0.0001902852	0.0000489807	0.0000064646	0.0003195880	0.0000626211	0.0001601403	0.0000794166	0.0000570573	0.0014136345	2.0000000000	21941.0000000000	2826.0000000000
ENSMUSG00000102459.1	0.0012067169	0.0068975666	0.0017754809	0.0002343327	0.0115846071	0.0022699259	0.0058048585	0.0028787386	0.0020682474	0.0512422334	2.0000000000	3989.0000000000	2826.0000000000
ENSMUSG00000047053.5	0.0010799377	0.0061728996	0.0015889467	0.0002097134	0.0103675138	0.0020314446	0.0051949928	0.0025762947	0.0018509547	0.0458586603	2.0000000000	4544.0000000000	2826.0000000000
ENSMUSG00000099227.1	0.0044910447	0.0181547129	0.0035718112	0.0002772317	0.0446610611	0.0030116863	0.0220469847	0.0096295719	0.0047024865	0.1109793048	4.0000000000	11361.2500000000	1779.0000000000
ENSMUSG00000026473.15	0.0044909573	0.0181503976	0.0035719764	0.0002771299	0.0446608403	0.0030103686	0.0220468691	0.0096287870	0.0047015026	0.1109350521	4.0000000000	11356.7500000000	1779.0000000000
ENSMUSG00000100014.1	0.0000113589	0.0000342750	0.0005639853	0.0000655331	0.0000021620	0.0004945187	0.0000496328	0.0000053664	0.0002142435	0.0006131823	4.0000000000	20880.7500000000	876.5000000000
ENSMUSG00000101903.1	0.0010995252	0.0033014161	0.0254809751	0.0000887000	0.0000173723	0.0000322560	0.0000137496	0.0000724101	0.0000435923	0.0000597031	3.0000000000	4194.6665039062	498.3333435059
ENSMUSG00000100502.1	0.0000744706	0.0028131215	0.0203809758	0.0000197545	0.0000394258	0.0255016650	0.0003032094	0.0000081224	0.0203266291	0.0261908461	4.0000000000	11040.5000000000	425.0000000000
ENSMUSG00000100627.6	0.0116136684	0.0577793094	0.0817702694	0.0259907367	0.0005585428	0.0495010241	0.0304141650	0.0056692046	0.0314155366	0.2068839175	4.0000000000	13544.0000000000	3381.0000000000
ENSMUSG00000088669.1	0.0012411986	0.0137624372	0.0526712666	0.0011353311	0.0001373666	0.0005462299	0.0035989894	0.0014454198	0.0166129052	0.0142249555	11.0000000000	12036.5458984375	1190.9090576172
ENSMUSG00000066797.6	0.0011048260	0.0001008557	0.0033830825	0.0105220660	0.0000284860	0.0030854490	0.0002931949	0.0003891622	0.0006075142	0.0456056030	3.0000000000	4634.3334960938	854.6666870117
ENSMUSG00000099933.1	0.0000000035	0.0000001829	0.0000014543	0.0000000006	0.0000000016	0.0000000008	0.0000000153	0.0000010151	0.0000720359	0.0000007993	1.0000000000	21048.0000000000	231.0000000000
ENSMUSG00000100221.6	0.0000000045	0.0000002333	0.0000018551	0.0000000008	0.0000000021	0.0000000011	0.0000000195	0.0000012948	0.0000918875	0.0000010196	1.0000000000	19831.0000000000	231.0000000000
ENSMUSG00000101880.1	0.0304425522	0.0333925989	0.1037876127	0.0417171920	0.0081772309	0.0070916319	0.0061726729	0.0087689007	0.1026045753	0.3388248830	7.0000000000	11752.5712890625	3189.2856445312
ENSMUSG00000101433.1	0.0006207434	0.0010088209	0.0029522152	0.0008629529	0.0031530003	0.0002772620	0.0003121218	0.0011513960	0.0060003949	0.0480055145	2.0000000000	10142.0000000000	4109.0000000000
ENSMUSG00000096950.2	0.0219777870	0.0070247988	0.0327445587	0.0044797318	0.0450289812	0.0284585553	0.0083868304	0.0021127568	0.0053648052	0.1519243812	10.0000000000	11559.5000000000	2308.8000488281
