"Feature","MS55_01","MS55_02","MS55_03","MS55_04","MS55_05","MS55_06","MS55_07","MS55_08","MS55_09","MS55_10","MS55_11","MS55_12","MS55_13","MS55_14","MS55_15","MS55_16","MS55_17","MS55_18","MS55_19","MS55_20","MS55_21","MS55_22","MS55_23","MS55_24","MS55_25","MS55_26","MS55_27","MS55_28","MS55_29","MS55_30","MS55_31","MS55_32","MS55_33","MS55_34","MS55_35","MS55_36","MS55_37","MS55_38","MS55_39","MS55_40","MS55_41","MS55_42","MS55_43","MS55_44","MS55_45","MS55_46","MS55_47","MS55_48","POOL0","POOL1","POOL2","POOL3","POOL4","POOL5","POOL6","POOL7","POOL8","POOL9"
"citicoline",26216907.52,26760421.65,27612657.7,25780978.67,3418822.731,3823771.584,3490010.042,3242156.817,4961894.182,4690280.517,4993971.178,4828231.289,10182256.27,10195978.27,9230822.65,9389603.09,23155707.4,25000480.51,23379987.97,23780125.26,2090104.635,1849939.216,2511496.968,2156488.651,5202685.26,5154721.854,5594493.982,4986165.917,9997434.568,12456944.55,12248258.03,12176499.45,25003302.73,24550688.13,25348121.34,24880240.46,3242667.704,2943884.509,3339737.188,3164405.872,6355230.128,6107087.762,5728159.534,5746303.425,11327737.96,11685314.54,10451245.07,10476667.64,12632961.03,12037020.85,12679611.22,11997378.85,11661565.81,11871708.98,11390642.56,11193352.82,11597713.11,11197220.06
"citrate",2187070956,2203043273,2184242278,1967204606,2213563310,2395113420,2276258548,1790829233,1889362967,1912147699,1773353872,1620269819,2081613177,1805947572,1635107455,1841263962,1369922424,1447114856,1396129840,1522696523,1739813904,2018919851,1984846898,1942886371,1786952621,1688071913,1920424642,1848104757,1770508573,1891920862,1930307872,1995246255,1562646491,1684337510,1798293403,1505798767,1952470723,2056869001,2110477780,2144472252,2516914477,2011223833,2299778644,2590911964,2162617060,2075628128,1987021559,2136256461,1656562389,1837195291,1894609372,1883412289,1953999970,2072208678,2081345177,2065104696,2237063064,2125903436
"citrulline",514024322,507001076.3,551503662.3,483751307.4,272896668.3,247060110.4,250669266.2,257547930.4,278332714.4,257085817.2,211062754.9,239323985.2,284343396,259046021.6,235810162.5,248348759.3,421953919.2,432679359.1,459015561.8,456270522.2,200567476.2,236222917.2,235360922.7,218823226,261216115.4,254139092.2,261845838,239901039.4,336384005,346669398,288735889.5,294631178,451383181.8,437357463.1,485050941.2,425015565,243040844.6,232834422.8,258222787.8,246537506.3,281572896.7,227988150.4,238011607.4,281396003.9,253204558.7,258878484,271741538.1,243576629.5,343723837.2,349298539,342729563.3,341361181.6,335162660.7,341969249.1,331906602.4,329001555.6,322082255.6,325967710.3
"CMP",1932114.089,1899863.344,1925121.931,1413232.068,2063193.194,2044475.472,1486348.079,1629356.166,944554.7897,936242.9601,1284307.476,1411078.916,1557787.176,1322591.691,1457574.745,1274014.265,420035.7125,614416.0223,761846.5898,671146.3034,607653.5329,748017.8129,1073563.307,1155925.7,562690.0977,616186.7512,663219.7501,685259.1822,529981.6049,681171.2264,859330.955,547181.224,739141.6886,655488.4753,759494.7366,507983.8785,689867.6329,576596.627,824235.1037,917970.7274,1114397.319,748586.8226,1159851.813,1185036.918,725348.8999,731557.3431,750103.9404,535612.2001,866456.572,775969.3615,862480.2201,908268.5021,1049419.417,1009902.67,1014817.93,1275770.361,1044707.289,984947.7758
"CMP-2-aminoethylphosphonate",4234541.821,3949939.415,3508288.698,3728231.373,788386.6641,836987.5192,465851.6937,596926.4319,1123617.189,1000053.748,1035054.898,1286990.291,2779324.638,3091528.036,2558884.05,2860053.926,3309665.687,3724616.591,2894662.237,4149619.246,317226.2048,228482.1584,357224.7366,258703.1956,1497865.432,1666217.622,1597864.001,1602741.59,2406322.28,3297590.386,3550959.625,3325910.115,2722241.391,2836787.753,2699932.512,2498286.248,724949.9809,711397.2466,283327.7891,439787.612,1093502.9,1349967.84,1414359.198,1330850.924,2241759.673,2121790.437,2197951.683,2493040.864,1839210.262,2105956.498,1892078.866,2114992.73,2403498.371,2188078.163,2092160.61,1759231.594,1889714.123,1703316.177
"CMP-acetylneuraminic acid",8587555.559,9245564.414,8872426.495,8705121.532,8281261.611,9044656.085,8758335.721,8695021.243,6174711.817,5987383.482,5731322.631,5774160.053,6890778.082,6906046.822,6350921.017,6579564.081,7654545.151,7961268.214,8155680.755,8009407.019,5993586.937,6787313.611,6914649.071,6777152.842,6504408.135,6364210.66,6365876.062,6269231.974,5930520.347,7649550.805,8053205.414,7656199.872,7162067.75,7260124.034,7727709.595,7101475.822,6721337.878,6940559.778,6926580.576,7026489.16,6446795.66,6197527.653,6544235.534,6792888.476,7492959.59,7769937.024,7188279.625,7047842.238,8099766.692,8029074.454,7775910.939,7817774.131,7513292.753,7807888.393,7317719.557,7535099.905,7225331.358,7420156.41
"creatine",42067461898,42558771163,44309222567,39375206100,52052959969,48927708718,50747733751,51483188526,46393353795,47545775737,47295597255,46982261357,41736184125,43026429872,40484732077,41885225498,39819001655,42887198635,42347013027,41830619923,44422921193,48706315988,48724175428,47205342041,46636950783,47179473309,47229221690,46459299720,38728736146,41587476624,44703742748,43998911404,42453910690,42002239363,44823390045,43872137049,48966216842,49898064955,48252274475,49866313683,51233839608,49783124859,49476750368,50240417113,44451470219,44696977553,42328524070,42334874728,46386174914,46161831389,46003960731,46355954032,46934632109,45634382706,47172899615,46766220601,46255878089,45582547814
"creatinine",2134872728,2061113560,1975477870,1837218461,1883395779,1817091278,1684553718,1756846273,2030965180,1852557587,1442433604,1677508463,1759429828,1689309464,1469439008,1703895076,1654714807,1820662462,1690411284,1769075576,1269129029,1601138061,1567800238,1450305840,1663008181,1742146535,1578081306,1508640218,2129394358,2376990733,1755783086,1939049452,2118950147,1997892166,2259743139,1930495505,1662048924,1698720415,1767966225,1630537027,1923377898,1625454250,1576348055,1824428866,1628237328,1677110621,1565531153,1541578497,1910866252,1953990602,1901605941,1932947641,1964414762,1867036627,1871464061,1737624364,1777571482,1800494142
"CTP",22803215.14,24795638.5,24766188.42,20055244.49,21199400.65,21903176.2,20567036.28,17519496.95,12161191.15,11982501.46,11854035.7,10492617.37,13450076.26,16413115.16,14662183.43,14902684.05,7585155.358,8830430.93,11381862.37,8459881.492,5982387.501,7455469.691,8070164.793,8228779.273,6060980.713,5643742.891,7472590.032,5628275.318,5758578.401,10254041.37,14558814.06,11483150.15,12149162.57,9979869.547,11919422.9,9556347.368,7799017.272,9636016.66,9174341.699,9195684.98,12877612.79,12528410.72,13467508.48,12843899.09,12531719.06,11667446.29,10229228.05,11637821.5,12559582.66,13459462.16,13515098.89,12800722.3,12385172.79,12513502.53,13639238.83,12653291.24,12676055.33,12010363.63
"cyclic ADP-ribose",25216896.76,25893144.16,23525464.98,23123681.09,19279272.09,18812394.24,17661155.83,16812593.36,16011716.72,16417182.81,15810863.74,15667301.39,18211951.98,17825769.78,16475607.08,17523093.24,19829061.26,20786889.33,20119455.17,20494015.8,14493653.46,15913084.44,16481107.31,15904984.96,17734132.2,16763178.94,17337595.4,17387515.03,17008754.12,19691385.89,20482563.89,19927687.08,20369615.78,19452257.83,21158440.43,18481828.3,15724711.56,16892494.64,16625631.58,16796199.35,19396092.02,18738478.25,18502673.27,19220324.28,20635753.43,20968265.69,18834786.62,20426778.47,19967248.58,19283467.7,19695331.48,19745633.12,19727095.05,19370746.65,19168505.46,18207296.73,19304333.49,18801300.93
"cystathionine",9559886.105,9876078.318,10853868.16,9813875.759,795112.4304,821179.3666,780338.8492,837216.905,274066.8456,378814.1377,315651.091,237971.6568,221366.4225,215252.8059,254377.6355,184291.3159,7487839.666,7063474.162,8039437.804,8110396.374,662070.3239,678978.461,756237.2184,753083.1262,517034.4507,559078.9548,496328.0639,523338.0215,257230.9865,441359.6044,354754.5379,295240.4608,6323064.5,5781758.241,7247428.961,5985285.713,765409.4828,777940.1667,732144.3586,823189.2052,475078.7349,462091.9708,636326.4111,557752.5154,263556.8493,230695.8588,311676.3318,322047.3284,2654766.801,2645684.096,2661642.592,2621847.307,2701007.788,2582671.752,2265658.357,2410535.998,2445977.043,2483876.224
"cysteic acid",117150.7998,151930.6589,217783.5025,101612.9174,342408.9028,421127.8697,335782.1683,302799.1631,273432.8056,284443.715,326815.3336,228301.8394,320292.8597,333560.5236,391337.3634,347721.2611,112809.9281,95755.01812,169166.9017,111039.3838,291872.464,203715.5387,410746.4678,347872.4238,254516.9364,256952.9702,488691.3384,478206.731,304610.6082,472870.8293,463542.2514,514862.2652,191150.9859,102830.4403,170880.6228,182716.0049,230445.042,361249.596,452450.3346,474777.2805,483885.7866,327681.6482,451221.2654,514350.5436,526361.8437,565210.6181,416941.5994,563549.551,301514.8398,417695.4928,369317.1972,302193.7114,254015.2559,377679.7281,333327.2778,342404.744,352523.9433,294815.4727
"cysteinylglycine",31997745.25,31756251.51,31236287.96,29690635.61,19434527.6,19369924.76,18705852.37,17890299.94,11174197.35,12280305.82,11410205.87,11632505.5,12760134.15,12114797.84,11535057.62,11915424.83,22798822.75,27261990.4,26473774.5,25449966,14601720.66,16108528.35,16608252.13,16806744.77,11548964.97,12112787.4,12104047.96,11866592.96,8637669.52,12053393.79,13435834.55,12915227.05,23551510.89,21805650.04,25396694.07,21402524.36,12403449.01,14025900.74,12486161.21,13619740.58,11114648.52,9424323.368,10596592.12,11133193.34,10099405.47,9773710.579,9718457.319,10032434.13,17686437.99,17372765.05,16997731.91,17165982.17,17729648.49,16490734.2,16802488.44,17744519.55,15714482.6,15691506.24
"cytidine",4946682.543,4414209.306,4697393.685,4069141.565,3811781.881,3861829.382,3338440.066,3315347.013,3292586.945,2504567.988,2430067.829,2511690.541,3651587.581,3177423.291,2563299.082,3393834.98,3105209.895,2926377.847,3560966.788,3554042.682,2166567.152,3213729.706,2280914.947,2030511.432,2322590.75,2048627.125,2163891.069,2218604.94,3135294.805,3752649.762,3637769.572,3482422.249,4774950.33,4203040.862,4885231.067,3933712.911,1854729.123,1854467.279,1972741.224,1801604.523,3789719.48,2998163.119,3295515.033,3475780.191,4909735.432,4417313.574,4455940.968,4401757.322,3434256.169,3438523.201,3582599.422,3415491.886,3592366.456,3325634.569,3157346.563,3352402.842,3297521.068,3398255.95
"cytosine",4184465.227,3547233.797,4302728.391,4122094.936,4166361.484,4106824.407,3945232.35,3526090.461,3793299.409,3032033.147,3163492.713,3187804.4,3881897.31,3378478.912,3116828.562,3691239.921,3387371.881,3638144.576,3518572.761,3404881.03,2876986.48,3776738.688,3273976.068,3085736.932,3098394.138,2971878.432,3186251.286,2882018.32,3474653.98,3490329.218,3544076.949,3475633.592,4202929.188,4409020.47,4430862.745,4116474.534,2737323.005,2709475.785,3052382.249,3080062.387,4200163.95,3582034.306,3114176.652,3826188.603,4176806.394,4055747.266,3958340.733,4087942.465,3536309.856,3710378.808,3624373.163,3803871.358,3663196.682,3693855.362,3547869.042,3472993.911,3812976.097,3994803.594
"dATP",617047.0009,851025.6025,905421.8883,619570.8875,365659.5611,509090.5776,410861.1168,472417.3395,168956.3587,249641.5931,193076.9656,123754.5347,150992.9562,250327.8676,290900.4741,282182.2016,153190.9703,291405.9536,329156.6638,314212.8146,101730.1677,192028.8938,155022.7731,82365.52481,82688.99174,147443.5286,40724.35938,41262.29007,58242.76371,295575.1998,212855.5068,183303.1599,498884.7449,358856.5632,397436.4396,277944.4171,118987.5554,118282.8052,89735.3689,145560.4374,224015.6023,269007.3858,269822.0512,276700.9651,550836.9473,419064.1759,341323.7167,353197.4129,367199.2666,357863.8546,343673.3621,292410.6928,351629.7903,164471.4064,389237.7076,394198.5726,267521.4385,242362.0247
"dCTP",751580.9939,862601.0359,897061.2447,804557.229,630371.0601,550405.1361,463799.4784,474160.3486,519525.7967,209871.1916,409826.7509,363391.3733,357107.2089,476614.7502,316134.2042,322387.925,124020.7657,215491.3881,315514.0851,200642.1401,20193.65658,88367.13231,126238.6436,130199.801,70691.01414,115895.5675,87628.77565,51842.82979,136916.8649,256348.3864,289527.0883,406850.6012,350528.0893,241977.6952,380661.539,216831.618,99913.66268,119417.1297,155218.713,169913.7698,347825.1154,462967.3979,366463.4004,354946.7367,431837.1788,214629.4172,339564.4451,495573.8551,412304.4892,364621.3719,349059.7372,377775.4313,223417.1733,293176.1784,377323.6888,274138.917,319984.5618,335088.482
"deoxyadenosine",678489.4081,725279.7254,601473.2,564010.7967,891907.545,774504.5208,662448.8108,1113942.55,481557.3735,408172.7115,221188.5351,484818.6466,673057.3128,377811.7502,489137.0143,663985.2511,564113.7492,456505.0713,406196.807,364321.9356,390028.2407,661834.4408,404273.9171,460745.8209,391420.2316,310248.1536,262799.3355,393692.6288,392225.2727,425364.466,403760.5451,559469.5044,743772.9325,572369.1995,973473.5548,861083.2833,287642.1673,258995.7579,323605.9126,341825.6329,683730.0183,454530.1953,492147.1966,397362.7328,649715.1724,810252.3325,608408.1963,594098.3609,497040.3093,675179.249,679690.6331,532980.6268,557945.5445,481229.3679,579852.2387,595840.5563,519091.0625,415092.0503
"deoxycytidine",7517962.939,8435281.144,8641200.768,7068735.924,7612674.509,5809321.54,6301096.546,6735867.021,3986182.826,4149035.238,4218545.096,3933255.096,5274738.15,4986807.283,4776349.866,5487394.403,5327382.757,4703003.283,5196879.381,5265514.228,3266648.678,3974747.41,3909655.589,3624879.096,4342989.289,4449287.036,4559547.148,3989447.103,4070150.101,4481175.84,4166606.81,4497342.724,5521710.575,5324824.093,6271407.325,5109669.649,4848220.894,4150968.598,4461423.717,4566005.152,4862408.671,4193765.067,4941196.578,4217721.861,5278209.397,4767962.321,4602222.81,4043385.838,5380702.425,5783406.279,5314993.242,5391353.168,5296516.3,5340480.069,5322084.49,5139188.441,5392244.521,5167676.266
"deoxyribose 5-phosphate",1098639.038,1022798.7,883923.4337,1052908.125,2286577.712,2433570.423,2258103.198,1861373.163,2092925.794,2194005.605,1857596.833,1888271.911,2710682.841,2655744.889,2476733.215,2498973.916,926385.0237,705440.0494,1096803.096,724813.1031,1707081.788,1913459.43,2038776.574,1814389.037,2250493.886,2149564.75,2486762.933,2306879.753,2329556.682,2864593.624,3179779.967,3130907.636,491061.121,532665.0305,534512.1235,695728.5604,1565937.225,1745472.256,1789315.629,1522389.722,2084053.388,1933631.155,1934561.075,2003441.026,2559280.728,2695624.206,2447601.575,2626387.838,1811832.476,1765977.487,1677434.806,1725107.525,1623248.88,1750142.828,1742870.81,1782228.003,1608568.917,1344538.388
"dihydroorotate",29532374.13,23936261,16576757.85,33194663.53,33355446.15,33866879.53,31617663.97,23772817.9,13097121.45,13212782.89,10493473.24,26681716.03,16478210.92,15371755.13,18243850.86,20435665.32,49044422.64,59195400.06,47751721.74,67140419.24,42610726.99,51328557.75,48564566.31,44470001.59,21802196.83,15456994.98,12955905.83,25142171.7,76330896.68,101324013.4,75113570.45,84738234,16366444.46,13277092.27,15472408.23,16017320.14,27734201.28,28249027.51,27780985.24,35270374.21,21296832.55,14886832.04,13636151,31111506.01,59871814.03,53876892.04,64927486.02,70881336.67,36597441.33,36329508.34,36452251.4,37610383.42,36661931.58,37222365.54,36876166.03,36652067.5,36179323.14,34324010.85
"dihydroxyacetone phosphate",48203741.4,47715788.27,48716266.85,46375508.99,54236604.82,48184244.98,50129708.15,45921988.57,38948712.94,34849895.1,33864172.47,30878778.37,64841661.69,51668318.63,47386040.12,51796123.42,43493001.53,43235737.76,40755737.22,46625055.19,26874658.46,29326138.78,33242466.13,31814718.07,48337005.01,47868791.81,50777963,48032690.76,43857092.64,62456956.09,58832707.29,62072566.9,39547496.17,38066111.91,43268012.86,41905819.89,49634723.39,47376105.15,49578109.95,53739241.14,54150439.08,39800713.23,46347665.42,53395314.93,55450611.42,58191077.38,54637973.67,50724134.05,47602959.19,52594884.56,53047652.15,52280234.69,50826951.39,53000715.16,52492497.1,54358183.64,53214008.61,52595898.62
"dimethylarginine (ADMA+SDMA)",11512732.71,10763140.59,10554643.26,9458796.156,10498976.36,10275542.15,10163748.83,9753700.132,7940951.914,7428722.178,6000211.507,6543744.162,7015250.006,6705098.181,5852556.944,7086012.779,7082970.869,7819399.739,7774019.005,7389245.32,6941820.336,8487844.841,8344882.8,7567919.658,7222306.194,7215373.919,6940605.569,6389870.074,8693234.32,9260857.263,6604063.033,7766316.242,9164857.071,8504254.205,10228612.46,8072168.256,8719249.149,8324034.63,7944474.569,8247895.791,8551323.915,7484689.931,7606076.86,8421579.403,6294531.379,6477395.139,6367048.764,6265998.883,8471511.675,8861621.255,9735751.332,9136890.965,8334464.6,8680781.672,7893057.885,8418349.122,8748728.544,8692081.81
"dTTP",6152112.968,6414802.567,6103960.696,5321091.208,4524233.851,4865530.647,4272102.678,4128654.336,2936928.208,2906718.832,2509595.767,2834855.467,3276043.766,3421385.437,3126917.245,3438624.864,3202637.489,3364321.614,3762114.663,3627061.393,2215514.913,2325005.403,2346435.454,2680051.913,1743216.164,1914166.192,2048648.432,1725710.448,2292124.511,3282310.007,3577948.643,2978801.604,3430071.262,3534985.703,3662754.368,3414218.684,2815198.338,2633807.425,2946391.539,2583149.969,3290304.615,3032379.153,3018591.861,2957580.091,3325786.008,3061393.915,3299676.086,3465061.094,3742592.173,3712997.46,3311343.402,3623584.043,3397755.891,3405113.457,3616837.315,3354168.705,3306916.325,3129034.79
"FAD",1137562.561,657840.8277,688419.8818,811636.0965,1390347.865,1616776.857,1295411.811,1095894.641,436592.5402,493248.379,592935.8104,712406.8187,1172766.998,1155141.276,1134319.569,1102649.929,489056.0063,424378.1281,502671.9401,340920.6859,404711.4903,875072.501,731278.2259,686378.6802,287991.3202,648289.7231,517773.3507,509915.3832,763388.042,1018694.124,1112269.271,558398.8727,440922.7181,850782.8032,793231.8135,740840.8925,1193195.662,938068.9234,799772.7259,1254774.121,1102919.874,1105146.488,936794.2402,741851.5368,1160021.838,1398080.248,1076769.794,1441959.938,1172771.721,972367.7382,911857.5079,909928.5173,864485.8897,997558.3232,664476.8683,955343.5357,982253.6369,948614.1934
"FAICAR",1707866.43,1526975.979,1784617.32,1513000.023,111856.9913,278421.1566,203496.668,51743.73981,66734.45906,0,51981.13566,22957.91347,122204.6015,0,44842.75095,0,1133741.457,1332355.524,1233487.459,1413422.795,28844.64433,57766.00689,87968.6974,55936.13835,74987.78202,104855.8419,44041.57776,59600.55572,97922.78393,78893.10952,87724.16512,87861.06866,840034.8797,781208.6646,1098571.72,1008014.061,165330.0242,101174.5561,164182.2942,247318.0853,129128.274,47645.17026,115982.7069,119142.6336,75033.57175,0,37235.66598,100037.9294,346873.3149,419697.9057,542993.2207,484126.7401,264434.8746,393644.9712,524017.0916,530119.1603,378534.4456,480149.3677
"fructose",7149914.314,6857515.489,6636590.29,6604582.935,8177080.878,7499583.385,7816217.092,8424683.948,10253000.2,9932856.525,8255949.159,8685938.896,11453201.42,11324775.32,10519457.14,11071857.86,6449949.99,5412455.406,5581814.065,5316099.062,6413833.801,7431266.778,7283341.793,7270440.074,8773298.797,9059753.928,8627649.34,8169649.697,12851302.31,13185079.51,10228557.53,12307384.95,7813636.279,7535180.398,8386295.319,6800294.805,8823229.928,9281910.375,9536129.395,8410848.775,9162579.119,8571784.77,8060580.91,9568235.595,9327993.177,10568161.91,8781311.363,8106217.264,11470047.89,11534319.86,11463774.35,10511917.03,10386529.87,10095546.05,9756754.483,9320189.149,9237363.681,9192530.513
"fructose 1,6-bisphosphate",19418972.45,20718444.34,19949918.38,18574793.44,18287566.51,19132677.84,17068438.91,13222881.7,18826582.16,17406903.12,15872997.12,12824321.75,18172868.45,14749759.99,16241949.91,16260560.77,18426459.34,19922200.85,19495510.19,17877510.8,11610704.97,12454962,13945089.07,13920615.9,14535691.03,13671643.71,16173178.73,13240915.53,16524191.13,22417218.6,21075374.16,20876841.36,18445599.71,18607405.03,19923596.68,17974822.56,13470131,15413213.95,15777624.91,16919777.09,17077619.28,14859561.93,17499070.61,18580914.73,18990810.84,18093050.86,15843527.8,17598607.03,13188256.5,15463504.15,16646312.67,16814368.11,18011161.56,18177378.21,19210742.71,18743967,18365278.67,18106073.8
"fructose 6-Phosphate",5863430.458,6106524.756,5305777.412,6287599.845,5487690.326,5658242.114,5172971.95,3919764.778,3728022.185,3348364.888,3470393.085,5574044.93,6202292.317,4722387.783,4708646.942,6074644.517,5231608.812,6083146.215,5583487.507,5940245.733,4513902.662,5070438.764,5396955.208,4864506.938,4439962.467,3671535.903,3620314.262,5078080.506,7230009.97,8927860.858,7698596.228,8558640.059,5274951.113,5639668.213,5626348.451,4948783.876,4843243.973,4759359.615,4562586.152,5351024.062,5767906.995,4566164.302,4098796.003,6637771.447,7347487.449,6805540.125,5790271.864,6948757.586,5731778.367,5866099.071,5934649.702,5651334.032,6074823.947,5659549.447,5536595.144,5479412.809,5552664.019,5382105.196
"fumarate",148577247.5,156891802.6,129523923.7,134152970.8,109562452.3,109240298.8,114078668,110202248.4,101785175.4,108855578.8,100198798.2,109444674,110685996.4,120643878.4,105288674.1,115388987.3,126220906.6,138995558.7,125635301.1,141485977.7,102819802.8,113721737.1,117865143.4,108986923.6,113063342.7,116835979.7,110169889.6,113304654.7,88745069.95,100018702.8,89473518.8,97309042.32,134926392.1,136402722.1,131401793.6,139054239.2,123903996.8,119549202.2,113259057.8,124891666.1,108263328.1,108134617.5,103801581.2,111129408.7,107872105.3,115130421.1,103550777.8,107696509.1,122964782.1,119788514.9,119709568.4,116336889.1,114642414.3,121464353.2,116493790.6,119608388.4,114583546.6,116169866.6
"GDP",9463336.5,10029568.63,10187021.08,8214541.253,10625347.55,11302304.8,11187197.24,8170975.089,5792181.021,6050523.171,5212994.355,5644629.927,7494988.891,8130321.203,7716963.266,7669327.912,3974345.411,4642238.727,5825057.819,4281144.284,3518956.542,3827852.977,4011368.13,4407681.45,3030855.069,2707954.075,3982740.035,3524703.947,3680282.403,5583134.78,7431112.937,5725484.26,5597575.831,5057149.836,5702677.273,4337124.244,4054484.969,4760942.82,4722305.077,4876297.596,6474575.088,5831500.903,6459701.918,6322567.792,8626888.335,8062420.175,6628250.011,8253274.048,6014787.284,6318468.449,6291498.542,6250388.659,6316917.593,6132376.145,6753368.449,6470842.696,6457021.586,6317415.723
"GDP-hexose",1210532.895,1260952.172,1088127.708,1073710.732,1416748.023,1267340.322,1214269.781,1090011.863,1252218.893,1257215.142,1151629.097,1232690.397,1202002.821,1302287.444,1267647.158,1360094.757,928699.4341,1237844.127,1044829.717,972712.8567,836247.3975,866071.8602,860812.2428,917940.2535,919255.717,962904.6902,896161.1816,833369.1421,1153815.19,1446857.457,1441898.672,1375529.69,1204143.18,1181487.19,1232535.744,1201372.49,1083198.169,1174907.13,1010223.209,1071127.054,1476181.72,1233057.589,1317241.922,1388895.451,1404885.281,1529458.741,1393897.994,1718374.76,1291323.63,1244992.251,1306089.19,1347583.906,1328217.969,1347018.995,1326390.382,1270742.44,1103185.965,1138856.14
"gluconate",4144929768,4045607056,4024536999,3729732460,488873678.2,539859849.8,538221031.4,437969968,366802048.7,334975102.3,326748501.2,310699192.8,263730955.8,251336478.1,264298025.4,257185724.8,3280513541,3395646494,3412855028,3525569157,481746533.1,570518787.1,591504830.3,615113743.7,380663565,373640781.8,392047083.7,392186181.2,270053325.7,373828394.1,373673222.5,328573129.5,2906469927,2715396151,3234005535,2765152072,558068474.1,581904702,603703891,612569552.6,425571417.7,382694281.9,437871351,449807973.4,350226885,323379302.9,298468325.2,353501552,1212722109,1262504348,1243723797,1247379292,1218382948,1233189030,1272354644,1235047019,1190164889,1180594421
"glucose",34773270.54,23674645.66,20260292.38,19698482.61,46668882.07,40522949.8,32713891.71,45568602.32,71715829.51,52858131.02,30623926.37,44048817.3,48974231.01,40681888.35,34257441.17,40884671.6,27815701.91,29618060.83,23296506.52,22545853.79,24367408.48,42001764.39,28571481.97,25156560.64,35659915.43,41415152.59,32930990.74,29566973.57,109247378.8,91709179.14,44084958.61,60659597.83,67811071.43,59942115.61,67526708.01,49200998.97,42601849.86,40312025.24,48351106.92,35350801.33,54513002.91,42115156.36,33749717.38,47691686.42,39639938.05,39198434.49,38142942.81,28808748.83,47035679.45,45440845.36,45616264.07,45439544.98,43538165.49,42803375.89,42588304.15,41187008.36,40636526.86,40090718.01
"glucose 1-phosphate",2763378.386,2726371.495,2824581.093,2711731.433,1255503.789,1161586.369,1334981.608,1231071.905,1184935.375,1079960.074,985877.0195,990972.0257,1307523.173,1239685.098,1149595.985,1090287.218,2289579.499,2578640.868,2465940.067,2464443.939,954868.6606,1251382.163,1258192.651,1148587.707,1278520.416,1177409.308,1520225.733,1287460.082,1104651.541,1643545.759,1801384.615,1825777.703,2351884.43,2290899.321,2702057.151,2387790.525,1253755.432,1373446.154,1194605.036,1380130.01,1374778.06,1347410.481,1448937.137,1276739.292,1862290.667,1700230.63,1518090.643,1740951.382,1658466.932,1854700.489,1649494.669,1708453.81,1747937.598,1915662.568,1722321.434,1717941.988,1722029.316,1674021.406
"glucose 6-phosphate",11404186.33,10702591.71,7999156.689,9779368.047,11153202.85,12037559.19,11757115.14,7541855.56,5626900.821,5046088.965,4088309.11,13777244.21,11893275.85,8681082.161,8264108.881,11241321.67,9788242.82,12072853.72,10858435.02,10796423.35,8894280.861,11019438.35,11021662.67,10034912.34,8214904.593,5164730.703,4056449.979,8427994.997,17834590.27,23193979.34,18708806.7,19578465.28,12066978.53,11585296.58,13426275.12,10870051.6,11105848.35,9861916.152,9986648.659,11264975.74,14406427.83,7248022.342,6096548.259,14212533.51,14744326.02,13967142.13,11703347.34,14449810.9,11559989.19,11231621.77,11528466.55,11549650.92,11364969.88,11240271.52,11295070.18,10893623.49,11389456.77,11325683.36
"glucuronic acid",12600218.23,12245763.89,12387083.69,11686302.44,15936842.36,16231129.58,16443943.55,15821095.25,9148058.456,9132594.35,8961547.291,8684019.977,7299738.194,6888707.374,6883288.8,6814300.25,8972430.299,9092983.999,9175896.804,9067574.003,11985136.18,13457522.91,12511149.23,13199819.67,8418152.398,8616886.787,8995021.21,8395670.892,6556648.983,7582786.071,7388548.341,7606454.381,6962159.843,6418129.336,7807130.631,6791792.258,12656343.24,12729479.85,12949379.08,13405979.37,9001300.785,8494207.686,9235288.146,10903383.14,7182577.006,7683234.85,6950235.319,7006721.566,10284895.69,10673315.56,10140309.67,10268058.06,9963516.782,10379075.49,10309572.1,10354034.68,9888526.675,10258948.13
"glutamate",9440272346,9759993759,9133879986,8850900470,9911932591,9746117897,9975605144,9429208419,8989553895,8791560756,8723336724,8751676822,9331142124,9626064114,9296848308,9403809665,9020588264,9489256587,9147863047,9316969812,8428825639,8879222317,9407760351,8992964117,9693102381,9903239332,9547238137,9777023036,8543055567,10425465613,10405679377,10270831824,8686702268,8404744977,8945310433,8753270953,9181459621,9346518299,9318572589,9549059838,9549933189,9274784516,9266151811,9793608850,10045405448,10027216949,9521965861,9752879532,9893189018,9700346628,9632622352,9779082410,9865112348,9835164794,9821210795,9402098156,9599155387,9398719033
"glutamine",1471456433,1418189892,1223151826,1219485833,1140281816,969633144.3,1027344655,1079043561,1527898049,1212101351,1074800886,1184642953,1183441444,1009971290,1061329257,1032707702,1679048103,1732164364,1651131338,1548262376,585138105.6,650152356.7,652563420.6,611572238.9,1076008148,1108167451,1124534017,1030775282,1549086074,1590499971,1321787577,1394471767,2085206708,1902845409,2110041427,1997734879,1023122961,890530634.2,1050488223,938631193.2,1224852028,1054604658,1009588409,1184273840,1137946563,1148735671,1130538010,1058376201,1293948905,1272605245,1328594486,1317064785,1315701954,1274520667,1295160792,1294231930,1274995933,1216509874
