Channel State,Experiment Time (minutes),State Time (samples)
no_pore,1806,0
no_pore,1807,0
no_pore,1808,346239061
no_pore,1809,485700000
no_pore,1810,485700000
no_pore,1811,485700000
no_pore,1812,485700000
no_pore,1813,485700000
no_pore,1814,485700000
no_pore,1815,485700000
no_pore,1816,485700000
no_pore,1817,485700000
no_pore,1818,485700000
no_pore,1819,485700000
no_pore,1820,485700000
no_pore,1821,485700000
no_pore,1822,485700000
no_pore,1823,485700000
no_pore,1824,485700000
no_pore,1825,485700000
no_pore,1826,485700000
no_pore,1827,485700000
no_pore,1828,485700000
no_pore,1829,485700000
no_pore,1830,485700000
no_pore,1831,485700000
no_pore,1832,485700000
no_pore,1833,485700000
no_pore,1834,485700000
no_pore,1835,485700000
no_pore,1836,485700000
no_pore,1837,485700000
no_pore,1838,485700000
no_pore,1839,485700000
no_pore,1840,485700000
no_pore,1841,485700000
no_pore,1842,485700000
no_pore,1843,485700000
no_pore,1844,485700000
no_pore,1845,485700000
no_pore,1846,485700000
no_pore,1847,485700000
no_pore,1848,485700000
no_pore,1849,485700000
no_pore,1850,485700000
no_pore,1851,485700000
no_pore,1852,485700000
no_pore,1853,485700000
no_pore,1854,485700000
no_pore,1855,485700000
no_pore,1856,485700000
no_pore,1857,485700000
no_pore,1858,485700000
no_pore,1859,485700000
no_pore,1860,485700000
no_pore,1861,485700000
no_pore,1862,485700000
no_pore,1863,485700000
no_pore,1864,485700000
no_pore,1865,485700000
no_pore,1866,485700000
no_pore,1867,485700000
no_pore,1868,485700000
no_pore,1869,485700000
no_pore,1870,485700000
no_pore,1871,485700000
no_pore,1872,485700000
no_pore,1873,485700000
no_pore,1874,485700000
no_pore,1875,485700000
no_pore,1876,485700000
no_pore,1877,485700000
no_pore,1878,485700000
no_pore,1879,485700000
no_pore,1880,485700000
no_pore,1881,485700000
no_pore,1882,485700000
no_pore,1883,485700000
no_pore,1884,485700000
no_pore,1885,485700000
no_pore,1886,485700000
no_pore,1887,485700000
no_pore,1888,485700000
no_pore,1889,485700000
no_pore,1890,485700000
no_pore,1891,485700000
no_pore,1892,485700000
no_pore,1893,485700000
no_pore,1894,485700000
no_pore,1895,485700000
no_pore,1896,485700000
no_pore,1897,485700000
no_pore,1898,485700000
no_pore,1899,220917016
no_pore,1900,0
no_pore,1901,0
no_pore,1902,0
no_pore,1903,325254524
no_pore,1904,477300000
no_pore,1905,477300000
no_pore,1906,477300000
no_pore,1907,477300000
no_pore,1908,477300000
no_pore,1909,477300000
no_pore,1910,477300000
no_pore,1911,477300000
no_pore,1912,477300000
no_pore,1913,477300000
no_pore,1914,477300000
no_pore,1915,477300000
no_pore,1916,477300000
no_pore,1917,477300000
no_pore,1918,477300000
no_pore,1919,477300000
no_pore,1920,477300000
no_pore,1921,477300000
no_pore,1922,477300000
no_pore,1923,477300000
no_pore,1924,477300000
no_pore,1925,477300000
no_pore,1926,477300000
no_pore,1927,477300000
no_pore,1928,477300000
no_pore,1929,477300000
no_pore,1930,477300000
no_pore,1931,477300000
no_pore,1932,477300000
no_pore,1933,477300000
no_pore,1934,477300000
no_pore,1935,477300000
no_pore,1936,477300000
no_pore,1937,477300000
no_pore,1938,477300000
no_pore,1939,477300000
no_pore,1940,477300000
no_pore,1941,477300000
no_pore,1942,477300000
no_pore,1943,477300000
no_pore,1944,477300000
no_pore,1945,477300000
no_pore,1946,477300000
no_pore,1947,477300000
no_pore,1948,477300000
no_pore,1949,477300000
no_pore,1950,477300000
no_pore,1951,477300000
no_pore,1952,477300000
no_pore,1953,477300000
no_pore,1954,477300000
no_pore,1955,477300000
no_pore,1956,477300000
no_pore,1957,477300000
no_pore,1958,477300000
no_pore,1959,477300000
no_pore,1960,477300000
no_pore,1961,477300000
no_pore,1962,477300000
no_pore,1963,477300000
no_pore,1964,477300000
no_pore,1965,477300000
no_pore,1966,477300000
no_pore,1967,477300000
no_pore,1968,477300000
no_pore,1969,477300000
no_pore,1970,477300000
no_pore,1971,477300000
no_pore,1972,477300000
no_pore,1973,477300000
no_pore,1974,477300000
no_pore,1975,477300000
no_pore,1976,477300000
no_pore,1977,477300000
no_pore,1978,477300000
no_pore,1979,477300000
no_pore,1980,477300000
no_pore,1981,477300000
no_pore,1982,477300000
no_pore,1983,477300000
no_pore,1984,477300000
no_pore,1985,477300000
no_pore,1986,477300000
no_pore,1987,477300000
no_pore,1988,477300000
no_pore,1989,477300000
no_pore,1990,477300000
no_pore,1991,477300000
no_pore,1992,477300000
no_pore,1993,477300000
no_pore,1994,217901520
no_pore,1995,0
no_pore,1996,0
no_pore,1997,0
no_pore,1998,367789329
no_pore,1999,526200000
no_pore,2000,526200000
no_pore,2001,526200000
no_pore,2002,526200000
no_pore,2003,526200000
no_pore,2004,526200000
no_pore,2005,526200000
no_pore,2006,526200000
no_pore,2007,526200000
no_pore,2008,526200000
no_pore,2009,526200000
no_pore,2010,526200000
no_pore,2011,526200000
no_pore,2012,526200000
no_pore,2013,526200000
no_pore,2014,526200000
no_pore,2015,526200000
no_pore,2016,526200000
no_pore,2017,526200000
no_pore,2018,526200000
no_pore,2019,526200000
no_pore,2020,526200000
no_pore,2021,526200000
no_pore,2022,526200000
no_pore,2023,526200000
no_pore,2024,526200000
no_pore,2025,526200000
no_pore,2026,526200000
no_pore,2027,526200000
no_pore,2028,526200000
no_pore,2029,526200000
no_pore,2030,526200000
no_pore,2031,526200000
no_pore,2032,526200000
no_pore,2033,526200000
no_pore,2034,526200000
no_pore,2035,526200000
no_pore,2036,526200000
no_pore,2037,526200000
no_pore,2038,526200000
no_pore,2039,526200000
no_pore,2040,526200000
no_pore,2041,526200000
no_pore,2042,526200000
no_pore,2043,526200000
no_pore,2044,526200000
no_pore,2045,526200000
no_pore,2046,526200000
no_pore,2047,526200000
no_pore,2048,526200000
no_pore,2049,526200000
no_pore,2050,526200000
no_pore,2051,526200000
no_pore,2052,526200000
no_pore,2053,526200000
no_pore,2054,526200000
no_pore,2055,526200000
no_pore,2056,526200000
no_pore,2057,526200000
no_pore,2058,526200000
no_pore,2059,526200000
no_pore,2060,526200000
no_pore,2061,526200000
no_pore,2062,526200000
no_pore,2063,526200000
no_pore,2064,526200000
no_pore,2065,526200000
no_pore,2066,526200000
no_pore,2067,526200000
no_pore,2068,526200000
no_pore,2069,526200000
no_pore,2070,526200000
no_pore,2071,526200000
no_pore,2072,526200000
no_pore,2073,526200000
no_pore,2074,526200000
no_pore,2075,526200000
no_pore,2076,526200000
no_pore,2077,526200000
no_pore,2078,526200000
no_pore,2079,526200000
no_pore,2080,526200000
no_pore,2081,526200000
no_pore,2082,526200000
no_pore,2083,526200000
no_pore,2084,526200000
no_pore,2085,526200000
no_pore,2086,526200000
no_pore,2087,526200000
no_pore,2088,526200000
no_pore,2089,230297747
no_pore,2090,0
no_pore,2091,0
no_pore,2092,0
no_pore,2093,371885263
no_pore,2094,533400000
no_pore,2095,533400000
no_pore,2096,533400000
no_pore,2097,533400000
no_pore,2098,533400000
no_pore,2099,533400000
no_pore,2100,533400000
no_pore,2101,533400000
no_pore,2102,533400000
no_pore,2103,533400000
no_pore,2104,533400000
no_pore,2105,533400000
no_pore,2106,533400000
no_pore,2107,533400000
no_pore,2108,533400000
no_pore,2109,533400000
no_pore,2110,533400000
no_pore,2111,533400000
no_pore,2112,533400000
no_pore,2113,533400000
no_pore,2114,533400000
no_pore,2115,533400000
no_pore,2116,533400000
no_pore,2117,533400000
no_pore,2118,533400000
no_pore,2119,533400000
no_pore,2120,533400000
no_pore,2121,533400000
no_pore,2122,533400000
no_pore,2123,533400000
no_pore,2124,533400000
no_pore,2125,533400000
no_pore,2126,533400000
no_pore,2127,533400000
no_pore,2128,533400000
no_pore,2129,533400000
no_pore,2130,533400000
no_pore,2131,533400000
no_pore,2132,533400000
no_pore,2133,533400000
no_pore,2134,533400000
no_pore,2135,533400000
no_pore,2136,533400000
no_pore,2137,533400000
no_pore,2138,533400000
no_pore,2139,533400000
no_pore,2140,533400000
no_pore,2141,533400000
no_pore,2142,533400000
no_pore,2143,533400000
no_pore,2144,533400000
no_pore,2145,533400000
no_pore,2146,533400000
no_pore,2147,533400000
no_pore,2148,533400000
no_pore,2149,533400000
no_pore,2150,533400000
no_pore,2151,533400000
no_pore,2152,533400000
no_pore,2153,533400000
no_pore,2154,533400000
no_pore,2155,533400000
no_pore,2156,533400000
no_pore,2157,533400000
no_pore,2158,533400000
no_pore,2159,533400000
no_pore,2160,533400000
no_pore,2161,533400000
no_pore,2162,533400000
no_pore,2163,533400000
no_pore,2164,533400000
no_pore,2165,533400000
no_pore,2166,533400000
no_pore,2167,533400000
no_pore,2168,533400000
no_pore,2169,533400000
no_pore,2170,533400000
no_pore,2171,533400000
no_pore,2172,533400000
no_pore,2173,533400000
no_pore,2174,533400000
no_pore,2175,533400000
no_pore,2176,533400000
no_pore,2177,533400000
no_pore,2178,533400000
no_pore,2179,533400000
no_pore,2180,533400000
no_pore,2181,533400000
no_pore,2182,533400000
no_pore,2183,533400000
no_pore,2184,247912052
no_pore,2185,0
no_pore,2186,0
no_pore,2187,0
no_pore,2188,393992901
no_pore,2189,567000000
no_pore,2190,567000000
no_pore,2191,567000000
no_pore,2192,567000000
no_pore,2193,567000000
no_pore,2194,567000000
no_pore,2195,567000000
no_pore,2196,567000000
no_pore,2197,567000000
no_pore,2198,567000000
no_pore,2199,567000000
no_pore,2200,567000000
no_pore,2201,567000000
no_pore,2202,567000000
no_pore,2203,567000000
no_pore,2204,567000000
no_pore,2205,567000000
no_pore,2206,567000000
no_pore,2207,567000000
no_pore,2208,567000000
no_pore,2209,567000000
no_pore,2210,567000000
no_pore,2211,567000000
no_pore,2212,567000000
no_pore,2213,567000000
no_pore,2214,567000000
no_pore,2215,567000000
no_pore,2216,567000000
no_pore,2217,567000000
no_pore,2218,567000000
no_pore,2219,567000000
no_pore,2220,567000000
no_pore,2221,567000000
no_pore,2222,567000000
no_pore,2223,567000000
no_pore,2224,567000000
no_pore,2225,567000000
no_pore,2226,567000000
no_pore,2227,567000000
no_pore,2228,567000000
no_pore,2229,567000000
no_pore,2230,567000000
no_pore,2231,567000000
no_pore,2232,567000000
no_pore,2233,567000000
no_pore,2234,567000000
no_pore,2235,567000000
no_pore,2236,567000000
no_pore,2237,567000000
no_pore,2238,567000000
no_pore,2239,567000000
no_pore,2240,567000000
no_pore,2241,567000000
no_pore,2242,567000000
no_pore,2243,567000000
no_pore,2244,567000000
no_pore,2245,567000000
no_pore,2246,567000000
no_pore,2247,567000000
no_pore,2248,567000000
no_pore,2249,567000000
no_pore,2250,567000000
no_pore,2251,567000000
no_pore,2252,567000000
no_pore,2253,567000000
no_pore,2254,567000000
no_pore,2255,567000000
no_pore,2256,567000000
no_pore,2257,567000000
no_pore,2258,567000000
no_pore,2259,567000000
no_pore,2260,567000000
no_pore,2261,567000000
no_pore,2262,567000000
no_pore,2263,567000000
no_pore,2264,567000000
no_pore,2265,567000000
no_pore,2266,567000000
no_pore,2267,567000000
no_pore,2268,567000000
no_pore,2269,567000000
no_pore,2270,567000000
no_pore,2271,567000000
no_pore,2272,567000000
no_pore,2273,567000000
no_pore,2274,567000000
no_pore,2275,567000000
no_pore,2276,567000000
no_pore,2277,567000000
no_pore,2278,567000000
no_pore,2279,258635882
no_pore,2280,0
no_pore,2281,0
no_pore,2282,0
no_pore,2283,400533366
no_pore,2284,573000000
no_pore,2285,573000000
no_pore,2286,573000000
no_pore,2287,573000000
no_pore,2288,573000000
no_pore,2289,573000000
no_pore,2290,573000000
no_pore,2291,573000000
no_pore,2292,573000000
no_pore,2293,573000000
no_pore,2294,573000000
no_pore,2295,573000000
no_pore,2296,573000000
no_pore,2297,573000000
no_pore,2298,573000000
no_pore,2299,573000000
no_pore,2300,573000000
no_pore,2301,573000000
no_pore,2302,573000000
no_pore,2303,573000000
no_pore,2304,573000000
no_pore,2305,573000000
no_pore,2306,573000000
no_pore,2307,573000000
no_pore,2308,573000000
no_pore,2309,573000000
no_pore,2310,573000000
no_pore,2311,573000000
no_pore,2312,573000000
no_pore,2313,573000000
no_pore,2314,573000000
no_pore,2315,573000000
no_pore,2316,573000000
no_pore,2317,573000000
no_pore,2318,573000000
no_pore,2319,573000000
no_pore,2320,573000000
no_pore,2321,573000000
no_pore,2322,573000000
no_pore,2323,573000000
no_pore,2324,573000000
no_pore,2325,573000000
no_pore,2326,573000000
no_pore,2327,573000000
no_pore,2328,573000000
no_pore,2329,573000000
no_pore,2330,573000000
no_pore,2331,573000000
no_pore,2332,573000000
no_pore,2333,573000000
no_pore,2334,573000000
no_pore,2335,573000000
no_pore,2336,573000000
no_pore,2337,573000000
no_pore,2338,573000000
no_pore,2339,573000000
no_pore,2340,573000000
no_pore,2341,573000000
no_pore,2342,573000000
no_pore,2343,573000000
no_pore,2344,573000000
no_pore,2345,573000000
no_pore,2346,573000000
no_pore,2347,573000000
no_pore,2348,573000000
no_pore,2349,573000000
no_pore,2350,573000000
no_pore,2351,573000000
no_pore,2352,573000000
no_pore,2353,573000000
no_pore,2354,573000000
no_pore,2355,573000000
no_pore,2356,573000000
no_pore,2357,573000000
no_pore,2358,573000000
no_pore,2359,573000000
no_pore,2360,573000000
no_pore,2361,573000000
no_pore,2362,573000000
no_pore,2363,573000000
no_pore,2364,573000000
no_pore,2365,573000000
no_pore,2366,573000000
no_pore,2367,573000000
no_pore,2368,573000000
no_pore,2369,573000000
no_pore,2370,573000000
no_pore,2371,573000000
no_pore,2372,573000000
no_pore,2373,573000000
no_pore,2374,573000000
no_pore,2375,573000000
no_pore,2376,573000000
no_pore,2377,573000000
no_pore,2378,573000000
no_pore,2379,573000000
no_pore,2380,573000000
no_pore,2381,573000000
no_pore,2382,573000000
no_pore,2383,573000000
no_pore,2384,573000000
no_pore,2385,573000000
no_pore,2386,573000000
no_pore,2387,573000000
no_pore,2388,573000000
no_pore,2389,573000000
no_pore,2390,573000000
no_pore,2391,573000000
no_pore,2392,573000000
no_pore,2393,573000000
no_pore,2394,573000000
no_pore,2395,573000000
no_pore,2396,573000000
no_pore,2397,573000000
no_pore,2398,573000000
no_pore,2399,573000000
no_pore,2400,573000000
no_pore,2401,573000000
no_pore,2402,573000000
no_pore,2403,573000000
no_pore,2404,573000000
no_pore,2405,573000000
no_pore,2406,573000000
no_pore,2407,573000000
no_pore,2408,573000000
no_pore,2409,573000000
no_pore,2410,573000000
no_pore,2411,573000000
no_pore,2412,573000000
no_pore,2413,573000000
no_pore,2414,573000000
no_pore,2415,573000000
no_pore,2416,573000000
no_pore,2417,573000000
no_pore,2418,573000000
no_pore,2419,573000000
no_pore,2420,573000000
no_pore,2421,573000000
no_pore,2422,573000000
no_pore,2423,573000000
no_pore,2424,573000000
no_pore,2425,573000000
no_pore,2426,573000000
no_pore,2427,573000000
no_pore,2428,573000000
no_pore,2429,573000000
no_pore,2430,573000000
no_pore,2431,573000000
no_pore,2432,573000000
no_pore,2433,573000000
no_pore,2434,573000000
no_pore,2435,573000000
no_pore,2436,573000000
no_pore,2437,573000000
no_pore,2438,573000000
no_pore,2439,573000000
no_pore,2440,8005870
no_pore,2441,0
no_pore,2442,0
no_pore,2443,35335842
no_pore,2444,302100000
no_pore,2445,302100000
no_pore,2446,302100000
no_pore,2447,302100000
no_pore,2448,302100000
no_pore,2449,302100000
no_pore,2450,302100000
no_pore,2451,302100000
no_pore,2452,302100000
no_pore,2453,302100000
no_pore,2454,302100000
no_pore,2455,302100000
no_pore,2456,302100000
no_pore,2457,302100000
no_pore,2458,302100000
no_pore,2459,302100000
no_pore,2460,302100000
no_pore,2461,302100000
no_pore,2462,302100000
no_pore,2463,302100000
no_pore,2464,302100000
no_pore,2465,302100000
no_pore,2466,302100000
no_pore,2467,302100000
no_pore,2468,302100000
no_pore,2469,302100000
no_pore,2470,302100000
no_pore,2471,302100000
no_pore,2472,302100000
no_pore,2473,302100000
no_pore,2474,302100000
no_pore,2475,302100000
no_pore,2476,302100000
no_pore,2477,302100000
no_pore,2478,302100000
no_pore,2479,302100000
no_pore,2480,302100000
no_pore,2481,302100000
no_pore,2482,302100000
no_pore,2483,302100000
no_pore,2484,302100000
no_pore,2485,302100000
no_pore,2486,302100000
no_pore,2487,302100000
no_pore,2488,302100000
no_pore,2489,302100000
no_pore,2490,302100000
no_pore,2491,302100000
no_pore,2492,302100000
no_pore,2493,302100000
no_pore,2494,302100000
no_pore,2495,302100000
no_pore,2496,302100000
no_pore,2497,302100000
no_pore,2498,302100000
no_pore,2499,302100000
no_pore,2500,302100000
no_pore,2501,302100000
no_pore,2502,302100000
no_pore,2503,302100000
no_pore,2504,302100000
no_pore,2505,302100000
no_pore,2506,302100000
no_pore,2507,302100000
no_pore,2508,302100000
no_pore,2509,302100000
no_pore,2510,302100000
no_pore,2511,302100000
no_pore,2512,302100000
no_pore,2513,302100000
no_pore,2514,302100000
no_pore,2515,302100000
no_pore,2516,302100000
no_pore,2517,302100000
no_pore,2518,302100000
no_pore,2519,302100000
no_pore,2520,302100000
no_pore,2521,302100000
no_pore,2522,302100000
no_pore,2523,302100000
no_pore,2524,302100000
no_pore,2525,302100000
no_pore,2526,302100000
no_pore,2527,302100000
no_pore,2528,302100000
no_pore,2529,302100000
no_pore,2530,302100000
no_pore,2531,302100000
no_pore,2532,302100000
no_pore,2533,302100000
no_pore,2534,302100000
no_pore,2535,14072601
no_pore,2536,0
no_pore,2537,0
no_pore,2538,44694601
no_pore,2539,345300000
no_pore,2540,345300000
no_pore,2541,345300000
no_pore,2542,345300000
no_pore,2543,345300000
no_pore,2544,345300000
no_pore,2545,345300000
no_pore,2546,345300000
no_pore,2547,345300000
no_pore,2548,345300000
no_pore,2549,345300000
no_pore,2550,345300000
no_pore,2551,345300000
no_pore,2552,345300000
no_pore,2553,345300000
no_pore,2554,345300000
no_pore,2555,345300000
no_pore,2556,345300000
no_pore,2557,345300000
no_pore,2558,345300000
no_pore,2559,345300000
no_pore,2560,345300000
no_pore,2561,345300000
no_pore,2562,345300000
no_pore,2563,345300000
no_pore,2564,345300000
no_pore,2565,345300000
no_pore,2566,345300000
no_pore,2567,345300000
no_pore,2568,345300000
no_pore,2569,345300000
no_pore,2570,345300000
no_pore,2571,345300000
no_pore,2572,345300000
no_pore,2573,345300000
no_pore,2574,345300000
no_pore,2575,345300000
no_pore,2576,345300000
no_pore,2577,345300000
no_pore,2578,345300000
no_pore,2579,345300000
no_pore,2580,345300000
no_pore,2581,345300000
no_pore,2582,345300000
no_pore,2583,345300000
no_pore,2584,345300000
no_pore,2585,345300000
no_pore,2586,345300000
no_pore,2587,345300000
no_pore,2588,345300000
no_pore,2589,345300000
no_pore,2590,345300000
no_pore,2591,345300000
no_pore,2592,345300000
no_pore,2593,345300000
no_pore,2594,345300000
no_pore,2595,345300000
no_pore,2596,345300000
no_pore,2597,345300000
no_pore,2598,345300000
no_pore,2599,345300000
no_pore,2600,345300000
no_pore,2601,345300000
no_pore,2602,345300000
no_pore,2603,345300000
no_pore,2604,345300000
no_pore,2605,345300000
no_pore,2606,345300000
no_pore,2607,345300000
no_pore,2608,345300000
no_pore,2609,345300000
no_pore,2610,345300000
no_pore,2611,345300000
no_pore,2612,345300000
no_pore,2613,345300000
no_pore,2614,345300000
no_pore,2615,345300000
no_pore,2616,345300000
no_pore,2617,345300000
no_pore,2618,345300000
no_pore,2619,345300000
no_pore,2620,345300000
no_pore,2621,345300000
no_pore,2622,345300000
no_pore,2623,345300000
no_pore,2624,345300000
no_pore,2625,345300000
no_pore,2626,345300000
no_pore,2627,345300000
no_pore,2628,345300000
no_pore,2629,345300000
no_pore,2630,7843553
no_pore,2631,0
no_pore,2632,0
no_pore,2633,48690131
no_pore,2634,365400000
no_pore,2635,365400000
no_pore,2636,365400000
no_pore,2637,365400000
no_pore,2638,365400000
no_pore,2639,365400000
no_pore,2640,365400000
no_pore,2641,365400000
no_pore,2642,365400000
no_pore,2643,365400000
no_pore,2644,365400000
no_pore,2645,365400000
no_pore,2646,365400000
no_pore,2647,365400000
no_pore,2648,365400000
no_pore,2649,365400000
no_pore,2650,365400000
no_pore,2651,365400000
no_pore,2652,365400000
no_pore,2653,365400000
no_pore,2654,365400000
no_pore,2655,365400000
no_pore,2656,365400000
no_pore,2657,365400000
no_pore,2658,365400000
no_pore,2659,365400000
no_pore,2660,365400000
no_pore,2661,365400000
no_pore,2662,365400000
no_pore,2663,365400000
no_pore,2664,365400000
no_pore,2665,365400000
no_pore,2666,365400000
no_pore,2667,365400000
no_pore,2668,365400000
no_pore,2669,365400000
no_pore,2670,365400000
no_pore,2671,365400000
no_pore,2672,365400000
no_pore,2673,365400000
no_pore,2674,365400000
no_pore,2675,365400000
no_pore,2676,365400000
no_pore,2677,365400000
no_pore,2678,365400000
no_pore,2679,365400000
no_pore,2680,365400000
no_pore,2681,365400000
no_pore,2682,365400000
no_pore,2683,365400000
no_pore,2684,365400000
no_pore,2685,365400000
no_pore,2686,365400000
no_pore,2687,365400000
no_pore,2688,365400000
no_pore,2689,365400000
no_pore,2690,365400000
no_pore,2691,365400000
no_pore,2692,365400000
no_pore,2693,365400000
no_pore,2694,365400000
no_pore,2695,365400000
no_pore,2696,365400000
no_pore,2697,365400000
no_pore,2698,365400000
no_pore,2699,365400000
no_pore,2700,365400000
no_pore,2701,365400000
no_pore,2702,365400000
no_pore,2703,365400000
no_pore,2704,365400000
no_pore,2705,365400000
no_pore,2706,365400000
no_pore,2707,365400000
no_pore,2708,365400000
no_pore,2709,365400000
no_pore,2710,365400000
no_pore,2711,365400000
no_pore,2712,365400000
no_pore,2713,365400000
no_pore,2714,365400000
no_pore,2715,365400000
no_pore,2716,365400000
no_pore,2717,365400000
no_pore,2718,365400000
no_pore,2719,365400000
no_pore,2720,365400000
no_pore,2721,365400000
no_pore,2722,365400000
no_pore,2723,365400000
no_pore,2724,365399973
no_pore,2725,3196966
no_pore,2726,0
no_pore,2727,0
no_pore,2728,60322152
no_pore,2729,393900000
no_pore,2730,393900000
no_pore,2731,393900000
no_pore,2732,393900000
no_pore,2733,393900000
no_pore,2734,393900000
no_pore,2735,393900000
no_pore,2736,393900000
no_pore,2737,393900000
no_pore,2738,393900000
no_pore,2739,393900000
no_pore,2740,393900000
no_pore,2741,393900000
no_pore,2742,393900000
no_pore,2743,393900000
no_pore,2744,393900000
no_pore,2745,393900000
no_pore,2746,393900000
no_pore,2747,393900000
no_pore,2748,393900000
no_pore,2749,393900000
no_pore,2750,393900000
no_pore,2751,393900000
no_pore,2752,393900000
no_pore,2753,393900000
no_pore,2754,393900000
no_pore,2755,393900000
no_pore,2756,393900000
no_pore,2757,393900000
no_pore,2758,393900000
no_pore,2759,393900000
no_pore,2760,393900000
no_pore,2761,393900000
no_pore,2762,393900000
no_pore,2763,393900000
no_pore,2764,393900000
no_pore,2765,393900000
no_pore,2766,393900000
no_pore,2767,393900000
no_pore,2768,393900000
no_pore,2769,393900000
no_pore,2770,393900000
no_pore,2771,393900000
no_pore,2772,393900000
no_pore,2773,393900000
no_pore,2774,393900000
no_pore,2775,393900000
no_pore,2776,393900000
no_pore,2777,393900000
no_pore,2778,393900000
no_pore,2779,393900000
no_pore,2780,393900000
no_pore,2781,393900000
no_pore,2782,393900000
no_pore,2783,393900000
no_pore,2784,393900000
no_pore,2785,393900000
no_pore,2786,393900000
no_pore,2787,393900000
no_pore,2788,393900000
no_pore,2789,393900000
no_pore,2790,393900000
no_pore,2791,393900000
no_pore,2792,393900000
no_pore,2793,393900000
no_pore,2794,393900000
no_pore,2795,393900000
no_pore,2796,393900000
no_pore,2797,393900000
no_pore,2798,393900000
no_pore,2799,393900000
no_pore,2800,393900000
no_pore,2801,393900000
no_pore,2802,393900000
no_pore,2803,393900000
no_pore,2804,393900000
no_pore,2805,393900000
no_pore,2806,393900000
no_pore,2807,393900000
no_pore,2808,393900000
no_pore,2809,393900000
no_pore,2810,393900000
no_pore,2811,393900000
no_pore,2812,393900000
no_pore,2813,393900000
no_pore,2814,393900000
no_pore,2815,393900000
no_pore,2816,393900000
no_pore,2817,393900000
no_pore,2818,393900000
no_pore,2819,387906798
no_pore,2820,0
no_pore,2821,0
no_pore,2822,0
no_pore,2823,69384541
no_pore,2824,421500000
no_pore,2825,421500000
no_pore,2826,421500000
no_pore,2827,421500000
no_pore,2828,421500000
no_pore,2829,421500000
no_pore,2830,421500000
no_pore,2831,421500000
no_pore,2832,421500000
no_pore,2833,421500000
no_pore,2834,421500000
no_pore,2835,421500000
no_pore,2836,421500000
no_pore,2837,421500000
no_pore,2838,421500000
no_pore,2839,421500000
no_pore,2840,421500000
no_pore,2841,421500000
no_pore,2842,421500000
no_pore,2843,421500000
no_pore,2844,421500000
no_pore,2845,421500000
no_pore,2846,421500000
no_pore,2847,421500000
no_pore,2848,421500000
no_pore,2849,421500000
no_pore,2850,421500000
no_pore,2851,421500000
no_pore,2852,421500000
no_pore,2853,421500000
no_pore,2854,421500000
no_pore,2855,421500000
no_pore,2856,421500000
no_pore,2857,421500000
no_pore,2858,421500000
no_pore,2859,421500000
no_pore,2860,421500000
no_pore,2861,421500000
no_pore,2862,421500000
no_pore,2863,421500000
no_pore,2864,421500000
no_pore,2865,421500000
no_pore,2866,421500000
no_pore,2867,421500000
no_pore,2868,421500000
no_pore,2869,421500000
no_pore,2870,421500000
no_pore,2871,421500000
no_pore,2872,421500000
no_pore,2873,421500000
no_pore,2874,421500000
no_pore,2875,421500000
no_pore,2876,421500000
no_pore,2877,421500000
no_pore,2878,421500000
no_pore,2879,421500000
no_pore,2880,421500000
no_pore,2881,421500000
no_pore,2882,421500000
no_pore,2883,421500000
no_pore,2884,421500000
no_pore,2885,421500000
no_pore,2886,421500000
no_pore,2887,421500000
no_pore,2888,421500000
no_pore,2889,421500000
no_pore,2890,421500000
no_pore,2891,421500000
no_pore,2892,421500000
no_pore,2893,421500000
no_pore,2894,421500000
no_pore,2895,421500000
no_pore,2896,421500000
no_pore,2897,421500000
no_pore,2898,421500000
no_pore,2899,421500000
no_pore,2900,421500000
no_pore,2901,421500000
no_pore,2902,421500000
no_pore,2903,421500000
no_pore,2904,421500000
no_pore,2905,421500000
no_pore,2906,421500000
no_pore,2907,421500000
no_pore,2908,421500000
no_pore,2909,421500000
no_pore,2910,421500000
no_pore,2911,421500000
no_pore,2912,421500000
no_pore,2913,421500000
no_pore,2914,409232334
no_pore,2915,0
no_pore,2916,0
no_pore,2917,0
no_pore,2918,70591832
no_pore,2919,415500000
no_pore,2920,415500000
no_pore,2921,415500000
no_pore,2922,415500000
no_pore,2923,415500000
no_pore,2924,415500000
no_pore,2925,415500000
no_pore,2926,415500000
no_pore,2927,415500000
no_pore,2928,415500000
no_pore,2929,415500000
no_pore,2930,415500000
no_pore,2931,415500000
no_pore,2932,415500000
no_pore,2933,415500000
no_pore,2934,415500000
no_pore,2935,415500000
no_pore,2936,415500000
no_pore,2937,415500000
no_pore,2938,415500000
no_pore,2939,415500000
no_pore,2940,415500000
no_pore,2941,415500000
no_pore,2942,415500000
no_pore,2943,415500000
no_pore,2944,415500000
no_pore,2945,415500000
no_pore,2946,415500000
no_pore,2947,415500000
no_pore,2948,415500000
no_pore,2949,415500000
no_pore,2950,415500000
no_pore,2951,415500000
no_pore,2952,415500000
no_pore,2953,415500000
no_pore,2954,415500000
no_pore,2955,415500000
no_pore,2956,415500000
no_pore,2957,415500000
no_pore,2958,415500000
no_pore,2959,415500000
no_pore,2960,415500000
no_pore,2961,415500000
no_pore,2962,415500000
no_pore,2963,415500000
no_pore,2964,415500000
no_pore,2965,415500000
no_pore,2966,415500000
no_pore,2967,415500000
no_pore,2968,415500000
no_pore,2969,415500000
no_pore,2970,415500000
no_pore,2971,415500000
no_pore,2972,415500000
no_pore,2973,415500000
no_pore,2974,415500000
